aging_mode,feature_group,horizon_checkups,mae,mean_checkup_k,mean_soh_k,model_level,n_rows,nominal_charge_C_rate,nominal_discharge_C_rate,nominal_temperature_C,parameter_set,profile_label,target,voltage_window_family
cyclic,K3_oracle_exposure_diagnostic,2,0.1547673814515235,0.5,0.9793639453848196,MH3_hist_gradient_boosting,6,1.67,1.0,0.0,28,0,capacity_Ah_kh,approx_10_90
cyclic,persistence,2,1.1128433333333334,0.0,1.0,MH0_persistence,3,1.67,1.0,10.0,32,0,capacity_Ah_kh,approx_0_100
cyclic,prior_slope,2,1.1128433333333334,0.0,1.0,MH1_prior_slope_linear,3,1.67,1.0,10.0,32,0,capacity_Ah_kh,approx_0_100
cyclic,K0_prior_capacity,2,1.0068124252486272,0.0,1.0,MH2_ridge,3,1.67,1.0,10.0,32,0,capacity_Ah_kh,approx_0_100
cyclic,K1_prior_state_time,2,0.9750300918977807,0.0,1.0,MH2_ridge,3,1.67,1.0,10.0,32,0,capacity_Ah_kh,approx_0_100
cyclic,K2_nominal_condition,2,0.7235258775192003,0.0,1.0,MH2_ridge,3,1.67,1.0,10.0,32,0,capacity_Ah_kh,approx_0_100
cyclic,K3_oracle_exposure_diagnostic,2,0.09157043390387225,0.0,1.0,MH2_ridge,3,1.67,1.0,10.0,32,0,capacity_Ah_kh,approx_0_100
cyclic,K0_prior_capacity,2,0.89425746492127,0.0,1.0,MH3_hist_gradient_boosting,3,1.67,1.0,10.0,32,0,capacity_Ah_kh,approx_0_100
cyclic,K1_prior_state_time,2,0.8973702122748133,0.0,1.0,MH3_hist_gradient_boosting,3,1.67,1.0,10.0,32,0,capacity_Ah_kh,approx_0_100
cyclic,K2_nominal_condition,2,0.4217994352903729,0.0,1.0,MH3_hist_gradient_boosting,3,1.67,1.0,10.0,32,0,capacity_Ah_kh,approx_0_100
cyclic,K3_oracle_exposure_diagnostic,2,0.5010364276677383,0.0,1.0,MH3_hist_gradient_boosting,3,1.67,1.0,10.0,32,0,capacity_Ah_kh,approx_0_100
cyclic,persistence,2,1.1143436666666668,0.0,1.0,MH0_persistence,3,1.67,1.0,10.0,36,0,capacity_Ah_kh,approx_10_100
cyclic,prior_slope,2,1.1143436666666668,0.0,1.0,MH1_prior_slope_linear,3,1.67,1.0,10.0,36,0,capacity_Ah_kh,approx_10_100
cyclic,K0_prior_capacity,2,1.0103026006623368,0.0,1.0,MH2_ridge,3,1.67,1.0,10.0,36,0,capacity_Ah_kh,approx_10_100
cyclic,K1_prior_state_time,2,0.9750095687330486,0.0,1.0,MH2_ridge,3,1.67,1.0,10.0,36,0,capacity_Ah_kh,approx_10_100
cyclic,K2_nominal_condition,2,0.711527238052637,0.0,1.0,MH2_ridge,3,1.67,1.0,10.0,36,0,capacity_Ah_kh,approx_10_100
cyclic,K3_oracle_exposure_diagnostic,2,0.062297921645163346,0.0,1.0,MH2_ridge,3,1.67,1.0,10.0,36,0,capacity_Ah_kh,approx_10_100
cyclic,K0_prior_capacity,2,0.9237446357465111,0.0,1.0,MH3_hist_gradient_boosting,3,1.67,1.0,10.0,36,0,capacity_Ah_kh,approx_10_100
cyclic,K1_prior_state_time,2,0.9197575007171155,0.0,1.0,MH3_hist_gradient_boosting,3,1.67,1.0,10.0,36,0,capacity_Ah_kh,approx_10_100
cyclic,K2_nominal_condition,2,0.6376246492756521,0.0,1.0,MH3_hist_gradient_boosting,3,1.67,1.0,10.0,36,0,capacity_Ah_kh,approx_10_100
cyclic,K3_oracle_exposure_diagnostic,2,0.49303456933983486,0.0,1.0,MH3_hist_gradient_boosting,3,1.67,1.0,10.0,36,0,capacity_Ah_kh,approx_10_100
cyclic,persistence,2,0.62557925,1.5,0.9177247314452748,MH0_persistence,12,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,prior_slope,2,0.32529725000000004,1.5,0.9177247314452748,MH1_prior_slope_linear,12,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,K0_prior_capacity,2,0.47570057972666496,1.5,0.9177247314452748,MH2_ridge,12,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,K1_prior_state_time,2,0.27661445974569693,1.5,0.9177247314452748,MH2_ridge,12,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,K2_nominal_condition,2,0.16146153810066743,1.5,0.9177247314452748,MH2_ridge,12,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,K3_oracle_exposure_diagnostic,2,0.28616364348633483,1.5,0.9177247314452748,MH2_ridge,12,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,K0_prior_capacity,2,0.33018870721486565,1.5,0.9177247314452748,MH3_hist_gradient_boosting,12,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,K1_prior_state_time,2,0.21988077313825416,1.5,0.9177247314452748,MH3_hist_gradient_boosting,12,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,K2_nominal_condition,2,0.18075155167467014,1.5,0.9177247314452748,MH3_hist_gradient_boosting,12,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,K3_oracle_exposure_diagnostic,2,0.10654162312696246,1.5,0.9177247314452748,MH3_hist_gradient_boosting,12,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,persistence,2,0.829857,0.0,1.0,MH0_persistence,3,1.67,1.0,25.0,44,0,capacity_Ah_kh,approx_0_100
cyclic,prior_slope,2,0.829857,0.0,1.0,MH1_prior_slope_linear,3,1.67,1.0,25.0,44,0,capacity_Ah_kh,approx_0_100
cyclic,K0_prior_capacity,2,0.7217128700567456,0.0,1.0,MH2_ridge,3,1.67,1.0,25.0,44,0,capacity_Ah_kh,approx_0_100
cyclic,K1_prior_state_time,2,0.6936589154792209,0.0,1.0,MH2_ridge,3,1.67,1.0,25.0,44,0,capacity_Ah_kh,approx_0_100
cyclic,K2_nominal_condition,2,0.45948958616576013,0.0,1.0,MH2_ridge,3,1.67,1.0,25.0,44,0,capacity_Ah_kh,approx_0_100
cyclic,K3_oracle_exposure_diagnostic,2,0.14147480906821044,0.0,1.0,MH2_ridge,3,1.67,1.0,25.0,44,0,capacity_Ah_kh,approx_0_100
cyclic,K0_prior_capacity,2,0.646979669048029,0.0,1.0,MH3_hist_gradient_boosting,3,1.67,1.0,25.0,44,0,capacity_Ah_kh,approx_0_100
cyclic,K1_prior_state_time,2,0.641577619669003,0.0,1.0,MH3_hist_gradient_boosting,3,1.67,1.0,25.0,44,0,capacity_Ah_kh,approx_0_100
cyclic,K2_nominal_condition,2,0.3534739394533604,0.0,1.0,MH3_hist_gradient_boosting,3,1.67,1.0,25.0,44,0,capacity_Ah_kh,approx_0_100
cyclic,K3_oracle_exposure_diagnostic,2,0.1820506414294205,0.0,1.0,MH3_hist_gradient_boosting,3,1.67,1.0,25.0,44,0,capacity_Ah_kh,approx_0_100
cyclic,persistence,2,0.3101198571428572,0.7142857142857143,0.9723951919562533,MH0_persistence,7,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,prior_slope,2,0.18809614285714302,0.7142857142857143,0.9723951919562533,MH1_prior_slope_linear,7,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,K0_prior_capacity,2,0.19097626436829923,0.7142857142857143,0.9723951919562533,MH2_ridge,7,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,K1_prior_state_time,2,0.12133620027081855,0.7142857142857143,0.9723951919562533,MH2_ridge,7,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,K2_nominal_condition,2,0.1291499179175448,0.7142857142857143,0.9723951919562533,MH2_ridge,7,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,K3_oracle_exposure_diagnostic,2,0.3091220900648962,0.7142857142857143,0.9723951919562533,MH2_ridge,7,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,K0_prior_capacity,2,0.09620733944776864,0.7142857142857143,0.9723951919562533,MH3_hist_gradient_boosting,7,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,K1_prior_state_time,2,0.10180350653673528,0.7142857142857143,0.9723951919562533,MH3_hist_gradient_boosting,7,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,K2_nominal_condition,2,0.10872261038925046,0.7142857142857143,0.9723951919562533,MH3_hist_gradient_boosting,7,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,K3_oracle_exposure_diagnostic,2,0.08802858492293453,0.7142857142857143,0.9723951919562533,MH3_hist_gradient_boosting,7,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,persistence,2,0.29233780000000004,4.32,0.8724763782204792,MH0_persistence,25,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,prior_slope,2,0.14384748000000008,4.32,0.8724763782204792,MH1_prior_slope_linear,25,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,K0_prior_capacity,2,0.15029033638684383,4.32,0.8724763782204792,MH2_ridge,25,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,K1_prior_state_time,2,0.12085665603594845,4.32,0.8724763782204792,MH2_ridge,25,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,K2_nominal_condition,2,0.16526095454826376,4.32,0.8724763782204792,MH2_ridge,25,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,K3_oracle_exposure_diagnostic,2,0.27789495653480595,4.32,0.8724763782204792,MH2_ridge,25,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,K0_prior_capacity,2,0.13184059793285843,4.32,0.8724763782204792,MH3_hist_gradient_boosting,25,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,K1_prior_state_time,2,0.10907274929623924,4.32,0.8724763782204792,MH3_hist_gradient_boosting,25,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,K2_nominal_condition,2,0.10847161918009164,4.32,0.8724763782204792,MH3_hist_gradient_boosting,25,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,K3_oracle_exposure_diagnostic,2,0.11379218370118388,4.32,0.8724763782204792,MH3_hist_gradient_boosting,25,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,persistence,2,0.5056449999999999,1.2,0.9115625255871664,MH0_persistence,10,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,prior_slope,2,0.3467612000000001,1.2,0.9115625255871664,MH1_prior_slope_linear,10,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,K0_prior_capacity,2,0.3504263260359183,1.2,0.9115625255871664,MH2_ridge,10,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,K1_prior_state_time,2,0.32308871623885665,1.2,0.9115625255871664,MH2_ridge,10,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,K2_nominal_condition,2,0.24956010990778527,1.2,0.9115625255871664,MH2_ridge,10,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,K3_oracle_exposure_diagnostic,2,0.327881946733062,1.2,0.9115625255871664,MH2_ridge,10,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,K0_prior_capacity,2,0.24802282410757776,1.2,0.9115625255871664,MH3_hist_gradient_boosting,10,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,K1_prior_state_time,2,0.26193902196146934,1.2,0.9115625255871664,MH3_hist_gradient_boosting,10,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,K2_nominal_condition,2,0.19769131399148837,1.2,0.9115625255871664,MH3_hist_gradient_boosting,10,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,K3_oracle_exposure_diagnostic,2,0.17514592034736792,1.2,0.9115625255871664,MH3_hist_gradient_boosting,10,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,persistence,2,0.48440507692307694,1.7692307692307692,0.9325275041109916,MH0_persistence,13,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,prior_slope,2,0.33506830769230783,1.7692307692307692,0.9325275041109916,MH1_prior_slope_linear,13,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,K0_prior_capacity,2,0.34978790824665207,1.7692307692307692,0.9325275041109916,MH2_ridge,13,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,K1_prior_state_time,2,0.29598552431364006,1.7692307692307692,0.9325275041109916,MH2_ridge,13,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,K2_nominal_condition,2,0.3299062186225612,1.7692307692307692,0.9325275041109916,MH2_ridge,13,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,K3_oracle_exposure_diagnostic,2,0.32546815166542686,1.7692307692307692,0.9325275041109916,MH2_ridge,13,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,K0_prior_capacity,2,0.3095379806066786,1.7692307692307692,0.9325275041109916,MH3_hist_gradient_boosting,13,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,K1_prior_state_time,2,0.233297372545063,1.7692307692307692,0.9325275041109916,MH3_hist_gradient_boosting,13,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,K2_nominal_condition,2,0.22768723942212782,1.7692307692307692,0.9325275041109916,MH3_hist_gradient_boosting,13,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,K3_oracle_exposure_diagnostic,2,0.24593658553057388,1.7692307692307692,0.9325275041109916,MH3_hist_gradient_boosting,13,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,persistence,2,0.19186728571428574,5.828571428571428,0.854107986267529,MH0_persistence,35,1.67,1.0,40.0,64,0,capacity_Ah_kh,approx_10_90
cyclic,prior_slope,2,0.0814135142857143,5.828571428571428,0.854107986267529,MH1_prior_slope_linear,35,1.67,1.0,40.0,64,0,capacity_Ah_kh,approx_10_90
cyclic,K0_prior_capacity,2,0.08083674835868968,5.828571428571428,0.854107986267529,MH2_ridge,35,1.67,1.0,40.0,64,0,capacity_Ah_kh,approx_10_90
cyclic,K1_prior_state_time,2,0.06770298316325532,5.828571428571428,0.854107986267529,MH2_ridge,35,1.67,1.0,40.0,64,0,capacity_Ah_kh,approx_10_90
cyclic,K2_nominal_condition,2,0.16829195452000198,5.828571428571428,0.854107986267529,MH2_ridge,35,1.67,1.0,40.0,64,0,capacity_Ah_kh,approx_10_90
cyclic,K3_oracle_exposure_diagnostic,2,0.23126001297925924,5.828571428571428,0.854107986267529,MH2_ridge,35,1.67,1.0,40.0,64,0,capacity_Ah_kh,approx_10_90
cyclic,K0_prior_capacity,2,0.059620939395358744,5.828571428571428,0.854107986267529,MH3_hist_gradient_boosting,35,1.67,1.0,40.0,64,0,capacity_Ah_kh,approx_10_90
cyclic,K1_prior_state_time,2,0.12547668781858337,5.828571428571428,0.854107986267529,MH3_hist_gradient_boosting,35,1.67,1.0,40.0,64,0,capacity_Ah_kh,approx_10_90
cyclic,K2_nominal_condition,2,0.11962781669718543,5.828571428571428,0.854107986267529,MH3_hist_gradient_boosting,35,1.67,1.0,40.0,64,0,capacity_Ah_kh,approx_10_90
cyclic,K3_oracle_exposure_diagnostic,2,0.09815597464161474,5.828571428571428,0.854107986267529,MH3_hist_gradient_boosting,35,1.67,1.0,40.0,64,0,capacity_Ah_kh,approx_10_90
cyclic,persistence,3,0.9063746666666667,0.0,1.0,MH0_persistence,3,1.67,1.0,0.0,28,0,capacity_Ah_kh,approx_10_90
cyclic,prior_slope,3,0.9063746666666667,0.0,1.0,MH1_prior_slope_linear,3,1.67,1.0,0.0,28,0,capacity_Ah_kh,approx_10_90
cyclic,K0_prior_capacity,3,0.7602885181416997,0.0,1.0,MH2_ridge,3,1.67,1.0,0.0,28,0,capacity_Ah_kh,approx_10_90
cyclic,K1_prior_state_time,3,0.7267546684578713,0.0,1.0,MH2_ridge,3,1.67,1.0,0.0,28,0,capacity_Ah_kh,approx_10_90
cyclic,K2_nominal_condition,3,0.4447442564139772,0.0,1.0,MH2_ridge,3,1.67,1.0,0.0,28,0,capacity_Ah_kh,approx_10_90
cyclic,K3_oracle_exposure_diagnostic,3,0.639009687196919,0.0,1.0,MH2_ridge,3,1.67,1.0,0.0,28,0,capacity_Ah_kh,approx_10_90
cyclic,K0_prior_capacity,3,0.617643585760398,0.0,1.0,MH3_hist_gradient_boosting,3,1.67,1.0,0.0,28,0,capacity_Ah_kh,approx_10_90
cyclic,K1_prior_state_time,3,0.6207650472156182,0.0,1.0,MH3_hist_gradient_boosting,3,1.67,1.0,0.0,28,0,capacity_Ah_kh,approx_10_90
cyclic,K2_nominal_condition,3,0.4992367326065758,0.0,1.0,MH3_hist_gradient_boosting,3,1.67,1.0,0.0,28,0,capacity_Ah_kh,approx_10_90
cyclic,K3_oracle_exposure_diagnostic,3,0.19725702498732556,0.0,1.0,MH3_hist_gradient_boosting,3,1.67,1.0,0.0,28,0,capacity_Ah_kh,approx_10_90
cyclic,persistence,3,0.9423641111111112,1.0,0.9582003458612357,MH0_persistence,9,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,prior_slope,3,0.6665754444444443,1.0,0.9582003458612357,MH1_prior_slope_linear,9,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,K0_prior_capacity,3,0.7723568041706066,1.0,0.9582003458612357,MH2_ridge,9,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,K1_prior_state_time,3,0.6222857224704126,1.0,0.9582003458612357,MH2_ridge,9,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,K2_nominal_condition,3,0.4084660600678801,1.0,0.9582003458612357,MH2_ridge,9,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,K3_oracle_exposure_diagnostic,3,0.27001635387306744,1.0,0.9582003458612357,MH2_ridge,9,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,K0_prior_capacity,3,0.5342919671088359,1.0,0.9582003458612357,MH3_hist_gradient_boosting,9,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,K1_prior_state_time,3,0.48631651107782914,1.0,0.9582003458612357,MH3_hist_gradient_boosting,9,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,K2_nominal_condition,3,0.3963988339165335,1.0,0.9582003458612357,MH3_hist_gradient_boosting,9,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,K3_oracle_exposure_diagnostic,3,0.1812531158936666,1.0,0.9582003458612357,MH3_hist_gradient_boosting,9,1.67,1.0,10.0,40,0,capacity_Ah_kh,approx_10_90
cyclic,persistence,3,0.4686197500000001,0.25,0.9908784567324794,MH0_persistence,4,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,prior_slope,3,0.3881522500000002,0.25,0.9908784567324794,MH1_prior_slope_linear,4,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,K0_prior_capacity,3,0.3162761478194206,0.25,0.9908784567324794,MH2_ridge,4,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,K1_prior_state_time,3,0.24426728834265632,0.25,0.9908784567324794,MH2_ridge,4,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,K2_nominal_condition,3,0.14899337041108274,0.25,0.9908784567324794,MH2_ridge,4,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,K3_oracle_exposure_diagnostic,3,0.3527042752332663,0.25,0.9908784567324794,MH2_ridge,4,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,K0_prior_capacity,3,0.2001884452946181,0.25,0.9908784567324794,MH3_hist_gradient_boosting,4,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,K1_prior_state_time,3,0.1992497560439359,0.25,0.9908784567324794,MH3_hist_gradient_boosting,4,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,K2_nominal_condition,3,0.1322104205316712,0.25,0.9908784567324794,MH3_hist_gradient_boosting,4,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,K3_oracle_exposure_diagnostic,3,0.13390990952328685,0.25,0.9908784567324794,MH3_hist_gradient_boosting,4,1.67,1.0,25.0,48,0,capacity_Ah_kh,approx_10_100
cyclic,persistence,3,0.4201003636363636,3.909090909090909,0.8935216894069452,MH0_persistence,22,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,prior_slope,3,0.2156905000000002,3.909090909090909,0.8935216894069452,MH1_prior_slope_linear,22,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,K0_prior_capacity,3,0.2355655423788567,3.909090909090909,0.8935216894069452,MH2_ridge,22,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,K1_prior_state_time,3,0.1920073353145585,3.909090909090909,0.8935216894069452,MH2_ridge,22,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,K2_nominal_condition,3,0.19899709854032396,3.909090909090909,0.8935216894069452,MH2_ridge,22,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,K3_oracle_exposure_diagnostic,3,0.3086571564645229,3.909090909090909,0.8935216894069452,MH2_ridge,22,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,K0_prior_capacity,3,0.20848672614715966,3.909090909090909,0.8935216894069452,MH3_hist_gradient_boosting,22,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,K1_prior_state_time,3,0.1573909826546471,3.909090909090909,0.8935216894069452,MH3_hist_gradient_boosting,22,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,K2_nominal_condition,3,0.17947482020295177,3.909090909090909,0.8935216894069452,MH3_hist_gradient_boosting,22,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,K3_oracle_exposure_diagnostic,3,0.14418107916986347,3.909090909090909,0.8935216894069452,MH3_hist_gradient_boosting,22,1.67,1.0,25.0,52,0,capacity_Ah_kh,approx_10_90
cyclic,persistence,3,0.7421069999999999,0.7142857142857143,0.9423460529025504,MH0_persistence,7,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,prior_slope,3,0.4294002857142856,0.7142857142857143,0.9423460529025504,MH1_prior_slope_linear,7,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,K0_prior_capacity,3,0.5578594823466013,0.7142857142857143,0.9423460529025504,MH2_ridge,7,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,K1_prior_state_time,3,0.354580805593056,0.7142857142857143,0.9423460529025504,MH2_ridge,7,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,K2_nominal_condition,3,0.21122566050485306,0.7142857142857143,0.9423460529025504,MH2_ridge,7,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,K3_oracle_exposure_diagnostic,3,0.33366628987206653,0.7142857142857143,0.9423460529025504,MH2_ridge,7,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,K0_prior_capacity,3,0.3910981988218672,0.7142857142857143,0.9423460529025504,MH3_hist_gradient_boosting,7,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,K1_prior_state_time,3,0.4069233425329802,0.7142857142857143,0.9423460529025504,MH3_hist_gradient_boosting,7,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,K2_nominal_condition,3,0.30390504714917566,0.7142857142857143,0.9423460529025504,MH3_hist_gradient_boosting,7,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,K3_oracle_exposure_diagnostic,3,0.2785315880710487,0.7142857142857143,0.9423460529025504,MH3_hist_gradient_boosting,7,1.67,1.0,40.0,56,0,capacity_Ah_kh,approx_0_100
cyclic,persistence,3,0.6695466,1.3,0.9501539965123499,MH0_persistence,10,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,prior_slope,3,0.4634283999999999,1.3,0.9501539965123499,MH1_prior_slope_linear,10,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,K0_prior_capacity,3,0.4994853556651565,1.3,0.9501539965123499,MH2_ridge,10,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,K1_prior_state_time,3,0.40898225735526816,1.3,0.9501539965123499,MH2_ridge,10,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,K2_nominal_condition,3,0.3659427059188471,1.3,0.9501539965123499,MH2_ridge,10,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,K3_oracle_exposure_diagnostic,3,0.37044740633977236,1.3,0.9501539965123499,MH2_ridge,10,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,K0_prior_capacity,3,0.3882534049812345,1.3,0.9501539965123499,MH3_hist_gradient_boosting,10,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,K1_prior_state_time,3,0.3375190642048971,1.3,0.9501539965123499,MH3_hist_gradient_boosting,10,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,K2_nominal_condition,3,0.25310297293003625,1.3,0.9501539965123499,MH3_hist_gradient_boosting,10,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,K3_oracle_exposure_diagnostic,3,0.2958784537091592,1.3,0.9501539965123499,MH3_hist_gradient_boosting,10,1.67,1.0,40.0,60,0,capacity_Ah_kh,approx_10_100
cyclic,persistence,3,0.27096156250000003,5.375,0.8670168090012805,MH0_persistence,32,1.67,1.0,40.0,64,0,capacity_Ah_kh,approx_10_90
cyclic,prior_slope,3,0.11470115625000007,5.375,0.8670168090012805,MH1_prior_slope_linear,32,1.67,1.0,40.0,64,0,capacity_Ah_kh,approx_10_90
cyclic,K0_prior_capacity,3,0.10631203061916211,5.375,0.8670168090012805,MH2_ridge,32,1.67,1.0,40.0,64,0,capacity_Ah_kh,approx_10_90
cyclic,K1_prior_state_time,3,0.09067598182358576,5.375,0.8670168090012805,MH2_ridge,32,1.67,1.0,40.0,64,0,capacity_Ah_kh,approx_10_90
cyclic,K2_nominal_condition,3,0.18404723093512487,5.375,0.8670168090012805,MH2_ridge,32,1.67,1.0,40.0,64,0,capacity_Ah_kh,approx_10_90
cyclic,K3_oracle_exposure_diagnostic,3,0.27089247848465814,5.375,0.8670168090012805,MH2_ridge,32,1.67,1.0,40.0,64,0,capacity_Ah_kh,approx_10_90
cyclic,K0_prior_capacity,3,0.08765974835178,5.375,0.8670168090012805,MH3_hist_gradient_boosting,32,1.67,1.0,40.0,64,0,capacity_Ah_kh,approx_10_90
cyclic,K1_prior_state_time,3,0.16269725921187628,5.375,0.8670168090012805,MH3_hist_gradient_boosting,32,1.67,1.0,40.0,64,0,capacity_Ah_kh,approx_10_90
cyclic,K2_nominal_condition,3,0.158318678500943,5.375,0.8670168090012805,MH3_hist_gradient_boosting,32,1.67,1.0,40.0,64,0,capacity_Ah_kh,approx_10_90
