bias,condition_mean_mae,condition_median_mae,feature_group,heldout_fold,horizon_checkups,mae,model_level,n_test,n_train,oracle_exposure_feature_group,rmse,split_name,target,test_conditions,train_conditions,worst_condition_mae
-0.005265097607183395,0.09076024952055164,0.08362911538556797,K2_nominal_condition,0,3,0.056120432685983455,MH3_hist_gradient_boosting,750,2623,False,0.11158275635473146,condition_fold,delta_capacity_Ah_h,15,53,0.23820096707392785
-0.004061053405034143,0.09308361411138295,0.0722126448333235,K3_oracle_exposure_diagnostic,0,3,0.05270356118429528,MH3_hist_gradient_boosting,750,2623,True,0.11349420379259034,condition_fold,delta_capacity_Ah_h,15,53,0.36919471202437143
0.20097967575757578,0.38673221465277163,0.25581206976744186,persistence,0,5,0.20212733030303032,MH0_persistence,660,2311,False,0.3012226743079299,condition_fold,capacity_Ah_kh,15,49,1.0633146
0.021403107575757585,0.24966624228468925,0.1621815303030304,prior_slope,0,5,0.1217400257575758,MH1_prior_slope_linear,660,2311,False,0.22699851782269084,condition_fold,capacity_Ah_kh,15,49,0.6900956000000003
-0.0015221607372491654,0.2626261328175199,0.18796329408294765,K0_prior_capacity,0,5,0.13680991576393936,MH2_ridge,660,2311,False,0.2089684955466954,condition_fold,capacity_Ah_kh,15,49,0.8302825138400609
-0.012839477246113068,0.21082186234573044,0.14598483901086193,K1_prior_state_time,0,5,0.11238273744657287,MH2_ridge,660,2311,False,0.17957625813551698,condition_fold,capacity_Ah_kh,15,49,0.5858779397182083
0.02666740583912756,0.18632899851874732,0.14400131646171802,K2_nominal_condition,0,5,0.10274832411266131,MH2_ridge,660,2311,False,0.16744168491785263,condition_fold,capacity_Ah_kh,15,49,0.5378680372961818
-0.02049380851176222,0.11623893703694815,0.12540589560650206,K3_oracle_exposure_diagnostic,0,5,0.07440500932965882,MH2_ridge,660,2311,True,0.11477157437341083,condition_fold,capacity_Ah_kh,15,49,0.34124759614147865
-0.003932687380543947,0.1995714664804603,0.17419425301156427,K0_prior_capacity,0,5,0.1116983590965449,MH3_hist_gradient_boosting,660,2311,False,0.1887939518374489,condition_fold,capacity_Ah_kh,15,49,0.5638382232922021
-0.009208932381288702,0.2011487100989082,0.14258108995610586,K1_prior_state_time,0,5,0.10793590976962544,MH3_hist_gradient_boosting,660,2311,False,0.18588862926243674,condition_fold,capacity_Ah_kh,15,49,0.6251940898980736
-0.011442997246068424,0.1697983919856447,0.12279879224134997,K2_nominal_condition,0,5,0.09609410345487424,MH3_hist_gradient_boosting,660,2311,False,0.17068040652524608,condition_fold,capacity_Ah_kh,15,49,0.4704397462526669
-0.02262892811094762,0.1430472831653851,0.0908378020347186,K3_oracle_exposure_diagnostic,0,5,0.07241402239866301,MH3_hist_gradient_boosting,660,2311,True,0.1367942661588659,condition_fold,capacity_Ah_kh,15,49,0.45845126562666677
0.20097967575757578,0.38673221465277163,0.25581206976744186,persistence,0,5,0.20212733030303032,MH0_persistence,660,2311,False,0.3012226743079299,condition_fold,delta_capacity_Ah_h,15,49,1.0633146
0.021403107575757585,0.24966624228468925,0.1621815303030304,prior_slope,0,5,0.1217400257575758,MH1_prior_slope_linear,660,2311,False,0.22699851782269084,condition_fold,delta_capacity_Ah_h,15,49,0.6900956000000003
-0.0015753350448085984,0.26265860335633556,0.1880638793091001,K0_prior_capacity,0,5,0.13685058080440535,MH2_ridge,660,2311,False,0.2089917428495012,condition_fold,delta_capacity_Ah_h,15,49,0.8303248138215311
-0.012553078245310823,0.21077284714488273,0.14610911539703472,K1_prior_state_time,0,5,0.11217401461607718,MH2_ridge,660,2311,False,0.17954203452873868,condition_fold,delta_capacity_Ah_h,15,49,0.5862899030623837
0.02697130512877018,0.18629509910915026,0.143969683832542,K2_nominal_condition,0,5,0.10286308358954245,MH2_ridge,660,2311,False,0.16737294583923756,condition_fold,delta_capacity_Ah_h,15,49,0.5370574242335664
-0.01998461317437776,0.11612341505800224,0.12507276884757046,K3_oracle_exposure_diagnostic,0,5,0.07407171886193545,MH2_ridge,660,2311,True,0.11455316758304353,condition_fold,delta_capacity_Ah_h,15,49,0.34166810340602805
-0.005976216480636597,0.1964423380748236,0.16973584743007353,K0_prior_capacity,0,5,0.11017187164902105,MH3_hist_gradient_boosting,660,2311,False,0.18804509988916615,condition_fold,delta_capacity_Ah_h,15,49,0.5610041924904193
-0.004039767190657571,0.19194687571017638,0.12240717819001,K1_prior_state_time,0,5,0.10038282380953578,MH3_hist_gradient_boosting,660,2311,False,0.17653902657089526,condition_fold,delta_capacity_Ah_h,15,49,0.5918973101250199
-0.0001631088276419387,0.16336467059278065,0.1243901107130765,K2_nominal_condition,0,5,0.08746851863282429,MH3_hist_gradient_boosting,660,2311,False,0.16150325574064292,condition_fold,delta_capacity_Ah_h,15,49,0.4638290820915754
-0.007661775021012325,0.14984746833859924,0.09157805973406273,K3_oracle_exposure_diagnostic,0,5,0.07654059888899441,MH3_hist_gradient_boosting,660,2311,True,0.14476086863373003,condition_fold,delta_capacity_Ah_h,15,49,0.5526510760855219
0.05157925549132948,0.10458010102451172,0.06255194029850746,persistence,1,1,0.05172699421965318,MH0_persistence,865,2962,False,0.11500243533787283,condition_fold,capacity_Ah_kh,15,61,0.48400216666666673
0.014071308670520234,0.06071628003776486,0.020541833333333325,prior_slope,1,1,0.024946934104046237,MH1_prior_slope_linear,865,2962,False,0.08937410279077208,condition_fold,capacity_Ah_kh,15,61,0.27608983333333326
-0.0015123243339529129,0.08489177019703793,0.04635236738394763,K0_prior_capacity,1,1,0.05165257112296894,MH2_ridge,865,2962,False,0.0935910262532082,condition_fold,capacity_Ah_kh,15,61,0.37380907891634596
-0.0005879119361552351,0.07310843615844267,0.026354623986581432,K1_prior_state_time,1,1,0.0296233734395787,MH2_ridge,865,2962,False,0.090290289365603,condition_fold,capacity_Ah_kh,15,61,0.4512809676626764
-0.004650176971704125,0.07348718175574682,0.03866102519874675,K2_nominal_condition,1,1,0.031246683701412294,MH2_ridge,865,2962,False,0.08680542306668786,condition_fold,capacity_Ah_kh,15,61,0.38733510994470316
-0.004509614340052651,0.0732079294672095,0.038767225097063165,K3_oracle_exposure_diagnostic,1,1,0.030066123954191098,MH2_ridge,865,2962,True,0.08781478958293755,condition_fold,capacity_Ah_kh,15,61,0.38766713200696823
0.005431246928570511,0.06519533490066015,0.028698694456115642,K0_prior_capacity,1,1,0.03087311153305789,MH3_hist_gradient_boosting,865,2962,False,0.08874126017953175,condition_fold,capacity_Ah_kh,15,61,0.3432692923059381
0.0022243658023848685,0.049345656434399886,0.024618034412743215,K1_prior_state_time,1,1,0.024855862794354304,MH3_hist_gradient_boosting,865,2962,False,0.0733513102603519,condition_fold,capacity_Ah_kh,15,61,0.2245238858705687
