claim_scope,horizon_checkups,mae_gain,oracle_feature_group,oracle_mean_mae,reference_feature_group,reference_mean_mae,target
oracle_diagnostic_only_not_prospective,1,0.00422738628151248,K3_oracle_exposure_diagnostic,0.04247658515254634,K2_nominal_condition,0.04670397143405882,capacity_Ah_kh
oracle_diagnostic_only_not_prospective,2,0.007685027778231657,K3_oracle_exposure_diagnostic,0.06967592185954964,K2_nominal_condition,0.0773609496377813,capacity_Ah_kh
oracle_diagnostic_only_not_prospective,3,0.016032145933691178,K3_oracle_exposure_diagnostic,0.07749826697632219,K2_nominal_condition,0.09353041291001336,capacity_Ah_kh
oracle_diagnostic_only_not_prospective,5,0.02768871095715844,K3_oracle_exposure_diagnostic,0.09607237455279767,K2_nominal_condition,0.12376108550995611,capacity_Ah_kh
oracle_diagnostic_only_not_prospective,1,0.00219844087379107,K3_oracle_exposure_diagnostic,0.03757822351863361,K2_nominal_condition,0.03977666439242468,delta_capacity_Ah_h
oracle_diagnostic_only_not_prospective,2,0.008251659078217524,K3_oracle_exposure_diagnostic,0.06395267029123192,K2_nominal_condition,0.07220432936944944,delta_capacity_Ah_h
oracle_diagnostic_only_not_prospective,3,0.011431460132426768,K3_oracle_exposure_diagnostic,0.0692962773421656,K2_nominal_condition,0.08072773747459237,delta_capacity_Ah_h
oracle_diagnostic_only_not_prospective,5,0.015452114946095843,K3_oracle_exposure_diagnostic,0.0898219012812214,K2_nominal_condition,0.10527401622731725,delta_capacity_Ah_h
