method_id,eval_target,target_path,split_name,heldout_fold,model_setting_id,feature_group,source_artifact,row_count,condition_count,condition_mean_mae
adaptive_R2_F8_conservative,delta_capacity_Ah,delta_from_capacity,voltage_window_holdout_fold,2,R0_reference_hgb50,F8_timestamp_weighted_stress,adaptive_boundary_predictions,1371,32,0.12545714119625248
adaptive_R2_F8_conservative,delta_capacity_Ah,delta_from_capacity,voltage_window_holdout_fold,2,R5_train_only_stressor_selected_hgb,F4_state_log_age_scalar,adaptive_boundary_predictions,1371,32,0.10075177655079993
adaptive_R2_F8_conservative,delta_capacity_Ah,delta_from_capacity,voltage_window_holdout_fold,2,R5_train_only_stressor_selected_hgb,F8_timestamp_weighted_stress,adaptive_boundary_predictions,1371,32,0.12466055146270971
adaptive_R2_F8_conservative,delta_capacity_Ah,delta_from_capacity,voltage_window_holdout_fold,3,R0_reference_hgb50,F4_state_log_age_scalar,adaptive_boundary_predictions,1326,16,0.04276327963765593
adaptive_R2_F8_conservative,delta_capacity_Ah,delta_from_capacity,voltage_window_holdout_fold,3,R0_reference_hgb50,F8_timestamp_weighted_stress,adaptive_boundary_predictions,1326,16,0.2823520155458958
adaptive_R2_F8_conservative,delta_capacity_Ah,delta_from_capacity,voltage_window_holdout_fold,3,R5_train_only_stressor_selected_hgb,F4_state_log_age_scalar,adaptive_boundary_predictions,1326,16,0.045959254975799474
adaptive_R2_F8_conservative,delta_capacity_Ah,delta_from_capacity,voltage_window_holdout_fold,3,R5_train_only_stressor_selected_hgb,F8_timestamp_weighted_stress,adaptive_boundary_predictions,1326,16,0.2656463477870531
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,c_rate_holdout_fold,1,R0_reference_hgb50,F4_state_log_age_scalar,adaptive_boundary_predictions,157,12,0.10113277130259181
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,c_rate_holdout_fold,1,R0_reference_hgb50,F8_timestamp_weighted_stress,adaptive_boundary_predictions,157,12,0.10251578832333012
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,c_rate_holdout_fold,1,R5_train_only_stressor_selected_hgb,F4_state_log_age_scalar,adaptive_boundary_predictions,157,12,0.0904967149458784
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,c_rate_holdout_fold,1,R5_train_only_stressor_selected_hgb,F8_timestamp_weighted_stress,adaptive_boundary_predictions,157,12,0.08108915098979329
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,0,R0_reference_hgb50,F4_state_log_age_scalar,adaptive_boundary_predictions,844,16,0.03875221809042437
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,0,R0_reference_hgb50,F8_timestamp_weighted_stress,adaptive_boundary_predictions,844,16,0.04088863554975263
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,0,R5_train_only_stressor_selected_hgb,F4_state_log_age_scalar,adaptive_boundary_predictions,844,16,0.04284825228773235
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,0,R5_train_only_stressor_selected_hgb,F8_timestamp_weighted_stress,adaptive_boundary_predictions,844,16,0.03685296510451024
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,1,R0_reference_hgb50,F4_state_log_age_scalar,adaptive_boundary_predictions,865,15,0.042799950401701946
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,1,R0_reference_hgb50,F8_timestamp_weighted_stress,adaptive_boundary_predictions,865,15,0.03778654425497253
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,1,R5_train_only_stressor_selected_hgb,F4_state_log_age_scalar,adaptive_boundary_predictions,865,15,0.04103989740236791
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,1,R5_train_only_stressor_selected_hgb,F8_timestamp_weighted_stress,adaptive_boundary_predictions,865,15,0.03783370873851879
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,2,R0_reference_hgb50,F4_state_log_age_scalar,adaptive_boundary_predictions,892,15,0.0331936997650011
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,2,R0_reference_hgb50,F8_timestamp_weighted_stress,adaptive_boundary_predictions,892,15,0.0326792774245017
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,2,R5_train_only_stressor_selected_hgb,F4_state_log_age_scalar,adaptive_boundary_predictions,892,15,0.035576771704949564
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,2,R5_train_only_stressor_selected_hgb,F8_timestamp_weighted_stress,adaptive_boundary_predictions,892,15,0.03405647882822801
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,3,R0_reference_hgb50,F4_state_log_age_scalar,adaptive_boundary_predictions,509,15,0.06214658171231006
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,3,R0_reference_hgb50,F8_timestamp_weighted_stress,adaptive_boundary_predictions,509,15,0.05923954871874726
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,3,R5_train_only_stressor_selected_hgb,F4_state_log_age_scalar,adaptive_boundary_predictions,509,15,0.059595116794480436
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,3,R5_train_only_stressor_selected_hgb,F8_timestamp_weighted_stress,adaptive_boundary_predictions,509,15,0.06309188412486441
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,4,R0_reference_hgb50,F4_state_log_age_scalar,adaptive_boundary_predictions,717,15,0.046332148161597614
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,4,R0_reference_hgb50,F8_timestamp_weighted_stress,adaptive_boundary_predictions,717,15,0.037907406046335586
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,4,R5_train_only_stressor_selected_hgb,F4_state_log_age_scalar,adaptive_boundary_predictions,717,15,0.045503551712675915
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,condition_fold,4,R5_train_only_stressor_selected_hgb,F8_timestamp_weighted_stress,adaptive_boundary_predictions,717,15,0.04201133043881402
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,profile_holdout_fold,1,R0_reference_hgb50,F4_state_log_age_scalar,adaptive_boundary_predictions,752,12,0.10915767923739267
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,profile_holdout_fold,1,R0_reference_hgb50,F8_timestamp_weighted_stress,adaptive_boundary_predictions,752,12,0.08269291452361342
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,profile_holdout_fold,1,R5_train_only_stressor_selected_hgb,F4_state_log_age_scalar,adaptive_boundary_predictions,752,12,0.10915767923739267
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,profile_holdout_fold,1,R5_train_only_stressor_selected_hgb,F8_timestamp_weighted_stress,adaptive_boundary_predictions,752,12,0.08269291452361342
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,temperature_holdout_fold,1,R0_reference_hgb50,F4_state_log_age_scalar,adaptive_boundary_predictions,742,19,0.05509724136142808
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,temperature_holdout_fold,1,R0_reference_hgb50,F8_timestamp_weighted_stress,adaptive_boundary_predictions,742,19,0.05301253618604369
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,temperature_holdout_fold,1,R5_train_only_stressor_selected_hgb,F4_state_log_age_scalar,adaptive_boundary_predictions,742,19,0.05590280419881276
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,temperature_holdout_fold,1,R5_train_only_stressor_selected_hgb,F8_timestamp_weighted_stress,adaptive_boundary_predictions,742,19,0.05187588701639285
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,temperature_holdout_fold,2,R0_reference_hgb50,F4_state_log_age_scalar,adaptive_boundary_predictions,1060,19,0.04205229396326714
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,temperature_holdout_fold,2,R0_reference_hgb50,F8_timestamp_weighted_stress,adaptive_boundary_predictions,1060,19,0.04435487338182179
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,temperature_holdout_fold,2,R5_train_only_stressor_selected_hgb,F4_state_log_age_scalar,adaptive_boundary_predictions,1060,19,0.041947704071500586
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,temperature_holdout_fold,2,R5_train_only_stressor_selected_hgb,F8_timestamp_weighted_stress,adaptive_boundary_predictions,1060,19,0.04327060480263737
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,voltage_window_holdout_fold,1,R0_reference_hgb50,F4_state_log_age_scalar,adaptive_boundary_predictions,1130,28,0.08401601520595645
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,voltage_window_holdout_fold,1,R0_reference_hgb50,F8_timestamp_weighted_stress,adaptive_boundary_predictions,1130,28,0.09199578447155392
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,voltage_window_holdout_fold,1,R5_train_only_stressor_selected_hgb,F4_state_log_age_scalar,adaptive_boundary_predictions,1130,28,0.08740347019928998
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,voltage_window_holdout_fold,1,R5_train_only_stressor_selected_hgb,F8_timestamp_weighted_stress,adaptive_boundary_predictions,1130,28,0.09321823903357453
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,voltage_window_holdout_fold,2,R0_reference_hgb50,F4_state_log_age_scalar,adaptive_boundary_predictions,1371,32,0.11245078548114437
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,voltage_window_holdout_fold,2,R0_reference_hgb50,F8_timestamp_weighted_stress,adaptive_boundary_predictions,1371,32,0.12252652424724561
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,voltage_window_holdout_fold,2,R5_train_only_stressor_selected_hgb,F4_state_log_age_scalar,adaptive_boundary_predictions,1371,32,0.1123328863061209
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,voltage_window_holdout_fold,2,R5_train_only_stressor_selected_hgb,F8_timestamp_weighted_stress,adaptive_boundary_predictions,1371,32,0.12545033245217282
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,voltage_window_holdout_fold,3,R0_reference_hgb50,F4_state_log_age_scalar,adaptive_boundary_predictions,1326,16,0.016067319493402087
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,voltage_window_holdout_fold,3,R0_reference_hgb50,F8_timestamp_weighted_stress,adaptive_boundary_predictions,1326,16,0.165193581622995
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,voltage_window_holdout_fold,3,R5_train_only_stressor_selected_hgb,F4_state_log_age_scalar,adaptive_boundary_predictions,1326,16,0.027535420291293713
adaptive_R2_F8_conservative,delta_capacity_Ah,direct_delta,voltage_window_holdout_fold,3,R5_train_only_stressor_selected_hgb,F8_timestamp_weighted_stress,adaptive_boundary_predictions,1326,16,0.1716458395540227
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,c_rate_holdout_fold,1,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,157,12,0.10113277130259181
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,c_rate_holdout_fold,1,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,157,12,0.0904967149458784
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,condition_fold,0,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,844,16,0.038752218090424374
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,condition_fold,0,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,844,16,0.038752218090424374
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,condition_fold,1,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,865,15,0.042799950401701946
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,condition_fold,1,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,865,15,0.042799950401701946
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,condition_fold,2,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,892,15,0.0331936997650011
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,condition_fold,2,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,892,15,0.0331936997650011
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,condition_fold,3,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,509,15,0.06214658171231007
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,condition_fold,3,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,509,15,0.06214658171231007
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,condition_fold,4,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,717,15,0.04633214816159763
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,condition_fold,4,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,717,15,0.04633214816159763
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,profile_holdout_fold,1,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,752,12,0.10915767923739267
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,profile_holdout_fold,1,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,752,12,0.10915767923739267
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,temperature_holdout_fold,1,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,742,19,0.05509724136142808
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,temperature_holdout_fold,1,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,742,19,0.05509724136142808
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,temperature_holdout_fold,2,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,1060,19,0.04205229396326713
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,temperature_holdout_fold,2,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,1060,19,0.04205229396326713
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,voltage_window_holdout_fold,1,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,1130,28,0.08401601520595645
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,voltage_window_holdout_fold,1,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,1130,28,0.08401601520595645
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,voltage_window_holdout_fold,2,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,1371,32,0.11245078548114436
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,voltage_window_holdout_fold,2,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,1371,32,0.11245078548114436
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,voltage_window_holdout_fold,3,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,1326,16,0.016067319493402087
targeted_router_D2_F4,capacity_Ah_k1,capacity_from_delta,voltage_window_holdout_fold,3,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,1326,16,0.016067319493402087
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,c_rate_holdout_fold,1,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,157,12,0.12518636786777063
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,c_rate_holdout_fold,1,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,157,12,0.12518636786777063
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,condition_fold,0,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,844,16,0.049542362568819345
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,condition_fold,0,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,844,16,0.049542362568819345
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,condition_fold,1,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,865,15,0.04127612923393777
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,condition_fold,1,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,865,15,0.04127612923393777
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,condition_fold,2,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,892,15,0.043338708364908045
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,condition_fold,2,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,892,15,0.043338708364908045
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,condition_fold,3,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,509,15,0.07445818513387871
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,condition_fold,3,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,509,15,0.07445818513387871
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,condition_fold,4,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,717,15,0.06101794107932577
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,condition_fold,4,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,717,15,0.06101794107932577
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,profile_holdout_fold,1,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,752,12,0.08436802390070613
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,profile_holdout_fold,1,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,752,12,0.08436802390070613
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,temperature_holdout_fold,1,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,742,19,0.07667220368262524
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,temperature_holdout_fold,1,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,742,19,0.07667220368262524
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,temperature_holdout_fold,2,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,1060,19,0.06191559098494926
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,temperature_holdout_fold,2,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,1060,19,0.06191559098494926
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,voltage_window_holdout_fold,1,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,1130,28,0.11288465412541093
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,voltage_window_holdout_fold,1,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,1130,28,0.11288465412541093
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,voltage_window_holdout_fold,2,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,1371,32,0.09759070207755932
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,voltage_window_holdout_fold,2,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,1371,32,0.09759070207755932
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,voltage_window_holdout_fold,3,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,1326,16,0.04276327963765593
targeted_router_D2_F4,capacity_Ah_k1,direct_capacity,voltage_window_holdout_fold,3,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,1326,16,0.04276327963765593
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,c_rate_holdout_fold,1,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,157,12,0.12518636786777063
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,c_rate_holdout_fold,1,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,157,12,0.12518636786777063
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,condition_fold,0,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,844,16,0.049542362568819345
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,condition_fold,0,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,844,16,0.049542362568819345
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,condition_fold,1,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,865,15,0.04127612923393777
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,condition_fold,1,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,865,15,0.04127612923393777
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,condition_fold,2,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,892,15,0.043338708364908045
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,condition_fold,2,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,892,15,0.043338708364908045
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,condition_fold,3,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,509,15,0.07445818513387871
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,condition_fold,3,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,509,15,0.07445818513387871
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,condition_fold,4,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,717,15,0.06101794107932577
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,condition_fold,4,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,717,15,0.06101794107932577
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,profile_holdout_fold,1,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,752,12,0.08436802390070613
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,profile_holdout_fold,1,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,752,12,0.08436802390070613
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,temperature_holdout_fold,1,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,742,19,0.07667220368262524
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,temperature_holdout_fold,1,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,742,19,0.07667220368262524
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,temperature_holdout_fold,2,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,1060,19,0.06191559098494926
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,temperature_holdout_fold,2,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,1060,19,0.06191559098494926
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,voltage_window_holdout_fold,1,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,1130,28,0.11288465412541093
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,voltage_window_holdout_fold,1,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,1130,28,0.11288465412541093
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,voltage_window_holdout_fold,2,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,1371,32,0.09759070207755932
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,voltage_window_holdout_fold,2,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,1371,32,0.09759070207755932
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,voltage_window_holdout_fold,3,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,1326,16,0.04276327963765593
targeted_router_D2_F4,delta_capacity_Ah,delta_from_capacity,voltage_window_holdout_fold,3,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,1326,16,0.04276327963765593
targeted_router_D2_F4,delta_capacity_Ah,direct_delta,c_rate_holdout_fold,1,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,157,12,0.10113277130259181
targeted_router_D2_F4,delta_capacity_Ah,direct_delta,c_rate_holdout_fold,1,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,157,12,0.0904967149458784
targeted_router_D2_F4,delta_capacity_Ah,direct_delta,condition_fold,0,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,844,16,0.03875221809042437
targeted_router_D2_F4,delta_capacity_Ah,direct_delta,condition_fold,0,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,844,16,0.03875221809042437
targeted_router_D2_F4,delta_capacity_Ah,direct_delta,condition_fold,1,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,865,15,0.042799950401701946
targeted_router_D2_F4,delta_capacity_Ah,direct_delta,condition_fold,1,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,865,15,0.042799950401701946
targeted_router_D2_F4,delta_capacity_Ah,direct_delta,condition_fold,2,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,892,15,0.0331936997650011
targeted_router_D2_F4,delta_capacity_Ah,direct_delta,condition_fold,2,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,892,15,0.0331936997650011
targeted_router_D2_F4,delta_capacity_Ah,direct_delta,condition_fold,3,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,509,15,0.06214658171231006
targeted_router_D2_F4,delta_capacity_Ah,direct_delta,condition_fold,3,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,509,15,0.06214658171231006
targeted_router_D2_F4,delta_capacity_Ah,direct_delta,condition_fold,4,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,717,15,0.046332148161597614
targeted_router_D2_F4,delta_capacity_Ah,direct_delta,condition_fold,4,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,717,15,0.046332148161597614
targeted_router_D2_F4,delta_capacity_Ah,direct_delta,profile_holdout_fold,1,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,752,12,0.10915767923739267
targeted_router_D2_F4,delta_capacity_Ah,direct_delta,profile_holdout_fold,1,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,752,12,0.10915767923739267
targeted_router_D2_F4,delta_capacity_Ah,direct_delta,temperature_holdout_fold,1,D0_R0_F4_reference,F4_state_log_age_scalar,arm_selector_boundary_predictions,742,19,0.05509724136142808
targeted_router_D2_F4,delta_capacity_Ah,direct_delta,temperature_holdout_fold,1,R6_train_only_arm_selector_hgb,train_only_arm_selector,arm_selector_boundary_predictions,742,19,0.05509724136142808
