beats_all_references,beats_k2,beats_persistence,beats_prior_slope,candidate_feature_group,candidate_mean_mae,claim_scope,gain_vs_k2,gain_vs_persistence,gain_vs_prior_slope,horizon_checkups,k2_mean_mae,persistence_mean_mae,prior_slope_mean_mae,split_name,target
False,False,True,True,K5_nominal_plus_trajectory_shape,0.11316390702797689,prospective_trajectory_diagnostic,-0.0025374129463530126,0.1362301184497301,0.048649940105781095,1,0.11062649408162388,0.249394025477707,0.161813847133758,c_rate_holdout_fold,delta_capacity_Ah_h
False,False,True,True,K4_prior_trajectory_shape,0.24684298592410173,prospective_trajectory_diagnostic,-0.0638230231656374,0.18709973308416275,0.05241703886928675,2,0.18301996275846433,0.4339427190082645,0.2992600247933885,c_rate_holdout_fold,delta_capacity_Ah_h
False,False,True,True,K5_nominal_plus_trajectory_shape,0.19089161125119247,prospective_trajectory_diagnostic,-0.007871648492728145,0.243051107757072,0.10836841354219601,2,0.18301996275846433,0.4339427190082645,0.2992600247933885,c_rate_holdout_fold,delta_capacity_Ah_h
False,False,True,True,K4_prior_trajectory_shape,0.2527217616882991,prospective_trajectory_diagnostic,-0.020253458029779903,0.24012965210480436,0.049883134863425105,3,0.23246830365851917,0.49285141379310343,0.3026048965517242,c_rate_holdout_fold,delta_capacity_Ah_h
True,True,True,True,K5_nominal_plus_trajectory_shape,0.2269237200700855,prospective_trajectory_diagnostic,0.0055445835884336825,0.26592769372301794,0.07568117648163869,3,0.23246830365851917,0.49285141379310343,0.3026048965517242,c_rate_holdout_fold,delta_capacity_Ah_h
False,False,True,True,K4_prior_trajectory_shape,0.3211672067792463,prospective_trajectory_diagnostic,-0.0185750446542291,0.3178589932207538,0.09778863322075382,5,0.3025921621250172,0.6390262000000001,0.41895584000000013,c_rate_holdout_fold,delta_capacity_Ah_h
True,True,True,True,K5_nominal_plus_trajectory_shape,0.3012481530643432,prospective_trajectory_diagnostic,0.0013440090606740007,0.3377780469356569,0.11770768693565692,5,0.3025921621250172,0.6390262000000001,0.41895584000000013,c_rate_holdout_fold,delta_capacity_Ah_h
False,False,True,False,K4_prior_trajectory_shape,0.033611525080407385,prospective_trajectory_diagnostic,-0.003680677178990774,0.029573420816388217,-0.0015828367135628588,1,0.02993084790141661,0.0631849458967956,0.03202868836684453,condition_fold,capacity_Ah_kh
True,True,True,True,K5_nominal_plus_trajectory_shape,0.029844212207977346,prospective_trajectory_diagnostic,8.663569343926592e-05,0.03334073368881826,0.002184476158867181,1,0.02993084790141661,0.0631849458967956,0.03202868836684453,condition_fold,capacity_Ah_kh
False,False,True,False,K4_prior_trajectory_shape,0.05936218597453593,prospective_trajectory_diagnostic,-0.006267803219254228,0.048283581987104744,-0.0004605372387792919,2,0.0530943827552817,0.10764576796164067,0.05890164873575664,condition_fold,capacity_Ah_kh
True,True,True,True,K5_nominal_plus_trajectory_shape,0.05174344167612886,prospective_trajectory_diagnostic,0.0013509410791528384,0.05590232628551181,0.007158207059627775,2,0.0530943827552817,0.10764576796164067,0.05890164873575664,condition_fold,capacity_Ah_kh
False,False,True,True,K4_prior_trajectory_shape,0.07148621144250242,prospective_trajectory_diagnostic,-0.008720698795155399,0.06307171098099762,0.0008529337420914718,3,0.06276551264734702,0.13455792242350004,0.07233914518459389,condition_fold,capacity_Ah_kh
False,False,True,True,K5_nominal_plus_trajectory_shape,0.06371938919706796,prospective_trajectory_diagnostic,-0.0009538765497209417,0.07083853322643208,0.008619755987525929,3,0.06276551264734702,0.13455792242350004,0.07233914518459389,condition_fold,capacity_Ah_kh
False,False,True,True,K4_prior_trajectory_shape,0.087687139418722,prospective_trajectory_diagnostic,-0.00927471474981613,0.09039597685013487,0.014014033328172942,5,0.07841242466890587,0.17808311626885687,0.10170117274689494,condition_fold,capacity_Ah_kh
False,False,True,True,K5_nominal_plus_trajectory_shape,0.08036359356433904,prospective_trajectory_diagnostic,-0.0019511688954331752,0.09771952270451782,0.021337579182555896,5,0.07841242466890587,0.17808311626885687,0.10170117274689494,condition_fold,capacity_Ah_kh
False,False,True,True,K4_prior_trajectory_shape,0.030772234483351923,prospective_trajectory_diagnostic,-0.001758461560896929,0.03241271141344368,0.0012564538834926031,1,0.029013772922454995,0.0631849458967956,0.03202868836684453,condition_fold,delta_capacity_Ah_h
True,True,True,True,K5_nominal_plus_trajectory_shape,0.028369384679751565,prospective_trajectory_diagnostic,0.0006443882427034295,0.03481556121704404,0.0036593036870929616,1,0.029013772922454995,0.0631849458967956,0.03202868836684453,condition_fold,delta_capacity_Ah_h
False,False,True,True,K4_prior_trajectory_shape,0.05615482942773695,prospective_trajectory_diagnostic,-0.002165201483238413,0.05149093853390372,0.0027468193080196837,2,0.05398962794449854,0.10764576796164067,0.05890164873575664,condition_fold,delta_capacity_Ah_h
True,True,True,True,K5_nominal_plus_trajectory_shape,0.05177714801462256,prospective_trajectory_diagnostic,0.002212479929875978,0.05586861994701811,0.007124500721134075,2,0.05398962794449854,0.10764576796164067,0.05890164873575664,condition_fold,delta_capacity_Ah_h
