split_name,1s_target,1s_condition_mean_mae,1s_best_model_level,1s_best_feature_group,10ms_target,10ms_condition_mean_mae,10ms_best_model_level,10ms_best_feature_group
c_rate_holdout_fold,pulse_1s_resistance_k1,0.0018961646029648019,L2_hist_gradient_boosting,P5_stress_v1_1,pulse_10ms_resistance_k1,0.0017979177099037918,L2_hist_gradient_boosting,P4_state_log_age_scalar
condition_fold,pulse_1s_resistance_k1,0.0010497303637905617,L2_hist_gradient_boosting,P5_stress_v1_1,pulse_10ms_resistance_k1,0.0010591743455117852,L2_hist_gradient_boosting,P4_state_log_age_scalar
profile_holdout_fold,pulse_1s_resistance_k1,0.0009602120994096144,L2_hist_gradient_boosting,P3_state_nominal,pulse_10ms_resistance_k1,0.0010624637748083883,L1_ridge,P3_state_nominal
temperature_holdout_fold,pulse_1s_resistance_k1,0.0011265936784802498,L1_ridge,P5_stress_v1_1,pulse_10ms_resistance_k1,0.0012568708666106229,L2_hist_gradient_boosting,P5_stress_v1_1
voltage_window_holdout_fold,pulse_1s_resistance_k1,0.001244475339101207,L2_hist_gradient_boosting,P2_state_capacity,pulse_10ms_resistance_k1,0.0012843370183301048,L2_hist_gradient_boosting,P4_state_log_age_scalar
