artifact,split_name,target,horizon_checkups,model_level,feature_group,retention_fraction,rows_retained,conditions_retained,mae,rmse,mean_support_score,median_nearest_distance,claim_scope
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K1_prior_state_time,0.25,31,7,0.5710002263213033,0.6403322259053975,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,1.0,121,12,0.24333339936008425,0.30250529909482177,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,0.9,109,12,0.2535918369921067,0.3140345488826771,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,0.75,91,12,0.26962243267948377,0.33426328794464594,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,0.5,61,9,0.2679783332191553,0.33771732825598455,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,0.25,31,7,0.3784892801312764,0.44010866600170967,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K3_oracle_exposure_diagnostic,1.0,121,12,0.26674431044470376,0.313274720906921,0.5988023952095809,0.6699999999999999,oracle_diagnostic_only
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K3_oracle_exposure_diagnostic,0.9,109,12,0.27261477716593174,0.31962341614058565,0.5988023952095809,0.6699999999999999,oracle_diagnostic_only
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K3_oracle_exposure_diagnostic,0.75,91,12,0.2800121951171552,0.3310980873613419,0.5988023952095809,0.6699999999999999,oracle_diagnostic_only
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K3_oracle_exposure_diagnostic,0.5,61,9,0.26651293563291356,0.32247709046404704,0.5988023952095809,0.6699999999999999,oracle_diagnostic_only
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K3_oracle_exposure_diagnostic,0.25,31,7,0.2438976492493384,0.29891732952768385,0.5988023952095809,0.6699999999999999,oracle_diagnostic_only
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K0_prior_capacity,1.0,121,12,0.24522484953929216,0.37918283923150675,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K0_prior_capacity,0.9,109,12,0.26412260654687175,0.39762213655399503,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K0_prior_capacity,0.75,91,12,0.30388893960350916,0.43282992487974137,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K0_prior_capacity,0.5,61,9,0.33082986266715453,0.4509317535223826,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K0_prior_capacity,0.25,31,7,0.5519930839354308,0.6135576962557462,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K1_prior_state_time,1.0,121,12,0.24264999192905967,0.359881433324166,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K1_prior_state_time,0.9,109,12,0.24839634723102447,0.3694762065133973,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K1_prior_state_time,0.75,91,12,0.27878986682030327,0.3992832721823719,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K1_prior_state_time,0.5,61,9,0.3064625536640384,0.4283871432002057,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K1_prior_state_time,0.25,31,7,0.5121698583516826,0.585905556413382,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,1.0,121,12,0.18368390165369589,0.263246915333304,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,0.9,109,12,0.18385590740157495,0.2675738312896174,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
