artifact,split_name,target,horizon_checkups,model_level,feature_group,contrast_family,retention_fraction,rows_retained,contrasts_retained,sign_evaluable_rows,sign_correct_rows,sign_accuracy,mean_effect_abs_error,mean_support_score,median_nearest_distance,claim_scope
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH0_persistence,persistence,all,1.0,52,25,52,39,0.75,0.34435897435897433,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH0_persistence,persistence,all,0.9,47,24,47,35,0.7446808510638298,0.3424685390070922,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH0_persistence,persistence,all,0.75,39,22,39,28,0.717948717948718,0.3652051538461538,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH0_persistence,persistence,all,0.5,26,17,26,18,0.6923076923076923,0.46495455128205126,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH0_persistence,persistence,all,0.25,13,10,13,8,0.6153846153846154,0.38430366666666654,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH0_persistence,persistence,temperature,1.0,33,15,33,25,0.7575757575757576,0.34924965656565654,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH0_persistence,persistence,temperature,0.9,30,15,30,22,0.7333333333333333,0.35834058888888887,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH0_persistence,persistence,temperature,0.75,25,15,25,20,0.8,0.4134162,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH0_persistence,persistence,temperature,0.5,17,11,17,12,0.7058823529411765,0.46945688235294114,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH0_persistence,persistence,temperature,0.25,9,6,9,6,0.6666666666666666,0.41981381481481467,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH0_persistence,persistence,voltage_window,1.0,19,10,19,14,0.7368421052631579,0.3358646315789474,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH0_persistence,persistence,voltage_window,0.9,18,10,18,13,0.7222222222222222,0.3030960092592593,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH0_persistence,persistence,voltage_window,0.75,15,10,15,10,0.6666666666666666,0.3083863777777778,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH0_persistence,persistence,voltage_window,0.5,10,8,10,7,0.7,0.3666518666666666,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH0_persistence,persistence,voltage_window,0.25,5,5,5,2,0.4,0.5003768,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,all,1.0,52,25,52,39,0.75,0.3014025064102564,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,all,0.9,47,24,47,35,0.7446808510638298,0.298234219858156,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,all,0.75,39,22,39,28,0.717948717948718,0.3224540683760683,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,all,0.5,26,17,26,18,0.6923076923076923,0.406060782051282,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,all,0.25,13,10,13,8,0.6153846153846154,0.365665769230769,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,temperature,1.0,33,15,33,25,0.7575757575757576,0.2883182323232323,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,temperature,0.9,30,15,30,22,0.7333333333333333,0.3086733888888888,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,temperature,0.75,25,15,25,20,0.8,0.35187075999999995,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,temperature,0.5,17,11,17,12,0.7058823529411765,0.41859021568627447,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,temperature,0.25,9,6,9,6,0.6666666666666666,0.39289240740740705,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,voltage_window,1.0,19,10,19,14,0.7368421052631579,0.3241278245614036,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,voltage_window,0.9,18,10,18,13,0.7222222222222222,0.2927470648148149,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,voltage_window,0.75,15,10,15,10,0.6666666666666666,0.3038346444444445,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,voltage_window,0.5,10,8,10,7,0.7,0.3711895333333333,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,voltage_window,0.25,5,5,5,2,0.4,0.5003768,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,all,1.0,52,25,52,46,0.8846153846153846,0.28931610780448713,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,all,0.9,47,24,47,41,0.8723404255319149,0.28703923978694573,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,all,0.75,39,22,39,34,0.8717948717948718,0.3108161637218784,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,all,0.5,26,17,26,24,0.9230769230769231,0.39437501305294265,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,all,0.25,13,10,13,11,0.8461538461538461,0.3470938682723362,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,temperature,1.0,33,15,33,30,0.9090909090909091,0.2798765696209306,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,temperature,0.9,30,15,30,27,0.9,0.297955366104283,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,temperature,0.75,25,15,25,24,0.96,0.34244612603574565,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,temperature,0.5,17,11,17,16,0.9411764705882353,0.4055021095489279,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,temperature,0.25,9,6,9,8,0.8888888888888888,0.3729138400747743,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,voltage_window,1.0,19,10,19,16,0.8421052631578947,0.30571109517592754,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,voltage_window,0.9,18,10,18,15,0.8333333333333334,0.2751625075103967,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,voltage_window,0.75,15,10,15,12,0.8,0.28488663466410613,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,voltage_window,0.5,10,8,10,7,0.7,0.3522695815864334,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,voltage_window,0.25,5,5,5,3,0.6,0.4877546945145145,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,all,1.0,52,25,52,47,0.9038461538461539,0.2158932406757974,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,all,0.9,47,24,47,42,0.8936170212765957,0.21169844762992307,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,all,0.75,39,22,39,34,0.8717948717948718,0.23564002880700657,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,all,0.5,26,17,26,25,0.9615384615384616,0.2818389721895032,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,all,0.25,13,10,13,12,0.9230769230769231,0.2627135645261381,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,1.0,33,15,33,28,0.8484848484848485,0.21202552249678588,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,0.9,30,15,30,25,0.8333333333333334,0.2217419423249247,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,0.75,25,15,25,23,0.92,0.2414290229803426,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,0.5,17,11,17,16,0.9411764705882353,0.28541231589932936,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,0.25,9,6,9,8,0.8888888888888888,0.2807898523254699,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,1.0,19,10,19,19,1.0,0.2226108564603963,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,0.9,18,10,18,18,1.0,0.19750103316458542,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,0.75,15,10,15,15,1.0,0.2034019872367641,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,0.5,10,8,10,10,1.0,0.2492156695367668,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,0.25,5,5,5,5,1.0,0.377446454758382,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,all,1.0,27,11,27,19,0.7037037037037037,0.3753189567901235,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,all,0.9,25,11,25,17,0.68,0.3477357000000001,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,all,0.75,21,9,21,15,0.7142857142857143,0.35707942063492065,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,all,0.5,14,8,14,11,0.7857142857142857,0.4275720476190476,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,all,0.25,7,5,7,5,0.7142857142857143,0.5164514285714285,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,temperature,1.0,18,7,18,12,0.6666666666666666,0.38306469444444446,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,temperature,0.9,17,7,17,11,0.6470588235294118,0.3754430882352941,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,temperature,0.75,14,7,14,10,0.7142857142857143,0.41273896428571427,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,temperature,0.5,9,5,9,7,0.7777777777777778,0.5895344814814814,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,temperature,0.25,5,4,5,3,0.6,0.4976415999999998,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,voltage_window,1.0,9,4,9,7,0.7777777777777778,0.3598274814814816,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,voltage_window,0.9,9,4,9,7,0.7777777777777778,0.3598274814814816,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,voltage_window,0.75,7,4,7,5,0.7142857142857143,0.2568897142857144,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,voltage_window,0.5,5,3,5,4,0.8,0.2791462000000001,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,voltage_window,0.25,3,2,3,3,1.0,0.20116777777777783,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,all,1.0,27,11,27,20,0.7407407407407407,0.33074050000000005,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,all,0.9,25,11,25,18,0.72,0.3047592466666667,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,all,0.75,21,9,21,16,0.7619047619047619,0.32977935714285717,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,all,0.5,14,8,14,11,0.7857142857142857,0.38894033333333333,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,all,0.25,7,5,7,5,0.7142857142857143,0.4780115714285714,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,temperature,1.0,18,7,18,13,0.7222222222222222,0.34247425,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,temperature,0.9,17,7,17,12,0.7058823529411765,0.34285123529411754,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,temperature,0.75,14,7,14,11,0.7857142857142857,0.37397314285714284,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,temperature,0.5,9,5,9,7,0.7777777777777778,0.5295899259259258,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,temperature,0.25,5,4,5,3,0.6,0.48474879999999976,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,voltage_window,1.0,9,4,9,7,0.7777777777777778,0.30727300000000024,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,voltage_window,0.9,9,4,9,7,0.7777777777777778,0.30727300000000024,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,voltage_window,0.75,7,4,7,5,0.7142857142857143,0.2077778095238098,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,voltage_window,0.5,5,3,5,4,0.8,0.22698973333333364,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,voltage_window,0.25,3,2,3,3,1.0,0.2536100000000001,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,all,1.0,27,11,27,24,0.8888888888888888,0.3131506259836043,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,all,0.9,25,11,25,22,0.88,0.2874613286801218,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,all,0.75,21,9,21,18,0.8571428571428571,0.31437874256634757,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,all,0.5,14,8,14,14,1.0,0.3744536974528341,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,all,0.25,7,5,7,7,1.0,0.4627944692117677,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,temperature,1.0,18,7,18,16,0.8888888888888888,0.3330210606619588,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,temperature,0.9,17,7,17,15,0.8823529411764706,0.3304688892468943,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,temperature,0.75,14,7,14,14,1.0,0.36329681794686214,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,temperature,0.5,9,5,9,9,1.0,0.5195993971635118,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,temperature,0.25,5,4,5,5,1.0,0.4598218267492076,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,voltage_window,1.0,9,4,9,8,0.8888888888888888,0.2734097566268954,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,voltage_window,0.9,9,4,9,8,0.8888888888888888,0.2734097566268954,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,voltage_window,0.75,7,4,7,6,0.8571428571428571,0.17030773215539824,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,voltage_window,0.5,5,3,5,4,0.8,0.18825173430317718,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,voltage_window,0.25,3,2,3,2,0.6666666666666666,0.20252483399268004,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,all,1.0,27,11,27,24,0.8888888888888888,0.24026406660150168,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,all,0.9,25,11,25,22,0.88,0.23221308337655994,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,all,0.75,21,9,21,18,0.8571428571428571,0.24697479868325525,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,all,0.5,14,8,14,13,0.9285714285714286,0.2677414955542267,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,all,0.25,7,5,7,7,1.0,0.32518845367483984,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,1.0,18,7,18,15,0.8333333333333334,0.2717635265355456,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,0.9,17,7,17,14,0.8235294117647058,0.26738128986810566,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,0.75,14,7,14,13,0.9285714285714286,0.2638804535966484,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,0.5,9,5,9,9,1.0,0.35059653383652406,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,0.25,5,4,5,5,1.0,0.3483429152335208,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,1.0,9,4,9,9,1.0,0.17726514673341387,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,0.9,9,4,9,9,1.0,0.17726514673341387,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
policy_contrast,c_rate_holdout_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,0.75,7,4,7,7,1.0,0.13051194382488265,0.5988023952095809,0.6699999999999999,prospective_supported_contrast_diagnostic
