split_name,heldout_fold,parameter_set,aging_mode,nominal_temperature_C,voltage_window_family,nominal_charge_C_rate,nominal_discharge_C_rate,profile_label,train_conditions,exact_nominal_match_count,same_stressor_support_count,nearest_distance,nearest_parameter_set,support_score,claim_scope
c_rate_holdout_fold,0,34,cyclic,10.0,approx_10_100,0.33,1.0,0,12,0,0,1.3399999999999999,36,0.4273504273504274,train_only_support_diagnostic
c_rate_holdout_fold,0,35,cyclic,10.0,approx_10_100,1.0,1.0,0,12,0,0,0.6699999999999999,36,0.5988023952095809,train_only_support_diagnostic
c_rate_holdout_fold,1,36,cyclic,10.0,approx_10_100,1.67,1.0,0,64,0,0,0.6699999999999999,35,0.5988023952095809,train_only_support_diagnostic
c_rate_holdout_fold,0,37,cyclic,10.0,approx_10_90,0.33,0.33,0,12,0,0,1.498165544924859,40,0.4002937283446035,train_only_support_diagnostic
c_rate_holdout_fold,0,38,cyclic,10.0,approx_10_90,0.33,1.0,0,12,0,0,1.3399999999999999,40,0.4273504273504274,train_only_support_diagnostic
c_rate_holdout_fold,0,39,cyclic,10.0,approx_10_90,1.0,1.0,0,12,0,0,0.6699999999999999,40,0.5988023952095809,train_only_support_diagnostic
c_rate_holdout_fold,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,64,0,0,0.6699999999999999,39,0.5988023952095809,train_only_support_diagnostic
c_rate_holdout_fold,0,41,cyclic,25.0,approx_0_100,0.33,0.33,0,12,0,0,1.498165544924859,44,0.4002937283446035,train_only_support_diagnostic
c_rate_holdout_fold,0,42,cyclic,25.0,approx_0_100,0.33,1.0,0,12,0,0,1.3399999999999999,44,0.4273504273504274,train_only_support_diagnostic
c_rate_holdout_fold,0,43,cyclic,25.0,approx_0_100,1.0,1.0,0,12,0,0,0.6699999999999999,44,0.5988023952095809,train_only_support_diagnostic
c_rate_holdout_fold,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,64,0,0,0.6699999999999999,43,0.5988023952095809,train_only_support_diagnostic
c_rate_holdout_fold,0,45,cyclic,25.0,approx_10_100,0.33,0.33,0,12,0,0,1.498165544924859,48,0.4002937283446035,train_only_support_diagnostic
c_rate_holdout_fold,0,46,cyclic,25.0,approx_10_100,0.33,1.0,0,12,0,0,1.3399999999999999,48,0.4273504273504274,train_only_support_diagnostic
c_rate_holdout_fold,0,47,cyclic,25.0,approx_10_100,1.0,1.0,0,12,0,0,0.6699999999999999,48,0.5988023952095809,train_only_support_diagnostic
c_rate_holdout_fold,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,64,0,0,0.6699999999999999,47,0.5988023952095809,train_only_support_diagnostic
c_rate_holdout_fold,0,49,cyclic,25.0,approx_10_90,0.33,0.33,0,12,0,0,1.498165544924859,52,0.4002937283446035,train_only_support_diagnostic
c_rate_holdout_fold,0,50,cyclic,25.0,approx_10_90,0.33,1.0,0,12,0,0,1.3399999999999999,52,0.4273504273504274,train_only_support_diagnostic
c_rate_holdout_fold,0,51,cyclic,25.0,approx_10_90,1.0,1.0,0,12,0,0,0.6699999999999999,52,0.5988023952095809,train_only_support_diagnostic
c_rate_holdout_fold,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,64,0,0,0.6699999999999999,51,0.5988023952095809,train_only_support_diagnostic
c_rate_holdout_fold,0,53,cyclic,40.0,approx_0_100,0.33,0.33,0,12,0,0,1.498165544924859,56,0.4002937283446035,train_only_support_diagnostic
c_rate_holdout_fold,0,54,cyclic,40.0,approx_0_100,0.33,1.0,0,12,0,0,1.3399999999999999,56,0.4273504273504274,train_only_support_diagnostic
c_rate_holdout_fold,0,55,cyclic,40.0,approx_0_100,1.0,1.0,0,12,0,0,0.6699999999999999,56,0.5988023952095809,train_only_support_diagnostic
c_rate_holdout_fold,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,64,0,0,0.6699999999999999,55,0.5988023952095809,train_only_support_diagnostic
c_rate_holdout_fold,0,57,cyclic,40.0,approx_10_100,0.33,0.33,0,12,0,0,1.498165544924859,60,0.4002937283446035,train_only_support_diagnostic
c_rate_holdout_fold,0,58,cyclic,40.0,approx_10_100,0.33,1.0,0,12,0,0,1.3399999999999999,60,0.4273504273504274,train_only_support_diagnostic
c_rate_holdout_fold,0,59,cyclic,40.0,approx_10_100,1.0,1.0,0,12,0,0,0.6699999999999999,60,0.5988023952095809,train_only_support_diagnostic
c_rate_holdout_fold,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,64,0,0,0.6699999999999999,59,0.5988023952095809,train_only_support_diagnostic
c_rate_holdout_fold,0,61,cyclic,40.0,approx_10_90,0.33,0.33,0,12,0,0,1.498165544924859,64,0.4002937283446035,train_only_support_diagnostic
c_rate_holdout_fold,0,62,cyclic,40.0,approx_10_90,0.33,1.0,0,12,0,0,1.3399999999999999,64,0.4273504273504274,train_only_support_diagnostic
c_rate_holdout_fold,0,63,cyclic,40.0,approx_10_90,1.0,1.0,0,12,0,0,0.6699999999999999,64,0.5988023952095809,train_only_support_diagnostic
c_rate_holdout_fold,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,64,0,0,0.6699999999999999,63,0.5988023952095809,train_only_support_diagnostic
c_rate_holdout_fold,0,65,profile,0.0,approx_0_100,0.0,0.0,2,12,0,0,2.4060133000463653,20,0.29359838377213243,train_only_support_diagnostic
c_rate_holdout_fold,0,66,profile,0.0,approx_0_100,0.0,0.0,3,12,0,0,2.4060133000463653,20,0.29359838377213243,train_only_support_diagnostic
c_rate_holdout_fold,0,67,profile,0.0,approx_0_100,0.0,0.0,4,12,0,0,2.4060133000463653,20,0.29359838377213243,train_only_support_diagnostic
c_rate_holdout_fold,0,68,profile,10.0,approx_0_100,0.0,0.0,2,12,0,0,2.4060133000463653,32,0.29359838377213243,train_only_support_diagnostic
c_rate_holdout_fold,0,69,profile,10.0,approx_0_100,0.0,0.0,3,12,0,0,2.4060133000463653,32,0.29359838377213243,train_only_support_diagnostic
c_rate_holdout_fold,0,70,profile,10.0,approx_0_100,0.0,0.0,4,12,0,0,2.4060133000463653,32,0.29359838377213243,train_only_support_diagnostic
c_rate_holdout_fold,0,71,profile,25.0,approx_0_100,0.0,0.0,2,12,0,0,2.4060133000463653,44,0.29359838377213243,train_only_support_diagnostic
c_rate_holdout_fold,0,72,profile,25.0,approx_0_100,0.0,0.0,3,12,0,0,2.4060133000463653,44,0.29359838377213243,train_only_support_diagnostic
c_rate_holdout_fold,0,73,profile,25.0,approx_0_100,0.0,0.0,4,12,0,0,2.4060133000463653,44,0.29359838377213243,train_only_support_diagnostic
c_rate_holdout_fold,0,74,profile,40.0,approx_0_100,0.0,0.0,2,12,0,0,2.4060133000463653,56,0.29359838377213243,train_only_support_diagnostic
c_rate_holdout_fold,0,75,profile,40.0,approx_0_100,0.0,0.0,3,12,0,0,2.4060133000463653,56,0.29359838377213243,train_only_support_diagnostic
c_rate_holdout_fold,0,76,profile,40.0,approx_0_100,0.0,0.0,4,12,0,0,2.4060133000463653,56,0.29359838377213243,train_only_support_diagnostic
profile_holdout_fold,0,1,calendar,0.0,calendar_soc_10,0.0,0.0,0,12,0,0,1.7320508075688772,65,0.36602540378443865,train_only_support_diagnostic
profile_holdout_fold,0,2,calendar,0.0,calendar_soc_50,0.0,0.0,0,12,0,0,1.7320508075688772,65,0.36602540378443865,train_only_support_diagnostic
profile_holdout_fold,0,3,calendar,0.0,calendar_soc_90,0.0,0.0,0,12,0,0,1.7320508075688772,65,0.36602540378443865,train_only_support_diagnostic
profile_holdout_fold,0,4,calendar,0.0,calendar_soc_100,0.0,0.0,0,12,0,0,1.7320508075688772,65,0.36602540378443865,train_only_support_diagnostic
profile_holdout_fold,0,5,calendar,10.0,calendar_soc_10,0.0,0.0,0,12,0,0,1.7320508075688772,68,0.36602540378443865,train_only_support_diagnostic
profile_holdout_fold,0,6,calendar,10.0,calendar_soc_50,0.0,0.0,0,12,0,0,1.7320508075688772,68,0.36602540378443865,train_only_support_diagnostic
profile_holdout_fold,0,7,calendar,10.0,calendar_soc_90,0.0,0.0,0,12,0,0,1.7320508075688772,68,0.36602540378443865,train_only_support_diagnostic
profile_holdout_fold,0,8,calendar,10.0,calendar_soc_100,0.0,0.0,0,12,0,0,1.7320508075688772,68,0.36602540378443865,train_only_support_diagnostic
profile_holdout_fold,0,9,calendar,25.0,calendar_soc_10,0.0,0.0,0,12,0,0,1.7320508075688772,71,0.36602540378443865,train_only_support_diagnostic
profile_holdout_fold,0,10,calendar,25.0,calendar_soc_50,0.0,0.0,0,12,0,0,1.7320508075688772,71,0.36602540378443865,train_only_support_diagnostic
profile_holdout_fold,0,11,calendar,25.0,calendar_soc_90,0.0,0.0,0,12,0,0,1.7320508075688772,71,0.36602540378443865,train_only_support_diagnostic
profile_holdout_fold,0,12,calendar,25.0,calendar_soc_100,0.0,0.0,0,12,0,0,1.7320508075688772,71,0.36602540378443865,train_only_support_diagnostic
profile_holdout_fold,0,13,calendar,40.0,calendar_soc_10,0.0,0.0,0,12,0,0,1.7320508075688772,74,0.36602540378443865,train_only_support_diagnostic
profile_holdout_fold,0,14,calendar,40.0,calendar_soc_50,0.0,0.0,0,12,0,0,1.7320508075688772,74,0.36602540378443865,train_only_support_diagnostic
profile_holdout_fold,0,15,calendar,40.0,calendar_soc_90,0.0,0.0,0,12,0,0,1.7320508075688772,74,0.36602540378443865,train_only_support_diagnostic
profile_holdout_fold,0,16,calendar,40.0,calendar_soc_100,0.0,0.0,0,12,0,0,1.7320508075688772,74,0.36602540378443865,train_only_support_diagnostic
profile_holdout_fold,0,17,cyclic,0.0,approx_0_100,0.33,0.33,0,12,0,0,1.4892279879185726,65,0.4017309803896966,train_only_support_diagnostic
profile_holdout_fold,0,18,cyclic,0.0,approx_0_100,0.33,1.0,0,12,0,0,1.7632073048850496,65,0.36189829052351913,train_only_support_diagnostic
profile_holdout_fold,0,19,cyclic,0.0,approx_0_100,1.0,1.0,0,12,0,0,2.0,65,0.3333333333333333,train_only_support_diagnostic
profile_holdout_fold,0,20,cyclic,0.0,approx_0_100,1.67,1.0,0,12,0,0,2.4060133000463653,65,0.29359838377213243,train_only_support_diagnostic
profile_holdout_fold,0,21,cyclic,0.0,approx_10_100,0.33,0.33,0,12,0,0,1.7938227337170192,65,0.3579325158792584,train_only_support_diagnostic
profile_holdout_fold,0,22,cyclic,0.0,approx_10_100,0.33,1.0,0,12,0,0,2.0270421801235416,65,0.3303554891194768,train_only_support_diagnostic
profile_holdout_fold,0,23,cyclic,0.0,approx_10_100,1.0,1.0,0,12,0,0,2.23606797749979,65,0.3090169943749474,train_only_support_diagnostic
profile_holdout_fold,0,24,cyclic,0.0,approx_10_100,1.67,1.0,0,12,0,0,2.6055517649818434,65,0.2773500604574001,train_only_support_diagnostic
profile_holdout_fold,0,25,cyclic,0.0,approx_10_90,0.33,0.33,0,12,0,0,1.7938227337170192,65,0.3579325158792584,train_only_support_diagnostic
profile_holdout_fold,0,26,cyclic,0.0,approx_10_90,0.33,1.0,0,12,0,0,2.0270421801235416,65,0.3303554891194768,train_only_support_diagnostic
profile_holdout_fold,0,27,cyclic,0.0,approx_10_90,1.0,1.0,0,12,0,0,2.23606797749979,65,0.3090169943749474,train_only_support_diagnostic
profile_holdout_fold,0,28,cyclic,0.0,approx_10_90,1.67,1.0,0,12,0,0,2.6055517649818434,65,0.2773500604574001,train_only_support_diagnostic
profile_holdout_fold,0,29,cyclic,10.0,approx_0_100,0.33,0.33,0,12,0,0,1.4892279879185726,68,0.4017309803896966,train_only_support_diagnostic
profile_holdout_fold,0,30,cyclic,10.0,approx_0_100,0.33,1.0,0,12,0,0,1.7632073048850496,68,0.36189829052351913,train_only_support_diagnostic
profile_holdout_fold,0,31,cyclic,10.0,approx_0_100,1.0,1.0,0,12,0,0,2.0,68,0.3333333333333333,train_only_support_diagnostic
profile_holdout_fold,0,32,cyclic,10.0,approx_0_100,1.67,1.0,0,12,0,0,2.4060133000463653,68,0.29359838377213243,train_only_support_diagnostic
profile_holdout_fold,0,33,cyclic,10.0,approx_10_100,0.33,0.33,0,12,0,0,1.7938227337170192,68,0.3579325158792584,train_only_support_diagnostic
profile_holdout_fold,0,34,cyclic,10.0,approx_10_100,0.33,1.0,0,12,0,0,2.0270421801235416,68,0.3303554891194768,train_only_support_diagnostic
profile_holdout_fold,0,35,cyclic,10.0,approx_10_100,1.0,1.0,0,12,0,0,2.23606797749979,68,0.3090169943749474,train_only_support_diagnostic
profile_holdout_fold,0,36,cyclic,10.0,approx_10_100,1.67,1.0,0,12,0,0,2.6055517649818434,68,0.2773500604574001,train_only_support_diagnostic
profile_holdout_fold,0,37,cyclic,10.0,approx_10_90,0.33,0.33,0,12,0,0,1.7938227337170192,68,0.3579325158792584,train_only_support_diagnostic
profile_holdout_fold,0,38,cyclic,10.0,approx_10_90,0.33,1.0,0,12,0,0,2.0270421801235416,68,0.3303554891194768,train_only_support_diagnostic
profile_holdout_fold,0,39,cyclic,10.0,approx_10_90,1.0,1.0,0,12,0,0,2.23606797749979,68,0.3090169943749474,train_only_support_diagnostic
profile_holdout_fold,0,40,cyclic,10.0,approx_10_90,1.67,1.0,0,12,0,0,2.6055517649818434,68,0.2773500604574001,train_only_support_diagnostic
profile_holdout_fold,0,41,cyclic,25.0,approx_0_100,0.33,0.33,0,12,0,0,1.4892279879185726,71,0.4017309803896966,train_only_support_diagnostic
profile_holdout_fold,0,42,cyclic,25.0,approx_0_100,0.33,1.0,0,12,0,0,1.7632073048850496,71,0.36189829052351913,train_only_support_diagnostic
profile_holdout_fold,0,43,cyclic,25.0,approx_0_100,1.0,1.0,0,12,0,0,2.0,71,0.3333333333333333,train_only_support_diagnostic
profile_holdout_fold,0,44,cyclic,25.0,approx_0_100,1.67,1.0,0,12,0,0,2.4060133000463653,71,0.29359838377213243,train_only_support_diagnostic
profile_holdout_fold,0,45,cyclic,25.0,approx_10_100,0.33,0.33,0,12,0,0,1.7938227337170192,71,0.3579325158792584,train_only_support_diagnostic
profile_holdout_fold,0,46,cyclic,25.0,approx_10_100,0.33,1.0,0,12,0,0,2.0270421801235416,71,0.3303554891194768,train_only_support_diagnostic
profile_holdout_fold,0,47,cyclic,25.0,approx_10_100,1.0,1.0,0,12,0,0,2.23606797749979,71,0.3090169943749474,train_only_support_diagnostic
profile_holdout_fold,0,48,cyclic,25.0,approx_10_100,1.67,1.0,0,12,0,0,2.6055517649818434,71,0.2773500604574001,train_only_support_diagnostic
profile_holdout_fold,0,49,cyclic,25.0,approx_10_90,0.33,0.33,0,12,0,0,1.7938227337170192,71,0.3579325158792584,train_only_support_diagnostic
profile_holdout_fold,0,50,cyclic,25.0,approx_10_90,0.33,1.0,0,12,0,0,2.0270421801235416,71,0.3303554891194768,train_only_support_diagnostic
profile_holdout_fold,0,51,cyclic,25.0,approx_10_90,1.0,1.0,0,12,0,0,2.23606797749979,71,0.3090169943749474,train_only_support_diagnostic
profile_holdout_fold,0,52,cyclic,25.0,approx_10_90,1.67,1.0,0,12,0,0,2.6055517649818434,71,0.2773500604574001,train_only_support_diagnostic
profile_holdout_fold,0,53,cyclic,40.0,approx_0_100,0.33,0.33,0,12,0,0,1.4892279879185726,74,0.4017309803896966,train_only_support_diagnostic
profile_holdout_fold,0,54,cyclic,40.0,approx_0_100,0.33,1.0,0,12,0,0,1.7632073048850496,74,0.36189829052351913,train_only_support_diagnostic
profile_holdout_fold,0,55,cyclic,40.0,approx_0_100,1.0,1.0,0,12,0,0,2.0,74,0.3333333333333333,train_only_support_diagnostic
profile_holdout_fold,0,56,cyclic,40.0,approx_0_100,1.67,1.0,0,12,0,0,2.4060133000463653,74,0.29359838377213243,train_only_support_diagnostic
profile_holdout_fold,0,57,cyclic,40.0,approx_10_100,0.33,0.33,0,12,0,0,1.7938227337170192,74,0.3579325158792584,train_only_support_diagnostic
profile_holdout_fold,0,58,cyclic,40.0,approx_10_100,0.33,1.0,0,12,0,0,2.0270421801235416,74,0.3303554891194768,train_only_support_diagnostic
profile_holdout_fold,0,59,cyclic,40.0,approx_10_100,1.0,1.0,0,12,0,0,2.23606797749979,74,0.3090169943749474,train_only_support_diagnostic
profile_holdout_fold,0,60,cyclic,40.0,approx_10_100,1.67,1.0,0,12,0,0,2.6055517649818434,74,0.2773500604574001,train_only_support_diagnostic
profile_holdout_fold,0,61,cyclic,40.0,approx_10_90,0.33,0.33,0,12,0,0,1.7938227337170192,74,0.3579325158792584,train_only_support_diagnostic
profile_holdout_fold,0,62,cyclic,40.0,approx_10_90,0.33,1.0,0,12,0,0,2.0270421801235416,74,0.3303554891194768,train_only_support_diagnostic
profile_holdout_fold,0,63,cyclic,40.0,approx_10_90,1.0,1.0,0,12,0,0,2.23606797749979,74,0.3090169943749474,train_only_support_diagnostic
profile_holdout_fold,0,64,cyclic,40.0,approx_10_90,1.67,1.0,0,12,0,0,2.6055517649818434,74,0.2773500604574001,train_only_support_diagnostic
profile_holdout_fold,1,65,profile,0.0,approx_0_100,0.0,0.0,2,64,0,0,1.4655878183161186,17,0.4055827955391803,train_only_support_diagnostic
profile_holdout_fold,1,66,profile,0.0,approx_0_100,0.0,0.0,3,64,0,0,1.4655878183161186,17,0.4055827955391803,train_only_support_diagnostic
profile_holdout_fold,1,67,profile,0.0,approx_0_100,0.0,0.0,4,64,0,0,1.4655878183161186,17,0.4055827955391803,train_only_support_diagnostic
profile_holdout_fold,1,68,profile,10.0,approx_0_100,0.0,0.0,2,64,0,0,1.4655878183161186,29,0.4055827955391803,train_only_support_diagnostic
profile_holdout_fold,1,69,profile,10.0,approx_0_100,0.0,0.0,3,64,0,0,1.4655878183161186,29,0.4055827955391803,train_only_support_diagnostic
profile_holdout_fold,1,70,profile,10.0,approx_0_100,0.0,0.0,4,64,0,0,1.4655878183161186,29,0.4055827955391803,train_only_support_diagnostic
profile_holdout_fold,1,71,profile,25.0,approx_0_100,0.0,0.0,2,64,0,0,1.4655878183161186,41,0.4055827955391803,train_only_support_diagnostic
profile_holdout_fold,1,72,profile,25.0,approx_0_100,0.0,0.0,3,64,0,0,1.4655878183161186,41,0.4055827955391803,train_only_support_diagnostic
profile_holdout_fold,1,73,profile,25.0,approx_0_100,0.0,0.0,4,64,0,0,1.4655878183161186,41,0.4055827955391803,train_only_support_diagnostic
profile_holdout_fold,1,74,profile,40.0,approx_0_100,0.0,0.0,2,64,0,0,1.4655878183161186,53,0.4055827955391803,train_only_support_diagnostic
profile_holdout_fold,1,75,profile,40.0,approx_0_100,0.0,0.0,3,64,0,0,1.4655878183161186,53,0.4055827955391803,train_only_support_diagnostic
profile_holdout_fold,1,76,profile,40.0,approx_0_100,0.0,0.0,4,64,0,0,1.4655878183161186,53,0.4055827955391803,train_only_support_diagnostic
voltage_window_holdout_fold,3,1,calendar,0.0,calendar_soc_10,0.0,0.0,0,60,0,0,1.4655878183161186,17,0.4055827955391803,train_only_support_diagnostic
voltage_window_holdout_fold,3,2,calendar,0.0,calendar_soc_50,0.0,0.0,0,60,0,0,1.4655878183161186,17,0.4055827955391803,train_only_support_diagnostic
voltage_window_holdout_fold,3,3,calendar,0.0,calendar_soc_90,0.0,0.0,0,60,0,0,1.4655878183161186,17,0.4055827955391803,train_only_support_diagnostic
voltage_window_holdout_fold,3,4,calendar,0.0,calendar_soc_100,0.0,0.0,0,60,0,0,1.4655878183161186,17,0.4055827955391803,train_only_support_diagnostic
voltage_window_holdout_fold,3,5,calendar,10.0,calendar_soc_10,0.0,0.0,0,60,0,0,1.4655878183161186,29,0.4055827955391803,train_only_support_diagnostic
voltage_window_holdout_fold,3,6,calendar,10.0,calendar_soc_50,0.0,0.0,0,60,0,0,1.4655878183161186,29,0.4055827955391803,train_only_support_diagnostic
voltage_window_holdout_fold,3,7,calendar,10.0,calendar_soc_90,0.0,0.0,0,60,0,0,1.4655878183161186,29,0.4055827955391803,train_only_support_diagnostic
voltage_window_holdout_fold,3,8,calendar,10.0,calendar_soc_100,0.0,0.0,0,60,0,0,1.4655878183161186,29,0.4055827955391803,train_only_support_diagnostic
voltage_window_holdout_fold,3,9,calendar,25.0,calendar_soc_10,0.0,0.0,0,60,0,0,1.4655878183161186,41,0.4055827955391803,train_only_support_diagnostic
voltage_window_holdout_fold,3,10,calendar,25.0,calendar_soc_50,0.0,0.0,0,60,0,0,1.4655878183161186,41,0.4055827955391803,train_only_support_diagnostic
voltage_window_holdout_fold,3,11,calendar,25.0,calendar_soc_90,0.0,0.0,0,60,0,0,1.4655878183161186,41,0.4055827955391803,train_only_support_diagnostic
voltage_window_holdout_fold,3,12,calendar,25.0,calendar_soc_100,0.0,0.0,0,60,0,0,1.4655878183161186,41,0.4055827955391803,train_only_support_diagnostic
voltage_window_holdout_fold,3,13,calendar,40.0,calendar_soc_10,0.0,0.0,0,60,0,0,1.4655878183161186,53,0.4055827955391803,train_only_support_diagnostic
voltage_window_holdout_fold,3,14,calendar,40.0,calendar_soc_50,0.0,0.0,0,60,0,0,1.4655878183161186,53,0.4055827955391803,train_only_support_diagnostic
voltage_window_holdout_fold,3,15,calendar,40.0,calendar_soc_90,0.0,0.0,0,60,0,0,1.4655878183161186,53,0.4055827955391803,train_only_support_diagnostic
voltage_window_holdout_fold,3,16,calendar,40.0,calendar_soc_100,0.0,0.0,0,60,0,0,1.4655878183161186,53,0.4055827955391803,train_only_support_diagnostic
voltage_window_holdout_fold,1,17,cyclic,0.0,approx_0_100,0.33,0.33,0,48,0,0,1.0,21,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,1,18,cyclic,0.0,approx_0_100,0.33,1.0,0,48,0,0,1.0,22,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,1,19,cyclic,0.0,approx_0_100,1.0,1.0,0,48,0,0,1.0,23,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,1,20,cyclic,0.0,approx_0_100,1.67,1.0,0,48,0,0,1.0,24,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,21,cyclic,0.0,approx_10_100,0.33,0.33,0,44,0,0,1.0,17,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,22,cyclic,0.0,approx_10_100,0.33,1.0,0,44,0,0,1.0,18,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,23,cyclic,0.0,approx_10_100,1.0,1.0,0,44,0,0,1.0,19,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,24,cyclic,0.0,approx_10_100,1.67,1.0,0,44,0,0,1.0,20,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,25,cyclic,0.0,approx_10_90,0.33,0.33,0,44,0,0,1.0,17,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,26,cyclic,0.0,approx_10_90,0.33,1.0,0,44,0,0,1.0,18,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,27,cyclic,0.0,approx_10_90,1.0,1.0,0,44,0,0,1.0,19,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,28,cyclic,0.0,approx_10_90,1.67,1.0,0,44,0,0,1.0,20,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,1,29,cyclic,10.0,approx_0_100,0.33,0.33,0,48,0,0,1.0,33,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,1,30,cyclic,10.0,approx_0_100,0.33,1.0,0,48,0,0,1.0,34,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,1,31,cyclic,10.0,approx_0_100,1.0,1.0,0,48,0,0,1.0,35,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,1,32,cyclic,10.0,approx_0_100,1.67,1.0,0,48,0,0,1.0,36,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,33,cyclic,10.0,approx_10_100,0.33,0.33,0,44,0,0,1.0,29,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,34,cyclic,10.0,approx_10_100,0.33,1.0,0,44,0,0,1.0,30,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,35,cyclic,10.0,approx_10_100,1.0,1.0,0,44,0,0,1.0,31,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,36,cyclic,10.0,approx_10_100,1.67,1.0,0,44,0,0,1.0,32,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,37,cyclic,10.0,approx_10_90,0.33,0.33,0,44,0,0,1.0,29,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,38,cyclic,10.0,approx_10_90,0.33,1.0,0,44,0,0,1.0,30,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,39,cyclic,10.0,approx_10_90,1.0,1.0,0,44,0,0,1.0,31,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,40,cyclic,10.0,approx_10_90,1.67,1.0,0,44,0,0,1.0,32,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,1,41,cyclic,25.0,approx_0_100,0.33,0.33,0,48,0,0,1.0,45,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,1,42,cyclic,25.0,approx_0_100,0.33,1.0,0,48,0,0,1.0,46,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,1,43,cyclic,25.0,approx_0_100,1.0,1.0,0,48,0,0,1.0,47,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,48,0,0,1.0,48,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,45,cyclic,25.0,approx_10_100,0.33,0.33,0,44,0,0,1.0,41,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,46,cyclic,25.0,approx_10_100,0.33,1.0,0,44,0,0,1.0,42,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,47,cyclic,25.0,approx_10_100,1.0,1.0,0,44,0,0,1.0,43,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,48,cyclic,25.0,approx_10_100,1.67,1.0,0,44,0,0,1.0,44,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,49,cyclic,25.0,approx_10_90,0.33,0.33,0,44,0,0,1.0,41,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,50,cyclic,25.0,approx_10_90,0.33,1.0,0,44,0,0,1.0,42,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,51,cyclic,25.0,approx_10_90,1.0,1.0,0,44,0,0,1.0,43,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,52,cyclic,25.0,approx_10_90,1.67,1.0,0,44,0,0,1.0,44,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,1,53,cyclic,40.0,approx_0_100,0.33,0.33,0,48,0,0,1.0,57,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,1,54,cyclic,40.0,approx_0_100,0.33,1.0,0,48,0,0,1.0,58,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,1,55,cyclic,40.0,approx_0_100,1.0,1.0,0,48,0,0,1.0,59,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,48,0,0,1.0,60,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,57,cyclic,40.0,approx_10_100,0.33,0.33,0,44,0,0,1.0,53,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,58,cyclic,40.0,approx_10_100,0.33,1.0,0,44,0,0,1.0,54,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,59,cyclic,40.0,approx_10_100,1.0,1.0,0,44,0,0,1.0,55,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,60,cyclic,40.0,approx_10_100,1.67,1.0,0,44,0,0,1.0,56,0.5,train_only_support_diagnostic
voltage_window_holdout_fold,2,61,cyclic,40.0,approx_10_90,0.33,0.33,0,44,0,0,1.0,53,0.5,train_only_support_diagnostic
