bag_count,c_rate_condition_mean_mae,c_rate_worst_condition_mae,feature_group,gain_vs_f4,gain_vs_stress_reference,is_nondominated,is_predeclared_primary_setting,max_other_split_relative_degradation,model_level,model_setting_id,paired_p05_vs_f4,paired_p05_vs_stress_reference,weight_strength
,0.08108915098979329,0.15233744965203702,F8_timestamp_weighted_stress,0.02004362031279852,0.021426637333536835,True,False,0.027911712329013853,R5_train_only_stressor_selected_hgb,R5_train_only_stressor_selected_hgb,0.007498572292517876,0.00465695560847858,0.25
,0.0904967149458784,0.1734797634360663,F4_state_log_age_scalar,0.010636056356713414,0.012019073377451728,False,False,0.06934254416977916,R5_train_only_stressor_selected_hgb,R5_train_only_stressor_selected_hgb,0.0059439723014695425,-0.0026564793873167006,0.25
