candidate_condition_mae,candidate_feature_group,candidate_model_level,condition_mae_gain,feature_group,heldout_fold,parameter_set,reference_condition_mae,reference_feature_group,reference_model_level,run_scope,split_name,target
0.05672888601265447,F8_timestamp_weighted_stress,R1_condition_balanced_hgb,-0.014860011513132099,F8_timestamp_weighted_stress,1,48,0.04186887449952237,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.06387922978355468,F8_timestamp_weighted_stress,R1_condition_balanced_hgb,-0.013628751082298766,F8_timestamp_weighted_stress,1,52,0.05025047870125591,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.06387922978355468,F8_timestamp_weighted_stress,R1_condition_balanced_hgb,-0.0076846027274079035,F8_timestamp_weighted_stress,1,52,0.05619462705614677,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.10744239729299226,F8_timestamp_weighted_stress,R1_condition_balanced_hgb,0.023613412531625966,F8_timestamp_weighted_stress,1,56,0.13105580982461823,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.10744239729299226,F8_timestamp_weighted_stress,R1_condition_balanced_hgb,-0.016662578853942553,F8_timestamp_weighted_stress,1,56,0.09077981843904971,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.11841700234529283,F8_timestamp_weighted_stress,R1_condition_balanced_hgb,0.028991966773722275,F8_timestamp_weighted_stress,1,60,0.1474089691190151,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.11841700234529283,F8_timestamp_weighted_stress,R1_condition_balanced_hgb,0.03098260942521265,F8_timestamp_weighted_stress,1,60,0.14939961177050548,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.04534895042602085,F8_timestamp_weighted_stress,R1_condition_balanced_hgb,-0.0021104250288628,F8_timestamp_weighted_stress,1,64,0.04323852539715805,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.04534895042602085,F8_timestamp_weighted_stress,R1_condition_balanced_hgb,-0.009643803918652459,F8_timestamp_weighted_stress,1,64,0.03570514650736839,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.2189839142465928,F4_state_log_age_scalar,R2_stressor_balanced_hgb,-0.04255864363229059,F4_state_log_age_scalar,1,20,0.17642527061430222,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.2189839142465928,F4_state_log_age_scalar,R2_stressor_balanced_hgb,-0.027119847095048805,F4_state_log_age_scalar,1,20,0.191864067151544,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.20138362776396623,F4_state_log_age_scalar,R2_stressor_balanced_hgb,-0.04703100137702765,F4_state_log_age_scalar,1,24,0.15435262638693859,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.20138362776396623,F4_state_log_age_scalar,R2_stressor_balanced_hgb,-0.034051783972393945,F4_state_log_age_scalar,1,24,0.1673318437915723,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.09977344804534555,F4_state_log_age_scalar,R2_stressor_balanced_hgb,-0.018725712352784335,F4_state_log_age_scalar,1,28,0.08104773569256121,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.09977344804534555,F4_state_log_age_scalar,R2_stressor_balanced_hgb,-0.023251694466109585,F4_state_log_age_scalar,1,28,0.07652175357923596,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.2852977322098574,F4_state_log_age_scalar,R2_stressor_balanced_hgb,-0.03793309690285834,F4_state_log_age_scalar,1,32,0.24736463530699904,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.2852977322098574,F4_state_log_age_scalar,R2_stressor_balanced_hgb,-0.05496542189151862,F4_state_log_age_scalar,1,32,0.23033231031833876,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.22929494258688043,F4_state_log_age_scalar,R2_stressor_balanced_hgb,0.04713965737120468,F4_state_log_age_scalar,1,36,0.2764345999580851,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.22929494258688043,F4_state_log_age_scalar,R2_stressor_balanced_hgb,0.024696543539039773,F4_state_log_age_scalar,1,36,0.2539914861259202,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.06008987726884534,F4_state_log_age_scalar,R2_stressor_balanced_hgb,-0.010901534140375188,F4_state_log_age_scalar,1,40,0.049188343128470154,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.06008987726884534,F4_state_log_age_scalar,R2_stressor_balanced_hgb,-0.009840353886310903,F4_state_log_age_scalar,1,40,0.05024952338253444,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.10086468056433007,F4_state_log_age_scalar,R2_stressor_balanced_hgb,0.0076627274449267285,F4_state_log_age_scalar,1,44,0.1085274080092568,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.10086468056433007,F4_state_log_age_scalar,R2_stressor_balanced_hgb,0.024201594870270654,F4_state_log_age_scalar,1,44,0.12506627543460072,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.04762842384985801,F4_state_log_age_scalar,R2_stressor_balanced_hgb,-0.010686411575271039,F4_state_log_age_scalar,1,48,0.036942012274586974,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.04762842384985801,F4_state_log_age_scalar,R2_stressor_balanced_hgb,-0.005759549350335645,F4_state_log_age_scalar,1,48,0.04186887449952237,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.050504247061025805,F4_state_log_age_scalar,R2_stressor_balanced_hgb,-0.00025376835976989587,F4_state_log_age_scalar,1,52,0.05025047870125591,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.050504247061025805,F4_state_log_age_scalar,R2_stressor_balanced_hgb,0.005690379995120967,F4_state_log_age_scalar,1,52,0.05619462705614677,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.09642963070629611,F4_state_log_age_scalar,R2_stressor_balanced_hgb,0.03462617911832212,F4_state_log_age_scalar,1,56,0.13105580982461823,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.09642963070629611,F4_state_log_age_scalar,R2_stressor_balanced_hgb,-0.005649812267246396,F4_state_log_age_scalar,1,56,0.09077981843904971,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.1375000471542543,F4_state_log_age_scalar,R2_stressor_balanced_hgb,0.009908921964760814,F4_state_log_age_scalar,1,60,0.1474089691190151,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.1375000471542543,F4_state_log_age_scalar,R2_stressor_balanced_hgb,0.01189956461625119,F4_state_log_age_scalar,1,60,0.14939961177050548,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.05275040748848612,F4_state_log_age_scalar,R2_stressor_balanced_hgb,-0.00951188209132807,F4_state_log_age_scalar,1,64,0.04323852539715805,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.05275040748848612,F4_state_log_age_scalar,R2_stressor_balanced_hgb,-0.01704526098111773,F4_state_log_age_scalar,1,64,0.03570514650736839,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.2111009869830506,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,-0.03467571636874839,F8_timestamp_weighted_stress,1,20,0.17642527061430222,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.2111009869830506,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,-0.019236919831506605,F8_timestamp_weighted_stress,1,20,0.191864067151544,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.17744171527737196,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,-0.023089088890433374,F8_timestamp_weighted_stress,1,24,0.15435262638693859,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.17744171527737196,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,-0.01010987148579967,F8_timestamp_weighted_stress,1,24,0.1673318437915723,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.12227178364928853,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,-0.04122404795672732,F8_timestamp_weighted_stress,1,28,0.08104773569256121,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.12227178364928853,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,-0.04575003007005257,F8_timestamp_weighted_stress,1,28,0.07652175357923596,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.25686791390316915,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,-0.009503278596170117,F8_timestamp_weighted_stress,1,32,0.24736463530699904,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.25686791390316915,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,-0.026535603584830397,F8_timestamp_weighted_stress,1,32,0.23033231031833876,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.1943449545193392,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,0.08208964543874592,F8_timestamp_weighted_stress,1,36,0.2764345999580851,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.1943449545193392,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,0.05964653160658101,F8_timestamp_weighted_stress,1,36,0.2539914861259202,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.03991180140100752,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,0.009276541727462631,F8_timestamp_weighted_stress,1,40,0.049188343128470154,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.03991180140100752,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,0.010337721981526916,F8_timestamp_weighted_stress,1,40,0.05024952338253444,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.07701354884253282,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,0.03151385916672397,F8_timestamp_weighted_stress,1,44,0.1085274080092568,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.07701354884253282,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,0.0480527265920679,F8_timestamp_weighted_stress,1,44,0.12506627543460072,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.06724092787980451,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,-0.03029891560521754,F8_timestamp_weighted_stress,1,48,0.036942012274586974,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.06724092787980451,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,-0.025372053380282145,F8_timestamp_weighted_stress,1,48,0.04186887449952237,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.05798687266269542,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,-0.0077363939614395125,F8_timestamp_weighted_stress,1,52,0.05025047870125591,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.05798687266269542,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,-0.0017922456065486495,F8_timestamp_weighted_stress,1,52,0.05619462705614677,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.0704986172820868,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,0.06055719254253143,F8_timestamp_weighted_stress,1,56,0.13105580982461823,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.0704986172820868,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,0.020281201156962914,F8_timestamp_weighted_stress,1,56,0.09077981843904971,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.10489705836592635,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,0.04251191075308876,F8_timestamp_weighted_stress,1,60,0.1474089691190151,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.10489705836592635,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,0.044502553404579134,F8_timestamp_weighted_stress,1,60,0.14939961177050548,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.038323756568287404,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,0.004914768828870646,F8_timestamp_weighted_stress,1,64,0.04323852539715805,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.038323756568287404,F8_timestamp_weighted_stress,R2_stressor_balanced_hgb,-0.0026186100609190133,F8_timestamp_weighted_stress,1,64,0.03570514650736839,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.2026142375618015,F4_state_log_age_scalar,R3_condition_bagged_hgb,-0.02618896694749928,F4_state_log_age_scalar,1,20,0.17642527061430222,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.2026142375618015,F4_state_log_age_scalar,R3_condition_bagged_hgb,-0.010750170410257498,F4_state_log_age_scalar,1,20,0.191864067151544,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.18723563471788296,F4_state_log_age_scalar,R3_condition_bagged_hgb,-0.032883008330944374,F4_state_log_age_scalar,1,24,0.15435262638693859,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.18723563471788296,F4_state_log_age_scalar,R3_condition_bagged_hgb,-0.01990379092631067,F4_state_log_age_scalar,1,24,0.1673318437915723,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.12405335695872902,F4_state_log_age_scalar,R3_condition_bagged_hgb,-0.043005621266167804,F4_state_log_age_scalar,1,28,0.08104773569256121,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.12405335695872902,F4_state_log_age_scalar,R3_condition_bagged_hgb,-0.047531603379493054,F4_state_log_age_scalar,1,28,0.07652175357923596,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.26857461962624257,F4_state_log_age_scalar,R3_condition_bagged_hgb,-0.021209984319243536,F4_state_log_age_scalar,1,32,0.24736463530699904,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.26857461962624257,F4_state_log_age_scalar,R3_condition_bagged_hgb,-0.038242309307903816,F4_state_log_age_scalar,1,32,0.23033231031833876,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.2877125100744113,F4_state_log_age_scalar,R3_condition_bagged_hgb,-0.011277910116326173,F4_state_log_age_scalar,1,36,0.2764345999580851,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.2877125100744113,F4_state_log_age_scalar,R3_condition_bagged_hgb,-0.03372102394849108,F4_state_log_age_scalar,1,36,0.2539914861259202,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.060202050713673703,F4_state_log_age_scalar,R3_condition_bagged_hgb,-0.01101370758520355,F4_state_log_age_scalar,1,40,0.049188343128470154,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.060202050713673703,F4_state_log_age_scalar,R3_condition_bagged_hgb,-0.009952527331139265,F4_state_log_age_scalar,1,40,0.05024952338253444,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
0.12101924814188947,F4_state_log_age_scalar,R3_condition_bagged_hgb,-0.012491840132632673,F4_state_log_age_scalar,1,44,0.1085274080092568,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,capacity_Ah_k1
