attribution_arm_id,feature_group,inner_validation_rows,max_inner_train_validation_overlap_count,max_relative_degradation,mean_candidate_condition_mae,mean_gain_vs_r0,model_level,model_setting_id,outer_heldout_fold,outer_split_name,outer_test_condition_count,outer_train_condition_count,outer_train_test_overlap_count,passes_inner_guardrail,schema_version,selected_by_train_only_rule,selection_policy,selection_score,target,weight_strength
D2_adaptive_R2_F4_conservative,F4_state_log_age_scalar,11,0,0.1377651716001231,0.07984515138649526,0.0010381162136180197,R2_stressor_balanced_hgb,R2_stressor_balanced_hgb__w1,3,condition_fold,15,61,0,False,gate57.stressor_robust_attribution.v1,False,conservative_guarded,-0.08672705538650509,capacity_Ah_k1,1.0
D3_adaptive_R2_F8_conservative,F8_timestamp_weighted_stress,11,0,0.13891611911059704,0.09365652023860466,-1.2933721119441632e-05,R2_stressor_balanced_hgb,R2_stressor_balanced_hgb__w0p25,3,condition_fold,15,61,0,False,gate57.stressor_robust_attribution.v1,True,conservative_guarded,-0.08892905283171648,capacity_Ah_k1,0.25
D3_adaptive_R2_F8_conservative,F8_timestamp_weighted_stress,11,0,0.0810254985325596,0.09312643736281957,0.0005171491546656366,R2_stressor_balanced_hgb,R2_stressor_balanced_hgb__w0p5,3,condition_fold,15,61,0,False,gate57.stressor_robust_attribution.v1,False,conservative_guarded,-0.030508349377893956,capacity_Ah_k1,0.5
D3_adaptive_R2_F8_conservative,F8_timestamp_weighted_stress,11,0,0.13015225555936658,0.09506023724784787,-0.001416650730362654,R2_stressor_balanced_hgb,R2_stressor_balanced_hgb__w0p75,3,condition_fold,15,61,0,False,gate57.stressor_robust_attribution.v1,False,conservative_guarded,-0.08156890628972922,capacity_Ah_k1,0.75
D3_adaptive_R2_F8_conservative,F8_timestamp_weighted_stress,11,0,0.15819583620909256,0.09080834285257135,0.002835243664913864,R2_stressor_balanced_hgb,R2_stressor_balanced_hgb__w1,3,condition_fold,15,61,0,False,gate57.stressor_robust_attribution.v1,False,conservative_guarded,-0.10536059254417869,capacity_Ah_k1,1.0
D2_adaptive_R2_F4_conservative,F4_state_log_age_scalar,11,0,0.4081857063196788,0.0731542861138424,0.002427459162828639,R2_stressor_balanced_hgb,R2_stressor_balanced_hgb__w0p25,4,condition_fold,15,61,0,False,gate57.stressor_robust_attribution.v1,True,conservative_guarded,-0.35575824715685017,delta_capacity_Ah,0.25
D2_adaptive_R2_F4_conservative,F4_state_log_age_scalar,11,0,0.07510967757121789,0.07127118693297145,0.004310558343699602,R2_stressor_balanced_hgb,R2_stressor_balanced_hgb__w0p5,4,condition_fold,15,61,0,False,gate57.stressor_robust_attribution.v1,False,conservative_guarded,-0.020799119227518287,delta_capacity_Ah,0.5
D2_adaptive_R2_F4_conservative,F4_state_log_age_scalar,11,0,0.10433140859358753,0.072202888963065,0.003378856313606049,R2_stressor_balanced_hgb,R2_stressor_balanced_hgb__w0p75,4,condition_fold,15,61,0,False,gate57.stressor_robust_attribution.v1,False,conservative_guarded,-0.050952552279981474,delta_capacity_Ah,0.75
D2_adaptive_R2_F4_conservative,F4_state_log_age_scalar,11,0,0.13442756008897477,0.07199113583172277,0.003590609444948284,R2_stressor_balanced_hgb,R2_stressor_balanced_hgb__w1,4,condition_fold,15,61,0,False,gate57.stressor_robust_attribution.v1,False,conservative_guarded,-0.08083695064402649,delta_capacity_Ah,1.0
D3_adaptive_R2_F8_conservative,F8_timestamp_weighted_stress,11,0,0.06357200391252305,0.09043882472052643,0.0021188457724829134,R2_stressor_balanced_hgb,R2_stressor_balanced_hgb__w0p25,4,condition_fold,15,61,0,False,gate57.stressor_robust_attribution.v1,True,conservative_guarded,-0.011453158140040129,delta_capacity_Ah,0.25
