comparison,target,split_name,heldout_fold,reference_model_level,reference_feature_group,candidate_model_level,candidate_feature_group,reference_condition_mean_mae,candidate_condition_mean_mae,gain,test_rows,test_parameter_sets
true_sequence_vs_timestamp_stress_hgb,delta_capacity_Ah,temperature_holdout_fold,1,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S2_torch_mlp_true_sequence,E0_f4_plus_event_sequence,0.05301253618604369,0.1361067434782324,-0.08309420729218871,742,19
true_sequence_vs_timestamp_stress_hgb,capacity_Ah_k1,temperature_holdout_fold,2,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S0_ridge_true_sequence,E0_f4_plus_event_sequence,0.0587580385946008,0.1716339963019423,-0.11287595770734149,1060,19
true_sequence_vs_timestamp_stress_hgb,delta_capacity_Ah,temperature_holdout_fold,2,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S0_ridge_true_sequence,E0_f4_plus_event_sequence,0.04435487338182179,0.17151380902310964,-0.12715893564128786,1060,19
true_sequence_vs_timestamp_stress_hgb,capacity_Ah_k1,temperature_holdout_fold,2,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S2_torch_mlp_true_sequence,E0_f4_plus_event_sequence,0.0587580385946008,0.6370261857965653,-0.5782681472019645,1060,19
true_sequence_vs_timestamp_stress_hgb,delta_capacity_Ah,temperature_holdout_fold,2,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S2_torch_mlp_true_sequence,E0_f4_plus_event_sequence,0.04435487338182179,0.15441989196355277,-0.11006501858173098,1060,19
true_sequence_vs_timestamp_stress_hgb,capacity_Ah_k1,c_rate_holdout_fold,1,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S0_ridge_true_sequence,E0_f4_plus_event_sequence,0.12244211150469492,0.3352501263923744,-0.21280801488767948,157,12
true_sequence_vs_timestamp_stress_hgb,delta_capacity_Ah,c_rate_holdout_fold,1,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S0_ridge_true_sequence,E0_f4_plus_event_sequence,0.10251578832333012,0.33913976323130796,-0.23662397490797782,157,12
true_sequence_vs_timestamp_stress_hgb,capacity_Ah_k1,c_rate_holdout_fold,1,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S2_torch_mlp_true_sequence,E0_f4_plus_event_sequence,0.12244211150469492,0.987951703947437,-0.8655095924427421,157,12
true_sequence_vs_timestamp_stress_hgb,delta_capacity_Ah,c_rate_holdout_fold,1,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S2_torch_mlp_true_sequence,E0_f4_plus_event_sequence,0.10251578832333012,0.5109201177086475,-0.4084043293853174,157,12
true_sequence_vs_timestamp_stress_hgb,capacity_Ah_k1,voltage_window_holdout_fold,1,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S0_ridge_true_sequence,E0_f4_plus_event_sequence,0.10413229949594718,0.2568464079723458,-0.15271410847639863,1130,28
true_sequence_vs_timestamp_stress_hgb,delta_capacity_Ah,voltage_window_holdout_fold,1,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S0_ridge_true_sequence,E0_f4_plus_event_sequence,0.09199578447155392,0.24281549959888699,-0.15081971512733305,1130,28
true_sequence_vs_timestamp_stress_hgb,capacity_Ah_k1,voltage_window_holdout_fold,1,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S2_torch_mlp_true_sequence,E0_f4_plus_event_sequence,0.10413229949594718,0.6984873632002516,-0.5943550637043045,1130,28
true_sequence_vs_timestamp_stress_hgb,delta_capacity_Ah,voltage_window_holdout_fold,1,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S2_torch_mlp_true_sequence,E0_f4_plus_event_sequence,0.09199578447155392,0.18751522387374592,-0.095519439402192,1130,28
true_sequence_vs_timestamp_stress_hgb,capacity_Ah_k1,voltage_window_holdout_fold,2,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S0_ridge_true_sequence,E0_f4_plus_event_sequence,0.12545714119625248,0.15145108888726605,-0.02599394769101357,1371,32
true_sequence_vs_timestamp_stress_hgb,delta_capacity_Ah,voltage_window_holdout_fold,2,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S0_ridge_true_sequence,E0_f4_plus_event_sequence,0.12252652424724561,0.15200543848960182,-0.029478914242356213,1371,32
true_sequence_vs_timestamp_stress_hgb,capacity_Ah_k1,voltage_window_holdout_fold,2,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S2_torch_mlp_true_sequence,E0_f4_plus_event_sequence,0.12545714119625248,0.6579083923099704,-0.5324512511137179,1371,32
true_sequence_vs_timestamp_stress_hgb,delta_capacity_Ah,voltage_window_holdout_fold,2,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S2_torch_mlp_true_sequence,E0_f4_plus_event_sequence,0.12252652424724561,0.22600673774683885,-0.10348021349959324,1371,32
true_sequence_vs_timestamp_stress_hgb,capacity_Ah_k1,voltage_window_holdout_fold,3,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S0_ridge_true_sequence,E0_f4_plus_event_sequence,0.2823520155458958,0.4526293266073301,-0.1702773110614343,1326,16
true_sequence_vs_timestamp_stress_hgb,delta_capacity_Ah,voltage_window_holdout_fold,3,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S0_ridge_true_sequence,E0_f4_plus_event_sequence,0.165193581622995,0.4621489309288808,-0.29695534930588585,1326,16
true_sequence_vs_timestamp_stress_hgb,capacity_Ah_k1,voltage_window_holdout_fold,3,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S2_torch_mlp_true_sequence,E0_f4_plus_event_sequence,0.2823520155458958,0.6350913067565153,-0.3527392912106195,1326,16
true_sequence_vs_timestamp_stress_hgb,delta_capacity_Ah,voltage_window_holdout_fold,3,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,S2_torch_mlp_true_sequence,E0_f4_plus_event_sequence,0.165193581622995,0.25770592098478123,-0.09251233936178624,1326,16
