candidate_condition_mae,condition_mae_delta,feature_group,heldout_fold,model_level,parameter_set,reference_condition_mae,relative_degradation,run_scope,split_name,target
0.10026532016972421,-0.04913429160078127,F8_timestamp_weighted_stress,1,R3_condition_bagged_hgb,60,0.14939961177050548,-0.3288783084407009,primary,c_rate_holdout_fold,capacity_Ah_k1
0.04526775002684404,0.009562603519475653,F8_timestamp_weighted_stress,1,R3_condition_bagged_hgb,64,0.03570514650736839,0.2678214334592421,primary,c_rate_holdout_fold,capacity_Ah_k1
0.2189839142465928,0.04255864363229059,F4_state_log_age_scalar,1,R4_worst_fold_selected_hgb,20,0.17642527061430222,0.24122759446027173,primary,c_rate_holdout_fold,capacity_Ah_k1
0.20138362776396623,0.04703100137702765,F4_state_log_age_scalar,1,R4_worst_fold_selected_hgb,24,0.15435262638693859,0.30469841996162783,primary,c_rate_holdout_fold,capacity_Ah_k1
0.09977344804534555,0.018725712352784335,F4_state_log_age_scalar,1,R4_worst_fold_selected_hgb,28,0.08104773569256121,0.23104547206373136,primary,c_rate_holdout_fold,capacity_Ah_k1
0.2852977322098574,0.03793309690285834,F4_state_log_age_scalar,1,R4_worst_fold_selected_hgb,32,0.24736463530699904,0.15334890881140054,primary,c_rate_holdout_fold,capacity_Ah_k1
0.22929494258688043,-0.04713965737120468,F4_state_log_age_scalar,1,R4_worst_fold_selected_hgb,36,0.2764345999580851,-0.17052734128923194,primary,c_rate_holdout_fold,capacity_Ah_k1
0.06008987726884534,0.010901534140375188,F4_state_log_age_scalar,1,R4_worst_fold_selected_hgb,40,0.049188343128470154,0.2216284072001074,primary,c_rate_holdout_fold,capacity_Ah_k1
0.10086468056433007,-0.0076627274449267285,F4_state_log_age_scalar,1,R4_worst_fold_selected_hgb,44,0.1085274080092568,-0.07060638031890654,primary,c_rate_holdout_fold,capacity_Ah_k1
0.04762842384985801,0.010686411575271039,F4_state_log_age_scalar,1,R4_worst_fold_selected_hgb,48,0.036942012274586974,0.2892752970747725,primary,c_rate_holdout_fold,capacity_Ah_k1
0.050504247061025805,0.00025376835976989587,F4_state_log_age_scalar,1,R4_worst_fold_selected_hgb,52,0.05025047870125591,0.005050068503398226,primary,c_rate_holdout_fold,capacity_Ah_k1
0.09642963070629611,-0.03462617911832212,F4_state_log_age_scalar,1,R4_worst_fold_selected_hgb,56,0.13105580982461823,-0.2642094170770425,primary,c_rate_holdout_fold,capacity_Ah_k1
0.1375000471542543,-0.009908921964760814,F4_state_log_age_scalar,1,R4_worst_fold_selected_hgb,60,0.1474089691190151,-0.06722061774111279,primary,c_rate_holdout_fold,capacity_Ah_k1
0.05275040748848612,0.00951188209132807,F4_state_log_age_scalar,1,R4_worst_fold_selected_hgb,64,0.04323852539715805,0.2199862739064006,primary,c_rate_holdout_fold,capacity_Ah_k1
0.191864067151544,0.0,F8_timestamp_weighted_stress,1,R4_worst_fold_selected_hgb,20,0.191864067151544,0.0,primary,c_rate_holdout_fold,capacity_Ah_k1
0.1673318437915723,0.0,F8_timestamp_weighted_stress,1,R4_worst_fold_selected_hgb,24,0.1673318437915723,0.0,primary,c_rate_holdout_fold,capacity_Ah_k1
0.07652175357923596,0.0,F8_timestamp_weighted_stress,1,R4_worst_fold_selected_hgb,28,0.07652175357923596,0.0,primary,c_rate_holdout_fold,capacity_Ah_k1
0.23033231031833876,0.0,F8_timestamp_weighted_stress,1,R4_worst_fold_selected_hgb,32,0.23033231031833876,0.0,primary,c_rate_holdout_fold,capacity_Ah_k1
0.2539914861259202,0.0,F8_timestamp_weighted_stress,1,R4_worst_fold_selected_hgb,36,0.2539914861259202,0.0,primary,c_rate_holdout_fold,capacity_Ah_k1
0.05024952338253444,0.0,F8_timestamp_weighted_stress,1,R4_worst_fold_selected_hgb,40,0.05024952338253444,0.0,primary,c_rate_holdout_fold,capacity_Ah_k1
0.12506627543460072,0.0,F8_timestamp_weighted_stress,1,R4_worst_fold_selected_hgb,44,0.12506627543460072,0.0,primary,c_rate_holdout_fold,capacity_Ah_k1
0.04186887449952237,0.0,F8_timestamp_weighted_stress,1,R4_worst_fold_selected_hgb,48,0.04186887449952237,0.0,primary,c_rate_holdout_fold,capacity_Ah_k1
0.05619462705614677,0.0,F8_timestamp_weighted_stress,1,R4_worst_fold_selected_hgb,52,0.05619462705614677,0.0,primary,c_rate_holdout_fold,capacity_Ah_k1
0.09077981843904971,0.0,F8_timestamp_weighted_stress,1,R4_worst_fold_selected_hgb,56,0.09077981843904971,0.0,primary,c_rate_holdout_fold,capacity_Ah_k1
0.14939961177050548,0.0,F8_timestamp_weighted_stress,1,R4_worst_fold_selected_hgb,60,0.14939961177050548,0.0,primary,c_rate_holdout_fold,capacity_Ah_k1
0.03570514650736839,0.0,F8_timestamp_weighted_stress,1,R4_worst_fold_selected_hgb,64,0.03570514650736839,0.0,primary,c_rate_holdout_fold,capacity_Ah_k1
0.1793405801938357,-0.014164990666100302,F4_state_log_age_scalar,1,R1_condition_balanced_hgb,20,0.193505570859936,-0.07320197864666782,primary,c_rate_holdout_fold,delta_capacity_Ah
0.11877933583250799,-0.021663545162360076,F4_state_log_age_scalar,1,R1_condition_balanced_hgb,24,0.14044288099486807,-0.15425164315129425,primary,c_rate_holdout_fold,delta_capacity_Ah
0.04182478878206265,-0.010292568498509583,F4_state_log_age_scalar,1,R1_condition_balanced_hgb,28,0.052117357280572235,-0.19748830400397793,primary,c_rate_holdout_fold,delta_capacity_Ah
