bag_count,feature_group,gain_vs_f4,gain_vs_stress_reference,is_predeclared_primary_setting,max_other_split_relative_degradation,model_level,model_setting_id,paired_p05_vs_f4,paired_p05_vs_stress_reference,passes_threshold,threshold,weight_strength
1,F8_timestamp_weighted_stress,-0.0013830170207383141,0.0,False,0.19072813202728806,R4_worst_fold_selected_hgb,R4_worst_fold_selected_hgb__w0p25,-0.016638134861579206,0.0,False,0.1,0.25
3,F4_state_log_age_scalar,-0.0009544937534672615,0.0004285232672710526,False,0.1998324319041645,R3_condition_bagged_hgb,R3_condition_bagged_hgb__bags3,-0.01815334761448853,-0.007277607317220647,False,0.03,0.0
3,F4_state_log_age_scalar,-0.0009544937534672615,0.0004285232672710526,False,0.1998324319041645,R3_condition_bagged_hgb,R3_condition_bagged_hgb__bags3,-0.01815334761448853,-0.007277607317220647,False,0.05,0.0
3,F4_state_log_age_scalar,-0.0009544937534672615,0.0004285232672710526,False,0.1998324319041645,R3_condition_bagged_hgb,R3_condition_bagged_hgb__bags3,-0.01815334761448853,-0.007277607317220647,False,0.075,0.0
3,F4_state_log_age_scalar,-0.0009544937534672615,0.0004285232672710526,False,0.1998324319041645,R3_condition_bagged_hgb,R3_condition_bagged_hgb__bags3,-0.01815334761448853,-0.007277607317220647,False,0.1,0.0
1,F8_timestamp_weighted_stress,0.010072621064346948,0.011455638085085262,False,0.28623071654589805,R1_condition_balanced_hgb,R1_condition_balanced_hgb__w0p5,0.0023660945394703013,-0.002669015730239863,False,0.03,0.5
1,F8_timestamp_weighted_stress,0.010072621064346948,0.011455638085085262,False,0.28623071654589805,R1_condition_balanced_hgb,R1_condition_balanced_hgb__w0p5,0.0023660945394703013,-0.002669015730239863,False,0.05,0.5
1,F8_timestamp_weighted_stress,0.010072621064346948,0.011455638085085262,False,0.28623071654589805,R1_condition_balanced_hgb,R1_condition_balanced_hgb__w0p5,0.0023660945394703013,-0.002669015730239863,False,0.075,0.5
1,F8_timestamp_weighted_stress,0.010072621064346948,0.011455638085085262,False,0.28623071654589805,R1_condition_balanced_hgb,R1_condition_balanced_hgb__w0p5,0.0023660945394703013,-0.002669015730239863,False,0.1,0.5
1,F8_timestamp_weighted_stress,-0.0013830170207383141,0.0,False,0.28623071654589805,R4_worst_fold_selected_hgb,R4_worst_fold_selected_hgb__w0p5,-0.016638134861579206,0.0,False,0.03,0.5
1,F8_timestamp_weighted_stress,-0.0013830170207383141,0.0,False,0.28623071654589805,R4_worst_fold_selected_hgb,R4_worst_fold_selected_hgb__w0p5,-0.016638134861579206,0.0,False,0.05,0.5
1,F8_timestamp_weighted_stress,-0.0013830170207383141,0.0,False,0.28623071654589805,R4_worst_fold_selected_hgb,R4_worst_fold_selected_hgb__w0p5,-0.016638134861579206,0.0,False,0.075,0.5
1,F8_timestamp_weighted_stress,-0.0013830170207383141,0.0,False,0.28623071654589805,R4_worst_fold_selected_hgb,R4_worst_fold_selected_hgb__w0p5,-0.016638134861579206,0.0,False,0.1,0.5
9,F8_timestamp_weighted_stress,-0.0009071494517180478,0.0004758675690202663,False,0.30169293097937,R3_condition_bagged_hgb,R3_condition_bagged_hgb__bags9,-0.01835765452221962,-0.009833709044740221,False,0.03,0.0
9,F8_timestamp_weighted_stress,-0.0009071494517180478,0.0004758675690202663,False,0.30169293097937,R3_condition_bagged_hgb,R3_condition_bagged_hgb__bags9,-0.01835765452221962,-0.009833709044740221,False,0.05,0.0
9,F8_timestamp_weighted_stress,-0.0009071494517180478,0.0004758675690202663,False,0.30169293097937,R3_condition_bagged_hgb,R3_condition_bagged_hgb__bags9,-0.01835765452221962,-0.009833709044740221,False,0.075,0.0
9,F8_timestamp_weighted_stress,-0.0009071494517180478,0.0004758675690202663,False,0.30169293097937,R3_condition_bagged_hgb,R3_condition_bagged_hgb__bags9,-0.01835765452221962,-0.009833709044740221,False,0.1,0.0
1,F8_timestamp_weighted_stress,0.013530794802485702,0.014913811823224016,False,0.31944315657904526,R1_condition_balanced_hgb,R1_condition_balanced_hgb__w1,0.0061316995862313395,-0.0009170472701088977,False,0.03,1.0
1,F8_timestamp_weighted_stress,0.013530794802485702,0.014913811823224016,False,0.31944315657904526,R1_condition_balanced_hgb,R1_condition_balanced_hgb__w1,0.0061316995862313395,-0.0009170472701088977,False,0.05,1.0
1,F8_timestamp_weighted_stress,0.013530794802485702,0.014913811823224016,False,0.31944315657904526,R1_condition_balanced_hgb,R1_condition_balanced_hgb__w1,0.0061316995862313395,-0.0009170472701088977,False,0.075,1.0
1,F8_timestamp_weighted_stress,0.013530794802485702,0.014913811823224016,False,0.31944315657904526,R1_condition_balanced_hgb,R1_condition_balanced_hgb__w1,0.0061316995862313395,-0.0009170472701088977,False,0.1,1.0
1,F8_timestamp_weighted_stress,-0.0013830170207383141,0.0,False,0.31944315657904526,R4_worst_fold_selected_hgb,R4_worst_fold_selected_hgb__w1,-0.016638134861579206,0.0,False,0.03,1.0
1,F8_timestamp_weighted_stress,-0.0013830170207383141,0.0,False,0.31944315657904526,R4_worst_fold_selected_hgb,R4_worst_fold_selected_hgb__w1,-0.016638134861579206,0.0,False,0.05,1.0
1,F8_timestamp_weighted_stress,-0.0013830170207383141,0.0,False,0.31944315657904526,R4_worst_fold_selected_hgb,R4_worst_fold_selected_hgb__w1,-0.016638134861579206,0.0,False,0.075,1.0
1,F8_timestamp_weighted_stress,-0.0013830170207383141,0.0,False,0.31944315657904526,R4_worst_fold_selected_hgb,R4_worst_fold_selected_hgb__w1,-0.016638134861579206,0.0,False,0.1,1.0
5,F8_timestamp_weighted_stress,-0.0030400998887680775,-0.0016570828680297633,False,0.3333235413471899,R3_condition_bagged_hgb,R3_condition_bagged_hgb__bags5,-0.014702229724281759,-0.010584117705684654,False,0.03,0.0
5,F8_timestamp_weighted_stress,-0.0030400998887680775,-0.0016570828680297633,False,0.3333235413471899,R3_condition_bagged_hgb,R3_condition_bagged_hgb__bags5,-0.014702229724281759,-0.010584117705684654,False,0.05,0.0
5,F8_timestamp_weighted_stress,-0.0030400998887680775,-0.0016570828680297633,False,0.3333235413471899,R3_condition_bagged_hgb,R3_condition_bagged_hgb__bags5,-0.014702229724281759,-0.010584117705684654,False,0.075,0.0
5,F8_timestamp_weighted_stress,-0.0030400998887680775,-0.0016570828680297633,False,0.3333235413471899,R3_condition_bagged_hgb,R3_condition_bagged_hgb__bags5,-0.014702229724281759,-0.010584117705684654,False,0.1,0.0
3,F8_timestamp_weighted_stress,-0.01917711765760219,-0.017794100636863874,False,0.33573185610866274,R3_condition_bagged_hgb,R3_condition_bagged_hgb__bags3,-0.04265079297264695,-0.03615905084451749,False,0.03,0.0
3,F8_timestamp_weighted_stress,-0.01917711765760219,-0.017794100636863874,False,0.33573185610866274,R3_condition_bagged_hgb,R3_condition_bagged_hgb__bags3,-0.04265079297264695,-0.03615905084451749,False,0.05,0.0
3,F8_timestamp_weighted_stress,-0.01917711765760219,-0.017794100636863874,False,0.33573185610866274,R3_condition_bagged_hgb,R3_condition_bagged_hgb__bags3,-0.04265079297264695,-0.03615905084451749,False,0.075,0.0
3,F8_timestamp_weighted_stress,-0.01917711765760219,-0.017794100636863874,False,0.33573185610866274,R3_condition_bagged_hgb,R3_condition_bagged_hgb__bags3,-0.04265079297264695,-0.03615905084451749,False,0.1,0.0
1,F8_timestamp_weighted_stress,0.004802445102239164,0.006185462122977478,False,0.36076009910328743,R1_condition_balanced_hgb,R1_condition_balanced_hgb__w0p75,-0.00563175636122978,-0.00847936593234908,False,0.03,0.75
1,F8_timestamp_weighted_stress,0.004802445102239164,0.006185462122977478,False,0.36076009910328743,R1_condition_balanced_hgb,R1_condition_balanced_hgb__w0p75,-0.00563175636122978,-0.00847936593234908,False,0.05,0.75
1,F8_timestamp_weighted_stress,0.004802445102239164,0.006185462122977478,False,0.36076009910328743,R1_condition_balanced_hgb,R1_condition_balanced_hgb__w0p75,-0.00563175636122978,-0.00847936593234908,False,0.075,0.75
1,F8_timestamp_weighted_stress,0.004802445102239164,0.006185462122977478,False,0.36076009910328743,R1_condition_balanced_hgb,R1_condition_balanced_hgb__w0p75,-0.00563175636122978,-0.00847936593234908,False,0.1,0.75
1,F8_timestamp_weighted_stress,-0.0013830170207383141,0.0,False,0.36076009910328743,R4_worst_fold_selected_hgb,R4_worst_fold_selected_hgb__w0p75,-0.016638134861579206,0.0,False,0.03,0.75
1,F8_timestamp_weighted_stress,-0.0013830170207383141,0.0,False,0.36076009910328743,R4_worst_fold_selected_hgb,R4_worst_fold_selected_hgb__w0p75,-0.016638134861579206,0.0,False,0.05,0.75
1,F8_timestamp_weighted_stress,-0.0013830170207383141,0.0,False,0.36076009910328743,R4_worst_fold_selected_hgb,R4_worst_fold_selected_hgb__w0p75,-0.016638134861579206,0.0,False,0.075,0.75
1,F8_timestamp_weighted_stress,-0.0013830170207383141,0.0,False,0.36076009910328743,R4_worst_fold_selected_hgb,R4_worst_fold_selected_hgb__w0p75,-0.016638134861579206,0.0,False,0.1,0.75
