target,split_name,heldout_fold,parameter_set,prior_pulse_feature_group,f4_condition_mae,prior_pulse_condition_mae,gain,n_intervals,nominal_temperature_C,voltage_window_family,nominal_charge_C_rate,aging_mode
capacity_Ah_k1,voltage_window_holdout_fold,1,67,C_P2_log_age_pulse,0.16025283783510325,0.15054158225807013,0.009711255577033118,15,0.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,68,C_P2_log_age_pulse,0.0847095711478386,0.08865328247526141,-0.003943711327422814,78,10.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,69,C_P2_log_age_pulse,0.047282209268141105,0.04372435883521025,0.003557850432930852,84,10.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,70,C_P2_log_age_pulse,0.11086766546781561,0.1200713131661512,-0.009203647698335593,18,10.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,71,C_P2_log_age_pulse,0.029288910478302108,0.02708779667800438,0.0022011138002977285,84,25.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,72,C_P2_log_age_pulse,0.03715760067110402,0.031794271120304834,0.005363329550799184,84,25.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,73,C_P2_log_age_pulse,0.0844405710162629,0.09289364981625418,-0.008453078799991284,34,25.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,74,C_P2_log_age_pulse,0.07853295428784328,0.07412875586033592,0.004404198427507361,48,40.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,75,C_P2_log_age_pulse,0.027955044295546152,0.027208637005976966,0.0007464072895691856,84,40.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,76,C_P2_log_age_pulse,0.07520560761315713,0.067448605641933,0.007757001971224128,83,40.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,2,21,C_P2_log_age_pulse,0.04360798252702619,0.04273353260835415,0.0008744499186720406,43,0.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,22,C_P2_log_age_pulse,0.14199926284667533,0.1377874585326408,0.004211804314034534,22,0.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,23,C_P2_log_age_pulse,0.3345442020426989,0.3035377705591415,0.031006431483557417,6,0.0,approx_10_100,1.0,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,24,C_P2_log_age_pulse,0.0393018539798885,0.03695541176704176,0.0023464422128467444,4,0.0,approx_10_100,1.67,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,25,C_P2_log_age_pulse,0.04091119380092937,0.042545279443644377,-0.0016340856427150066,67,0.0,approx_10_90,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,26,C_P2_log_age_pulse,0.1019032760074746,0.10315979322319917,-0.0012565172157245619,33,0.0,approx_10_90,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,27,C_P2_log_age_pulse,0.15165822076229615,0.1553628222568453,-0.0037046014945491534,15,0.0,approx_10_90,1.0,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,28,C_P2_log_age_pulse,0.2011721326713285,0.17502737962903267,0.026144753042295826,9,0.0,approx_10_90,1.67,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,33,C_P2_log_age_pulse,0.03367991875056002,0.03307693723631991,0.0006029815142401113,67,10.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,34,C_P2_log_age_pulse,0.04847562079033323,0.06080461428745603,-0.012328993497122798,44,10.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,35,C_P2_log_age_pulse,0.15239754702545477,0.1620113613737527,-0.009613814348297917,11,10.0,approx_10_100,1.0,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,36,C_P2_log_age_pulse,0.37591839673200417,0.37027388147914525,0.005644515252858917,6,10.0,approx_10_100,1.67,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,37,C_P2_log_age_pulse,0.023466554124986393,0.02063737928403632,0.0028291748409500737,84,10.0,approx_10_90,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,38,C_P2_log_age_pulse,0.051842305673588086,0.0583469766964056,-0.006504671022817515,60,10.0,approx_10_90,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,39,C_P2_log_age_pulse,0.1378187765308229,0.1517585614075174,-0.013939784876694505,21,10.0,approx_10_90,1.0,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,40,C_P2_log_age_pulse,0.13761192565870503,0.1371581092792845,0.00045381637942051856,15,10.0,approx_10_90,1.67,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,45,C_P2_log_age_pulse,0.02457490872740988,0.024332978684666974,0.00024193004274290428,84,25.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,46,C_P2_log_age_pulse,0.044356081688257686,0.05090026405549439,-0.006544182367236702,84,25.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,47,C_P2_log_age_pulse,0.08891747439691575,0.09278419355107419,-0.0038667191541584406,31,25.0,approx_10_100,1.0,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,48,C_P2_log_age_pulse,0.11679113061760642,0.11417058287018111,0.002620547747425303,10,25.0,approx_10_100,1.67,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,49,C_P2_log_age_pulse,0.034597872298651675,0.028502108265649785,0.0060957640330018895,84,25.0,approx_10_90,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,50,C_P2_log_age_pulse,0.037487015157535115,0.04156005043119847,-0.0040730352736633516,84,25.0,approx_10_90,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,51,C_P2_log_age_pulse,0.06806980755254338,0.07457998420426891,-0.006510176651725527,63,25.0,approx_10_90,1.0,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,52,C_P2_log_age_pulse,0.11650366385083862,0.1079550277482549,0.008548636102583718,28,25.0,approx_10_90,1.67,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,57,C_P2_log_age_pulse,0.0868216101381396,0.08713515935710797,-0.0003135492189683675,36,40.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,58,C_P2_log_age_pulse,0.08672531361437469,0.07911791069600209,0.007607402918372599,38,40.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,59,C_P2_log_age_pulse,0.14478685843820727,0.14039242473846514,0.0043944336997421285,19,40.0,approx_10_100,1.0,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,60,C_P2_log_age_pulse,0.1903310851130463,0.18404232395180636,0.006288761161239942,16,40.0,approx_10_100,1.67,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,61,C_P2_log_age_pulse,0.02070050050743695,0.019646763916755,0.0010537365906819508,84,40.0,approx_10_90,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,62,C_P2_log_age_pulse,0.019808249132543348,0.023269952735822715,-0.0034617036032793674,84,40.0,approx_10_90,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,63,C_P2_log_age_pulse,0.049185643996234346,0.045139283141053074,0.004046360855181272,81,40.0,approx_10_90,1.0,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,64,C_P2_log_age_pulse,0.1084876023984813,0.09982735486095559,0.008660247537525714,38,40.0,approx_10_90,1.67,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,3,1,C_P2_log_age_pulse,0.04349834959308617,0.037721765436108216,0.005776584156977953,84,0.0,calendar_soc_10,0.0,calendar
capacity_Ah_k1,voltage_window_holdout_fold,3,2,C_P2_log_age_pulse,0.048843344496634626,0.03858273494947624,0.010260609547158385,84,0.0,calendar_soc_50,0.0,calendar
capacity_Ah_k1,voltage_window_holdout_fold,3,3,C_P2_log_age_pulse,0.06420023560240692,0.05542981164840689,0.008770423954000031,84,0.0,calendar_soc_90,0.0,calendar
capacity_Ah_k1,voltage_window_holdout_fold,3,4,C_P2_log_age_pulse,0.046943019695623096,0.041213844404001054,0.005729175291622042,84,0.0,calendar_soc_100,0.0,calendar
capacity_Ah_k1,voltage_window_holdout_fold,3,5,C_P2_log_age_pulse,0.03506310250705431,0.031606579839423,0.003456522667631308,84,10.0,calendar_soc_10,0.0,calendar
capacity_Ah_k1,voltage_window_holdout_fold,3,6,C_P2_log_age_pulse,0.042415169122210175,0.032857747848545234,0.009557421273664941,84,10.0,calendar_soc_50,0.0,calendar
capacity_Ah_k1,voltage_window_holdout_fold,3,7,C_P2_log_age_pulse,0.05486205237964806,0.050825866762924034,0.004036185616724024,84,10.0,calendar_soc_90,0.0,calendar
capacity_Ah_k1,voltage_window_holdout_fold,3,8,C_P2_log_age_pulse,0.04331240156047448,0.041336590435722194,0.001975811124752286,84,10.0,calendar_soc_100,0.0,calendar
capacity_Ah_k1,voltage_window_holdout_fold,3,9,C_P2_log_age_pulse,0.030417465741836548,0.028075091540516857,0.0023423742013196913,84,25.0,calendar_soc_10,0.0,calendar
capacity_Ah_k1,voltage_window_holdout_fold,3,10,C_P2_log_age_pulse,0.03377090666473412,0.030618142035521236,0.003152764629212882,84,25.0,calendar_soc_50,0.0,calendar
capacity_Ah_k1,voltage_window_holdout_fold,3,11,C_P2_log_age_pulse,0.04740230689230275,0.04439557938397604,0.003006727508326708,84,25.0,calendar_soc_90,0.0,calendar
capacity_Ah_k1,voltage_window_holdout_fold,3,12,C_P2_log_age_pulse,0.030267329467230156,0.027715525126486427,0.0025518043407437296,78,25.0,calendar_soc_100,0.0,calendar
capacity_Ah_k1,voltage_window_holdout_fold,3,13,C_P2_log_age_pulse,0.027087763368508662,0.021464439152263218,0.005623324216245444,84,40.0,calendar_soc_10,0.0,calendar
capacity_Ah_k1,voltage_window_holdout_fold,3,14,C_P2_log_age_pulse,0.02113139799677257,0.017441090212639964,0.0036903077841326064,84,40.0,calendar_soc_50,0.0,calendar
capacity_Ah_k1,voltage_window_holdout_fold,3,15,C_P2_log_age_pulse,0.04267716933193167,0.0418938199251015,0.0007833494068301694,78,40.0,calendar_soc_90,0.0,calendar
capacity_Ah_k1,voltage_window_holdout_fold,3,16,C_P2_log_age_pulse,0.031056597602349346,0.038937612169794966,-0.00788101456744562,78,40.0,calendar_soc_100,0.0,calendar
delta_capacity_Ah,c_rate_holdout_fold,1,20,C_P3_stress_pulse,0.1867080728061712,0.13367245426458044,0.05303561854159075,6,0.0,approx_0_100,1.67,cyclic
delta_capacity_Ah,c_rate_holdout_fold,1,24,C_P3_stress_pulse,0.1409282106452623,0.14273170001145097,-0.001803489366188682,4,0.0,approx_10_100,1.67,cyclic
delta_capacity_Ah,c_rate_holdout_fold,1,28,C_P3_stress_pulse,0.05095391848033242,0.059313442130788215,-0.008359523650455794,9,0.0,approx_10_90,1.67,cyclic
delta_capacity_Ah,c_rate_holdout_fold,1,32,C_P3_stress_pulse,0.1290789219435964,0.190929897330866,-0.06185097538726958,6,10.0,approx_0_100,1.67,cyclic
delta_capacity_Ah,c_rate_holdout_fold,1,36,C_P3_stress_pulse,0.14689446718425658,0.2090309500228459,-0.06213648283858933,6,10.0,approx_10_100,1.67,cyclic
delta_capacity_Ah,c_rate_holdout_fold,1,40,C_P3_stress_pulse,0.07696474148386914,0.07128656723238785,0.005678174251481288,15,10.0,approx_10_90,1.67,cyclic
delta_capacity_Ah,c_rate_holdout_fold,1,44,C_P3_stress_pulse,0.08700764519028636,0.11451554206615504,-0.027507896875868673,6,25.0,approx_0_100,1.67,cyclic
delta_capacity_Ah,c_rate_holdout_fold,1,48,C_P3_stress_pulse,0.05645733322050095,0.03951909973275762,0.01693823348774333,10,25.0,approx_10_100,1.67,cyclic
delta_capacity_Ah,c_rate_holdout_fold,1,52,C_P3_stress_pulse,0.055822335659217286,0.052931772434126716,0.00289056322509057,28,25.0,approx_10_90,1.67,cyclic
delta_capacity_Ah,c_rate_holdout_fold,1,56,C_P3_stress_pulse,0.06950410552078325,0.06898402105566484,0.0005200844651184061,13,40.0,approx_0_100,1.67,cyclic
delta_capacity_Ah,c_rate_holdout_fold,1,60,C_P3_stress_pulse,0.12083154290513651,0.12684891152821434,-0.0060173686230778345,16,40.0,approx_10_100,1.67,cyclic
delta_capacity_Ah,c_rate_holdout_fold,1,64,C_P3_stress_pulse,0.051665623034041826,0.031960198608168705,0.01970542442587312,38,40.0,approx_10_90,1.67,cyclic
delta_capacity_Ah,condition_fold,0,8,C_P3_stress_pulse,0.001697533547907447,0.002543036885949149,-0.0008455033380417019,84,10.0,calendar_soc_100,0.0,calendar
delta_capacity_Ah,condition_fold,0,15,C_P3_stress_pulse,0.013956548269685353,0.013091650249097508,0.000864898020587845,78,40.0,calendar_soc_90,0.0,calendar
delta_capacity_Ah,condition_fold,0,18,C_P3_stress_pulse,0.08789368232565838,0.07402123538465605,0.013872446941002328,17,0.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,condition_fold,0,24,C_P3_stress_pulse,0.07140780822182673,0.014657387830951843,0.056750420390874884,4,0.0,approx_10_100,1.67,cyclic
delta_capacity_Ah,condition_fold,0,30,C_P3_stress_pulse,0.05273564452822233,0.04060293107458091,0.01213271345364142,25,10.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,condition_fold,0,34,C_P3_stress_pulse,0.039545734140315016,0.03815460465350758,0.0013911294868074325,44,10.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,condition_fold,0,37,C_P3_stress_pulse,0.009646583123100613,0.008350046129723005,0.0012965369933776085,84,10.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,condition_fold,0,39,C_P3_stress_pulse,0.0625384274570558,0.04265902383114654,0.019879403625909266,21,10.0,approx_10_90,1.0,cyclic
delta_capacity_Ah,condition_fold,0,42,C_P3_stress_pulse,0.03306490628152496,0.027913457480936554,0.0051514488005884075,49,25.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,condition_fold,0,61,C_P3_stress_pulse,0.006354540071160135,0.007291726125037754,-0.000937186053877619,84,40.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,condition_fold,0,65,C_P3_stress_pulse,0.055314152841688065,0.06347238755413338,-0.008158234712445318,55,0.0,approx_0_100,0.0,profile
delta_capacity_Ah,condition_fold,0,68,C_P3_stress_pulse,0.02708881158767934,0.029492384539192413,-0.002403572951513073,78,10.0,approx_0_100,0.0,profile
delta_capacity_Ah,condition_fold,0,70,C_P3_stress_pulse,0.09655420082542654,0.1705184113811785,-0.07396421055575195,18,10.0,approx_0_100,0.0,profile
delta_capacity_Ah,condition_fold,0,72,C_P3_stress_pulse,0.01622202807636234,0.017369997136862412,-0.0011479690605000724,84,25.0,approx_0_100,0.0,profile
delta_capacity_Ah,condition_fold,0,73,C_P3_stress_pulse,0.036671674883501926,0.07529722253335938,-0.038625547649857456,34,25.0,approx_0_100,0.0,profile
delta_capacity_Ah,condition_fold,0,75,C_P3_stress_pulse,0.008593371461625279,0.015338505972592367,-0.006745134510967088,84,40.0,approx_0_100,0.0,profile
delta_capacity_Ah,condition_fold,1,3,C_P3_stress_pulse,0.00366782859089313,0.0037349890766997023,-6.716048580657219e-05,84,0.0,calendar_soc_90,0.0,calendar
delta_capacity_Ah,condition_fold,1,5,C_P3_stress_pulse,0.00318737926476519,0.002483956580301577,0.000703422684463613,84,10.0,calendar_soc_10,0.0,calendar
delta_capacity_Ah,condition_fold,1,10,C_P3_stress_pulse,0.0016892751056115294,0.0013111933590510005,0.00037808174656052884,84,25.0,calendar_soc_50,0.0,calendar
delta_capacity_Ah,condition_fold,1,11,C_P3_stress_pulse,0.002415524190102649,0.0022803581950931163,0.0001351659950095327,84,25.0,calendar_soc_90,0.0,calendar
delta_capacity_Ah,condition_fold,1,20,C_P3_stress_pulse,0.18223866137505193,0.1347610215730987,0.04747763980195324,6,0.0,approx_0_100,1.67,cyclic
delta_capacity_Ah,condition_fold,1,25,C_P3_stress_pulse,0.016062155896889273,0.015017740996948995,0.0010444148999402773,67,0.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,condition_fold,1,29,C_P3_stress_pulse,0.04326395700617154,0.030413230077979154,0.012850726928192387,40,10.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,condition_fold,1,33,C_P3_stress_pulse,0.019998327934598114,0.01794964732384777,0.0020486806107503433,67,10.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,condition_fold,1,46,C_P3_stress_pulse,0.025385309092649706,0.020939251147450728,0.004446057945198978,84,25.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,condition_fold,1,48,C_P3_stress_pulse,0.05750017682540518,0.06610921615818084,-0.00860903933277566,10,25.0,approx_10_100,1.67,cyclic
delta_capacity_Ah,condition_fold,1,50,C_P3_stress_pulse,0.005328812381890939,0.009378871576588585,-0.004050059194697646,84,25.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,condition_fold,1,57,C_P3_stress_pulse,0.07286911696586122,0.0758809882722703,-0.003011871306409078,36,40.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,condition_fold,1,58,C_P3_stress_pulse,0.06542736629200163,0.06151283915101663,0.003914527140985002,38,40.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,condition_fold,1,60,C_P3_stress_pulse,0.11620715938605496,0.12334135775086126,-0.0071341983648063045,16,40.0,approx_10_100,1.67,cyclic
delta_capacity_Ah,condition_fold,1,63,C_P3_stress_pulse,0.03755820141617945,0.025987828291602122,0.01157037312457733,81,40.0,approx_10_90,1.0,cyclic
delta_capacity_Ah,condition_fold,2,1,C_P3_stress_pulse,0.0017241167140257044,0.00532934932205631,-0.0036052326080306058,84,0.0,calendar_soc_10,0.0,calendar
delta_capacity_Ah,condition_fold,2,6,C_P3_stress_pulse,0.0024050273085553945,0.0023555404308414018,4.9486877713992693e-05,84,10.0,calendar_soc_50,0.0,calendar
delta_capacity_Ah,condition_fold,2,9,C_P3_stress_pulse,0.001559549081667333,0.003931643437549093,-0.0023720943558817598,84,25.0,calendar_soc_10,0.0,calendar
delta_capacity_Ah,condition_fold,2,13,C_P3_stress_pulse,0.0017774117138321286,0.007519275939121381,-0.005741864225289253,84,40.0,calendar_soc_10,0.0,calendar
delta_capacity_Ah,condition_fold,2,16,C_P3_stress_pulse,0.004729594049307892,0.04103619027404559,-0.0363065962247377,78,40.0,calendar_soc_100,0.0,calendar
delta_capacity_Ah,condition_fold,2,17,C_P3_stress_pulse,0.05585962198579961,0.05786432538362759,-0.0020047033978279824,24,0.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,condition_fold,2,21,C_P3_stress_pulse,0.025820824879151043,0.025849509798293605,-2.8684919142561716e-05,43,0.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,condition_fold,2,26,C_P3_stress_pulse,0.04923240086096775,0.04734208843293618,0.0018903124280315736,33,0.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,condition_fold,2,27,C_P3_stress_pulse,0.07838956546971484,0.0748430062317617,0.003546559237953148,15,0.0,approx_10_90,1.0,cyclic
delta_capacity_Ah,condition_fold,2,32,C_P3_stress_pulse,0.12792773735762994,0.08067971601501973,0.047248021342610205,6,10.0,approx_0_100,1.67,cyclic
delta_capacity_Ah,condition_fold,2,49,C_P3_stress_pulse,0.005770344047402504,0.0051864169717111075,0.0005839270756913964,84,25.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,condition_fold,2,55,C_P3_stress_pulse,0.041910496945481886,0.04121315731598193,0.0006973396294999573,22,40.0,approx_0_100,1.0,cyclic
delta_capacity_Ah,condition_fold,2,62,C_P3_stress_pulse,0.009094453293430735,0.00606329525482137,0.0030311580386093648,84,40.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,condition_fold,2,66,C_P3_stress_pulse,0.027204453579371613,0.02757372948981513,-0.00036927591044351796,84,0.0,approx_0_100,0.0,profile
delta_capacity_Ah,condition_fold,2,76,C_P3_stress_pulse,0.1009701888362772,0.07748440770028517,0.023485781135992034,83,40.0,approx_0_100,0.0,profile
delta_capacity_Ah,condition_fold,3,7,C_P3_stress_pulse,0.0016127919680784778,0.002164603703858901,-0.0005518117357804233,84,10.0,calendar_soc_90,0.0,calendar
delta_capacity_Ah,condition_fold,3,12,C_P3_stress_pulse,0.013609393721540627,0.011763324230887776,0.0018460694906528505,78,25.0,calendar_soc_100,0.0,calendar
delta_capacity_Ah,condition_fold,3,22,C_P3_stress_pulse,0.06873827745963751,0.05742306291599961,0.011315214543637896,22,0.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,condition_fold,3,28,C_P3_stress_pulse,0.08252593195068497,0.06215147901842877,0.020374452932256204,9,0.0,approx_10_90,1.67,cyclic
delta_capacity_Ah,condition_fold,3,31,C_P3_stress_pulse,0.04025863287916615,0.09712129756371353,-0.05686266468454738,6,10.0,approx_0_100,1.0,cyclic
delta_capacity_Ah,condition_fold,3,35,C_P3_stress_pulse,0.046448766003668866,0.030571029331108997,0.01587773667255987,11,10.0,approx_10_100,1.0,cyclic
delta_capacity_Ah,condition_fold,3,36,C_P3_stress_pulse,0.13758208897562343,0.15598418473313772,-0.01840209575751428,6,10.0,approx_10_100,1.67,cyclic
delta_capacity_Ah,condition_fold,3,41,C_P3_stress_pulse,0.04105483570145523,0.02971908325530479,0.01133575244615044,56,25.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,condition_fold,3,43,C_P3_stress_pulse,0.06726481194741642,0.06338979284234121,0.003875019105075206,12,25.0,approx_0_100,1.0,cyclic
delta_capacity_Ah,condition_fold,3,54,C_P3_stress_pulse,0.04741012803063878,0.03694465855639598,0.010465469474242796,46,40.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,condition_fold,3,56,C_P3_stress_pulse,0.048070064144536705,0.054594370686001634,-0.006524306541464929,13,40.0,approx_0_100,1.67,cyclic
delta_capacity_Ah,condition_fold,3,59,C_P3_stress_pulse,0.08219345919114258,0.06739537081713437,0.014798088374008214,19,40.0,approx_10_100,1.0,cyclic
delta_capacity_Ah,condition_fold,3,67,C_P3_stress_pulse,0.1727610085255454,0.17226636401034504,0.0004946445152003709,15,0.0,approx_0_100,0.0,profile
delta_capacity_Ah,condition_fold,3,71,C_P3_stress_pulse,0.011173806773817898,0.014935649306547076,-0.003761842532729178,84,25.0,approx_0_100,0.0,profile
delta_capacity_Ah,condition_fold,3,74,C_P3_stress_pulse,0.06307205370393242,0.06854283470460282,-0.005470781000670402,48,40.0,approx_0_100,0.0,profile
delta_capacity_Ah,condition_fold,4,2,C_P3_stress_pulse,0.004258141603975727,0.001908122182778866,0.0023500194211968613,84,0.0,calendar_soc_50,0.0,calendar
delta_capacity_Ah,condition_fold,4,4,C_P3_stress_pulse,0.0031004975370217285,0.006504434654328353,-0.003403937117306624,84,0.0,calendar_soc_100,0.0,calendar
delta_capacity_Ah,condition_fold,4,14,C_P3_stress_pulse,0.0033750601905380368,0.00897028574651521,-0.005595225555977174,84,40.0,calendar_soc_50,0.0,calendar
delta_capacity_Ah,condition_fold,4,19,C_P3_stress_pulse,0.07962248729599726,0.06599513840894623,0.013627348887051027,6,0.0,approx_0_100,1.0,cyclic
delta_capacity_Ah,condition_fold,4,23,C_P3_stress_pulse,0.10982069727744405,0.0785792851935712,0.03124141208387285,6,0.0,approx_10_100,1.0,cyclic
delta_capacity_Ah,condition_fold,4,38,C_P3_stress_pulse,0.0210125540763388,0.016482365475510883,0.004530188600827916,60,10.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,condition_fold,4,40,C_P3_stress_pulse,0.06861730368821099,0.06900538201411353,-0.0003880783259025411,15,10.0,approx_10_90,1.67,cyclic
delta_capacity_Ah,condition_fold,4,44,C_P3_stress_pulse,0.07075253247541635,0.07815024961748195,-0.0073977171420655935,6,25.0,approx_0_100,1.67,cyclic
delta_capacity_Ah,condition_fold,4,45,C_P3_stress_pulse,0.022512912647443744,0.019774243878911753,0.002738668768531991,84,25.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,condition_fold,4,47,C_P3_stress_pulse,0.06302496959836823,0.05353401056025507,0.009490959038113159,31,25.0,approx_10_100,1.0,cyclic
delta_capacity_Ah,condition_fold,4,51,C_P3_stress_pulse,0.046574905525196296,0.023946793319201336,0.02262811220599496,63,25.0,approx_10_90,1.0,cyclic
delta_capacity_Ah,condition_fold,4,52,C_P3_stress_pulse,0.08104819194097479,0.058146249796201595,0.022901942144773195,28,25.0,approx_10_90,1.67,cyclic
delta_capacity_Ah,condition_fold,4,53,C_P3_stress_pulse,0.05090924834019581,0.046736681619626234,0.004172566720569579,44,40.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,condition_fold,4,64,C_P3_stress_pulse,0.06642582270926715,0.04545720524310795,0.020968617466159203,38,40.0,approx_10_90,1.67,cyclic
delta_capacity_Ah,condition_fold,4,69,C_P3_stress_pulse,0.011584142528963278,0.012783275313292718,-0.0011991327843294403,84,10.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,65,C_P0_state_time_pulse,0.17749020768298213,0.10343275682020438,0.07405745086277775,55,0.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,66,C_P0_state_time_pulse,0.13308189031705983,0.04912264084610609,0.08395924947095373,84,0.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,67,C_P0_state_time_pulse,0.17124825262562962,0.14664199730244684,0.02460625532318278,15,0.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,68,C_P0_state_time_pulse,0.1153889312146902,0.06624697809032977,0.04914195312436043,78,10.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,69,C_P0_state_time_pulse,0.11157021816672423,0.034594026085582076,0.07697619208114215,84,10.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,70,C_P0_state_time_pulse,0.1366039013371756,0.1388440017725773,-0.0022401004354017096,18,10.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,71,C_P0_state_time_pulse,0.07301440712436526,0.022550523549131042,0.050463883575234215,84,25.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,72,C_P0_state_time_pulse,0.07679837656591178,0.03245865931712341,0.044339717248788366,84,25.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,73,C_P0_state_time_pulse,0.073882623796172,0.047706048618329076,0.02617657517784292,34,25.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,74,C_P0_state_time_pulse,0.10114139599840287,0.09136018484629771,0.00978121115210516,48,40.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,75,C_P0_state_time_pulse,0.06293991925794355,0.023311350052470814,0.03962856920547274,84,40.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,76,C_P0_state_time_pulse,0.07310247291246715,0.02941309917573524,0.0436893737367319,83,40.0,approx_0_100,0.0,profile
delta_capacity_Ah,temperature_holdout_fold,1,1,C_P3_stress_pulse,0.001865331735720423,0.0017035356853557838,0.00016179605036463918,84,0.0,calendar_soc_10,0.0,calendar
delta_capacity_Ah,temperature_holdout_fold,1,2,C_P3_stress_pulse,0.002887252974598388,0.002911959668897181,-2.4706694298793144e-05,84,0.0,calendar_soc_50,0.0,calendar
