candidate_condition_mae,candidate_feature_group,candidate_model_level,condition_mae_gain,feature_group,heldout_fold,model_setting_id,parameter_set,reference_condition_mae,reference_feature_group,reference_model_level,run_scope,split_name,target
0.1734797634360663,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,0.020025807423869696,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,20,0.193505570859936,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.1734797634360663,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,-0.03312687719715782,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,20,0.1403528862389085,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.10741937689589279,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,0.03302350409897528,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,24,0.14044288099486807,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.10741937689589279,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,0.054165295266420915,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,24,0.1615846721623137,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.04797604694844562,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,0.004141310332126613,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,28,0.052117357280572235,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.04797604694844562,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,0.01754523894068359,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,28,0.06552128588912921,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.12050439806319278,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,0.01635143525025072,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,32,0.1368558333134435,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.12050439806319278,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,0.06533673239251113,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,32,0.1858411304557039,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.14951693129363733,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,-0.00859760580607194,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,36,0.1409193254875654,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.14951693129363733,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,0.062421418109518456,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,36,0.21193834940315578,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.07063181799642772,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,0.0026320705086313734,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,40,0.07326388850505909,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.07063181799642772,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,-0.010911635360136694,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,40,0.059720182636291023,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.08909996327645893,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,0.007426491076820738,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,44,0.09652645435327967,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.08909996327645893,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,0.0006608151640865451,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,44,0.08976077844054547,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.05055690470124693,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,0.008387271706901636,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,48,0.058944176408148564,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.05055690470124693,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,-0.0181882129084779,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,48,0.03236869179276903,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.054792378980070736,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,0.004296474584401619,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,52,0.059088853564472354,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.054792378980070736,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,0.007885828720217106,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,52,0.06267820770028784,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.06236499626762237,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,0.020701500775202587,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,56,0.08306649704282495,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.06236499626762237,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,-0.0016105881065928904,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,56,0.06075440816102948,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.11042665251165107,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,0.01797895183647963,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,60,0.1284056043481307,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.11042665251165107,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,0.019693658941646625,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,60,0.1301203114532977,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.049191348979828096,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,0.0012654644929730938,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,64,0.05045681347280119,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.049191348979828096,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,-0.01964279343329841,F4_state_log_age_scalar,1,R5_train_only_stressor_selected_hgb,64,0.029548555546529687,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.15000380566697316,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.04350176519296284,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,20,0.193505570859936,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.15000380566697316,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,-0.009650919428064675,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,20,0.1403528862389085,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.0570464429394492,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.08339643805541887,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,24,0.14044288099486807,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.0570464429394492,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.1045382292228645,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,24,0.1615846721623137,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.04573854743498624,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.006378809845585996,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,28,0.052117357280572235,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.04573854743498624,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.019782738454142974,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,28,0.06552128588912921,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.07967104437865523,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.057184788934788275,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,32,0.1368558333134435,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.07967104437865523,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.10617008607704868,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,32,0.1858411304557039,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.11727012047295288,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.023649205014612512,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,36,0.1409193254875654,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.11727012047295288,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.09466822893020291,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,36,0.21193834940315578,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.0687467908818332,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.004517097623225885,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,40,0.07326388850505909,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.0687467908818332,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,-0.009026608245542182,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,40,0.059720182636291023,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.08690806771524058,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.009618386638039086,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,44,0.09652645435327967,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.08690806771524058,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.002852710725304894,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,44,0.08976077844054547,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.0279387490026538,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.031005427405494765,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,48,0.058944176408148564,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.0279387490026538,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.004429942790115229,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,48,0.03236869179276903,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.06073636892833005,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,-0.0016475153638576961,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,52,0.059088853564472354,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.06073636892833005,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.0019418387719577906,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,52,0.06267820770028784,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.04811064635744197,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.03495585068538298,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,56,0.08306649704282495,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.04811064635744197,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.012643761803587505,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,56,0.06075440816102948,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.06989322560891555,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.05851237873921515,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,60,0.1284056043481307,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.06989322560891555,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.06022708584438215,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,60,0.1301203114532977,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.026916872551442005,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.023539940921359186,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,64,0.05045681347280119,F4_state_log_age_scalar,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.026916872551442005,F8_timestamp_weighted_stress,R5_train_only_stressor_selected_hgb,0.002631682995087682,F8_timestamp_weighted_stress,1,R5_train_only_stressor_selected_hgb,64,0.029548555546529687,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,c_rate_holdout_fold,delta_capacity_Ah
0.002301972796253895,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,-0.000604439248346448,F4_state_log_age_scalar,0,R5_train_only_stressor_selected_hgb,8,0.001697533547907447,F4_state_log_age_scalar,R0_reference_hgb50,primary,condition_fold,delta_capacity_Ah
0.002301972796253895,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,-0.0002847951310426559,F4_state_log_age_scalar,0,R5_train_only_stressor_selected_hgb,8,0.002017177665211239,F8_timestamp_weighted_stress,R0_reference_hgb50,primary,condition_fold,delta_capacity_Ah
0.014041346717337283,F4_state_log_age_scalar,R5_train_only_stressor_selected_hgb,-8.479844765192993e-05,F4_state_log_age_scalar,0,R5_train_only_stressor_selected_hgb,15,0.013956548269685353,F4_state_log_age_scalar,R0_reference_hgb50,primary,condition_fold,delta_capacity_Ah
