run_scope,model_level,feature_group,target,split_name,fold_count,condition_mean_mae,condition_median_mae,worst_condition_mae,mean_mae,mean_rmse,test_rows
primary,L2_hist_gradient_boosting,P_E0_prior_eis,delta_pulse_1s_resistance,c_rate_holdout_fold,1,0.0030952791461408627,0.0024214537051490833,0.006358886119010972,0.0021131374022810576,0.003523576584433934,142
primary,L2_hist_gradient_boosting,P_E0_prior_eis,delta_pulse_1s_resistance,condition_fold,5,0.0014119876260791481,0.0010104969311622717,0.006371398493888091,0.0008252775800227721,0.0014335209776075457,3746
primary,L2_hist_gradient_boosting,P_E0_prior_eis,delta_pulse_1s_resistance,profile_holdout_fold,1,0.0011381501424375048,0.0010556719766769344,0.0028457770475597624,0.0010212432790062782,0.0014593192386328161,732
primary,L2_hist_gradient_boosting,P_E0_prior_eis,delta_pulse_1s_resistance,temperature_holdout_fold,2,0.0014982212491202775,0.0011891227401256259,0.0056561633848175065,0.0008570831344986053,0.0015120367466844595,1753
primary,L2_hist_gradient_boosting,P_E0_prior_eis,delta_pulse_1s_resistance,voltage_window_holdout_fold,3,0.001423815372028456,0.0009766936398595365,0.00648630829120232,0.0009647879589451438,0.0014987270480882402,3746
primary,L2_hist_gradient_boosting,P_E1_nominal_eis,delta_pulse_1s_resistance,c_rate_holdout_fold,1,0.0019622578246386944,0.0016696935109276915,0.004634079085299307,0.0014607216957151236,0.0023942170140098273,142
primary,L2_hist_gradient_boosting,P_E1_nominal_eis,delta_pulse_1s_resistance,condition_fold,5,0.0010560518600943372,0.0007216638868063353,0.004434965611019535,0.0006632492788863891,0.0010870427957775733,3746
primary,L2_hist_gradient_boosting,P_E1_nominal_eis,delta_pulse_1s_resistance,profile_holdout_fold,1,0.0009221341523680654,0.0006421525786718361,0.002714185397205741,0.0007377796972048205,0.0010582513549787702,732
primary,L2_hist_gradient_boosting,P_E1_nominal_eis,delta_pulse_1s_resistance,temperature_holdout_fold,2,0.0011028280166429604,0.0009052405819386094,0.00467868654364262,0.0006826044233620635,0.0012105664810046672,1753
primary,L2_hist_gradient_boosting,P_E1_nominal_eis,delta_pulse_1s_resistance,voltage_window_holdout_fold,3,0.0012100759071730122,0.0009091947938572858,0.005222064289375096,0.0008996801408950742,0.0012771567616050295,3746
