parameter_set,checkup_k_next,target,n_replicates,n_intervals,condition_mean,condition_median,condition_std,replicate_spread,tolerance_low,tolerance_high,aging_mode,nominal_temperature_C,voltage_window_family,nominal_charge_C_rate,c_rate_holdout_fold,profile_holdout_fold
13,8,delta_capacity_Ah,3,3,-0.012373000000000042,-0.012197000000000013,0.0003625920572767267,0.0006580000000004915,-0.012790000000000301,-0.01213199999999981,calendar,40.0,calendar_soc_10,0.0,0,0
13,9,capacity_Ah_k1,3,3,2.815072666666667,2.81793,0.009108568566648344,0.017532000000000103,2.804878,2.82241,calendar,40.0,calendar_soc_10,0.0,0,0
13,9,delta_capacity_Ah,3,3,-0.011650333333333318,-0.01153100000000018,0.0003286705544057066,0.00062400000000018,-0.012021999999999977,-0.011397999999999797,calendar,40.0,calendar_soc_10,0.0,0,0
13,10,capacity_Ah_k1,3,3,2.804247,2.806803,0.009254623060935687,0.01797200000000032,2.793983,2.811955,calendar,40.0,calendar_soc_10,0.0,0,0
13,10,delta_capacity_Ah,3,3,-0.010825666666666697,-0.010895000000000099,0.0003413229165078389,0.000672000000000228,-0.011127000000000109,-0.010454999999999881,calendar,40.0,calendar_soc_10,0.0,0,0
13,11,capacity_Ah_k1,3,3,2.7931310000000003,2.795696,0.009303580439809021,0.01806899999999967,2.782814,2.800883,calendar,40.0,calendar_soc_10,0.0,0,0
13,11,delta_capacity_Ah,3,3,-0.011116000000000051,-0.011106999999999978,4.9122296362948615e-05,9.699999999934761e-05,-0.011168999999999762,-0.011072000000000415,calendar,40.0,calendar_soc_10,0.0,0,0
13,12,capacity_Ah_k1,3,3,2.782761333333333,2.785254,0.009120162352356086,0.017722000000000016,2.772654,2.790376,calendar,40.0,calendar_soc_10,0.0,0,0
13,12,delta_capacity_Ah,3,3,-0.010369666666666463,-0.01044199999999984,0.00018446228160054292,0.00034699999999965314,-0.0105069999999996,-0.010159999999999947,calendar,40.0,calendar_soc_10,0.0,0,0
13,13,capacity_Ah_k1,3,3,2.773508666666667,2.774976,0.008091407870904252,0.01598199999999972,2.764784,2.780766,calendar,40.0,calendar_soc_10,0.0,0,0
13,13,delta_capacity_Ah,3,3,-0.009252666666666798,-0.00961000000000034,0.0012431336747644657,0.0024079999999999657,-0.01027800000000001,-0.007870000000000044,calendar,40.0,calendar_soc_10,0.0,0,0
13,14,capacity_Ah_k1,3,3,2.763792,2.765582,0.008556593948528908,0.016830000000000123,2.754482,2.771312,calendar,40.0,calendar_soc_10,0.0,0,0
13,14,delta_capacity_Ah,3,3,-0.00971666666666667,-0.009453999999999851,0.000507800485755531,0.000908000000000353,-0.010302000000000255,-0.009393999999999902,calendar,40.0,calendar_soc_10,0.0,0,0
13,15,capacity_Ah_k1,3,3,2.756422,2.758585,0.009667712604334204,0.018969000000000236,2.745856,2.764825,calendar,40.0,calendar_soc_10,0.0,0,0
13,15,delta_capacity_Ah,3,3,-0.007370000000000025,-0.006997000000000142,0.0011172184209007902,0.002139000000000113,-0.008626000000000023,-0.0064869999999999095,calendar,40.0,calendar_soc_10,0.0,0,0
13,16,capacity_Ah_k1,3,3,2.7487600000000003,2.750725,0.009153084780553601,0.017987000000000197,2.738784,2.756771,calendar,40.0,calendar_soc_10,0.0,0,0
13,16,delta_capacity_Ah,3,3,-0.007661999999999984,-0.007859999999999978,0.0005200807629590017,0.0009820000000000384,-0.008054000000000006,-0.007071999999999967,calendar,40.0,calendar_soc_10,0.0,0,0
13,17,capacity_Ah_k1,3,3,2.7414696666666667,2.742708,0.009233986914292823,0.018342999999999776,2.731679,2.750022,calendar,40.0,calendar_soc_10,0.0,0,0
13,17,delta_capacity_Ah,3,3,-0.007290333333333325,-0.007104999999999695,0.0006540010193672831,0.0012680000000000469,-0.008017000000000163,-0.006749000000000116,calendar,40.0,calendar_soc_10,0.0,0,0
13,18,capacity_Ah_k1,3,3,2.735092333333333,2.736408,0.008782722034388518,0.017417000000000016,2.725726,2.743143,calendar,40.0,calendar_soc_10,0.0,0,0
13,18,delta_capacity_Ah,3,3,-0.006377333333333457,-0.006299999999999972,0.0004678186970753092,0.0009259999999997603,-0.0068790000000000795,-0.005953000000000319,calendar,40.0,calendar_soc_10,0.0,0,0
13,19,capacity_Ah_k1,3,3,2.7282896666666665,2.729002,0.009200205667990872,0.018358999999999792,2.718754,2.737113,calendar,40.0,calendar_soc_10,0.0,0,0
13,19,delta_capacity_Ah,3,3,-0.006802666666666586,-0.006971999999999756,0.0007034552816869896,0.0013760000000000439,-0.007406000000000024,-0.00602999999999998,calendar,40.0,calendar_soc_10,0.0,0,0
13,20,capacity_Ah_k1,3,3,2.722237,2.722784,0.009230663518945985,0.018437000000000037,2.712745,2.731182,calendar,40.0,calendar_soc_10,0.0,0,0
13,20,delta_capacity_Ah,3,3,-0.006052666666666706,-0.006009000000000153,0.0001483992362963744,0.00028700000000014825,-0.006218000000000057,-0.005930999999999909,calendar,40.0,calendar_soc_10,0.0,0,0
13,21,capacity_Ah_k1,3,3,2.716169666666667,2.717905,0.009653695268307,0.019071999999999978,2.705766,2.724838,calendar,40.0,calendar_soc_10,0.0,0,0
13,21,delta_capacity_Ah,3,3,-0.0060673333333332025,-0.006343999999999905,0.001076990405404495,0.0020999999999999908,-0.0069789999999998464,-0.004878999999999856,calendar,40.0,calendar_soc_10,0.0,0,0
13,22,capacity_Ah_k1,3,3,2.7106049999999997,2.712271,0.00972363733383765,0.019232000000000138,2.700156,2.719388,calendar,40.0,calendar_soc_10,0.0,0,0
13,22,delta_capacity_Ah,3,3,-0.005564666666666884,-0.005610000000000337,0.00010002666311208203,0.00018399999999996197,-0.005634000000000139,-0.005450000000000177,calendar,40.0,calendar_soc_10,0.0,0,0
13,23,capacity_Ah_k1,3,3,2.70588,2.707914,0.009134453240342372,0.01792600000000011,2.6959,2.713826,calendar,40.0,calendar_soc_10,0.0,0,0
13,23,delta_capacity_Ah,3,3,-0.0047249999999997945,-0.004356999999999722,0.0007266202584569597,0.0013060000000000294,-0.005561999999999845,-0.0042559999999998155,calendar,40.0,calendar_soc_10,0.0,0,0
13,24,capacity_Ah_k1,3,3,2.699908333333333,2.701622,0.009814356440100062,0.01940300000000006,2.68935,2.708753,calendar,40.0,calendar_soc_10,0.0,0,0
13,24,delta_capacity_Ah,3,3,-0.005971666666666635,-0.006292000000000186,0.0007888867683853,0.0014769999999999506,-0.006549999999999834,-0.005072999999999883,calendar,40.0,calendar_soc_10,0.0,0,0
13,25,capacity_Ah_k1,3,3,2.6944813333333335,2.695724,0.01004680478228445,0.01997800000000005,2.683871,2.703849,calendar,40.0,calendar_soc_10,0.0,0,0
13,25,delta_capacity_Ah,3,3,-0.005427000000000219,-0.005479000000000234,0.0004990360708405465,0.0009939999999999394,-0.005898000000000181,-0.0049040000000002415,calendar,40.0,calendar_soc_10,0.0,0,0
13,26,capacity_Ah_k1,3,3,2.689835,2.691336,0.010422877385827799,0.020683000000000007,2.678743,2.699426,calendar,40.0,calendar_soc_10,0.0,0,0
13,26,delta_capacity_Ah,3,3,-0.004646333333333234,-0.004423000000000066,0.00041750249500263896,0.000740000000000407,-0.005128000000000021,-0.004387999999999614,calendar,40.0,calendar_soc_10,0.0,0,0
13,27,capacity_Ah_k1,3,3,2.6866496666666664,2.687967,0.01047133259587029,0.020818000000000225,2.675582,2.6964,calendar,40.0,calendar_soc_10,0.0,0,0
13,27,delta_capacity_Ah,3,3,-0.003185333333333299,-0.0031609999999999694,0.0001727898530973573,0.0003430000000004263,-0.0033690000000001774,-0.003025999999999751,calendar,40.0,calendar_soc_10,0.0,0,0
13,28,capacity_Ah_k1,3,3,2.6778670000000004,2.679091,0.009799499783152128,0.019483999999999835,2.667513,2.686997,calendar,40.0,calendar_soc_10,0.0,0,0
13,28,delta_capacity_Ah,3,3,-0.00878266666666668,-0.008875999999999884,0.0006718797015341181,0.0013340000000003904,-0.009403000000000272,-0.008068999999999882,calendar,40.0,calendar_soc_10,0.0,0,0
14,1,capacity_Ah_k1,3,3,2.9287959999999997,2.928606,0.0117381533470984,0.023473999999999773,2.917154,2.940628,calendar,40.0,calendar_soc_50,0.0,0,0
14,1,delta_capacity_Ah,3,3,-0.0236653333333335,-0.02330700000000041,0.0024710634013182546,0.004903000000000546,-0.02629600000000032,-0.021392999999999773,calendar,40.0,calendar_soc_50,0.0,0,0
14,2,capacity_Ah_k1,3,3,2.8965333333333336,2.894929,0.011549376794153505,0.022930999999999813,2.88587,2.908801,calendar,40.0,calendar_soc_50,0.0,0,0
14,2,delta_capacity_Ah,3,3,-0.03226266666666655,-0.03182699999999983,0.0012545781495520625,0.0023930000000000895,-0.03367699999999996,-0.03128399999999987,calendar,40.0,calendar_soc_50,0.0,0,0
14,3,capacity_Ah_k1,3,3,2.8696416666666664,2.866181,0.011547695195723443,0.0223040000000001,2.86022,2.882524,calendar,40.0,calendar_soc_50,0.0,0,0
14,3,delta_capacity_Ah,3,3,-0.02689166666666661,-0.026276999999999884,0.0016379140189072107,0.003097999999999601,-0.028747999999999774,-0.025650000000000173,calendar,40.0,calendar_soc_50,0.0,0,0
14,4,capacity_Ah_k1,3,3,2.8428546666666663,2.838202,0.010379972848390982,0.019131999999999927,2.835615,2.854747,calendar,40.0,calendar_soc_50,0.0,0,0
14,4,delta_capacity_Ah,3,3,-0.026786999999999967,-0.02777699999999994,0.0018923646583047062,0.003374000000000432,-0.027979000000000198,-0.024604999999999766,calendar,40.0,calendar_soc_50,0.0,0,0
14,5,capacity_Ah_k1,3,3,2.8207993333333334,2.815269,0.01038131736983961,0.01842100000000002,2.814354,2.832775,calendar,40.0,calendar_soc_50,0.0,0,0
14,5,delta_capacity_Ah,3,3,-0.02205533333333361,-0.021972000000000325,0.0008391092499389187,0.0016719999999996737,-0.022933000000000092,-0.02126100000000042,calendar,40.0,calendar_soc_50,0.0,0,0
14,6,capacity_Ah_k1,3,3,2.801107,2.795223,0.010577355671433366,0.018538000000000388,2.79478,2.813318,calendar,40.0,calendar_soc_50,0.0,0,0
14,6,delta_capacity_Ah,3,3,-0.019692333333333128,-0.01957399999999998,0.000311820995658328,0.0005890000000001727,-0.020045999999999786,-0.019456999999999613,calendar,40.0,calendar_soc_50,0.0,0,0
14,7,capacity_Ah_k1,3,3,2.784007666666666,2.778757,0.010481710801836325,0.018888000000000016,2.777189,2.796077,calendar,40.0,calendar_soc_50,0.0,0,0
14,7,delta_capacity_Ah,3,3,-0.017099333333333355,-0.017241000000000284,0.000575724181647265,0.0011250000000000426,-0.017590999999999912,-0.01646599999999987,calendar,40.0,calendar_soc_50,0.0,0,0
14,8,capacity_Ah_k1,3,3,2.767981333333333,2.76208,0.010529469945506914,0.018412000000000095,2.761726,2.780138,calendar,40.0,calendar_soc_50,0.0,0,0
14,8,delta_capacity_Ah,3,3,-0.016026333333333326,-0.015938999999999925,0.0006116938231937377,0.0012140000000000484,-0.016677000000000053,-0.015463000000000005,calendar,40.0,calendar_soc_50,0.0,0,0
14,9,capacity_Ah_k1,3,3,2.752997333333333,2.747516,0.010478870422585466,0.018684000000000367,2.746396,2.76508,calendar,40.0,calendar_soc_50,0.0,0,0
14,9,delta_capacity_Ah,3,3,-0.014983999999999961,-0.015057999999999794,0.0003883246064827704,0.0007660000000000444,-0.015330000000000066,-0.014564000000000021,calendar,40.0,calendar_soc_50,0.0,0,0
14,10,capacity_Ah_k1,3,3,2.7386763333333337,2.732956,0.010681736391305008,0.018926999999999694,2.732073,2.751,calendar,40.0,calendar_soc_50,0.0,0,0
14,10,delta_capacity_Ah,3,3,-0.014320999999999954,-0.014322999999999642,0.0002400062499184159,0.00047999999999959186,-0.014559999999999906,-0.014080000000000314,calendar,40.0,calendar_soc_50,0.0,0,0
14,11,capacity_Ah_k1,3,3,2.72484,2.719627,0.010835768408377829,0.01970099999999997,2.717596,2.737297,calendar,40.0,calendar_soc_50,0.0,0,0
14,11,delta_capacity_Ah,3,3,-0.013836333333333487,-0.01370300000000002,0.0005854992171928546,0.001148000000000149,-0.014477000000000295,-0.013329000000000146,calendar,40.0,calendar_soc_50,0.0,0,0
14,12,capacity_Ah_k1,3,3,2.709569333333333,2.70449,0.010775726858701247,0.01967400000000019,2.702272,2.721946,calendar,40.0,calendar_soc_50,0.0,0,0
14,12,delta_capacity_Ah,3,3,-0.01527066666666673,-0.015324000000000115,0.00011654326807373751,0.00021399999999971442,-0.015350999999999893,-0.015137000000000178,calendar,40.0,calendar_soc_50,0.0,0,0
14,13,capacity_Ah_k1,3,3,2.6993096666666667,2.694398,0.011440645625721108,0.021240999999999843,2.691145,2.712386,calendar,40.0,calendar_soc_50,0.0,0,0
14,13,delta_capacity_Ah,3,3,-0.010259666666666481,-0.010091999999999768,0.0007968414731507595,0.001566999999999652,-0.011126999999999665,-0.009560000000000013,calendar,40.0,calendar_soc_50,0.0,0,0
14,14,capacity_Ah_k1,3,3,2.689412666666667,2.68543,0.011336429170304564,0.021598000000000006,2.680605,2.702203,calendar,40.0,calendar_soc_50,0.0,0,0
14,14,delta_capacity_Ah,3,3,-0.009897000000000045,-0.010183000000000053,0.0008241013287213408,0.001572000000000351,-0.010540000000000216,-0.008967999999999865,calendar,40.0,calendar_soc_50,0.0,0,0
14,15,capacity_Ah_k1,3,3,2.679864333333333,2.675077,0.011774095308486908,0.02204000000000006,2.671238,2.693278,calendar,40.0,calendar_soc_50,0.0,0,0
14,15,delta_capacity_Ah,3,3,-0.009548333333333492,-0.009367000000000125,0.0007310658885035535,0.0014280000000002069,-0.010353000000000279,-0.008925000000000072,calendar,40.0,calendar_soc_50,0.0,0,0
14,16,capacity_Ah_k1,3,3,2.6691606666666665,2.664815,0.012059764522300235,0.022914999999999797,2.659876,2.682791,calendar,40.0,calendar_soc_50,0.0,0,0
14,16,delta_capacity_Ah,3,3,-0.01070366666666652,-0.010486999999999913,0.0005811267790535253,0.0010999999999996568,-0.01136199999999965,-0.010261999999999993,calendar,40.0,calendar_soc_50,0.0,0,0
14,17,capacity_Ah_k1,3,3,2.659657333333333,2.654772,0.011993981421251783,0.022445999999999966,2.650877,2.673323,calendar,40.0,calendar_soc_50,0.0,0,0
14,17,delta_capacity_Ah,3,3,-0.009503333333333419,-0.009468000000000032,0.0005228961018531728,0.0010439999999998228,-0.010043000000000024,-0.008999000000000201,calendar,40.0,calendar_soc_50,0.0,0,0
14,18,capacity_Ah_k1,3,3,2.651005666666667,2.646503,0.012584384384360369,0.023930000000000007,2.641292,2.665222,calendar,40.0,calendar_soc_50,0.0,0,0
14,18,delta_capacity_Ah,3,3,-0.008651666666666577,-0.00826899999999986,0.0008126434232388717,0.0014840000000000408,-0.009584999999999955,-0.008100999999999914,calendar,40.0,calendar_soc_50,0.0,0,0
14,19,capacity_Ah_k1,3,3,2.6423550000000002,2.637926,0.012577618733289561,0.023956999999999784,2.632591,2.656548,calendar,40.0,calendar_soc_50,0.0,0,0
14,19,delta_capacity_Ah,3,3,-0.008650666666666584,-0.00867400000000007,6.520991744619439e-05,0.000124000000000013,-0.008700999999999848,-0.008576999999999835,calendar,40.0,calendar_soc_50,0.0,0,0
14,20,capacity_Ah_k1,3,3,2.6341063333333334,2.629722,0.012539187945530272,0.02390099999999995,2.624348,2.648249,calendar,40.0,calendar_soc_50,0.0,0,0
14,20,delta_capacity_Ah,3,3,-0.008248666666666793,-0.008243000000000222,4.7752835866893156e-05,9.499999999995623e-05,-0.008299000000000056,-0.0082040000000001,calendar,40.0,calendar_soc_50,0.0,0,0
14,21,capacity_Ah_k1,3,3,2.6245439999999998,2.61989,0.01242204842206003,0.0235000000000003,2.615121,2.638621,calendar,40.0,calendar_soc_50,0.0,0,0
14,21,delta_capacity_Ah,3,3,-0.009562333333333376,-0.009627999999999748,0.0003077991769536776,0.0006050000000001887,-0.009832000000000285,-0.009227000000000096,calendar,40.0,calendar_soc_50,0.0,0,0
14,22,capacity_Ah_k1,3,3,2.6167873333333334,2.612274,0.012041052874783591,0.022778000000000187,2.607655,2.630433,calendar,40.0,calendar_soc_50,0.0,0,0
14,22,delta_capacity_Ah,3,3,-0.00775666666666656,-0.007615999999999623,0.00038100043744519583,0.0007220000000001114,-0.008188000000000084,-0.007465999999999973,calendar,40.0,calendar_soc_50,0.0,0,0
14,23,capacity_Ah_k1,3,3,2.615223,2.622065,0.01282488202674788,0.02274799999999999,2.600428,2.623176,calendar,40.0,calendar_soc_50,0.0,0,0
14,23,delta_capacity_Ah,3,3,-0.0015643333333333527,-0.007226999999999872,0.009834018574994236,0.017047999999999952,-0.007257000000000069,0.009790999999999883,calendar,40.0,calendar_soc_50,0.0,0,0
14,24,capacity_Ah_k1,3,3,2.6050476666666667,2.605082,0.011468538543918126,0.022937000000000207,2.593562,2.616499,calendar,40.0,calendar_soc_50,0.0,0,0
14,24,delta_capacity_Ah,3,3,-0.01017533333333335,-0.006866000000000039,0.0058963695892756875,0.01030600000000037,-0.016983000000000192,-0.006676999999999822,calendar,40.0,calendar_soc_50,0.0,0,0
14,25,capacity_Ah_k1,3,3,2.5970856666666666,2.595115,0.01131643116593456,0.022374000000000116,2.586884,2.609258,calendar,40.0,calendar_soc_50,0.0,0,0
14,25,delta_capacity_Ah,3,3,-0.007962000000000025,-0.007241000000000053,0.0017590511646908198,0.0032890000000000974,-0.00996700000000006,-0.006677999999999962,calendar,40.0,calendar_soc_50,0.0,0,0
14,26,capacity_Ah_k1,3,3,2.5902453333333333,2.587697,0.011460988802600413,0.022492999999999874,2.580273,2.602766,calendar,40.0,calendar_soc_50,0.0,0,0
14,26,delta_capacity_Ah,3,3,-0.006840333333333337,-0.0066109999999999225,0.0005037998941377919,0.0009259999999997603,-0.007417999999999925,-0.006492000000000164,calendar,40.0,calendar_soc_50,0.0,0,0
14,27,capacity_Ah_k1,3,3,2.585285666666667,2.583047,0.011365576198914526,0.022397999999999918,2.575206,2.597604,calendar,40.0,calendar_soc_50,0.0,0,0
14,27,delta_capacity_Ah,3,3,-0.004959666666666547,-0.005066999999999933,0.0002723533244397048,0.000512000000000068,-0.005161999999999889,-0.004649999999999821,calendar,40.0,calendar_soc_50,0.0,0,0
14,28,capacity_Ah_k1,3,3,2.572362,2.570147,0.011239404744024588,0.022149000000000196,2.562395,2.584544,calendar,40.0,calendar_soc_50,0.0,0,0
14,28,delta_capacity_Ah,3,3,-0.012923666666666703,-0.012900000000000134,0.00012617580327977014,0.00024899999999972167,-0.01305999999999985,-0.012811000000000128,calendar,40.0,calendar_soc_50,0.0,0,0
15,1,capacity_Ah_k1,3,3,2.920874,2.922513,0.006373564387373699,0.012426999999999744,2.913841,2.926268,calendar,40.0,calendar_soc_90,0.0,0,0
15,1,delta_capacity_Ah,3,3,-0.03716600000000003,-0.037959999999999994,0.0016319396434916749,0.0029599999999998516,-0.03824899999999998,-0.035289000000000126,calendar,40.0,calendar_soc_90,0.0,0,0
15,2,capacity_Ah_k1,3,3,2.879348333333333,2.881419,0.007353020218477127,0.014261999999999997,2.871182,2.885444,calendar,40.0,calendar_soc_90,0.0,0,0
15,2,delta_capacity_Ah,3,3,-0.041525666666666496,-0.04109399999999974,0.0009907362582108436,0.001835000000000253,-0.042659,-0.04082399999999975,calendar,40.0,calendar_soc_90,0.0,0,0
15,3,capacity_Ah_k1,3,3,2.844806666666667,2.848157,0.008643064984907503,0.016283000000000047,2.83499,2.851273,calendar,40.0,calendar_soc_90,0.0,0,0
15,3,delta_capacity_Ah,3,3,-0.03454166666666684,-0.03417100000000017,0.0014997567580556119,0.002930000000000099,-0.036192000000000224,-0.033262000000000125,calendar,40.0,calendar_soc_90,0.0,0,0
15,4,capacity_Ah_k1,3,3,2.812727333333333,2.815393,0.009924721171566182,0.019305000000000128,2.801742,2.821047,calendar,40.0,calendar_soc_90,0.0,0,0
15,4,delta_capacity_Ah,3,3,-0.03207933333333335,-0.03276400000000024,0.0016231750778439406,0.00302200000000008,-0.033247999999999944,-0.030225999999999864,calendar,40.0,calendar_soc_90,0.0,0,0
15,5,capacity_Ah_k1,3,3,2.7860053333333332,2.788979,0.01013223668956326,0.019598999999999922,2.774719,2.794318,calendar,40.0,calendar_soc_90,0.0,0,0
15,5,delta_capacity_Ah,3,3,-0.026721999999999912,-0.026729000000000003,0.0003045603388492307,0.0006089999999998597,-0.027022999999999797,-0.026413999999999938,calendar,40.0,calendar_soc_90,0.0,0,0
15,6,capacity_Ah_k1,3,3,2.763325,2.766573,0.010437180126835055,0.020102000000000064,2.75165,2.771752,calendar,40.0,calendar_soc_90,0.0,0,0
15,6,delta_capacity_Ah,3,3,-0.02268033333333319,-0.022565999999999864,0.0003459715787943173,0.0006630000000003022,-0.023069000000000006,-0.022405999999999704,calendar,40.0,calendar_soc_90,0.0,0,0
15,7,capacity_Ah_k1,3,3,2.742487333333333,2.745253,0.010549977930466598,0.02054899999999993,2.73083,2.751379,calendar,40.0,calendar_soc_90,0.0,0,0
15,7,delta_capacity_Ah,3,3,-0.020837666666666827,-0.02082000000000006,0.0004737471196042787,0.0009470000000000312,-0.021320000000000228,-0.020373000000000197,calendar,40.0,calendar_soc_90,0.0,0,0
15,8,capacity_Ah_k1,3,3,2.7234316666666665,2.727251,0.011810619134208606,0.02267600000000014,2.710184,2.73286,calendar,40.0,calendar_soc_90,0.0,0,0
15,8,delta_capacity_Ah,3,3,-0.01905566666666673,-0.018518999999999952,0.0014013180700089265,0.0026440000000000907,-0.020646000000000164,-0.018002000000000073,calendar,40.0,calendar_soc_90,0.0,0,0
15,9,capacity_Ah_k1,3,3,2.706716333333333,2.709683,0.011068314656411548,0.021532000000000107,2.694467,2.715999,calendar,40.0,calendar_soc_90,0.0,0,0
15,9,delta_capacity_Ah,3,3,-0.016715333333333266,-0.016861000000000015,0.0009340579924893256,0.001850999999999825,-0.017567999999999806,-0.01571699999999998,calendar,40.0,calendar_soc_90,0.0,0,0
15,10,capacity_Ah_k1,3,3,2.6906060000000003,2.693581,0.010947977393107666,0.02128099999999966,2.678478,2.699759,calendar,40.0,calendar_soc_90,0.0,0,0
15,10,delta_capacity_Ah,3,3,-0.016110333333333376,-0.01610200000000006,0.0001257073320589892,0.0002510000000004453,-0.016240000000000254,-0.01598899999999981,calendar,40.0,calendar_soc_90,0.0,0,0
15,11,capacity_Ah_k1,3,3,2.6753696666666666,2.6793,0.012527762463159047,0.024113000000000273,2.661348,2.685461,calendar,40.0,calendar_soc_90,0.0,0,0
15,11,delta_capacity_Ah,3,3,-0.015236333333333333,-0.0142979999999997,0.001639985467415555,0.0028490000000003235,-0.01713000000000031,-0.014280999999999988,calendar,40.0,calendar_soc_90,0.0,0,0
15,12,capacity_Ah_k1,3,3,2.6606286666666668,2.664216,0.01213250610275275,0.02345599999999992,2.647107,2.670563,calendar,40.0,calendar_soc_90,0.0,0,0
15,12,delta_capacity_Ah,3,3,-0.014740999999999893,-0.014898000000000078,0.0004428871188012882,0.0008430000000001492,-0.015083999999999875,-0.014240999999999726,calendar,40.0,calendar_soc_90,0.0,0,0
15,13,capacity_Ah_k1,3,3,2.6437639999999996,2.648287,0.014555462514121563,0.028036999999999868,2.627484,2.655521,calendar,40.0,calendar_soc_90,0.0,0,0
15,13,delta_capacity_Ah,3,3,-0.0168646666666669,-0.015929000000000304,0.0024296078558757395,0.004580999999999946,-0.019623000000000168,-0.015042000000000222,calendar,40.0,calendar_soc_90,0.0,0,0
15,14,capacity_Ah_k1,3,3,2.622471,2.62878,0.017573449206117767,0.03340500000000013,2.602614,2.636019,calendar,40.0,calendar_soc_90,0.0,0,0
15,14,delta_capacity_Ah,3,3,-0.021292999999999857,-0.01950699999999994,0.0030977738781261103,0.0053680000000002615,-0.024869999999999948,-0.019501999999999686,calendar,40.0,calendar_soc_90,0.0,0,0
15,15,capacity_Ah_k1,3,3,2.6007153333333335,2.609715,0.020877842137858454,0.03873700000000024,2.576847,2.615584,calendar,40.0,calendar_soc_90,0.0,0,0
15,15,delta_capacity_Ah,3,3,-0.021755666666666656,-0.02043499999999998,0.0035408080057148035,0.006702000000000208,-0.025767000000000095,-0.019064999999999888,calendar,40.0,calendar_soc_90,0.0,0,0
15,16,capacity_Ah_k1,3,3,2.575696,2.586615,0.022924637249038492,0.04176700000000011,2.549353,2.59112,calendar,40.0,calendar_soc_90,0.0,0,0
15,16,delta_capacity_Ah,3,3,-0.025019333333333282,-0.02446400000000004,0.0022490231953746667,0.004394000000000009,-0.027493999999999907,-0.0230999999999999,calendar,40.0,calendar_soc_90,0.0,0,0
15,17,capacity_Ah_k1,3,3,2.5450653333333335,2.555872,0.020808417968056443,0.03717000000000015,2.521077,2.558247,calendar,40.0,calendar_soc_90,0.0,0,0
15,17,delta_capacity_Ah,3,3,-0.030630666666666695,-0.030743000000000187,0.0023005578309039034,0.004596999999999962,-0.03287299999999993,-0.028275999999999968,calendar,40.0,calendar_soc_90,0.0,0,0
15,18,capacity_Ah_k1,3,3,2.5081243333333334,2.510735,0.011255414756166605,0.02205199999999996,2.495793,2.517845,calendar,40.0,calendar_soc_90,0.0,0,0
15,18,delta_capacity_Ah,3,3,-0.03694100000000011,-0.04040200000000027,0.010369151026000143,0.0198529999999999,-0.04513699999999998,-0.025284000000000084,calendar,40.0,calendar_soc_90,0.0,0,0
15,19,capacity_Ah_k1,3,3,2.465438666666667,2.468065,0.02605098025666844,0.05190299999999981,2.438174,2.490077,calendar,40.0,calendar_soc_90,0.0,0,0
15,19,delta_capacity_Ah,3,3,-0.042685666666666545,-0.042669999999999764,0.014925506166737901,0.02985099999999985,-0.057618999999999865,-0.027768000000000015,calendar,40.0,calendar_soc_90,0.0,0,0
15,20,capacity_Ah_k1,3,3,2.4209343333333333,2.438477,0.04498315757406694,0.08468000000000009,2.369823,2.454503,calendar,40.0,calendar_soc_90,0.0,0,0
15,20,delta_capacity_Ah,3,3,-0.044504333333333555,-0.035573999999999995,0.020867574903024405,0.03876299999999988,-0.06835100000000027,-0.029588000000000392,calendar,40.0,calendar_soc_90,0.0,0,0
15,21,capacity_Ah_k1,3,3,2.3840326666666667,2.410527,0.056728760927181814,0.10376300000000027,2.318904,2.422667,calendar,40.0,calendar_soc_90,0.0,0,0
15,21,delta_capacity_Ah,3,3,-0.036901666666666465,-0.03183599999999975,0.012293879547699189,0.02296900000000024,-0.05091899999999994,-0.027949999999999697,calendar,40.0,calendar_soc_90,0.0,0,0
15,22,capacity_Ah_k1,3,3,2.342459,2.372511,0.06310750437943172,0.11498199999999992,2.269942,2.384924,calendar,40.0,calendar_soc_90,0.0,0,0
15,22,delta_capacity_Ah,3,3,-0.04157366666666684,-0.03801600000000027,0.006399940182011925,0.011218999999999646,-0.04896199999999995,-0.037743000000000304,calendar,40.0,calendar_soc_90,0.0,0,0
15,23,capacity_Ah_k1,2,2,2.3138009999999998,2.3138009999999998,0.06518958837115038,0.09219200000000027,2.267705,2.359897,calendar,40.0,calendar_soc_90,0.0,0,0
15,23,delta_capacity_Ah,2,2,-0.013631999999999866,-0.013631999999999866,0.016114963543241167,0.022789999999999644,-0.02502699999999969,-0.0022370000000000445,calendar,40.0,calendar_soc_90,0.0,0,0
15,24,capacity_Ah_k1,2,2,2.2714980000000002,2.2714980000000002,0.08196923228870687,0.11592199999999986,2.213537,2.329459,calendar,40.0,calendar_soc_90,0.0,0,0
15,24,delta_capacity_Ah,2,2,-0.04230299999999998,-0.04230299999999998,0.01677964391755648,0.023729999999999585,-0.05416799999999977,-0.030438000000000187,calendar,40.0,calendar_soc_90,0.0,0,0
15,25,capacity_Ah_k1,2,2,2.2468304999999997,2.2468304999999997,0.08636955778803097,0.12214500000000017,2.185758,2.307903,calendar,40.0,calendar_soc_90,0.0,0,0
15,25,delta_capacity_Ah,2,2,-0.024667500000000064,-0.024667500000000064,0.004400325499324106,0.006223000000000312,-0.02777900000000022,-0.02155599999999991,calendar,40.0,calendar_soc_90,0.0,0,0
