parameter_set,checkup_k_next,target,tolerance_low,tolerance_high,replicate_spread,n_replicates
12,26,delta_capacity_Ah,-0.009785000000000377,-0.006952000000000069,0.0028330000000003075,2
12,27,capacity_Ah_k1,2.370849,2.639692,0.26884299999999994,2
12,27,delta_capacity_Ah,-0.059783999999999615,-0.011438999999999755,0.04834499999999986,2
12,28,capacity_Ah_k1,2.379136,2.632042,0.2529060000000003,2
12,28,delta_capacity_Ah,-0.007649999999999935,0.008286999999999711,0.015936999999999646,2
13,1,capacity_Ah_k1,2.929463,2.943404,0.013940999999999981,3
13,1,delta_capacity_Ah,-0.0071870000000000545,-0.002790999999999766,0.0043960000000002886,3
13,2,capacity_Ah_k1,2.913341,2.927755,0.014413999999999927,3
13,2,delta_capacity_Ah,-0.01612200000000019,-0.015649000000000246,0.0004729999999999457,3
13,3,capacity_Ah_k1,2.894548,2.909364,0.014816000000000162,3
13,3,delta_capacity_Ah,-0.018988999999999923,-0.018390999999999824,0.0005980000000000985,3
13,4,capacity_Ah_k1,2.872375,2.89124,0.01886499999999991,3
13,4,delta_capacity_Ah,-0.022173,-0.01812400000000025,0.004048999999999747,3
13,5,capacity_Ah_k1,2.856205,2.875575,0.019369999999999887,3
13,5,delta_capacity_Ah,-0.016169999999999796,-0.015664999999999818,0.0005049999999999777,3
13,6,capacity_Ah_k1,2.842383,2.860682,0.018299000000000287,3
13,6,delta_capacity_Ah,-0.014892999999999823,-0.013822000000000223,0.0010709999999996,3
13,7,capacity_Ah_k1,2.828541,2.846598,0.018057000000000212,3
13,7,delta_capacity_Ah,-0.014083999999999985,-0.012560000000000127,0.0015239999999998588,3
13,8,capacity_Ah_k1,2.816409,2.833808,0.01739899999999972,3
13,8,delta_capacity_Ah,-0.012790000000000301,-0.01213199999999981,0.0006580000000004915,3
13,9,capacity_Ah_k1,2.804878,2.82241,0.017532000000000103,3
13,9,delta_capacity_Ah,-0.012021999999999977,-0.011397999999999797,0.00062400000000018,3
13,10,capacity_Ah_k1,2.793983,2.811955,0.01797200000000032,3
13,10,delta_capacity_Ah,-0.011127000000000109,-0.010454999999999881,0.000672000000000228,3
13,11,capacity_Ah_k1,2.782814,2.800883,0.01806899999999967,3
13,11,delta_capacity_Ah,-0.011168999999999762,-0.011072000000000415,9.699999999934761e-05,3
13,12,capacity_Ah_k1,2.772654,2.790376,0.017722000000000016,3
13,12,delta_capacity_Ah,-0.0105069999999996,-0.010159999999999947,0.00034699999999965314,3
13,13,capacity_Ah_k1,2.764784,2.780766,0.01598199999999972,3
13,13,delta_capacity_Ah,-0.01027800000000001,-0.007870000000000044,0.0024079999999999657,3
13,14,capacity_Ah_k1,2.754482,2.771312,0.016830000000000123,3
13,14,delta_capacity_Ah,-0.010302000000000255,-0.009393999999999902,0.000908000000000353,3
13,15,capacity_Ah_k1,2.745856,2.764825,0.018969000000000236,3
13,15,delta_capacity_Ah,-0.008626000000000023,-0.0064869999999999095,0.002139000000000113,3
13,16,capacity_Ah_k1,2.738784,2.756771,0.017987000000000197,3
13,16,delta_capacity_Ah,-0.008054000000000006,-0.007071999999999967,0.0009820000000000384,3
13,17,capacity_Ah_k1,2.731679,2.750022,0.018342999999999776,3
13,17,delta_capacity_Ah,-0.008017000000000163,-0.006749000000000116,0.0012680000000000469,3
13,18,capacity_Ah_k1,2.725726,2.743143,0.017417000000000016,3
13,18,delta_capacity_Ah,-0.0068790000000000795,-0.005953000000000319,0.0009259999999997603,3
13,19,capacity_Ah_k1,2.718754,2.737113,0.018358999999999792,3
13,19,delta_capacity_Ah,-0.007406000000000024,-0.00602999999999998,0.0013760000000000439,3
13,20,capacity_Ah_k1,2.712745,2.731182,0.018437000000000037,3
13,20,delta_capacity_Ah,-0.006218000000000057,-0.005930999999999909,0.00028700000000014825,3
13,21,capacity_Ah_k1,2.705766,2.724838,0.019071999999999978,3
13,21,delta_capacity_Ah,-0.0069789999999998464,-0.004878999999999856,0.0020999999999999908,3
13,22,capacity_Ah_k1,2.700156,2.719388,0.019232000000000138,3
13,22,delta_capacity_Ah,-0.005634000000000139,-0.005450000000000177,0.00018399999999996197,3
13,23,capacity_Ah_k1,2.6959,2.713826,0.01792600000000011,3
13,23,delta_capacity_Ah,-0.005561999999999845,-0.0042559999999998155,0.0013060000000000294,3
13,24,capacity_Ah_k1,2.68935,2.708753,0.01940300000000006,3
13,24,delta_capacity_Ah,-0.006549999999999834,-0.005072999999999883,0.0014769999999999506,3
13,25,capacity_Ah_k1,2.683871,2.703849,0.01997800000000005,3
13,25,delta_capacity_Ah,-0.005898000000000181,-0.0049040000000002415,0.0009939999999999394,3
13,26,capacity_Ah_k1,2.678743,2.699426,0.020683000000000007,3
13,26,delta_capacity_Ah,-0.005128000000000021,-0.004387999999999614,0.000740000000000407,3
13,27,capacity_Ah_k1,2.675582,2.6964,0.020818000000000225,3
13,27,delta_capacity_Ah,-0.0033690000000001774,-0.003025999999999751,0.0003430000000004263,3
13,28,capacity_Ah_k1,2.667513,2.686997,0.019483999999999835,3
13,28,delta_capacity_Ah,-0.009403000000000272,-0.008068999999999882,0.0013340000000003904,3
14,1,capacity_Ah_k1,2.917154,2.940628,0.023473999999999773,3
14,1,delta_capacity_Ah,-0.02629600000000032,-0.021392999999999773,0.004903000000000546,3
14,2,capacity_Ah_k1,2.88587,2.908801,0.022930999999999813,3
14,2,delta_capacity_Ah,-0.03367699999999996,-0.03128399999999987,0.0023930000000000895,3
14,3,capacity_Ah_k1,2.86022,2.882524,0.0223040000000001,3
14,3,delta_capacity_Ah,-0.028747999999999774,-0.025650000000000173,0.003097999999999601,3
14,4,capacity_Ah_k1,2.835615,2.854747,0.019131999999999927,3
14,4,delta_capacity_Ah,-0.027979000000000198,-0.024604999999999766,0.003374000000000432,3
14,5,capacity_Ah_k1,2.814354,2.832775,0.01842100000000002,3
14,5,delta_capacity_Ah,-0.022933000000000092,-0.02126100000000042,0.0016719999999996737,3
14,6,capacity_Ah_k1,2.79478,2.813318,0.018538000000000388,3
14,6,delta_capacity_Ah,-0.020045999999999786,-0.019456999999999613,0.0005890000000001727,3
14,7,capacity_Ah_k1,2.777189,2.796077,0.018888000000000016,3
14,7,delta_capacity_Ah,-0.017590999999999912,-0.01646599999999987,0.0011250000000000426,3
14,8,capacity_Ah_k1,2.761726,2.780138,0.018412000000000095,3
14,8,delta_capacity_Ah,-0.016677000000000053,-0.015463000000000005,0.0012140000000000484,3
14,9,capacity_Ah_k1,2.746396,2.76508,0.018684000000000367,3
14,9,delta_capacity_Ah,-0.015330000000000066,-0.014564000000000021,0.0007660000000000444,3
14,10,capacity_Ah_k1,2.732073,2.751,0.018926999999999694,3
14,10,delta_capacity_Ah,-0.014559999999999906,-0.014080000000000314,0.00047999999999959186,3
14,11,capacity_Ah_k1,2.717596,2.737297,0.01970099999999997,3
14,11,delta_capacity_Ah,-0.014477000000000295,-0.013329000000000146,0.001148000000000149,3
14,12,capacity_Ah_k1,2.702272,2.721946,0.01967400000000019,3
14,12,delta_capacity_Ah,-0.015350999999999893,-0.015137000000000178,0.00021399999999971442,3
14,13,capacity_Ah_k1,2.691145,2.712386,0.021240999999999843,3
14,13,delta_capacity_Ah,-0.011126999999999665,-0.009560000000000013,0.001566999999999652,3
14,14,capacity_Ah_k1,2.680605,2.702203,0.021598000000000006,3
14,14,delta_capacity_Ah,-0.010540000000000216,-0.008967999999999865,0.001572000000000351,3
14,15,capacity_Ah_k1,2.671238,2.693278,0.02204000000000006,3
14,15,delta_capacity_Ah,-0.010353000000000279,-0.008925000000000072,0.0014280000000002069,3
14,16,capacity_Ah_k1,2.659876,2.682791,0.022914999999999797,3
14,16,delta_capacity_Ah,-0.01136199999999965,-0.010261999999999993,0.0010999999999996568,3
14,17,capacity_Ah_k1,2.650877,2.673323,0.022445999999999966,3
14,17,delta_capacity_Ah,-0.010043000000000024,-0.008999000000000201,0.0010439999999998228,3
14,18,capacity_Ah_k1,2.641292,2.665222,0.023930000000000007,3
14,18,delta_capacity_Ah,-0.009584999999999955,-0.008100999999999914,0.0014840000000000408,3
14,19,capacity_Ah_k1,2.632591,2.656548,0.023956999999999784,3
14,19,delta_capacity_Ah,-0.008700999999999848,-0.008576999999999835,0.000124000000000013,3
14,20,capacity_Ah_k1,2.624348,2.648249,0.02390099999999995,3
14,20,delta_capacity_Ah,-0.008299000000000056,-0.0082040000000001,9.499999999995623e-05,3
14,21,capacity_Ah_k1,2.615121,2.638621,0.0235000000000003,3
14,21,delta_capacity_Ah,-0.009832000000000285,-0.009227000000000096,0.0006050000000001887,3
14,22,capacity_Ah_k1,2.607655,2.630433,0.022778000000000187,3
14,22,delta_capacity_Ah,-0.008188000000000084,-0.007465999999999973,0.0007220000000001114,3
14,23,capacity_Ah_k1,2.600428,2.623176,0.02274799999999999,3
14,23,delta_capacity_Ah,-0.007257000000000069,0.009790999999999883,0.017047999999999952,3
14,24,capacity_Ah_k1,2.593562,2.616499,0.022937000000000207,3
14,24,delta_capacity_Ah,-0.016983000000000192,-0.006676999999999822,0.01030600000000037,3
14,25,capacity_Ah_k1,2.586884,2.609258,0.022374000000000116,3
14,25,delta_capacity_Ah,-0.00996700000000006,-0.006677999999999962,0.0032890000000000974,3
14,26,capacity_Ah_k1,2.580273,2.602766,0.022492999999999874,3
14,26,delta_capacity_Ah,-0.007417999999999925,-0.006492000000000164,0.0009259999999997603,3
14,27,capacity_Ah_k1,2.575206,2.597604,0.022397999999999918,3
14,27,delta_capacity_Ah,-0.005161999999999889,-0.004649999999999821,0.000512000000000068,3
14,28,capacity_Ah_k1,2.562395,2.584544,0.022149000000000196,3
14,28,delta_capacity_Ah,-0.01305999999999985,-0.012811000000000128,0.00024899999999972167,3
15,1,capacity_Ah_k1,2.913841,2.926268,0.012426999999999744,3
15,1,delta_capacity_Ah,-0.03824899999999998,-0.035289000000000126,0.0029599999999998516,3
15,2,capacity_Ah_k1,2.871182,2.885444,0.014261999999999997,3
15,2,delta_capacity_Ah,-0.042659,-0.04082399999999975,0.001835000000000253,3
15,3,capacity_Ah_k1,2.83499,2.851273,0.016283000000000047,3
15,3,delta_capacity_Ah,-0.036192000000000224,-0.033262000000000125,0.002930000000000099,3
15,4,capacity_Ah_k1,2.801742,2.821047,0.019305000000000128,3
15,4,delta_capacity_Ah,-0.033247999999999944,-0.030225999999999864,0.00302200000000008,3
15,5,capacity_Ah_k1,2.774719,2.794318,0.019598999999999922,3
15,5,delta_capacity_Ah,-0.027022999999999797,-0.026413999999999938,0.0006089999999998597,3
15,6,capacity_Ah_k1,2.75165,2.771752,0.020102000000000064,3
15,6,delta_capacity_Ah,-0.023069000000000006,-0.022405999999999704,0.0006630000000003022,3
15,7,capacity_Ah_k1,2.73083,2.751379,0.02054899999999993,3
15,7,delta_capacity_Ah,-0.021320000000000228,-0.020373000000000197,0.0009470000000000312,3
15,8,capacity_Ah_k1,2.710184,2.73286,0.02267600000000014,3
15,8,delta_capacity_Ah,-0.020646000000000164,-0.018002000000000073,0.0026440000000000907,3
15,9,capacity_Ah_k1,2.694467,2.715999,0.021532000000000107,3
15,9,delta_capacity_Ah,-0.017567999999999806,-0.01571699999999998,0.001850999999999825,3
15,10,capacity_Ah_k1,2.678478,2.699759,0.02128099999999966,3
15,10,delta_capacity_Ah,-0.016240000000000254,-0.01598899999999981,0.0002510000000004453,3
15,11,capacity_Ah_k1,2.661348,2.685461,0.024113000000000273,3
15,11,delta_capacity_Ah,-0.01713000000000031,-0.014280999999999988,0.0028490000000003235,3
15,12,capacity_Ah_k1,2.647107,2.670563,0.02345599999999992,3
15,12,delta_capacity_Ah,-0.015083999999999875,-0.014240999999999726,0.0008430000000001492,3
15,13,capacity_Ah_k1,2.627484,2.655521,0.028036999999999868,3
15,13,delta_capacity_Ah,-0.019623000000000168,-0.015042000000000222,0.004580999999999946,3
15,14,capacity_Ah_k1,2.602614,2.636019,0.03340500000000013,3
15,14,delta_capacity_Ah,-0.024869999999999948,-0.019501999999999686,0.0053680000000002615,3
15,15,capacity_Ah_k1,2.576847,2.615584,0.03873700000000024,3
15,15,delta_capacity_Ah,-0.025767000000000095,-0.019064999999999888,0.006702000000000208,3
15,16,capacity_Ah_k1,2.549353,2.59112,0.04176700000000011,3
15,16,delta_capacity_Ah,-0.027493999999999907,-0.0230999999999999,0.004394000000000009,3
15,17,capacity_Ah_k1,2.521077,2.558247,0.03717000000000015,3
15,17,delta_capacity_Ah,-0.03287299999999993,-0.028275999999999968,0.004596999999999962,3
15,18,capacity_Ah_k1,2.495793,2.517845,0.02205199999999996,3
15,18,delta_capacity_Ah,-0.04513699999999998,-0.025284000000000084,0.0198529999999999,3
15,19,capacity_Ah_k1,2.438174,2.490077,0.05190299999999981,3
15,19,delta_capacity_Ah,-0.057618999999999865,-0.027768000000000015,0.02985099999999985,3
15,20,capacity_Ah_k1,2.369823,2.454503,0.08468000000000009,3
15,20,delta_capacity_Ah,-0.06835100000000027,-0.029588000000000392,0.03876299999999988,3
15,21,capacity_Ah_k1,2.318904,2.422667,0.10376300000000027,3
15,21,delta_capacity_Ah,-0.05091899999999994,-0.027949999999999697,0.02296900000000024,3
15,22,capacity_Ah_k1,2.269942,2.384924,0.11498199999999992,3
15,22,delta_capacity_Ah,-0.04896199999999995,-0.037743000000000304,0.011218999999999646,3
15,23,capacity_Ah_k1,2.267705,2.359897,0.09219200000000027,2
15,23,delta_capacity_Ah,-0.02502699999999969,-0.0022370000000000445,0.022789999999999644,2
15,24,capacity_Ah_k1,2.213537,2.329459,0.11592199999999986,2
15,24,delta_capacity_Ah,-0.05416799999999977,-0.030438000000000187,0.023729999999999585,2
15,25,capacity_Ah_k1,2.185758,2.307903,0.12214500000000017,2
15,25,delta_capacity_Ah,-0.02777900000000022,-0.02155599999999991,0.006223000000000312,2
15,26,capacity_Ah_k1,2.160628,2.280205,0.11957700000000004,2
15,26,delta_capacity_Ah,-0.027698,-0.025129999999999875,0.0025680000000001257,2
15,27,capacity_Ah_k1,2.180161,2.271733,0.09157199999999976,2
15,27,delta_capacity_Ah,-0.008472000000000257,0.019533000000000023,0.02800500000000028,2
15,28,capacity_Ah_k1,2.126555,2.255852,0.12929699999999977,2
15,28,delta_capacity_Ah,-0.05360599999999982,-0.015880999999999812,0.03772500000000001,2
16,1,capacity_Ah_k1,2.921139,2.944806,0.02366699999999966,3
16,1,delta_capacity_Ah,-0.016684000000000143,-0.015676000000000023,0.00100800000000012,3
16,2,capacity_Ah_k1,2.891374,2.914815,0.023441000000000045,3
16,2,delta_capacity_Ah,-0.03030799999999978,-0.029765000000000263,0.0005429999999995161,3
16,3,capacity_Ah_k1,2.862975,2.884401,0.021425999999999945,3
16,3,delta_capacity_Ah,-0.03041399999999994,-0.02839899999999984,0.0020150000000001,3
16,4,capacity_Ah_k1,2.834992,2.853719,0.018726999999999716,3
16,4,delta_capacity_Ah,-0.030682000000000098,-0.027804000000000162,0.002877999999999936,3
16,5,capacity_Ah_k1,2.814062,2.830532,0.016469999999999985,3
16,5,delta_capacity_Ah,-0.025309000000000026,-0.020930000000000337,0.004378999999999689,3
16,6,capacity_Ah_k1,2.795092,2.808718,0.013625999999999916,3
16,6,delta_capacity_Ah,-0.023321000000000147,-0.01896999999999993,0.004351000000000216,3
16,7,capacity_Ah_k1,2.777773,2.789437,0.011664000000000119,3
16,7,delta_capacity_Ah,-0.020804000000000045,-0.017319000000000084,0.0034849999999999604,3
16,8,capacity_Ah_k1,2.761359,2.771668,0.010308999999999902,3
16,8,delta_capacity_Ah,-0.01785099999999984,-0.016413999999999707,0.0014370000000001326,3
16,9,capacity_Ah_k1,2.744419,2.754596,0.010176999999999659,3
16,9,delta_capacity_Ah,-0.019613999999999798,-0.015435000000000088,0.004178999999999711,3
16,10,capacity_Ah_k1,2.723413,2.73813,0.014717000000000091,3
16,10,delta_capacity_Ah,-0.021006000000000302,-0.0161030000000002,0.004903000000000102,3
16,11,capacity_Ah_k1,2.700558,2.722832,0.022273999999999905,3
16,11,delta_capacity_Ah,-0.022854999999999848,-0.015298000000000034,0.007556999999999814,3
16,12,capacity_Ah_k1,2.673909,2.706287,0.03237800000000002,3
16,12,delta_capacity_Ah,-0.026648999999999923,-0.01654499999999981,0.010104000000000113,3
16,13,capacity_Ah_k1,2.646613,2.691698,0.045085000000000264,3
16,13,delta_capacity_Ah,-0.02729600000000021,-0.014588999999999963,0.012707000000000246,3
16,14,capacity_Ah_k1,2.616584,2.676913,0.060328999999999855,3
16,14,delta_capacity_Ah,-0.03002899999999986,-0.01478500000000027,0.015243999999999591,3
16,15,capacity_Ah_k1,2.588281,2.659077,0.07079600000000008,3
16,15,delta_capacity_Ah,-0.02830300000000019,-0.017835999999999963,0.010467000000000226,3
16,16,capacity_Ah_k1,2.554429,2.638164,0.08373500000000034,3
16,16,delta_capacity_Ah,-0.03385199999999999,-0.020912999999999737,0.012939000000000256,3
16,17,capacity_Ah_k1,2.522982,2.615908,0.09292600000000029,3
16,17,delta_capacity_Ah,-0.031447,-0.022256000000000054,0.00919099999999995,3
16,18,capacity_Ah_k1,2.487307,2.593461,0.10615400000000008,3
16,18,delta_capacity_Ah,-0.0356749999999999,-0.022447000000000106,0.013227999999999795,3
16,19,capacity_Ah_k1,2.449815,2.569993,0.12017800000000012,3
16,19,delta_capacity_Ah,-0.03749199999999986,-0.023042999999999925,0.014448999999999934,3
16,20,capacity_Ah_k1,2.419014,2.544796,0.12578199999999962,3
16,20,delta_capacity_Ah,-0.030800999999999856,-0.02496900000000002,0.005831999999999837,3
16,21,capacity_Ah_k1,2.385751,2.517751,0.13200000000000012,3
16,21,delta_capacity_Ah,-0.033263000000000265,-0.02511299999999972,0.008150000000000546,3
16,22,capacity_Ah_k1,2.351936,2.486653,0.1347170000000002,3
16,22,delta_capacity_Ah,-0.03381500000000015,-0.027729000000000337,0.006085999999999814,3
16,23,capacity_Ah_k1,2.313465,2.455276,0.14181100000000013,2
16,23,delta_capacity_Ah,-0.03847099999999992,-0.03137699999999999,0.007093999999999934,2
16,24,capacity_Ah_k1,2.285865,2.422671,0.13680599999999998,2
16,24,delta_capacity_Ah,-0.03260500000000022,-0.02760000000000007,0.005005000000000148,2
16,25,capacity_Ah_k1,2.265654,2.390866,0.12521199999999988,2
16,25,delta_capacity_Ah,-0.03180499999999986,-0.020210999999999757,0.011594000000000104,2
16,26,capacity_Ah_k1,2.241791,2.363779,0.12198799999999999,2
16,26,delta_capacity_Ah,-0.02708699999999986,-0.023862999999999968,0.0032239999999998936,2
16,27,capacity_Ah_k1,2.227108,2.352326,0.12521800000000027,2
16,27,delta_capacity_Ah,-0.014683000000000224,-0.011452999999999935,0.003230000000000288,2
16,28,capacity_Ah_k1,2.151445,2.283601,0.13215600000000016,2
16,28,delta_capacity_Ah,-0.07566300000000004,-0.06872500000000015,0.006937999999999889,2
17,1,capacity_Ah_k1,2.824556,2.832822,0.008266000000000329,3
17,1,delta_capacity_Ah,-0.12634800000000013,-0.11945899999999998,0.006889000000000145,3
17,2,capacity_Ah_k1,2.597361,2.619212,0.021851000000000287,3
17,2,delta_capacity_Ah,-0.22969600000000012,-0.21361000000000008,0.016086000000000045,3
17,3,capacity_Ah_k1,2.432384,2.463206,0.030822000000000127,3
17,3,delta_capacity_Ah,-0.16776900000000028,-0.15503699999999965,0.012732000000000632,3
17,4,capacity_Ah_k1,2.370256,2.404405,0.03414900000000021,3
17,4,delta_capacity_Ah,-0.06381199999999998,-0.05880099999999988,0.005011000000000099,3
17,5,capacity_Ah_k1,2.325075,2.360276,0.035200999999999816,3
17,5,delta_capacity_Ah,-0.045180999999999916,-0.04221700000000039,0.0029639999999995226,3
17,6,capacity_Ah_k1,2.272943,2.317645,0.04470200000000002,3
17,6,delta_capacity_Ah,-0.053191999999999684,-0.04263099999999964,0.010561000000000043,3
17,7,capacity_Ah_k1,2.060894,2.255383,0.19448900000000036,3
17,7,delta_capacity_Ah,-0.21204900000000038,-0.06226200000000004,0.14978700000000034,3
17,8,capacity_Ah_k1,1.79002,1.82787,0.03785000000000016,3
17,8,delta_capacity_Ah,-0.42751300000000003,-0.24412199999999973,0.1833910000000003,3
18,1,capacity_Ah_k1,2.7606,2.769325,0.00872499999999965,3
18,1,delta_capacity_Ah,-0.19098499999999996,-0.18316299999999996,0.007821999999999996,3
18,2,capacity_Ah_k1,2.461632,2.470654,0.009022000000000308,3
18,2,delta_capacity_Ah,-0.2994640000000004,-0.28994600000000004,0.00951800000000036,3
18,3,capacity_Ah_k1,2.318727,2.330201,0.011474000000000206,3
18,3,delta_capacity_Ah,-0.14531000000000027,-0.14010299999999987,0.005207000000000406,3
18,4,capacity_Ah_k1,2.176966,2.230269,0.053302999999999656,3
18,4,delta_capacity_Ah,-0.1417609999999998,-0.09507500000000002,0.04668599999999978,3
18,5,capacity_Ah_k1,1.80057,1.89127,0.0907,3
18,5,delta_capacity_Ah,-0.3763960000000002,-0.33899899999999983,0.03739700000000035,3
18,6,capacity_Ah_k1,1.744249,1.763372,0.019123,2
18,6,delta_capacity_Ah,-0.12789800000000007,-0.12486700000000006,0.003031000000000006,2
19,1,capacity_Ah_k1,2.63182,2.650924,0.01910400000000001,3
19,1,delta_capacity_Ah,-0.3053670000000004,-0.29765799999999976,0.007709000000000632,3
19,2,capacity_Ah_k1,1.935757,1.97478,0.03902300000000003,3
19,2,delta_capacity_Ah,-0.7117660000000001,-0.6761439999999999,0.035622000000000265,3
20,1,capacity_Ah_k1,2.436837,2.456433,0.019595999999999947,3
20,1,delta_capacity_Ah,-0.5084960000000001,-0.504308,0.0041880000000000805,3
20,2,capacity_Ah_k1,1.967319,2.002391,0.03507199999999977,3
20,2,delta_capacity_Ah,-0.4765379999999999,-0.43444600000000033,0.042091999999999574,3
21,1,capacity_Ah_k1,2.878798,2.888924,0.010125999999999635,3
21,1,delta_capacity_Ah,-0.06911800000000001,-0.062139000000000166,0.0069789999999998464,3
21,2,capacity_Ah_k1,2.773047,2.783876,0.010828999999999755,3
21,2,delta_capacity_Ah,-0.10829699999999987,-0.10217100000000023,0.006125999999999632,3
21,3,capacity_Ah_k1,2.695402,2.704636,0.009233999999999742,3
21,3,delta_capacity_Ah,-0.07923999999999998,-0.07764499999999996,0.001595000000000013,3
21,4,capacity_Ah_k1,2.634932,2.644683,0.009751000000000065,3
21,4,delta_capacity_Ah,-0.060470000000000024,-0.05960600000000005,0.0008639999999999759,3
21,5,capacity_Ah_k1,2.583312,2.595594,0.012282000000000348,3
21,5,delta_capacity_Ah,-0.05162000000000022,-0.04908899999999994,0.002531000000000283,3
21,6,capacity_Ah_k1,2.536851,2.547986,0.011134999999999895,3
21,6,delta_capacity_Ah,-0.04778199999999977,-0.046460999999999864,0.0013209999999999056,3
21,7,capacity_Ah_k1,2.492975,2.506225,0.013250000000000206,3
21,7,delta_capacity_Ah,-0.04402600000000012,-0.041760999999999715,0.0022650000000004056,3
21,8,capacity_Ah_k1,2.450506,2.465679,0.015173000000000325,3
21,8,delta_capacity_Ah,-0.04246900000000009,-0.04054599999999997,0.001923000000000119,3
21,9,capacity_Ah_k1,2.408247,2.424346,0.016099000000000085,3
21,9,delta_capacity_Ah,-0.042259000000000047,-0.04114400000000007,0.0011149999999999771,3
21,10,capacity_Ah_k1,2.365303,2.384926,0.019623000000000168,3
21,10,delta_capacity_Ah,-0.04294399999999987,-0.03941999999999979,0.0035240000000000826,3
21,11,capacity_Ah_k1,2.312387,2.344148,0.03176099999999993,3
21,11,delta_capacity_Ah,-0.05291599999999974,-0.04077799999999998,0.01213799999999976,3
21,12,capacity_Ah_k1,2.207793,2.292259,0.08446599999999993,3
21,12,delta_capacity_Ah,-0.10459400000000008,-0.051889000000000074,0.052705,3
21,13,capacity_Ah_k1,2.005076,2.124148,0.11907200000000007,3
21,13,delta_capacity_Ah,-0.20271700000000026,-0.16811100000000012,0.03460600000000014,3
21,14,capacity_Ah_k1,1.731074,1.833081,0.10200699999999996,3
21,14,delta_capacity_Ah,-0.32043999999999984,-0.27400199999999986,0.04643799999999998,3
21,15,capacity_Ah_k1,1.689168,1.689168,0.0,1
21,15,delta_capacity_Ah,-0.14391299999999996,-0.14391299999999996,0.0,1
22,1,capacity_Ah_k1,2.850253,2.875231,0.024977999999999945,3
22,1,delta_capacity_Ah,-0.09994400000000025,-0.08657200000000032,0.01337199999999994,3
22,2,capacity_Ah_k1,2.710753,2.735403,0.02464999999999984,3
22,2,delta_capacity_Ah,-0.13982800000000006,-0.13881100000000002,0.0010170000000000456,3
22,3,capacity_Ah_k1,2.603096,2.629781,0.02668500000000007,3
22,3,delta_capacity_Ah,-0.10765700000000011,-0.10038299999999989,0.007274000000000225,3
22,4,capacity_Ah_k1,2.515689,2.545717,0.03002799999999972,3
22,4,delta_capacity_Ah,-0.08740699999999979,-0.07860099999999992,0.00880599999999987,3
22,5,capacity_Ah_k1,2.421783,2.466628,0.044845000000000024,3
22,5,delta_capacity_Ah,-0.09390600000000004,-0.07419500000000001,0.019711000000000034,3
22,6,capacity_Ah_k1,2.045768,2.364211,0.31844300000000025,3
22,6,delta_capacity_Ah,-0.3760150000000002,-0.10241699999999998,0.27359800000000023,3
22,7,capacity_Ah_k1,1.200959,1.943065,0.7421059999999999,3
22,7,delta_capacity_Ah,-0.8448089999999997,-0.421146,0.4236629999999997,3
22,8,capacity_Ah_k1,1.198563,1.198563,0.0,1
22,8,delta_capacity_Ah,-0.744502,-0.744502,0.0,1
23,1,capacity_Ah_k1,2.797737,2.810038,0.012300999999999895,3
23,1,delta_capacity_Ah,-0.1541159999999997,-0.14698300000000009,0.007132999999999612,3
23,2,capacity_Ah_k1,1.899144,2.030193,0.1310490000000002,3
23,2,delta_capacity_Ah,-0.8985930000000002,-0.7798449999999999,0.1187480000000003,3
24,1,capacity_Ah_k1,2.570984,2.600172,0.02918799999999999,3
24,1,delta_capacity_Ah,-0.39477399999999996,-0.3411109999999997,0.05366300000000024,3
24,2,capacity_Ah_k1,2.079803,2.079803,0.0,1
24,2,delta_capacity_Ah,-0.5203690000000001,-0.5203690000000001,0.0,1
25,1,capacity_Ah_k1,2.895338,2.921053,0.025714999999999932,3
25,1,delta_capacity_Ah,-0.04068999999999967,-0.037049999999999805,0.0036399999999998656,3
25,2,capacity_Ah_k1,2.829064,2.853794,0.024730000000000363,3
25,2,delta_capacity_Ah,-0.06725899999999996,-0.06627400000000039,0.0009849999999995696,3
25,3,capacity_Ah_k1,2.768277,2.793279,0.02500200000000019,3
25,3,delta_capacity_Ah,-0.060786999999999924,-0.05893499999999996,0.0018519999999999648,3
25,4,capacity_Ah_k1,2.719045,2.74477,0.025724999999999998,3
25,4,delta_capacity_Ah,-0.04923199999999994,-0.04783999999999988,0.0013920000000000599,3
25,5,capacity_Ah_k1,2.678771,2.70333,0.024558999999999997,3
25,5,delta_capacity_Ah,-0.04144000000000014,-0.03996099999999991,0.0014790000000002301,3
25,6,capacity_Ah_k1,2.639652,2.665095,0.025443000000000104,3
25,6,delta_capacity_Ah,-0.039118999999999904,-0.03711500000000001,0.0020039999999998948,3
25,7,capacity_Ah_k1,2.605384,2.630395,0.025011000000000116,3
25,7,delta_capacity_Ah,-0.03469999999999995,-0.034202000000000066,0.0004979999999998874,3
25,8,capacity_Ah_k1,2.571505,2.596571,0.02506599999999981,3
25,8,delta_capacity_Ah,-0.03387899999999977,-0.03274100000000013,0.0011379999999996393,3
25,9,capacity_Ah_k1,2.538665,2.563722,0.025056999999999885,3
25,9,delta_capacity_Ah,-0.03296399999999977,-0.0328400000000002,0.0001239999999995689,3
25,10,capacity_Ah_k1,2.506356,2.531526,0.025170000000000137,3
25,10,delta_capacity_Ah,-0.03230900000000014,-0.031248000000000165,0.0010609999999999786,3
25,11,capacity_Ah_k1,2.474621,2.499635,0.02501400000000009,3
