parameter_set,checkup_k_next,target,tolerance_low,tolerance_high,replicate_spread,n_replicates
4,8,capacity_Ah_k1,2.792919,2.808768,0.015849000000000224,3
4,8,delta_capacity_Ah,-0.013865000000000016,-0.012126999999999999,0.0017380000000000173,3
4,9,capacity_Ah_k1,2.780974,2.797446,0.01647199999999982,3
4,9,delta_capacity_Ah,-0.011944999999999872,-0.011322000000000276,0.0006229999999995961,3
4,10,capacity_Ah_k1,2.769477,2.786772,0.01729499999999984,3
4,10,delta_capacity_Ah,-0.011496999999999868,-0.010549999999999837,0.0009470000000000312,3
4,11,capacity_Ah_k1,2.759255,2.77681,0.017554999999999765,3
4,11,delta_capacity_Ah,-0.010222000000000175,-0.009962000000000248,0.00025999999999992696,3
4,12,capacity_Ah_k1,2.7497,2.767671,0.01797100000000018,3
4,12,delta_capacity_Ah,-0.009555000000000202,-0.009138999999999786,0.00041600000000041604,3
4,13,capacity_Ah_k1,2.740882,2.759801,0.018918999999999908,3
4,13,delta_capacity_Ah,-0.00881799999999977,-0.007870000000000044,0.0009479999999997268,3
4,14,capacity_Ah_k1,2.733193,2.752064,0.01887099999999986,3
4,14,delta_capacity_Ah,-0.008054000000000006,-0.007689000000000057,0.0003649999999999487,3
4,15,capacity_Ah_k1,2.725599,2.744293,0.01869399999999999,3
4,15,delta_capacity_Ah,-0.007770999999999972,-0.007377000000000411,0.00039399999999956137,3
4,16,capacity_Ah_k1,2.718179,2.737384,0.019204999999999917,3
4,16,delta_capacity_Ah,-0.00741999999999976,-0.006908999999999832,0.0005109999999999282,3
4,17,capacity_Ah_k1,2.711442,2.730787,0.019344999999999946,3
4,17,delta_capacity_Ah,-0.007233999999999963,-0.006597000000000186,0.0006369999999997766,3
4,18,capacity_Ah_k1,2.705869,2.725107,0.01923800000000009,3
4,18,delta_capacity_Ah,-0.006043000000000021,-0.00557300000000005,0.00046999999999997044,3
4,19,capacity_Ah_k1,2.699532,2.719856,0.02032400000000001,3
4,19,delta_capacity_Ah,-0.006336999999999815,-0.005250999999999895,0.0010859999999999204,3
4,20,capacity_Ah_k1,2.693176,2.713909,0.020733000000000334,3
4,20,delta_capacity_Ah,-0.00635600000000025,-0.0059149999999998926,0.00044100000000035777,3
4,21,capacity_Ah_k1,2.686318,2.70661,0.020291999999999977,3
4,21,delta_capacity_Ah,-0.0072990000000001665,-0.004382999999999804,0.0029160000000003627,3
4,22,capacity_Ah_k1,2.680981,2.701574,0.02059299999999986,3
4,22,delta_capacity_Ah,-0.005336999999999925,-0.0050360000000000404,0.0003009999999998847,3
4,23,capacity_Ah_k1,2.676079,2.708411,0.032331999999999805,3
4,23,delta_capacity_Ah,-0.005090000000000039,0.01074900000000012,0.01583900000000016,3
4,24,capacity_Ah_k1,2.671357,2.692177,0.02082000000000006,3
4,24,delta_capacity_Ah,-0.01817599999999997,-0.004306999999999839,0.013869000000000131,3
4,25,capacity_Ah_k1,2.66715,2.687612,0.020462000000000202,3
4,25,delta_capacity_Ah,-0.006250000000000089,-0.004207000000000072,0.002043000000000017,3
4,26,capacity_Ah_k1,2.662537,2.683562,0.02102499999999985,3
4,26,delta_capacity_Ah,-0.005081999999999809,-0.004050000000000331,0.0010319999999994778,3
4,27,capacity_Ah_k1,2.654951,2.675552,0.02060100000000009,3
4,27,delta_capacity_Ah,-0.008510999999999935,-0.007585999999999871,0.0009250000000000647,3
4,28,capacity_Ah_k1,2.652175,2.673724,0.02154899999999982,3
4,28,delta_capacity_Ah,-0.0027759999999998897,-0.0018280000000001628,0.0009479999999997268,3
