brier,calibration_intercept,calibration_slope,ece_10_bin,feature_group,heldout_fold,model_level,positive_count,row_count,split_name,target
0.04661553882926844,0.07624787691332018,0.007167304279354383,0.02564477345526361,W2_nominal,1,B5_ridge_logistic,36,752,profile_holdout_fold,event_within_1_checkup
0.04839458447361987,0.264510318409542,0.052141490276677555,0.01831638061904114,W2_nominal,1,B5_ridge_logistic,43,742,temperature_holdout_fold,event_within_1_checkup
0.043204829301487245,0.12351998867962372,0.01486439331946411,0.024628963492485258,W2_nominal,2,B5_ridge_logistic,49,1060,temperature_holdout_fold,event_within_1_checkup
0.06838296157646018,0.27442879147144256,0.043583210249455766,0.05526140684389571,W2_nominal,1,B5_ridge_logistic,84,1130,voltage_window_holdout_fold,event_within_1_checkup
0.059688712382658264,0.11628181863359635,0.011026540830664715,0.04415282090498553,W2_nominal,2,B5_ridge_logistic,85,1371,voltage_window_holdout_fold,event_within_1_checkup
0.003572506958000009,-0.0027695452861209217,-0.0015462730640164008,0.021685242702718387,W2_nominal,3,B5_ridge_logistic,4,1326,voltage_window_holdout_fold,event_within_1_checkup
0.1638793153550665,0.8820416218873193,0.09466382391126198,0.174185396273699,W0_capacity_state,1,B6_hist_gradient_boosting_classifier,32,157,c_rate_holdout_fold,event_within_1_checkup
0.029006320259610203,0.254368565438145,0.03517511992425689,0.026104595689660746,W0_capacity_state,0,B6_hist_gradient_boosting_classifier,42,844,condition_fold,event_within_1_checkup
0.019877901656507813,0.21019483222338287,0.029865256962464493,0.013767036918230393,W0_capacity_state,1,B6_hist_gradient_boosting_classifier,28,865,condition_fold,event_within_1_checkup
0.019832824641591935,0.2191204165922669,0.03148380456748938,0.015545619937988708,W0_capacity_state,2,B6_hist_gradient_boosting_classifier,29,892,condition_fold,event_within_1_checkup
0.05627021227525818,0.32329632334909,0.03851580143825729,0.04053165739619376,W0_capacity_state,3,B6_hist_gradient_boosting_classifier,38,509,condition_fold,event_within_1_checkup
0.03446802303638292,0.24394581624919076,0.03180023321087591,0.020436772716120336,W0_capacity_state,4,B6_hist_gradient_boosting_classifier,36,717,condition_fold,event_within_1_checkup
0.030780122926819697,0.24469619066017162,0.033668259410798276,0.02944912650376755,W0_capacity_state,1,B6_hist_gradient_boosting_classifier,36,752,profile_holdout_fold,event_within_1_checkup
