run_scope,model_level,feature_group,target,split_name,fold_count,mean_mae,mean_rmse,condition_mean_mae,condition_median_mae,worst_condition_mae,q10_q90_interval_coverage,q10_q90_interval_width_mean,pinball_loss_q10,pinball_loss_q50,pinball_loss_q90,test_rows,test_parameter_sets
primary,L2_hist_gradient_boosting,F11_minimal_cold_current,delta_capacity_Ah,c_rate_holdout_fold,1,0.12111337027387402,0.19135379033828928,0.14943589800373405,0.15363988381781568,0.2365752948733748,,,,,,157,12
primary,L2_hist_gradient_boosting,F11_minimal_cold_current,delta_capacity_Ah,condition_fold,5,0.03115633183996795,0.07730816926194195,0.05902281093399744,0.03923972582959269,0.27342579377671494,,,,,,3827,76
primary,L2_hist_gradient_boosting,F11_minimal_cold_current,delta_capacity_Ah,temperature_holdout_fold,2,0.03343867644941492,0.09081504726543851,0.06682598048255377,0.05096299293588752,0.31487679693593024,,,,,,1802,38
primary,L2_hist_gradient_boosting,F11_minimal_cold_current,delta_capacity_Ah,voltage_window_holdout_fold,3,0.054281191545026204,0.0818069999073578,0.07424356969971271,0.07311714490775569,0.32905074020661546,,,,,,3827,76
primary,L2_hist_gradient_boosting,F12_voltage_cold_current_interactions,delta_capacity_Ah,c_rate_holdout_fold,1,0.12690012428420208,0.19314806507357954,0.16264014634352023,0.1667349223059155,0.2755153042492415,,,,,,157,12
primary,L2_hist_gradient_boosting,F12_voltage_cold_current_interactions,delta_capacity_Ah,condition_fold,5,0.03070682058663967,0.07301108309919328,0.057580191832087346,0.03971234819496262,0.30566130193804414,,,,,,3827,76
primary,L2_hist_gradient_boosting,F12_voltage_cold_current_interactions,delta_capacity_Ah,temperature_holdout_fold,2,0.032127761105740976,0.0892429386808813,0.06483565088114773,0.0472756623931542,0.31343553331259505,,,,,,1802,38
primary,L2_hist_gradient_boosting,F12_voltage_cold_current_interactions,delta_capacity_Ah,voltage_window_holdout_fold,3,0.06294696414136505,0.09656030008420557,0.08140906419658339,0.06826454458312381,0.32828738109708727,,,,,,3827,76
primary,L2_hist_gradient_boosting,F13_sparse_c_rate_context,delta_capacity_Ah,c_rate_holdout_fold,1,0.12026113927618795,0.1812268481233665,0.14745233908994057,0.12718452763010485,0.257372002410076,,,,,,157,12
primary,L2_hist_gradient_boosting,F13_sparse_c_rate_context,delta_capacity_Ah,condition_fold,5,0.028185461358534593,0.06840242460954822,0.06109161608993583,0.04054265119942504,0.2848644305372829,,,,,,3827,76
primary,L2_hist_gradient_boosting,F13_sparse_c_rate_context,delta_capacity_Ah,temperature_holdout_fold,2,0.02990047527327116,0.08006186534164014,0.06137048908570336,0.04227835582343791,0.29354322549431633,,,,,,1802,38
