bias,condition_mean_mae,condition_median_mae,diagnostic_family,feature_group,heldout_fold,horizon_checkups,mae,model_level,n_test,n_train,rmse,split_name,target_name,test_conditions,train_conditions,worst_condition_mae
0.0001324381214328787,0.0013912122490580608,0.0015213500265389332,pulse,DH2_prior_same_diagnostic_state,0,2,0.0011111061626818584,DM3_hist_gradient_boosting,780,2744,0.001772026004824327,condition_fold,pulse_1s_resistance,16,60,0.0026212000914821367
0.0002558432855999282,0.0011664304613879625,0.0010350691795460417,pulse,DH3_capacity_plus_prior_same_diagnostic,0,2,0.0009400281989005975,DM3_hist_gradient_boosting,780,2744,0.0014495110660137707,condition_fold,pulse_1s_resistance,16,60,0.00261429165185943
-0.0010129538461538462,0.0023191293123828675,0.0014463734883720927,pulse,persistence,0,2,0.0011770051282051282,DM0_persistence,780,2744,0.0020082566818014074,condition_fold,pulse_10ms_resistance,16,60,0.010624000000000001
-0.0010324689597817156,0.0031979797686714564,0.0028408705347218255,pulse,train_mean,0,2,0.0025622170254915155,DM1_train_mean,780,2744,0.0035897633933098688,condition_fold,pulse_10ms_resistance,16,60,0.008053909985422741
-0.0004305026931210898,0.0023487130878385885,0.002437518217476728,pulse,DH0_time_nominal,0,2,0.0018924925471388403,DM2_ridge,780,2744,0.0026353767571411385,condition_fold,pulse_10ms_resistance,16,60,0.005188103207702775
9.921203654139991e-05,0.00192229484352284,0.0016540674080438946,pulse,DH1_capacity_state,0,2,0.0012821371541320715,DM2_ridge,780,2744,0.0017112795747210381,condition_fold,pulse_10ms_resistance,16,60,0.007199759123153734
-0.0001510402707877161,0.0016616838212761109,0.0014537891811024104,pulse,DH2_prior_same_diagnostic_state,0,2,0.0011415086893619931,DM2_ridge,780,2744,0.0015766238158460085,condition_fold,pulse_10ms_resistance,16,60,0.0063009052371736825
-4.534577433618728e-05,0.0016442460733104944,0.0013004828868374506,pulse,DH3_capacity_plus_prior_same_diagnostic,0,2,0.00105734071556383,DM2_ridge,780,2744,0.0014746432606606067,condition_fold,pulse_10ms_resistance,16,60,0.006988806170291257
1.0740479783826052e-05,0.001962595286037156,0.0017931456568015557,pulse,DH0_time_nominal,0,2,0.00192316131202277,DM3_hist_gradient_boosting,780,2744,0.0028627545442147483,condition_fold,pulse_10ms_resistance,16,60,0.0034515518059751267
0.0003654140955060291,0.0012133742416257577,0.001200023094058117,pulse,DH1_capacity_state,0,2,0.0010399223283135924,DM3_hist_gradient_boosting,780,2744,0.001508722877446708,condition_fold,pulse_10ms_resistance,16,60,0.0023040237561492223
0.00012903176464850613,0.0011910878263649768,0.0012282925541795711,pulse,DH2_prior_same_diagnostic_state,0,2,0.000977827931075656,DM3_hist_gradient_boosting,780,2744,0.001544771171388215,condition_fold,pulse_10ms_resistance,16,60,0.002460214095178335
0.0002579971916252976,0.0010629254953540051,0.0009385257034551829,pulse,DH3_capacity_plus_prior_same_diagnostic,0,2,0.00087706571270341,DM3_hist_gradient_boosting,780,2744,0.0013827711558683533,condition_fold,pulse_10ms_resistance,16,60,0.002264083436199368
-0.0005436763546246254,0.0011572203321716828,0.0007599641860465115,eis,persistence,0,2,0.0005582467222984515,DM0_persistence,780,2747,0.001148750406996258,condition_fold,eis_z_abs_1kHz,16,60,0.005245
-0.00022939250464376048,0.0016003439402285853,0.001392771861323464,eis,train_mean,0,2,0.001293286211531461,DM1_train_mean,780,2747,0.0018666897203889576,condition_fold,eis_z_abs_1kHz,16,60,0.0038155566072078616
-9.322376408178118e-06,0.0013142750268775034,0.0013632976810719858,eis,DH0_time_nominal,0,2,0.0010839060582077226,DM2_ridge,780,2747,0.0015457373037662161,condition_fold,eis_z_abs_1kHz,16,60,0.002225033082064603
0.00034498016459688207,0.001409201375610442,0.001465913689037308,eis,DH1_capacity_state,0,2,0.0010837560462982313,DM2_ridge,780,2747,0.0013869246356884284,condition_fold,eis_z_abs_1kHz,16,60,0.003694987617680761
-6.59897043848114e-05,0.0009415124585103684,0.0008469141413330832,eis,DH2_prior_same_diagnostic_state,0,2,0.0006356788516372987,DM2_ridge,780,2747,0.0009263610934063701,condition_fold,eis_z_abs_1kHz,16,60,0.0028060908016152124
5.0599382078380654e-05,0.0009910532246155067,0.0008575736390745615,eis,DH3_capacity_plus_prior_same_diagnostic,0,2,0.0006622479881395199,DM2_ridge,780,2747,0.0009292522317720265,condition_fold,eis_z_abs_1kHz,16,60,0.003257897200867832
5.975385900490203e-05,0.001333758435861171,0.0012574456338878162,eis,DH0_time_nominal,0,2,0.0013608569178510039,DM3_hist_gradient_boosting,780,2747,0.0020905269632095105,condition_fold,eis_z_abs_1kHz,16,60,0.003053403909570741
0.0004612395206811962,0.0009503425750091694,0.0008253538843397708,eis,DH1_capacity_state,0,2,0.0008778286454742749,DM3_hist_gradient_boosting,780,2747,0.0012645930650874643,condition_fold,eis_z_abs_1kHz,16,60,0.002057085257840961
9.877139521972104e-05,0.0006907160327634876,0.0006691548171996974,eis,DH2_prior_same_diagnostic_state,0,2,0.0004587465496326482,DM3_hist_gradient_boosting,780,2747,0.0008948899590877376,condition_fold,eis_z_abs_1kHz,16,60,0.0017355985814092637
0.00016952749321260622,0.00055561590500678,0.0004897481073720936,eis,DH3_capacity_plus_prior_same_diagnostic,0,2,0.00038978058785874454,DM3_hist_gradient_boosting,780,2747,0.0007550408887435174,condition_fold,eis_z_abs_1kHz,16,60,0.0014183074859837963
-0.12685123631374084,0.4121918676193347,0.3627358598908986,eis,persistence,0,2,0.3345948260573306,DM0_persistence,780,2747,0.43355002532796844,condition_fold,eis_phase_1kHz,16,60,0.734
-0.2576553503588997,0.6583079236975184,0.656132803497232,eis,train_mean,0,2,0.6151799515555431,DM1_train_mean,780,2747,0.7826141012908662,condition_fold,eis_phase_1kHz,16,60,0.9679457517291591
-0.09020820452324098,0.5604983375004936,0.5588421413275799,eis,DH0_time_nominal,0,2,0.5182147885531596,DM2_ridge,780,2747,0.6470917358728876,condition_fold,eis_phase_1kHz,16,60,0.7286770073764635
-0.028452766022153474,0.47765583927906724,0.4790341191795114,eis,DH1_capacity_state,0,2,0.43740556618381554,DM2_ridge,780,2747,0.5421024831368324,condition_fold,eis_phase_1kHz,16,60,0.6767585124156216
-0.0653139771460829,0.3485047821166971,0.31129916692204723,eis,DH2_prior_same_diagnostic_state,0,2,0.3049008408504592,DM2_ridge,780,2747,0.3935994421572542,condition_fold,eis_phase_1kHz,16,60,0.5458289410348264
-0.023366717522770107,0.32942670798238444,0.28254137638467614,eis,DH3_capacity_plus_prior_same_diagnostic,0,2,0.28046181353066196,DM2_ridge,780,2747,0.35681056465319455,condition_fold,eis_phase_1kHz,16,60,0.6453002497313651
-0.04426644878186333,0.5134541021854433,0.49337403584623507,eis,DH0_time_nominal,0,2,0.4947727722008323,DM3_hist_gradient_boosting,780,2747,0.6279440996798044,condition_fold,eis_phase_1kHz,16,60,0.7452548108873781
0.0028171102632212858,0.40425648157241034,0.40047546827809977,eis,DH1_capacity_state,0,2,0.4045402740308648,DM3_hist_gradient_boosting,780,2747,0.5043718547447655,condition_fold,eis_phase_1kHz,16,60,0.5707599195594573
-0.01994567922999031,0.3179895892058967,0.31428930793223286,eis,DH2_prior_same_diagnostic_state,0,2,0.30301292168189653,DM3_hist_gradient_boosting,780,2747,0.3905395594853432,condition_fold,eis_phase_1kHz,16,60,0.47675089935477694
0.003675412876111414,0.2939831297611216,0.296412912285443,eis,DH3_capacity_plus_prior_same_diagnostic,0,2,0.28349196542932925,DM3_hist_gradient_boosting,780,2747,0.3647939958581309,condition_fold,eis_phase_1kHz,16,60,0.397107017386461
-5.985434599983199e-05,0.00018815415894653587,0.00015764190981432357,eis,persistence,0,2,0.0001376277052822193,DM0_persistence,780,2747,0.00020765798468895985,condition_fold,nyquist_im_peak_abs,16,60,0.0005250000000000003
3.7031915002846296e-05,0.00035222162341983675,0.00037660412930829183,eis,train_mean,0,2,0.0003576796705963614,DM1_train_mean,780,2747,0.0004451682988545384,condition_fold,nyquist_im_peak_abs,16,60,0.0005214858633660964
1.8456644984773968e-05,0.00040916437860984015,0.00041713656611597503,eis,DH0_time_nominal,0,2,0.0004127376907367647,DM2_ridge,780,2747,0.0005047159629777093,condition_fold,nyquist_im_peak_abs,16,60,0.0007355001985688756
8.024034365522153e-05,0.00045997573351047014,0.00042288222620130673,eis,DH1_capacity_state,0,2,0.0004449267280615911,DM2_ridge,780,2747,0.0005653178631861288,condition_fold,nyquist_im_peak_abs,16,60,0.0009045492329411872
2.8646120159111254e-05,0.0001950146063963608,0.00017192146252237956,eis,DH2_prior_same_diagnostic_state,0,2,0.0001701404730831191,DM2_ridge,780,2747,0.00023044457139482488,condition_fold,nyquist_im_peak_abs,16,60,0.0004101962626970409
5.899724764539611e-05,0.00024259228831261908,0.00021536330643280233,eis,DH3_capacity_plus_prior_same_diagnostic,0,2,0.00020133289589820496,DM2_ridge,780,2747,0.00026939927519915445,condition_fold,nyquist_im_peak_abs,16,60,0.00047237631576668585
6.736872420527601e-05,0.0004156817808774227,0.00040191380847699103,eis,DH0_time_nominal,0,2,0.0004346810726430886,DM3_hist_gradient_boosting,780,2747,0.0005978882949086941,condition_fold,nyquist_im_peak_abs,16,60,0.0010814042851046673
0.00010872419074103737,0.00044590106056959747,0.0004270799209773531,eis,DH1_capacity_state,0,2,0.0004298091511817882,DM3_hist_gradient_boosting,780,2747,0.0005548269711957794,condition_fold,nyquist_im_peak_abs,16,60,0.0009652670139036508
4.861734922573451e-05,0.000187838507474459,0.00019592052147635042,eis,DH2_prior_same_diagnostic_state,0,2,0.00017811958028856128,DM3_hist_gradient_boosting,780,2747,0.0002591282456514602,condition_fold,nyquist_im_peak_abs,16,60,0.00032412632686474474
7.732217453132825e-05,0.00020751611131184495,0.00017900295313065285,eis,DH3_capacity_plus_prior_same_diagnostic,0,2,0.00017573666231487917,DM3_hist_gradient_boosting,780,2747,0.0002627118852365659,condition_fold,nyquist_im_peak_abs,16,60,0.0004732443182088348
-0.0009467253638001363,0.0017672912068936813,0.0014235622605363986,eis,persistence,0,2,0.000994856687481915,DM0_persistence,780,2747,0.0015588377426038462,condition_fold,nyquist_semicircle_width_proxy,16,60,0.006350999999999997
-0.0010959709435934772,0.0028918175620659837,0.002389105441161634,eis,train_mean,0,2,0.0026465150364500204,DM1_train_mean,780,2747,0.0036387292773236365,condition_fold,nyquist_semicircle_width_proxy,16,60,0.007114162773765885
-0.0005875013718708876,0.0016335619608581463,0.0013250409648512306,eis,DH0_time_nominal,0,2,0.0012145330826406145,DM2_ridge,780,2747,0.0017348244243789938,condition_fold,nyquist_semicircle_width_proxy,16,60,0.0038303105598931284
-0.00017657775981789206,0.0013916730249531827,0.0011329223521881642,eis,DH1_capacity_state,0,2,0.0010203812299937475,DM2_ridge,780,2747,0.001419072257860753,condition_fold,nyquist_semicircle_width_proxy,16,60,0.0052483760720763925
-5.4397388644728055e-05,0.0010293278054350611,0.0008379714097753992,eis,DH2_prior_same_diagnostic_state,0,2,0.0007481100832658681,DM2_ridge,780,2747,0.001028888738616918,condition_fold,nyquist_semicircle_width_proxy,16,60,0.0031838946551861914
1.3925871236381558e-05,0.0010532339047462577,0.0008123353717413959,eis,DH3_capacity_plus_prior_same_diagnostic,0,2,0.0007238661365180555,DM2_ridge,780,2747,0.0009798874637577124,condition_fold,nyquist_semicircle_width_proxy,16,60,0.004111789474842833
