diagnostic_family,gain_10pct_rows,horizon_checkups,max_relative_gain,mean_gain,mean_relative_gain,min_gain,min_relative_gain,nonnegative_gain_rows,positive_gain_rows,reference_name,rows,split_name,target_name
eis,0,3,0.0869495732316834,0.03328483582038466,0.0869495732316834,0.03328483582038466,0.0869495732316834,1,1,prior_same_diagnostic,1,voltage_window_holdout_fold,eis_phase_1kHz
eis,1,5,0.19120327351441904,0.08468495887732658,0.19120327351441904,0.08468495887732658,0.19120327351441904,1,1,capacity_state,1,all,eis_phase_1kHz
eis,1,5,0.1254873436990007,0.051402491456866206,0.1254873436990007,0.051402491456866206,0.1254873436990007,1,1,persistence,1,all,eis_phase_1kHz
eis,0,5,0.07179299995471855,0.02770687875972344,0.07179299995471855,0.02770687875972344,0.07179299995471855,1,1,prior_same_diagnostic,1,all,eis_phase_1kHz
eis,1,5,0.1812923224135596,0.08151966973498354,0.1812923224135596,0.08151966973498354,0.1812923224135596,1,1,capacity_state,1,c_rate_holdout_fold,eis_phase_1kHz
eis,1,5,0.17771045630468188,0.07956097128760609,0.17771045630468188,0.07956097128760609,0.17771045630468188,1,1,persistence,1,c_rate_holdout_fold,eis_phase_1kHz
eis,1,5,0.13139991012544594,0.05569126212439579,0.13139991012544594,0.05569126212439579,0.13139991012544594,1,1,prior_same_diagnostic,1,c_rate_holdout_fold,eis_phase_1kHz
eis,1,5,0.1923452487911652,0.0808954943991877,0.1923452487911652,0.0808954943991877,0.1923452487911652,1,1,capacity_state,1,condition_fold,eis_phase_1kHz
eis,1,5,0.1447025827115114,0.05746821988724399,0.1447025827115114,0.05746821988724399,0.1447025827115114,1,1,persistence,1,condition_fold,eis_phase_1kHz
eis,0,5,0.057838752299329776,0.020852700292942394,0.057838752299329776,0.020852700292942394,0.057838752299329776,1,1,prior_same_diagnostic,1,condition_fold,eis_phase_1kHz
eis,1,5,0.17232831920973757,0.07279319903158549,0.17232831920973757,0.07279319903158549,0.17232831920973757,1,1,capacity_state,1,profile_holdout_fold,eis_phase_1kHz
eis,1,5,0.22182896981547465,0.09966334351876749,0.22182896981547465,0.09966334351876749,0.22182896981547465,1,1,persistence,1,profile_holdout_fold,eis_phase_1kHz
eis,1,5,0.19993433047885673,0.08736832037158604,0.19993433047885673,0.08736832037158604,0.19993433047885673,1,1,prior_same_diagnostic,1,profile_holdout_fold,eis_phase_1kHz
eis,1,5,0.18545173437996998,0.08340572564648374,0.18545173437996998,0.08340572564648374,0.18545173437996998,1,1,capacity_state,1,temperature_holdout_fold,eis_phase_1kHz
eis,0,5,0.08934059627428598,0.03593971751684555,0.08934059627428598,0.03593971751684555,0.08934059627428598,1,1,persistence,1,temperature_holdout_fold,eis_phase_1kHz
eis,0,5,0.02576714212542244,0.009689140849036382,0.02576714212542244,0.009689140849036382,0.02576714212542244,1,1,prior_same_diagnostic,1,temperature_holdout_fold,eis_phase_1kHz
eis,1,5,0.20175668602632815,0.0968725714908148,0.20175668602632815,0.0968725714908148,0.20175668602632815,1,1,capacity_state,1,voltage_window_holdout_fold,eis_phase_1kHz
eis,0,5,0.06382087385627869,0.02612834940203662,0.06382087385627869,0.02612834940203662,0.06382087385627869,1,1,persistence,1,voltage_window_holdout_fold,eis_phase_1kHz
eis,0,5,0.05411416258781703,0.021927059819304928,0.05411416258781703,0.021927059819304928,0.05411416258781703,1,1,prior_same_diagnostic,1,voltage_window_holdout_fold,eis_phase_1kHz
eis,1,1,0.5806821583360975,0.00045232644606746966,0.5806821583360975,0.00045232644606746966,0.5806821583360975,1,1,capacity_state,1,all,eis_z_abs_1kHz
eis,1,1,0.2798459320494661,0.00012692594910334665,0.2798459320494661,0.00012692594910334665,0.2798459320494661,1,1,persistence,1,all,eis_z_abs_1kHz
