beats_reference,candidate_feature_group,candidate_mean_mae,candidate_model_level,diagnostic_family,gain,horizon_checkups,reference_feature_group,reference_mean_mae,reference_model_level,reference_name,relative_gain,split_name,target_name
False,DH3_capacity_plus_prior_same_diagnostic,0.0013999794140984298,DM3_hist_gradient_boosting,eis,-1.252391787232173e-05,2,DH2_prior_same_diagnostic_state,0.001387455496226108,DM3_hist_gradient_boosting,prior_same_diagnostic,-0.009026536639471972,c_rate_holdout_fold,eis_z_abs_1kHz
True,DH3_capacity_plus_prior_same_diagnostic,0.0014961458505003441,DM3_hist_gradient_boosting,eis,4.3843839466467483e-05,3,DH1_capacity_state,0.0015399896899668116,DM3_hist_gradient_boosting,capacity_state,0.028470216230741367,c_rate_holdout_fold,eis_z_abs_1kHz
True,DH3_capacity_plus_prior_same_diagnostic,0.0014961458505003441,DM3_hist_gradient_boosting,eis,0.0006693757928902585,3,persistence,0.0021655216433906026,DM0_persistence,persistence,0.30910602760921974,c_rate_holdout_fold,eis_z_abs_1kHz
False,DH3_capacity_plus_prior_same_diagnostic,0.0014961458505003441,DM3_hist_gradient_boosting,eis,-6.410960499853534e-05,3,DH2_prior_same_diagnostic_state,0.0014320362455018088,DM3_hist_gradient_boosting,prior_same_diagnostic,-0.044768144102435264,c_rate_holdout_fold,eis_z_abs_1kHz
False,DH3_capacity_plus_prior_same_diagnostic,0.001957595150542056,DM3_hist_gradient_boosting,eis,-0.00024205023150879169,5,DH1_capacity_state,0.0017155449190332645,DM3_hist_gradient_boosting,capacity_state,-0.1410923309692122,c_rate_holdout_fold,eis_z_abs_1kHz
True,DH3_capacity_plus_prior_same_diagnostic,0.001957595150542056,DM3_hist_gradient_boosting,eis,0.0009075548494579437,5,persistence,0.00286515,DM0_persistence,persistence,0.31675648725474886,c_rate_holdout_fold,eis_z_abs_1kHz
False,DH3_capacity_plus_prior_same_diagnostic,0.001957595150542056,DM3_hist_gradient_boosting,eis,-0.00012558346515587635,5,DH2_prior_same_diagnostic_state,0.0018320116853861798,DM3_hist_gradient_boosting,prior_same_diagnostic,-0.06854948915317859,c_rate_holdout_fold,eis_z_abs_1kHz
True,DH3_capacity_plus_prior_same_diagnostic,0.00020896169355669468,DM3_hist_gradient_boosting,eis,0.0002448580782456768,1,DH1_capacity_state,0.00045381977180237147,DM3_hist_gradient_boosting,capacity_state,0.5395491634778466,c_rate_holdout_fold,nyquist_im_peak_abs
True,DH3_capacity_plus_prior_same_diagnostic,0.00020896169355669468,DM3_hist_gradient_boosting,eis,1.1679696078232388e-05,1,persistence,0.00022064138963492707,DM0_persistence,persistence,0.052935199952998835,c_rate_holdout_fold,nyquist_im_peak_abs
True,DH3_capacity_plus_prior_same_diagnostic,0.00020896169355669468,DM3_hist_gradient_boosting,eis,7.157087421976084e-06,1,DH2_prior_same_diagnostic_state,0.00021611878097867076,DM3_hist_gradient_boosting,prior_same_diagnostic,0.03311645285784965,c_rate_holdout_fold,nyquist_im_peak_abs
