model_level,feature_group,target,split_name,heldout_fold,primary_mae,sensitivity_mae,primary_minus_sensitivity_mae,primary_condition_mean_mae,sensitivity_condition_mean_mae,primary_minus_sensitivity_condition_mean_mae
L2_hist_gradient_boosting,F14_event_aggregate,capacity_Ah_k1,c_rate_holdout_fold,1,0.09755674259535295,0.10774039251952301,-0.010183649924170063,0.13157356792440153,0.13340958243181367,-0.001836014507412137
L2_hist_gradient_boosting,F14_event_aggregate,capacity_Ah_k1,condition_fold,0,0.031432757980280085,0.03265263520619724,-0.0012198772259171542,0.046329797862479094,0.050393978262295885,-0.004064180399816791
L2_hist_gradient_boosting,F14_event_aggregate,capacity_Ah_k1,condition_fold,1,0.02413198592871161,0.026545009854620084,-0.002413023925908475,0.04278559024704874,0.042456418878549916,0.00032917136849882483
L2_hist_gradient_boosting,F14_event_aggregate,capacity_Ah_k1,condition_fold,2,0.02592459268468812,0.02847455115576352,-0.0025499584710754024,0.0425649618847694,0.046175206733683645,-0.003610244848914243
L2_hist_gradient_boosting,F14_event_aggregate,capacity_Ah_k1,condition_fold,3,0.044294259541097454,0.04817754398957011,-0.0038832844484726556,0.08057078117878551,0.08869763530711956,-0.008126854128334055
L2_hist_gradient_boosting,F14_event_aggregate,capacity_Ah_k1,condition_fold,4,0.030569735632737943,0.03075386633379181,-0.00018413070105386883,0.06152716554563386,0.06304590580176497,-0.001518740256131114
L2_hist_gradient_boosting,F14_event_aggregate,capacity_Ah_k1,profile_holdout_fold,1,0.09233398350510785,0.10890498832655651,-0.01657100482144866,0.104286657659333,0.12818984222346927,-0.023903184564136273
L2_hist_gradient_boosting,F14_event_aggregate,capacity_Ah_k1,temperature_holdout_fold,1,0.03655517731767563,0.041491185282547006,-0.0049360079648713764,0.07784508459876045,0.08978206803653184,-0.011936983437771387
L2_hist_gradient_boosting,F14_event_aggregate,capacity_Ah_k1,temperature_holdout_fold,2,0.04647408050050503,0.046225159180330204,0.0002489213201748233,0.0642411303265696,0.06971507619245684,-0.005473945865887245
L2_hist_gradient_boosting,F14_event_aggregate,capacity_Ah_k1,voltage_window_holdout_fold,1,0.09238988074599276,0.09941407058636301,-0.007024189840370246,0.11893737782633,0.12400578052953844,-0.0050684027032084356
L2_hist_gradient_boosting,F14_event_aggregate,capacity_Ah_k1,voltage_window_holdout_fold,2,0.06663048085934523,0.08002722213618459,-0.01339674127683936,0.10728598598930565,0.12119608584031698,-0.013910099851011326
L2_hist_gradient_boosting,F14_event_aggregate,capacity_Ah_k1,voltage_window_holdout_fold,3,0.0579130001773889,0.07824675498546443,-0.020333754808075533,0.0579459830588469,0.07915191423821379,-0.021205931179366887
L2_hist_gradient_boosting,F14_event_aggregate,delta_capacity_Ah,c_rate_holdout_fold,1,0.07852481713777322,0.08484146146342345,-0.006316644325650225,0.09546361519432946,0.0919083021492914,0.003555313045038061
L2_hist_gradient_boosting,F14_event_aggregate,delta_capacity_Ah,condition_fold,0,0.02456395652239947,0.026428640701501818,-0.0018646841791023494,0.037151998494231786,0.04241531938403748,-0.005263320889805696
L2_hist_gradient_boosting,F14_event_aggregate,delta_capacity_Ah,condition_fold,1,0.02158049650177079,0.022098448240839987,-0.0005179517390691973,0.04182559456671073,0.039752734581262494,0.0020728599854482332
L2_hist_gradient_boosting,F14_event_aggregate,delta_capacity_Ah,condition_fold,2,0.020915182610857015,0.021855567962894094,-0.0009403853520370785,0.03434115107913387,0.03674356760040706,-0.0024024165212731888
L2_hist_gradient_boosting,F14_event_aggregate,delta_capacity_Ah,condition_fold,3,0.036141973233298576,0.037858317731101834,-0.0017163444978032585,0.06095291138483762,0.06423641598802991,-0.0032835046031922943
L2_hist_gradient_boosting,F14_event_aggregate,delta_capacity_Ah,condition_fold,4,0.02747051069664363,0.0313710279913312,-0.003900517294687572,0.04674589835165645,0.051975105296775216,-0.005229206945118768
L2_hist_gradient_boosting,F14_event_aggregate,delta_capacity_Ah,profile_holdout_fold,1,0.10318655587746096,0.09998389526662478,0.0032026606108361833,0.10957071288525212,0.11091390072875516,-0.0013431878435030409
L2_hist_gradient_boosting,F14_event_aggregate,delta_capacity_Ah,temperature_holdout_fold,1,0.028490185986223136,0.034135921173190316,-0.00564573518696718,0.0591278072161258,0.06602134527792274,-0.006893538061796933
L2_hist_gradient_boosting,F14_event_aggregate,delta_capacity_Ah,temperature_holdout_fold,2,0.03387208012495767,0.03471771890409202,-0.00084563877913435,0.04663479837569638,0.05215031515106763,-0.005515516775371251
L2_hist_gradient_boosting,F14_event_aggregate,delta_capacity_Ah,voltage_window_holdout_fold,1,0.08032461949796534,0.07734377371862855,0.0029808457793367854,0.09027377100738931,0.10195603734274865,-0.011682266335359334
L2_hist_gradient_boosting,F14_event_aggregate,delta_capacity_Ah,voltage_window_holdout_fold,2,0.08910589034409473,0.08551251117164205,0.003593379172452685,0.10804112905855977,0.11124743546187724,-0.0032063064033174687
L2_hist_gradient_boosting,F14_event_aggregate,delta_capacity_Ah,voltage_window_holdout_fold,3,0.028868032137175533,0.06799355461740958,-0.03912552248023404,0.028977479772394666,0.06756416081408019,-0.03858668104168553
L2_hist_gradient_boosting,F15_event_order_aware,capacity_Ah_k1,c_rate_holdout_fold,1,0.09789334838366677,0.10772960075156268,-0.009836252367895912,0.13027552746725635,0.13225858798939868,-0.001983060522142338
