auprc,auroc,brier,ece_10_bin,feature_group,group_field,group_value,model_level,negative_count,positive_count,row_count,split_name,target
,,1.658665809863381e-05,0.0024425121824116027,W1_state_time,lead_time_bin,right_censored_unknown,B6_hist_gradient_boosting_classifier,9,0,9,c_rate_holdout_fold,event_within_1_checkup
,,6.125775112540829e-08,0.00022912334024593187,W2_nominal,lead_time_bin,at_or_below_threshold_at_k,B6_hist_gradient_boosting_classifier,32,0,32,c_rate_holdout_fold,event_within_1_checkup
,,9.642031716129795e-07,0.0007128435479853984,W2_nominal,lead_time_bin,event_later_than_3_checkups,B6_hist_gradient_boosting_classifier,36,0,36,c_rate_holdout_fold,event_within_1_checkup
1.0,,0.4587302833704596,0.5301157757576531,W2_nominal,lead_time_bin,event_next_checkup,B6_hist_gradient_boosting_classifier,0,32,32,c_rate_holdout_fold,event_within_1_checkup
,,0.005276876718945969,0.023932433962343142,W2_nominal,lead_time_bin,event_within_2_checkups_not_next,B6_hist_gradient_boosting_classifier,32,0,32,c_rate_holdout_fold,event_within_1_checkup
,,0.0005234239008440493,0.007210342231551104,W2_nominal,lead_time_bin,event_within_3_checkups_not_1_or_2,B6_hist_gradient_boosting_classifier,16,0,16,c_rate_holdout_fold,event_within_1_checkup
,,4.8510652588688364e-05,0.004082194427866035,W2_nominal,lead_time_bin,right_censored_unknown,B6_hist_gradient_boosting_classifier,9,0,9,c_rate_holdout_fold,event_within_1_checkup
,,0.0059042683515357595,0.0768392370572207,prior_rate,lead_time_bin,at_or_below_threshold_at_k,B0_event_rate_prior,32,0,32,c_rate_holdout_fold,event_within_2_checkups
,,0.0059042683515357595,0.0768392370572207,prior_rate,lead_time_bin,event_later_than_3_checkups,B0_event_rate_prior,36,0,36,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.8522257942370943,0.9231607629427793,prior_rate,lead_time_bin,event_next_checkup,B0_event_rate_prior,0,32,32,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.8522257942370943,0.9231607629427793,prior_rate,lead_time_bin,event_within_2_checkups_not_next,B0_event_rate_prior,0,32,32,c_rate_holdout_fold,event_within_2_checkups
,,0.0059042683515357595,0.0768392370572207,prior_rate,lead_time_bin,event_within_3_checkups_not_1_or_2,B0_event_rate_prior,16,0,16,c_rate_holdout_fold,event_within_2_checkups
,,0.0059042683515357595,0.0768392370572207,prior_rate,lead_time_bin,right_censored_unknown,B0_event_rate_prior,9,0,9,c_rate_holdout_fold,event_within_2_checkups
,,0.5625,0.75,distance_to_threshold,lead_time_bin,at_or_below_threshold_at_k,B1_distance_to_threshold_rule,32,0,32,c_rate_holdout_fold,event_within_2_checkups
,,0.1096722635107544,0.16130790190735694,distance_to_threshold,lead_time_bin,event_later_than_3_checkups,B1_distance_to_threshold_rule,36,0,36,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.37168573064615523,0.5012091280653951,distance_to_threshold,lead_time_bin,event_next_checkup,B1_distance_to_threshold_rule,0,32,32,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.7089792549874154,0.7752554495912807,distance_to_threshold,lead_time_bin,event_within_2_checkups_not_next,B1_distance_to_threshold_rule,0,32,32,c_rate_holdout_fold,event_within_2_checkups
,,0.21116813548248187,0.29325613079019075,distance_to_threshold,lead_time_bin,event_within_3_checkups_not_1_or_2,B1_distance_to_threshold_rule,16,0,16,c_rate_holdout_fold,event_within_2_checkups
,,0.06282801490841866,0.10040871934604904,distance_to_threshold,lead_time_bin,right_censored_unknown,B1_distance_to_threshold_rule,9,0,9,c_rate_holdout_fold,event_within_2_checkups
,,0.6400000000000001,0.8,distance_to_threshold,lead_time_bin,at_or_below_threshold_at_k,B2_linear_extrapolation_to_threshold,32,0,32,c_rate_holdout_fold,event_within_2_checkups
,,0.3379303047101925,0.4305464729034212,distance_to_threshold,lead_time_bin,event_later_than_3_checkups,B2_linear_extrapolation_to_threshold,36,0,36,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.03999999999999998,0.19999999999999996,distance_to_threshold,lead_time_bin,event_next_checkup,B2_linear_extrapolation_to_threshold,0,32,32,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.5047502379555866,0.5923160762942778,distance_to_threshold,lead_time_bin,event_within_2_checkups_not_next,B2_linear_extrapolation_to_threshold,0,32,32,c_rate_holdout_fold,event_within_2_checkups
,,0.4400922541929928,0.555282697547684,distance_to_threshold,lead_time_bin,event_within_3_checkups_not_1_or_2,B2_linear_extrapolation_to_threshold,16,0,16,c_rate_holdout_fold,event_within_2_checkups
,,0.3556605203262496,0.45127459884953075,distance_to_threshold,lead_time_bin,right_censored_unknown,B2_linear_extrapolation_to_threshold,9,0,9,c_rate_holdout_fold,event_within_2_checkups
,,0.1378106569620775,0.3203684100205895,distance_to_threshold,lead_time_bin,at_or_below_threshold_at_k,B3_logistic_distance_baseline,32,0,32,c_rate_holdout_fold,event_within_2_checkups
,,0.008250865858166903,0.0858369861785433,distance_to_threshold,lead_time_bin,event_later_than_3_checkups,B3_logistic_distance_baseline,36,0,36,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.5860072766485988,0.750782518718226,distance_to_threshold,lead_time_bin,event_next_checkup,B3_logistic_distance_baseline,0,32,32,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.8196340263272264,0.9032629005918252,distance_to_threshold,lead_time_bin,event_within_2_checkups_not_next,B3_logistic_distance_baseline,0,32,32,c_rate_holdout_fold,event_within_2_checkups
,,0.016099981345791724,0.11414246428902197,distance_to_threshold,lead_time_bin,event_within_3_checkups_not_1_or_2,B3_logistic_distance_baseline,16,0,16,c_rate_holdout_fold,event_within_2_checkups
,,0.009540072017476583,0.08922068382742794,distance_to_threshold,lead_time_bin,right_censored_unknown,B3_logistic_distance_baseline,9,0,9,c_rate_holdout_fold,event_within_2_checkups
,,0.024489144082443355,0.14721883841953892,W0_capacity_state,lead_time_bin,at_or_below_threshold_at_k,B4_logistic_regression,32,0,32,c_rate_holdout_fold,event_within_2_checkups
,,0.00284786537401879,0.05228992931232691,W0_capacity_state,lead_time_bin,event_later_than_3_checkups,B4_logistic_regression,36,0,36,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.857727447167296,0.9260172758320605,W0_capacity_state,lead_time_bin,event_next_checkup,B4_logistic_regression,0,32,32,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.8934475992141424,0.945076057070861,W0_capacity_state,lead_time_bin,event_within_2_checkups_not_next,B4_logistic_regression,0,32,32,c_rate_holdout_fold,event_within_2_checkups
,,0.0036489741448309117,0.058610836074632224,W0_capacity_state,lead_time_bin,event_within_3_checkups_not_1_or_2,B4_logistic_regression,16,0,16,c_rate_holdout_fold,event_within_2_checkups
,,0.002617403242148095,0.05025729781598463,W0_capacity_state,lead_time_bin,right_censored_unknown,B4_logistic_regression,9,0,9,c_rate_holdout_fold,event_within_2_checkups
,,0.12364876952159014,0.3230082082384269,W1_state_time,lead_time_bin,at_or_below_threshold_at_k,B4_logistic_regression,32,0,32,c_rate_holdout_fold,event_within_2_checkups
,,0.009412040883963788,0.09444553649901866,W1_state_time,lead_time_bin,event_later_than_3_checkups,B4_logistic_regression,36,0,36,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.7118173629886488,0.8427445995560101,W1_state_time,lead_time_bin,event_next_checkup,B4_logistic_regression,0,32,32,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.8063555952996931,0.8971509301794549,W1_state_time,lead_time_bin,event_within_2_checkups_not_next,B4_logistic_regression,0,32,32,c_rate_holdout_fold,event_within_2_checkups
,,0.013116676782656043,0.11014321356910813,W1_state_time,lead_time_bin,event_within_3_checkups_not_1_or_2,B4_logistic_regression,16,0,16,c_rate_holdout_fold,event_within_2_checkups
,,0.009120428817254098,0.09273057553524874,W1_state_time,lead_time_bin,right_censored_unknown,B4_logistic_regression,9,0,9,c_rate_holdout_fold,event_within_2_checkups
,,0.2516522346506542,0.47609723110950253,W2_nominal,lead_time_bin,at_or_below_threshold_at_k,B4_logistic_regression,32,0,32,c_rate_holdout_fold,event_within_2_checkups
,,0.23521279894152267,0.4622930039539037,W2_nominal,lead_time_bin,event_later_than_3_checkups,B4_logistic_regression,36,0,36,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.09744348475117783,0.2689085200657491,W2_nominal,lead_time_bin,event_next_checkup,B4_logistic_regression,0,32,32,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.18065657814978964,0.4033205559733154,W2_nominal,lead_time_bin,event_within_2_checkups_not_next,B4_logistic_regression,0,32,32,c_rate_holdout_fold,event_within_2_checkups
,,0.33668269363041686,0.5582806585031801,W2_nominal,lead_time_bin,event_within_3_checkups_not_1_or_2,B4_logistic_regression,16,0,16,c_rate_holdout_fold,event_within_2_checkups
,,0.425927205687571,0.6361634591795271,W2_nominal,lead_time_bin,right_censored_unknown,B4_logistic_regression,9,0,9,c_rate_holdout_fold,event_within_2_checkups
,,0.024435303920635813,0.14708176084000243,W0_capacity_state,lead_time_bin,at_or_below_threshold_at_k,B5_ridge_logistic,32,0,32,c_rate_holdout_fold,event_within_2_checkups
,,0.0028514191092132834,0.052325996752159376,W0_capacity_state,lead_time_bin,event_later_than_3_checkups,B5_ridge_logistic,36,0,36,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.8577083100719409,0.9260072731629444,W0_capacity_state,lead_time_bin,event_next_checkup,B5_ridge_logistic,0,32,32,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.8933872858320157,0.9450444772208573,W0_capacity_state,lead_time_bin,event_within_2_checkups_not_next,B5_ridge_logistic,0,32,32,c_rate_holdout_fold,event_within_2_checkups
,,0.0036518752837100387,0.05863954000284258,W0_capacity_state,lead_time_bin,event_within_3_checkups_not_1_or_2,B5_ridge_logistic,16,0,16,c_rate_holdout_fold,event_within_2_checkups
,,0.002621065727858153,0.0502953721772778,W0_capacity_state,lead_time_bin,right_censored_unknown,B5_ridge_logistic,9,0,9,c_rate_holdout_fold,event_within_2_checkups
,,0.12230470531322232,0.3212130913028601,W1_state_time,lead_time_bin,at_or_below_threshold_at_k,B5_ridge_logistic,32,0,32,c_rate_holdout_fold,event_within_2_checkups
,,0.009366119306206731,0.0942359053562874,W1_state_time,lead_time_bin,event_later_than_3_checkups,B5_ridge_logistic,36,0,36,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.7128435370254399,0.8433669665137175,W1_state_time,lead_time_bin,event_next_checkup,B5_ridge_logistic,0,32,32,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.8068353451087282,0.8974295196640539,W1_state_time,lead_time_bin,event_within_2_checkups_not_next,B5_ridge_logistic,0,32,32,c_rate_holdout_fold,event_within_2_checkups
,,0.013032509431186215,0.10982260589965578,W1_state_time,lead_time_bin,event_within_3_checkups_not_1_or_2,B5_ridge_logistic,16,0,16,c_rate_holdout_fold,event_within_2_checkups
,,0.009078937206290596,0.0925392932352432,W1_state_time,lead_time_bin,right_censored_unknown,B5_ridge_logistic,9,0,9,c_rate_holdout_fold,event_within_2_checkups
,,0.2648982190262531,0.4911340139389687,W2_nominal,lead_time_bin,at_or_below_threshold_at_k,B5_ridge_logistic,32,0,32,c_rate_holdout_fold,event_within_2_checkups
,,0.2340322177366946,0.47708086197780203,W2_nominal,lead_time_bin,event_later_than_3_checkups,B5_ridge_logistic,36,0,36,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.13751434470691146,0.33963991876859967,W2_nominal,lead_time_bin,event_next_checkup,B5_ridge_logistic,0,32,32,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.14743432788432814,0.3609226977626341,W2_nominal,lead_time_bin,event_within_2_checkups_not_next,B5_ridge_logistic,0,32,32,c_rate_holdout_fold,event_within_2_checkups
,,0.3110542598749198,0.547503122131605,W2_nominal,lead_time_bin,event_within_3_checkups_not_1_or_2,B5_ridge_logistic,16,0,16,c_rate_holdout_fold,event_within_2_checkups
,,0.46158874158627466,0.678447022276409,W2_nominal,lead_time_bin,right_censored_unknown,B5_ridge_logistic,9,0,9,c_rate_holdout_fold,event_within_2_checkups
,,3.4921976399770464e-07,0.0005668871140123434,W0_capacity_state,lead_time_bin,at_or_below_threshold_at_k,B6_hist_gradient_boosting_classifier,32,0,32,c_rate_holdout_fold,event_within_2_checkups
,,0.0028656961668178326,0.03500812188622176,W0_capacity_state,lead_time_bin,event_later_than_3_checkups,B6_hist_gradient_boosting_classifier,36,0,36,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.7395042842103398,0.8185195429677578,W0_capacity_state,lead_time_bin,event_next_checkup,B6_hist_gradient_boosting_classifier,0,32,32,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.8922896587685683,0.9402395733651183,W0_capacity_state,lead_time_bin,event_within_2_checkups_not_next,B6_hist_gradient_boosting_classifier,0,32,32,c_rate_holdout_fold,event_within_2_checkups
,,0.0037894932238544516,0.040981674751122646,W0_capacity_state,lead_time_bin,event_within_3_checkups_not_1_or_2,B6_hist_gradient_boosting_classifier,16,0,16,c_rate_holdout_fold,event_within_2_checkups
,,0.0011361076321679063,0.02085787003838645,W0_capacity_state,lead_time_bin,right_censored_unknown,B6_hist_gradient_boosting_classifier,9,0,9,c_rate_holdout_fold,event_within_2_checkups
,,2.37641659653668e-07,0.0004834238339152113,W1_state_time,lead_time_bin,at_or_below_threshold_at_k,B6_hist_gradient_boosting_classifier,32,0,32,c_rate_holdout_fold,event_within_2_checkups
,,0.002843606619083519,0.03435730149701874,W1_state_time,lead_time_bin,event_later_than_3_checkups,B6_hist_gradient_boosting_classifier,36,0,36,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.2658877254592858,0.3609671345036556,W1_state_time,lead_time_bin,event_next_checkup,B6_hist_gradient_boosting_classifier,0,32,32,c_rate_holdout_fold,event_within_2_checkups
1.0,,0.7303809208972766,0.7919942945628825,W1_state_time,lead_time_bin,event_within_2_checkups_not_next,B6_hist_gradient_boosting_classifier,0,32,32,c_rate_holdout_fold,event_within_2_checkups
,,0.05515615781532505,0.11177269532457806,W1_state_time,lead_time_bin,event_within_3_checkups_not_1_or_2,B6_hist_gradient_boosting_classifier,16,0,16,c_rate_holdout_fold,event_within_2_checkups
,,0.01938523253185428,0.0777152208495396,W1_state_time,lead_time_bin,right_censored_unknown,B6_hist_gradient_boosting_classifier,9,0,9,c_rate_holdout_fold,event_within_2_checkups
,,2.95692490798616e-07,0.0005327825760256849,W2_nominal,lead_time_bin,at_or_below_threshold_at_k,B6_hist_gradient_boosting_classifier,32,0,32,c_rate_holdout_fold,event_within_2_checkups
,,0.00023712007822474854,0.008575542404707592,W2_nominal,lead_time_bin,event_later_than_3_checkups,B6_hist_gradient_boosting_classifier,36,0,36,c_rate_holdout_fold,event_within_2_checkups
