split_name,heldout_fold,parameter_set,aging_mode,nominal_temperature_C,voltage_window_family,nominal_charge_C_rate,nominal_discharge_C_rate,profile_label,train_conditions,nearest_parameter_set,nearest_distance,support_score,same_stressor_support_count,exact_nominal_match_count,low_support_flag,claim_scope
c_rate_holdout_fold,0,73,profile,25.0,approx_0_100,0.0,0.0,4,12,44,2.4060133000463653,0.29359838377213243,0,0,True,train_only_c_rate_support_overlap_diagnostic
c_rate_holdout_fold,0,74,profile,40.0,approx_0_100,0.0,0.0,2,12,56,2.4060133000463653,0.29359838377213243,0,0,True,train_only_c_rate_support_overlap_diagnostic
c_rate_holdout_fold,0,75,profile,40.0,approx_0_100,0.0,0.0,3,12,56,2.4060133000463653,0.29359838377213243,0,0,True,train_only_c_rate_support_overlap_diagnostic
c_rate_holdout_fold,0,76,profile,40.0,approx_0_100,0.0,0.0,4,12,56,2.4060133000463653,0.29359838377213243,0,0,True,train_only_c_rate_support_overlap_diagnostic
c_rate_holdout_fold,1,20,cyclic,0.0,approx_0_100,1.67,1.0,0,64,19,0.6699999999999999,0.5988023952095809,0,0,False,train_only_c_rate_support_overlap_diagnostic
c_rate_holdout_fold,1,24,cyclic,0.0,approx_10_100,1.67,1.0,0,64,23,0.6699999999999999,0.5988023952095809,0,0,False,train_only_c_rate_support_overlap_diagnostic
c_rate_holdout_fold,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,64,27,0.6699999999999999,0.5988023952095809,0,0,False,train_only_c_rate_support_overlap_diagnostic
c_rate_holdout_fold,1,32,cyclic,10.0,approx_0_100,1.67,1.0,0,64,31,0.6699999999999999,0.5988023952095809,0,0,False,train_only_c_rate_support_overlap_diagnostic
c_rate_holdout_fold,1,36,cyclic,10.0,approx_10_100,1.67,1.0,0,64,35,0.6699999999999999,0.5988023952095809,0,0,False,train_only_c_rate_support_overlap_diagnostic
c_rate_holdout_fold,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,64,39,0.6699999999999999,0.5988023952095809,0,0,False,train_only_c_rate_support_overlap_diagnostic
c_rate_holdout_fold,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,64,43,0.6699999999999999,0.5988023952095809,0,0,False,train_only_c_rate_support_overlap_diagnostic
c_rate_holdout_fold,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,64,47,0.6699999999999999,0.5988023952095809,0,0,False,train_only_c_rate_support_overlap_diagnostic
c_rate_holdout_fold,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,64,51,0.6699999999999999,0.5988023952095809,0,0,False,train_only_c_rate_support_overlap_diagnostic
c_rate_holdout_fold,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,64,55,0.6699999999999999,0.5988023952095809,0,0,False,train_only_c_rate_support_overlap_diagnostic
c_rate_holdout_fold,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,64,59,0.6699999999999999,0.5988023952095809,0,0,False,train_only_c_rate_support_overlap_diagnostic
c_rate_holdout_fold,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,64,63,0.6699999999999999,0.5988023952095809,0,0,False,train_only_c_rate_support_overlap_diagnostic
