target,model_level,feature_group,heldout_fold,parameter_set,aging_mode,nominal_temperature_C,voltage_window_family,nominal_charge_C_rate,nominal_discharge_C_rate,profile_label,rows,cells,mae,rmse,mean_signed_error,median_abs_error,mean_y_true,mean_y_pred,support_score,nearest_distance,nearest_parameter_set,same_stressor_support_count,exact_nominal_match_count,claim_scope
delta_capacity_Ah,L2_hist_gradient_boosting,F7_c_rate_focused,1,20,cyclic,0.0,approx_0_100,1.67,1.0,0,6,3,0.21957075208964083,0.22697913363154965,0.21957075208964083,0.21950430611598493,-0.48400216666666673,-0.2644314145770259,0.5988023952095809,0.6699999999999999,19,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F5_log_age_histograms,1,32,cyclic,10.0,approx_0_100,1.67,1.0,0,6,3,0.2192951227743526,0.23194572620817552,0.2192951227743526,0.22571587505349522,2.1861891666666664,2.4054842894410196,0.5988023952095809,0.6699999999999999,31,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,1,24,cyclic,0.0,approx_10_100,1.67,1.0,0,4,3,0.2188252175572821,0.2343073972421792,0.2188252175572821,0.1835276843392512,-0.4024384999999999,-0.18361328244271782,0.5988023952095809,0.6699999999999999,23,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F7_c_rate_focused,1,24,cyclic,0.0,approx_10_100,1.67,1.0,0,4,3,0.21866726774252904,0.22284268394935933,0.21866726774252904,0.20509403819425953,-0.4024384999999999,-0.18377123225747088,0.5988023952095809,0.6699999999999999,23,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F6_coupled_stress,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.21807545150990615,0.3015691219033014,0.21807545150990615,0.14538609109380252,2.3893815000000003,2.607456951509906,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F6_coupled_stress,1,36,cyclic,10.0,approx_10_100,1.67,1.0,0,6,3,0.2158290472215679,0.26909534729427464,0.2158290472215679,0.22164667571504287,-0.5571718333333334,-0.3413427861117655,0.5988023952095809,0.6699999999999999,35,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,36,cyclic,10.0,approx_10_100,1.67,1.0,0,6,3,0.21193834940315578,0.26301759161571237,0.21193834940315578,0.2105791234032221,-0.5571718333333334,-0.3452334839301776,0.5988023952095809,0.6699999999999999,35,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.2108614454145276,0.28210267171550074,0.2108614454145276,0.1397477511762643,-0.4149285,-0.20406705458547236,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.20975641273397924,0.38646648273615763,0.1798111830769594,0.061481617103368524,2.38237525,2.5621864330769593,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.20946714153963408,0.2657051710463853,0.20946714153963408,0.13049487405706528,-0.4149285,-0.20546135846036587,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.20856107568427684,0.2768769573085749,0.20856107568427684,0.12244137983240437,-0.4149285,-0.2063674243157231,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F6_coupled_stress,1,20,cyclic,0.0,approx_0_100,1.67,1.0,0,6,3,0.20838493451063336,0.215493287862112,0.20838493451063336,0.22094492075656536,2.2150708333333333,2.4234557678439668,0.5988023952095809,0.6699999999999999,19,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.20661212604959803,0.2716247330831125,0.20661212604959803,0.1252705337369442,-0.4149285,-0.2083163739504019,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.20623415196051678,0.28788176447462954,0.20623415196051678,0.13693741823585448,2.3893815000000003,2.5956156519605167,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.20374188869939958,0.28046037888292136,0.20374188869939958,0.1258417670178884,2.3893815000000003,2.5931233886993996,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.20334778815948773,0.3859058952259122,0.18501503748946763,0.043217323990718315,2.38237525,2.567390287489468,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.20190972300600463,0.26996037068887024,0.20190972300600463,0.14067613365551862,-0.4149285,-0.21301877699399532,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F9_event_segmented_stress,1,24,cyclic,0.0,approx_10_100,1.67,1.0,0,4,3,0.19698098522879948,0.199503553728723,0.19698098522879948,0.198129579152291,2.45924325,2.6562242352287995,0.5988023952095809,0.6699999999999999,23,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.1952091041483659,0.282477868614365,0.19096676751553918,0.1252537206496651,2.3893815000000003,2.5803482675155394,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.1949483095254844,0.2962806037816875,0.19277937171337226,0.09595037378430193,2.3893815000000003,2.582160871713372,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,20,cyclic,0.0,approx_0_100,1.67,1.0,0,6,3,0.193505570859936,0.2014083003555984,0.055440165503373745,0.19585493660140624,-0.48400216666666673,-0.42856200116329296,0.5988023952095809,0.6699999999999999,19,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F5_log_age_histograms,1,32,cyclic,10.0,approx_0_100,1.67,1.0,0,6,3,0.19320092146558168,0.19692222651061736,0.19320092146558168,0.196701976593336,-0.5564216666666667,-0.363220745201085,0.5988023952095809,0.6699999999999999,31,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F7_c_rate_focused,1,20,cyclic,0.0,approx_0_100,1.67,1.0,0,6,3,0.19313720507428359,0.20041605873933166,0.19313720507428359,0.2083065937322327,2.2150708333333333,2.4082080384076168,0.5988023952095809,0.6699999999999999,19,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F9_event_segmented_stress,1,24,cyclic,0.0,approx_10_100,1.67,1.0,0,4,3,0.1930411994955492,0.21979743851417524,0.1930411994955492,0.1577128822229894,-0.4024384999999999,-0.20939730050445074,0.5988023952095809,0.6699999999999999,23,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,20,cyclic,0.0,approx_0_100,1.67,1.0,0,6,3,0.191864067151544,0.20133695006495844,0.191864067151544,0.21348161871166738,2.2150708333333333,2.4069349004848775,0.5988023952095809,0.6699999999999999,19,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F7_c_rate_focused,1,24,cyclic,0.0,approx_10_100,1.67,1.0,0,4,3,0.19091002939776625,0.19222316448035978,0.19091002939776625,0.19292813311927004,2.45924325,2.6501532793977662,0.5988023952095809,0.6699999999999999,23,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.19068589493963906,0.2863413420629216,0.19068589493963906,0.10113560060894256,2.3893815000000003,2.5800673949396393,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.18872139796795256,0.3694752847924847,0.1823052109334687,0.022667900253781514,2.38237525,2.564680460933469,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.18826212286593186,0.3705658121251348,0.16692115050150208,0.030630072650280088,-0.266787875,-0.09986672449849793,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.18734484703576235,0.3340594107336919,0.12230092229552438,0.04309060741026234,-0.266787875,-0.14448695270447562,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,32,cyclic,10.0,approx_0_100,1.67,1.0,0,6,3,0.1858411304557039,0.1950772362431522,0.1858411304557039,0.1852854121746304,-0.5564216666666667,-0.3705805362109628,0.5988023952095809,0.6699999999999999,31,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F6_coupled_stress,1,32,cyclic,10.0,approx_0_100,1.67,1.0,0,6,3,0.18568872841757356,0.18749388162426037,0.18568872841757356,0.18583899425446176,-0.5564216666666667,-0.37073293824909315,0.5988023952095809,0.6699999999999999,31,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.18380042963367127,0.2593348835961367,0.17563989487032639,0.12739928371322717,2.3893815000000003,2.5650213948703264,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,1,24,cyclic,0.0,approx_10_100,1.67,1.0,0,4,3,0.18127265385959357,0.1940744004660465,0.18127265385959357,0.16449619075731126,-0.4024384999999999,-0.22116584614040635,0.5988023952095809,0.6699999999999999,23,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,1,24,cyclic,0.0,approx_10_100,1.67,1.0,0,4,3,0.18024529137782574,0.19147812098158742,0.18024529137782574,0.161673878526868,-0.4024384999999999,-0.22219320862217418,0.5988023952095809,0.6699999999999999,23,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.1798502147374803,0.3476386368110108,0.1489754778005828,0.027252025218803058,-0.266787875,-0.1178123971994172,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F5_log_age_histograms,1,20,cyclic,0.0,approx_0_100,1.67,1.0,0,6,3,0.1796799497245337,0.19906205659816378,0.1796799497245337,0.19990251479635968,2.2150708333333333,2.394750783057867,0.5988023952095809,0.6699999999999999,19,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.17812425708549298,0.3085533795423086,0.16866183802258053,0.05034393577372853,2.3044436923076925,2.473105530330273,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,20,cyclic,0.0,approx_0_100,1.67,1.0,0,6,3,0.17642527061430222,0.18170481970472238,0.17642527061430222,0.1808048704086992,2.2150708333333333,2.3914961039476355,0.5988023952095809,0.6699999999999999,19,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F6_coupled_stress,1,24,cyclic,0.0,approx_10_100,1.67,1.0,0,4,3,0.17453120278750067,0.17862389579205684,0.17453120278750067,0.18386556160428635,2.45924325,2.6337744527875007,0.5988023952095809,0.6699999999999999,23,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.17435937352527417,0.3368133963772653,0.13503974721603715,0.026958190597686678,-0.266787875,-0.13174812778396286,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.17413627315968352,0.2535541996598646,0.17413627315968352,0.07522915894967312,-0.4149285,-0.24079222684031643,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.1737574395281956,0.2897865913088013,0.1737574395281956,0.07491217436079703,-0.30324830769230765,-0.129490868164112,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.17250588591372773,0.22880078661769795,0.17250588591372773,0.10377959031283668,2.3678924444444447,2.540398330358172,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.1720166346690452,0.3071139132412695,0.1561285111237144,0.05607865445862181,2.3044436923076925,2.460572203431407,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,20,cyclic,0.0,approx_0_100,1.67,1.0,0,6,3,0.1719143683838733,0.18409545848733574,0.1719143683838733,0.17738059123969008,2.2150708333333333,2.3869852017172066,0.5988023952095809,0.6699999999999999,19,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F5_log_age_histograms,1,24,cyclic,0.0,approx_10_100,1.67,1.0,0,4,3,0.1694755979609696,0.1708508033930341,0.1694755979609696,0.1692752581972435,-0.4024384999999999,-0.23296290203903033,0.5988023952095809,0.6699999999999999,23,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F7_c_rate_focused,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.1690759222912678,0.229274926713067,0.1690759222912678,0.08663288272728331,2.3893815000000003,2.558457422291268,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.16856571675113258,0.249977518601481,0.16245212922649008,0.040768284114651304,-0.3021248888888889,-0.1396727596623988,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,24,cyclic,0.0,approx_10_100,1.67,1.0,0,4,3,0.1673318437915723,0.17072281242613296,0.1673318437915723,0.1757356906284715,2.45924325,2.6265750937915726,0.5988023952095809,0.6699999999999999,23,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F7_c_rate_focused,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.16646339104809696,0.2301754301726886,0.09124203668095271,0.07374437171279383,-0.3021248888888889,-0.21088285220793615,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.1660466078684968,0.3072470473133784,0.14440667746756114,0.04514875625590431,2.38237525,2.526781927467561,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F5_log_age_histograms,1,24,cyclic,0.0,approx_10_100,1.67,1.0,0,4,3,0.16573266198913394,0.1737638241267107,0.16573266198913394,0.18189253963574625,2.45924325,2.624975911989134,0.5988023952095809,0.6699999999999999,23,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F6_coupled_stress,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.1625841125126215,0.32030595840108633,0.14464827860945162,0.028128822464147163,2.38237525,2.5270235286094516,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.1625640558304689,0.2839276872325656,0.1360330137343725,0.059815682095318845,2.3044436923076925,2.4404767060420647,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,24,cyclic,0.0,approx_10_100,1.67,1.0,0,4,3,0.1615846721623137,0.1691525492285313,0.1615846721623137,0.15543421450680966,-0.4024384999999999,-0.24085382783768622,0.5988023952095809,0.6699999999999999,23,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.1607025627457324,0.30639777200577767,0.14442781493074208,0.026614956982109916,2.38237525,2.5268030649307422,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.16043614788013522,0.310243697893843,0.1461786650095282,0.027849546836656414,2.38237525,2.528553915009528,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F6_coupled_stress,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.16018315122347054,0.3145749625020116,0.12458365009934685,0.02135576365933438,-0.266787875,-0.14220422490065315,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F7_c_rate_focused,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.15999163505573855,0.2196978880461823,0.15999163505573855,0.09842832835092011,-0.4149285,-0.25493686494426143,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,24,cyclic,0.0,approx_10_100,1.67,1.0,0,4,3,0.15975800529420647,0.1604287520590004,0.15975800529420647,0.154815089887697,2.45924325,2.6190012552942066,0.5988023952095809,0.6699999999999999,23,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F7_c_rate_focused,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.15963840489735975,0.2841938077573457,0.07533772606036343,0.03319476675577083,-0.266787875,-0.19145014893963658,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.15742514209333786,0.31906917445718236,0.13620728918591737,0.023818428084700395,-0.266787875,-0.13058058581408263,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.15727251785488938,0.26397498439887535,0.15215143940925033,0.062442969299744175,-0.30324830769230765,-0.15109686828305732,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F6_coupled_stress,1,24,cyclic,0.0,approx_10_100,1.67,1.0,0,4,3,0.15684684361523582,0.15776974392071363,0.15684684361523582,0.16239019670782723,-0.4024384999999999,-0.2455916563847641,0.5988023952095809,0.6699999999999999,23,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F9_event_segmented_stress,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.15616839803551405,0.21281538227134097,0.15616839803551405,0.10265021862859113,-0.4149285,-0.2587601019644859,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.1558187299561247,0.30850045145720406,0.12486018017403636,0.01726920558153678,-0.266787875,-0.14192769482596365,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.15513144602031168,0.26787375764850757,0.15250234147261066,0.050102702318189585,-0.30324830769230765,-0.150745966219697,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,20,cyclic,0.0,approx_0_100,1.67,1.0,0,6,3,0.15489527503459252,0.19999088749621888,0.15263578396606056,0.1593679030213359,-0.48400216666666673,-0.3313663827006062,0.5988023952095809,0.6699999999999999,19,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F7_c_rate_focused,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.15476783184209647,0.3026501771902479,0.11138991212299867,0.023905576155483388,2.38237525,2.493765162122999,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,24,cyclic,0.0,approx_10_100,1.67,1.0,0,4,3,0.15435262638693859,0.15488901684371517,0.15435262638693859,0.15106338190319502,2.45924325,2.6135958763869387,0.5988023952095809,0.6699999999999999,23,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.1540704504752064,0.31351216461272663,0.13958929500886144,0.025793430491029667,2.38237525,2.5219645450088617,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.15392438932745608,0.18313404761459037,0.0035309483067073166,0.22282370993777223,-0.3021248888888889,-0.2985939405821816,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.15340688277167064,0.2314465726360739,0.1527592988457622,0.033701182356302206,-0.3021248888888889,-0.14936559004312666,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.1532095838566072,0.274223116738695,0.13202354120852658,0.0410608679388309,2.3044436923076925,2.4364672335162187,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.1526683590560733,0.285778012574736,0.1504891583600675,0.0212693441320293,2.3044436923076925,2.4549328506677597,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.15207666849445783,0.24843717060235276,0.10593158852969278,0.07608191648832241,2.3044436923076925,2.410375280837385,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.14939961177050548,0.2634061608829879,0.08581014476858685,0.03039360752396192,2.38237525,2.468185394768587,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F6_coupled_stress,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.14911037636424418,0.282774177490904,0.14149157982716074,0.036572323874181745,2.3044436923076925,2.4459352721348533,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.14905121622637077,0.19374462426224742,0.14905121622637077,0.09151257675334004,-0.309043,-0.15999178377362924,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,24,cyclic,0.0,approx_10_100,1.67,1.0,0,4,3,0.14820161560906547,0.15012918465292086,0.14820161560906547,0.14910018588998458,-0.4024384999999999,-0.25423688439093445,0.5988023952095809,0.6699999999999999,23,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.1480711944634789,0.22922444876207654,0.13119044099412847,0.02483772563020703,-0.3021248888888889,-0.17093444789476042,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.14764620386179658,0.2319959818820278,0.14764620386179658,0.05812726093877263,2.3678924444444447,2.515538648306241,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
