target,model_level,feature_group,heldout_fold,parameter_set,aging_mode,nominal_temperature_C,voltage_window_family,nominal_charge_C_rate,nominal_discharge_C_rate,profile_label,rows,cells,mae,rmse,mean_signed_error,median_abs_error,mean_y_true,mean_y_pred,support_score,nearest_distance,nearest_parameter_set,same_stressor_support_count,exact_nominal_match_count,claim_scope
capacity_Ah_k1,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.1474089691190151,0.26744733599342435,0.09260297246365892,0.02218404405430663,2.38237525,2.474978222463659,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F9_event_segmented_stress,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.1467287724449203,0.19375274275788332,0.1467287724449203,0.09747968285243913,2.3893815000000003,2.5361102724449203,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.14626683047500819,0.2507291292564919,0.14626683047500819,0.04746760004945455,-0.30324830769230765,-0.15698147721729946,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.14511499239441403,0.2072197768825818,0.14511499239441403,0.05767432596498434,2.3893815000000003,2.534496492394414,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F5_log_age_histograms,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.1450422257825303,0.25827251323042766,0.08348334298656973,0.03149024107999843,2.38237525,2.46585859298657,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F9_event_segmented_stress,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.1448978422923872,0.22793102351924052,0.04006836251554721,0.0427598324767568,-0.266787875,-0.2267195124844528,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F6_coupled_stress,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.14362228307536362,0.23325746180533277,0.13938797923544108,0.0124701856163498,-0.3021248888888889,-0.16273690965344778,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F6_coupled_stress,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.14353291730878337,0.257586916212055,0.14242422411493946,0.046377730715451204,-0.30324830769230765,-0.1608240835773682,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.1428228077559876,0.21027644877504,0.1428228077559876,0.052473086749990294,2.3678924444444447,2.5107152522004323,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F6_coupled_stress,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.142645102048105,0.2491152673791823,0.08019178358224781,0.03675861984214723,2.38237525,2.462567033582248,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F5_log_age_histograms,1,20,cyclic,0.0,approx_0_100,1.67,1.0,0,6,3,0.14200742663311172,0.178676385355687,0.13805093151238593,0.1448259419081034,-0.48400216666666673,-0.34595123515428083,0.5988023952095809,0.6699999999999999,19,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.14112080962521523,0.2795474256936397,0.11180485603929771,0.019954617910658876,-0.266787875,-0.1549830189607023,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,36,cyclic,10.0,approx_10_100,1.67,1.0,0,6,3,0.1409193254875654,0.16801524992515773,0.1409193254875654,0.13794898744034934,-0.5571718333333334,-0.416252507845768,0.5988023952095809,0.6699999999999999,35,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,24,cyclic,0.0,approx_10_100,1.67,1.0,0,4,3,0.14044288099486807,0.14568978431461133,0.1015009647559324,0.15061509008501367,-0.4024384999999999,-0.3009375352440675,0.5988023952095809,0.6699999999999999,23,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,20,cyclic,0.0,approx_0_100,1.67,1.0,0,6,3,0.1403528862389085,0.16322889936193605,0.1403528862389085,0.149680402497597,-0.48400216666666673,-0.3436492804277583,0.5988023952095809,0.6699999999999999,19,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.1395377980464138,0.24261835991442582,0.1395377980464138,0.06931215071780619,-0.30324830769230765,-0.16371050964589384,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F9_event_segmented_stress,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.13941776530026817,0.17774001747794635,0.049161292760795915,0.08799129642622353,-0.3021248888888889,-0.25296359612809294,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F6_coupled_stress,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.13867061505493,0.19390017337724902,0.13638057637211556,0.08617401010703807,2.3678924444444447,2.50427302081656,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.13859123399436635,0.18689161888729205,0.12924765127292204,0.08766228745365146,2.2329524000000003,2.362200051272922,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.13728665899671036,0.20165438348117337,0.11863336542323973,0.05484783453798883,-0.3021248888888889,-0.18349152346564915,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,32,cyclic,10.0,approx_0_100,1.67,1.0,0,6,3,0.1368558333134435,0.13973518920965503,0.1368558333134435,0.13591950277459497,-0.5564216666666667,-0.4195658333532232,0.5988023952095809,0.6699999999999999,31,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F9_event_segmented_stress,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.1364246813140594,0.26011998235987394,0.10920933208758091,0.025794062614761026,2.38237525,2.491584582087581,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F7_c_rate_focused,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.13636292577537606,0.17140737463710978,0.057341369510069934,0.11846400643841437,2.3678924444444447,2.4252338139545144,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F7_c_rate_focused,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.1360842688039707,0.2248217073982053,0.10242987133391963,0.048122382511232686,2.3044436923076925,2.4068735636416116,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.13392154648774057,0.26006672354706406,0.12482999550834799,0.026385101611489326,2.3044436923076925,2.4292736878160404,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.1332780036749153,0.16320030233350025,0.030515293919972875,0.1190152622787739,2.3678924444444447,2.3984077383644173,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.1328780428064532,0.2494751375547648,0.12722840285459752,0.03098702576463283,-0.30324830769230765,-0.17601990483771013,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F6_coupled_stress,1,20,cyclic,0.0,approx_0_100,1.67,1.0,0,6,3,0.13273039576882664,0.17951848840366752,0.13068058985025918,0.1312081522861742,-0.48400216666666673,-0.3533215768164076,0.5988023952095809,0.6699999999999999,19,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F5_log_age_histograms,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.1315329355893193,0.22206433541281081,0.025792037840247386,0.03627657667011525,-0.266787875,-0.24099583715975262,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.1311325995091136,0.186028332775347,0.1271057359891986,0.06777356773085152,2.3678924444444447,2.494998180433643,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.13105580982461823,0.2101835851923732,0.06803041597722428,0.07894901878245575,2.3044436923076925,2.3724741082849166,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.1301203114532977,0.20474476677662604,0.015243362161134729,0.039564823742399724,-0.266787875,-0.25154451283886525,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.1284056043481307,0.21788170907363327,0.03240720022750878,0.029062380878735923,-0.266787875,-0.23438067477249122,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.12827145569477108,0.2521544005870407,0.12540040268871616,0.01755123831076777,-0.30324830769230765,-0.1778479050035915,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.12702712406580682,0.177398629261533,0.12702712406580682,0.06519305094176192,-0.309043,-0.1820158759341932,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.1262324891925194,0.17024282198008775,0.11074365186602766,0.057119035266381596,-0.309043,-0.19829934813397235,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.12506627543460072,0.17365926926511657,0.12506627543460072,0.04973880117031548,2.3893815000000003,2.5144477754346006,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.12428578263058518,0.18708810540795784,0.10141735108141046,0.052968364455624944,-0.3021248888888889,-0.2007075378074784,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F6_coupled_stress,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.12113745010012338,0.17945322845397413,0.12113745010012338,0.04389666620773269,2.3893815000000003,2.5105189501001237,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F6_coupled_stress,1,60,cyclic,40.0,approx_10_100,1.67,1.0,0,16,3,0.12113274700126844,0.18837167197917257,0.00853833756902717,0.039617161484504934,-0.266787875,-0.25824953743097284,0.5988023952095809,0.6699999999999999,59,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.12028278508961304,0.1693156789462016,0.1032694047426552,0.05202070435749162,2.2329524000000003,2.3362218047426553,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.1178663669068155,0.17830693242748258,0.09375210554067115,0.0569441653462843,-0.3021248888888889,-0.20837278334821774,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F7_c_rate_focused,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.1156994472739771,0.2168385951122212,0.10803939013795544,0.036176985783142906,-0.30324830769230765,-0.1952089175543522,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.11556654580450523,0.16321877986463448,0.1100067027528891,0.06337234093402278,-0.309043,-0.19903629724711092,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F5_log_age_histograms,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.11071370426660516,0.1636183231328462,0.11071370426660516,0.03854895525668289,2.3893815000000003,2.5000952042666054,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.11064400975276155,0.1527968085586523,0.10238147162175087,0.051596233185511764,2.3678924444444447,2.4702739160661955,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F6_coupled_stress,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.11046106151337244,0.1580544712398172,0.10608845744266943,0.03635748585591786,-0.309043,-0.2029545425573306,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F9_event_segmented_stress,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.1096883876007127,0.14431320280996698,0.04460662916376639,0.08150258907519126,2.3678924444444447,2.412499073608211,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.1085274080092568,0.1527108169303818,0.10119136624474494,0.04667469257716106,2.3893815000000003,2.490572866244745,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F7_c_rate_focused,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.10851569001836087,0.1545173509226775,0.07670021350567773,0.07847697640071717,-0.309043,-0.2323427864943223,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.10833767455494196,0.15799248125074533,0.09294818965103126,0.041110059072233085,2.2329524000000003,2.3259005896510314,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.10658421930236466,0.1579770376996309,0.08705439864243861,0.049029330189985565,2.3678924444444447,2.454946843086883,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F5_log_age_histograms,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.10245694433960886,0.14833159982166852,0.06317046676360033,0.06076147363071627,2.3678924444444447,2.431062911208045,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.09976819291719877,0.1383964403664782,0.07144630343886854,0.053763745561101445,-0.309043,-0.23759669656113147,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.0982677505065678,0.13767790790442797,0.0882155255789818,0.06415533512335825,-0.16491580000000003,-0.07670027442101825,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F6_coupled_stress,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.09786821023736948,0.1246238514117274,0.09786821023736948,0.058999339432849296,-0.4149285,-0.3170602897626305,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.09712411824512417,0.14051608157615214,0.09481835101839813,0.05502547424810966,-0.309043,-0.2142246489816019,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.09652645435327967,0.11426262355191133,0.05466013939016778,0.06521503099439374,-0.4149285,-0.3602683606098322,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F5_log_age_histograms,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.0956954477556141,0.1320208341864968,0.0956954477556141,0.050755055437608304,-0.4149285,-0.31923305224438586,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F5_log_age_histograms,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.09273987602261181,0.16031689739944024,0.060192897603667146,0.028958405286710676,2.3044436923076925,2.3646365899113593,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F9_event_segmented_stress,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.0915311644179852,0.16746178705546927,0.08465317160543893,0.021756602388838697,2.3044436923076925,2.389096863913131,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.09077981843904971,0.15426277612095715,0.06177161154787774,0.034796008749518936,2.3044436923076925,2.36621530385557,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,44,cyclic,25.0,approx_0_100,1.67,1.0,0,6,3,0.08976077844054547,0.11793011895051389,0.08976077844054547,0.05995442265787705,-0.4149285,-0.32516772155945445,0.5988023952095809,0.6699999999999999,43,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F6_coupled_stress,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.08643952288755126,0.1506461377320184,0.05792986005827697,0.03373660950910029,2.3044436923076925,2.3623735523659692,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.08598616051792822,0.12948345581922469,0.04229660807005625,0.04261903179347082,-0.15166739285714284,-0.10937078478708662,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.08531856239634297,0.11765908155578567,0.04454862068861707,0.06695989962353432,2.6386577,2.683206320688617,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.08510656231168667,0.1402266698962563,0.0740254253715571,0.03938306164276184,2.342058464285714,2.4160838896572714,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.08306649704282495,0.14367942582577012,0.07710373691241154,0.035617214078187104,-0.30324830769230765,-0.2261445707798961,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.08277017685309729,0.1231748447787361,0.07323930643362239,0.024396507915640075,2.2329524000000003,2.3061917064336224,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.08117619308999537,0.11747583545082252,0.06903678270902373,0.03069218281319941,2.2329524000000003,2.3019891827090238,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.08104773569256121,0.12920728965472436,0.06658621402576598,0.010033557782097358,2.3678924444444447,2.4344786584702103,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F7_c_rate_focused,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.08092677765101267,0.1344375621917481,0.046192236208156025,0.03284977599978704,-0.15166739285714284,-0.10547515664898684,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F6_coupled_stress,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.08013773567336657,0.12475143693859214,0.06173792120997103,0.011916563231509691,2.3678924444444447,2.4296303656544156,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.0796871427897427,0.09634296235928845,0.019875625006553356,0.06924676189693546,2.2329524000000003,2.2528280250065533,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F6_coupled_stress,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.07941012855095746,0.1182402964747834,0.06547829754554216,0.01930005720586081,2.2329524000000003,2.298430697545542,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.07925241243772727,0.11860533648096369,0.05772396063693912,0.03728851252005905,2.6386577,2.696381660636939,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.07881392252819479,0.1214525961545285,0.06899619619913248,0.0359935041378254,-0.309043,-0.24004680380086754,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.07804741876211731,0.11088852028168926,0.0610516525802337,0.03377639704708191,2.2329524000000003,2.2940040525802337,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.07652175357923596,0.11144096147507869,0.0479694205276794,0.032628816259395954,2.3678924444444447,2.4158618649721237,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F9_event_segmented_stress,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.07552104633924552,0.13276036889012174,0.03935662057107865,0.036698803377008454,-0.30324830769230765,-0.263891687121229,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.0746054549369438,0.1279242926501359,0.05393194225326161,0.02511270441908206,-0.15166739285714284,-0.09773545060388124,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.07447241836890996,0.12921545110907773,0.048487872621202285,0.029770914593259423,2.342058464285714,2.3905463369069166,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F7_c_rate_focused,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.07424411316308402,0.1277899398361365,0.04530349500548325,0.02247270786286082,2.342058464285714,2.3873619592911974,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
