feature_group,folds,horizon_checkups,max_worst_condition_brier,max_worst_condition_mae,mean_auprc,mean_auroc,mean_brier,mean_condition_mean_brier,mean_condition_mean_mae,mean_ece_10_bin,mean_ece_10_bin_equal_freq,mean_log_loss,mean_mae,mean_rmse,model_level,n_test,split_name,target,task
D1_predicted_pulse_state,1,3,,0.4784022416565712,,,,,0.2848249381402416,,,,0.23902306094620226,0.3428340493782822,DS1_hist_gradient_boosting,87,c_rate_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D2_predicted_eis_state,1,3,,0.48502779029904464,,,,,0.292222226918598,,,,0.22912322321738995,0.3289503370805846,DS1_hist_gradient_boosting,87,c_rate_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D3_predicted_pulse_eis_state,1,3,,0.44833468467871895,,,,,0.27221486085934404,,,,0.2156270447207267,0.31802487414630626,DS1_hist_gradient_boosting,87,c_rate_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D0_capacity_state_reference,5,3,,0.704599189055737,,,,,0.1381967504168649,,,,0.08230554118515279,0.14837060682004147,DS0_regularized_linear,3373,condition_fold,delta_capacity_Ah_h,capacity_horizon
D1_predicted_pulse_state,5,3,,0.6928469163562806,,,,,0.1385565016153335,,,,0.0837249182675112,0.14913979626807683,DS0_regularized_linear,3373,condition_fold,delta_capacity_Ah_h,capacity_horizon
D2_predicted_eis_state,5,3,,0.700005670863757,,,,,0.13934106373433425,,,,0.08510572991510361,0.14874655624295635,DS0_regularized_linear,3373,condition_fold,delta_capacity_Ah_h,capacity_horizon
D3_predicted_pulse_eis_state,5,3,,0.6872206798744636,,,,,0.1417405310697089,,,,0.08883525624607254,0.1513618526482931,DS0_regularized_linear,3373,condition_fold,delta_capacity_Ah_h,capacity_horizon
D0_capacity_state_reference,5,3,,0.6414981783104355,,,,,0.11274149537890121,,,,0.0571139426211452,0.12932256427315697,DS1_hist_gradient_boosting,3373,condition_fold,delta_capacity_Ah_h,capacity_horizon
D1_predicted_pulse_state,5,3,,0.6126716917768626,,,,,0.11688542481754846,,,,0.060218855677319806,0.13384856368697956,DS1_hist_gradient_boosting,3373,condition_fold,delta_capacity_Ah_h,capacity_horizon
D2_predicted_eis_state,5,3,,0.6082885278235434,,,,,0.11811459321344175,,,,0.061591100817780645,0.13583995275710598,DS1_hist_gradient_boosting,3373,condition_fold,delta_capacity_Ah_h,capacity_horizon
D3_predicted_pulse_eis_state,5,3,,0.6213554245537557,,,,,0.1169909862465198,,,,0.06200291902110635,0.13744388687351852,DS1_hist_gradient_boosting,3373,condition_fold,delta_capacity_Ah_h,capacity_horizon
D0_capacity_state_reference,1,3,,0.8531184989207972,,,,,0.1913998346186958,,,,0.10892215238755203,0.18252089168292185,DS0_regularized_linear,680,profile_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D1_predicted_pulse_state,1,3,,0.848730366029409,,,,,0.19339849186433752,,,,0.11196335872276067,0.18343644233100825,DS0_regularized_linear,680,profile_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D2_predicted_eis_state,1,3,,0.8513163172534284,,,,,0.19180870914098222,,,,0.10968928310723036,0.18261618416412437,DS0_regularized_linear,680,profile_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D3_predicted_pulse_eis_state,1,3,,0.8481699763605572,,,,,0.19332283642832937,,,,0.112075207409922,0.18337363314382207,DS0_regularized_linear,680,profile_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D0_capacity_state_reference,1,3,,0.7562222594057745,,,,,0.1577644590164203,,,,0.08535390698967905,0.1686394884115876,DS1_hist_gradient_boosting,680,profile_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D1_predicted_pulse_state,1,3,,0.7618042370401703,,,,,0.16930448952795293,,,,0.09677949374873121,0.1706195060433327,DS1_hist_gradient_boosting,680,profile_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D2_predicted_eis_state,1,3,,0.7126816819101255,,,,,0.15767108419639925,,,,0.09442784696381404,0.1682443406473859,DS1_hist_gradient_boosting,680,profile_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D3_predicted_pulse_eis_state,1,3,,0.7499389234797482,,,,,0.16074949290052856,,,,0.0918480755771873,0.16505773209934535,DS1_hist_gradient_boosting,680,profile_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D0_capacity_state_reference,2,3,,0.7252530725415808,,,,,0.1724784005094307,,,,0.09962905452721979,0.17467507028450624,DS0_regularized_linear,1576,temperature_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D1_predicted_pulse_state,2,3,,0.7251437267386671,,,,,0.17435310444262955,,,,0.10163812848519886,0.17670926009985452,DS0_regularized_linear,1576,temperature_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D2_predicted_eis_state,2,3,,0.7045559943544072,,,,,0.1720041860662765,,,,0.10537453493205956,0.1752522331705032,DS0_regularized_linear,1576,temperature_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D3_predicted_pulse_eis_state,2,3,,0.7407442946287229,,,,,0.17318437454062333,,,,0.10524651427382986,0.17688746035709282,DS0_regularized_linear,1576,temperature_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D0_capacity_state_reference,2,3,,0.6612064637485593,,,,,0.13636342826419,,,,0.06389752106940097,0.15357917535090554,DS1_hist_gradient_boosting,1576,temperature_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D1_predicted_pulse_state,2,3,,0.6455764710406945,,,,,0.1399852968755083,,,,0.06460590457885024,0.1544334847228822,DS1_hist_gradient_boosting,1576,temperature_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D2_predicted_eis_state,2,3,,0.7189563691201477,,,,,0.13566818196102487,,,,0.06434115821784703,0.15925840574332603,DS1_hist_gradient_boosting,1576,temperature_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D3_predicted_pulse_eis_state,2,3,,0.6922728921650309,,,,,0.135112859677575,,,,0.06416420176770246,0.1560607247765853,DS1_hist_gradient_boosting,1576,temperature_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D0_capacity_state_reference,3,3,,0.7682392053208622,,,,,0.14055259570049308,,,,0.09890624846034148,0.1470137288157154,DS0_regularized_linear,3373,voltage_window_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D1_predicted_pulse_state,3,3,,0.7735709185519918,,,,,0.14799034846673464,,,,0.10948748643215162,0.15225780717501658,DS0_regularized_linear,3373,voltage_window_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D2_predicted_eis_state,3,3,,0.7639121670869354,,,,,0.1494046651983907,,,,0.1070621934805883,0.15593219860577084,DS0_regularized_linear,3373,voltage_window_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D3_predicted_pulse_eis_state,3,3,,0.7722143452800484,,,,,0.15624424850841637,,,,0.11824753482610223,0.16111638720534707,DS0_regularized_linear,3373,voltage_window_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D0_capacity_state_reference,3,3,,0.7397127320663645,,,,,0.13228576599091174,,,,0.07918196126746077,0.14701568521427658,DS1_hist_gradient_boosting,3373,voltage_window_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D1_predicted_pulse_state,3,3,,0.7132246755550078,,,,,0.12949125486222673,,,,0.08000381095492963,0.14320312716252925,DS1_hist_gradient_boosting,3373,voltage_window_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D2_predicted_eis_state,3,3,,0.6052534293335007,,,,,0.14878116160985733,,,,0.10130312378890881,0.16661013670667088,DS1_hist_gradient_boosting,3373,voltage_window_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D3_predicted_pulse_eis_state,3,3,,0.5915071396778926,,,,,0.15063564713955893,,,,0.10255483564430125,0.17183544513907414,DS1_hist_gradient_boosting,3373,voltage_window_holdout_fold,delta_capacity_Ah_h,capacity_horizon
D0_capacity_state_reference,1,,0.2663707662917812,,0.8731076479869032,0.821875,0.1932269477881344,0.12655045656049546,,0.17316979315797126,0.20483627491440196,0.5617554829320969,,,DS0_regularized_linear,148,c_rate_holdout_fold,event_within_3_checkups,threshold_warning
D1_predicted_pulse_state,1,,0.2507791833422938,,0.8905133589338464,0.8455882352941176,0.1849242553907824,0.12257371195632831,,0.14285202293343918,0.17487477544442429,0.5449335948109142,,,DS0_regularized_linear,148,c_rate_holdout_fold,event_within_3_checkups,threshold_warning
D2_predicted_eis_state,1,,0.2579520039088007,,0.8938138108412241,0.8533088235294117,0.18837845780046764,0.121799783615067,,0.1706175026195738,0.1786267264180902,0.5499046408695557,,,DS0_regularized_linear,148,c_rate_holdout_fold,event_within_3_checkups,threshold_warning
D3_predicted_pulse_eis_state,1,,0.2551449766254732,,0.8938823093660521,0.853125,0.1869578947177636,0.12142910226868685,,0.16660250309152566,0.17517833208054684,0.5471518857863802,,,DS0_regularized_linear,148,c_rate_holdout_fold,event_within_3_checkups,threshold_warning
D0_capacity_state_reference,1,,0.758636708231692,,0.971456916496704,0.9665441176470588,0.15336982969739682,0.1775439850844417,,0.19463347515872612,0.195060815149877,0.5369023526551164,,,DS1_hist_gradient_boosting,148,c_rate_holdout_fold,event_within_3_checkups,threshold_warning
D1_predicted_pulse_state,1,,0.7713611887608186,,0.9767927866297436,0.9708639705882353,0.16904923191870563,0.19873674067676583,,0.2153192505263499,0.21575250637902682,0.6073608899922217,,,DS1_hist_gradient_boosting,148,c_rate_holdout_fold,event_within_3_checkups,threshold_warning
D2_predicted_eis_state,1,,0.6957952901671084,,0.975561918726844,0.971875,0.16813986627340421,0.1829439517005169,,0.2156529582660502,0.21606606253949961,0.5958788585507744,,,DS1_hist_gradient_boosting,148,c_rate_holdout_fold,event_within_3_checkups,threshold_warning
D3_predicted_pulse_eis_state,1,,0.7059657267185959,,0.9722914367876357,0.969577205882353,0.16472625270951968,0.19008508235380228,,0.2089413426071515,0.20936193397741706,0.6019728084526557,,,DS1_hist_gradient_boosting,148,c_rate_holdout_fold,event_within_3_checkups,threshold_warning
D0_capacity_state_reference,5,,0.2988666695945451,,0.46715439134072606,0.6775066560161422,0.14556544267652738,0.1587030386442832,,0.0670270081805115,0.09930986681195088,0.4650169679469071,,,DS0_regularized_linear,2433,condition_fold,event_within_3_checkups,threshold_warning
D1_predicted_pulse_state,5,,0.29012978299971337,,0.48350796322331313,0.6853398965993596,0.14422364045454644,0.15531317241984394,,0.06800068264606034,0.09727505317263603,0.4619778735184988,,,DS0_regularized_linear,2433,condition_fold,event_within_3_checkups,threshold_warning
D2_predicted_eis_state,5,,0.2913292738141867,,0.4842259692106408,0.6898620073447682,0.14480060387678403,0.15547501192464003,,0.07754567582292257,0.09999862440839516,0.4629610849814612,,,DS0_regularized_linear,2433,condition_fold,event_within_3_checkups,threshold_warning
D3_predicted_pulse_eis_state,5,,0.28762602623348493,,0.48528056032152095,0.6912439416083904,0.1444951032350783,0.15508595930379784,,0.07962332023130705,0.10053487196744489,0.46192780290532387,,,DS0_regularized_linear,2433,condition_fold,event_within_3_checkups,threshold_warning
D0_capacity_state_reference,5,,0.45647151283171583,,0.8911699454705222,0.9581134645299789,0.07104227422098171,0.09729869725465613,,0.05999808963555625,0.05546424646490731,0.23299168560539374,,,DS1_hist_gradient_boosting,2433,condition_fold,event_within_3_checkups,threshold_warning
D1_predicted_pulse_state,5,,0.4453775805418135,,0.9009583892041017,0.9661611691706735,0.0657700813082924,0.09667925852139878,,0.057864737288265425,0.046632393338649054,0.22049319087076577,,,DS1_hist_gradient_boosting,2433,condition_fold,event_within_3_checkups,threshold_warning
D2_predicted_eis_state,5,,0.5284428117338819,,0.910023003074515,0.968392019977607,0.0651796401506334,0.09123333535099978,,0.053089470814050646,0.051580842568372656,0.21193876372093173,,,DS1_hist_gradient_boosting,2433,condition_fold,event_within_3_checkups,threshold_warning
D3_predicted_pulse_eis_state,5,,0.5434376479914284,,0.8979817644184527,0.9668896374545717,0.06713953744258305,0.09491778416561232,,0.058980316531853205,0.05428647227561027,0.2189674100990351,,,DS1_hist_gradient_boosting,2433,condition_fold,event_within_3_checkups,threshold_warning
D0_capacity_state_reference,1,,0.41279777969421344,,0.11869148235280651,0.44241718426501037,0.15139362348266783,0.1899586125411545,,0.1398940637128633,0.1574548662323052,0.4856567306658299,,,DS0_regularized_linear,752,profile_holdout_fold,event_within_3_checkups,threshold_warning
D1_predicted_pulse_state,1,,0.3911135786391728,,0.11990105300735178,0.44806763285024154,0.15490441360725163,0.19019902382101597,,0.14086856922781552,0.14763227753778696,0.4919850574067644,,,DS0_regularized_linear,752,profile_holdout_fold,event_within_3_checkups,threshold_warning
D2_predicted_eis_state,1,,0.40863421176667336,,0.11907593810083446,0.44412813434552567,0.150687813493983,0.1885236498079967,,0.12708621069774162,0.13523399145432674,0.48318144709152033,,,DS0_regularized_linear,752,profile_holdout_fold,event_within_3_checkups,threshold_warning
D3_predicted_pulse_eis_state,1,,0.40500149399029056,,0.11927598949072855,0.44460259949390385,0.15165169889709626,0.18919651783437155,,0.13021555671136772,0.14267192179335114,0.48635077819125694,,,DS0_regularized_linear,752,profile_holdout_fold,event_within_3_checkups,threshold_warning
D0_capacity_state_reference,1,,0.42672746309235043,,0.8287846397097098,0.9531573498964804,0.077079329447455,0.10433890482888901,,0.06546443790814921,0.06747928864831784,0.2683711615101598,,,DS1_hist_gradient_boosting,752,profile_holdout_fold,event_within_3_checkups,threshold_warning
D1_predicted_pulse_state,1,,0.4766563945352425,,0.8279224510572392,0.9510006901311249,0.09342435592345305,0.11860628682855312,,0.09199583590703161,0.09272024854523396,0.3376482122247174,,,DS1_hist_gradient_boosting,752,profile_holdout_fold,event_within_3_checkups,threshold_warning
D2_predicted_eis_state,1,,0.4731936531277656,,0.8365547100517109,0.9515039107430412,0.07873268565885196,0.11305190143448841,,0.0681412512565333,0.06653442343314253,0.2711604604115541,,,DS1_hist_gradient_boosting,752,profile_holdout_fold,event_within_3_checkups,threshold_warning
D3_predicted_pulse_eis_state,1,,0.4636902776629787,,0.7826875495139398,0.9499798711755234,0.08553415913435757,0.11299909377038757,,0.07707795080666353,0.08028587621407605,0.3330300685859345,,,DS1_hist_gradient_boosting,752,profile_holdout_fold,event_within_3_checkups,threshold_warning
D0_capacity_state_reference,2,,0.3440417051675881,,0.48781695115320806,0.6878916324234204,0.1551415634476427,0.17691977279460191,,0.08266366704889971,0.11900381477314134,0.5139427119462687,,,DS0_regularized_linear,1252,temperature_holdout_fold,event_within_3_checkups,threshold_warning
D1_predicted_pulse_state,2,,0.33917998258252074,,0.5027859128098524,0.6939287217338277,0.15586592486295744,0.17914751142237528,,0.09186264359573265,0.1201657643558845,0.5222155516728809,,,DS0_regularized_linear,1252,temperature_holdout_fold,event_within_3_checkups,threshold_warning
D2_predicted_eis_state,2,,0.3452747756919172,,0.49679752099926483,0.6853505328767511,0.15383209784431098,0.17274107943773442,,0.09736777299077928,0.10329012493001248,0.5256933256794984,,,DS0_regularized_linear,1252,temperature_holdout_fold,event_within_3_checkups,threshold_warning
D3_predicted_pulse_eis_state,2,,0.3463312981601307,,0.5013103907582408,0.6884598696015455,0.15497585410447165,0.17601589597178063,,0.09299303110473309,0.1055790799374709,0.5286637923669139,,,DS0_regularized_linear,1252,temperature_holdout_fold,event_within_3_checkups,threshold_warning
D0_capacity_state_reference,2,,0.38858079423245806,,0.8745731604511611,0.9566286586171231,0.07311077485577683,0.1102648415452398,,0.06823310781949413,0.06455092979850197,0.2618812632841564,,,DS1_hist_gradient_boosting,1252,temperature_holdout_fold,event_within_3_checkups,threshold_warning
D1_predicted_pulse_state,2,,0.37883132452768487,,0.8714572733088136,0.9554000076975672,0.06987929908435613,0.10809767701566628,,0.06376504779325402,0.05682729698967391,0.2602875774679035,,,DS1_hist_gradient_boosting,1252,temperature_holdout_fold,event_within_3_checkups,threshold_warning
D2_predicted_eis_state,2,,0.4897647222461638,,0.8563060094202111,0.9401903625656979,0.0763253498190264,0.10747084817676478,,0.06595599389225265,0.0569457863869348,0.29075589327981377,,,DS1_hist_gradient_boosting,1252,temperature_holdout_fold,event_within_3_checkups,threshold_warning
D3_predicted_pulse_eis_state,2,,0.4385955797687085,,0.8530661688280643,0.9370380339887032,0.07575562998551263,0.10782948849817448,,0.057527707211470984,0.05584843262761961,0.29048386311977165,,,DS1_hist_gradient_boosting,1252,temperature_holdout_fold,event_within_3_checkups,threshold_warning
D0_capacity_state_reference,3,,0.5548139236686738,,0.3441815224858739,0.6599515200075284,0.14515596206492923,0.16964606518104627,,0.09054447754413475,0.11666236204749776,0.5253262708818295,,,DS0_regularized_linear,2433,voltage_window_holdout_fold,event_within_3_checkups,threshold_warning
D1_predicted_pulse_state,3,,0.5544771494435502,,0.34167686228593275,0.6530877462712689,0.14484718008800027,0.16960486424249135,,0.0897148052533197,0.11088415345838705,0.5182768717406987,,,DS0_regularized_linear,2433,voltage_window_holdout_fold,event_within_3_checkups,threshold_warning
D2_predicted_eis_state,3,,0.554510162246266,,0.3397472171787186,0.6502682789217008,0.14543386692211396,0.16969752262520535,,0.09456245355687883,0.11827003607711317,0.5249770361062531,,,DS0_regularized_linear,2433,voltage_window_holdout_fold,event_within_3_checkups,threshold_warning
D3_predicted_pulse_eis_state,3,,0.5598778791091156,,0.32616230833776455,0.6364762319495976,0.14534035824820735,0.17035302968643706,,0.10003948413454165,0.10891696270818324,0.5244415225542752,,,DS0_regularized_linear,2433,voltage_window_holdout_fold,event_within_3_checkups,threshold_warning
D0_capacity_state_reference,3,,0.592819613994157,,0.6524807157189886,0.8996859847638153,0.11650337598861615,0.1355481042679542,,0.11579368009866053,0.11641759216044407,0.4524370589022819,,,DS1_hist_gradient_boosting,2433,voltage_window_holdout_fold,event_within_3_checkups,threshold_warning
D1_predicted_pulse_state,3,,0.5940025584880337,,0.7146494587885578,0.9149758080770335,0.1160912038653802,0.12667669262341114,,0.11804001339790636,0.11360556164732549,0.4316369345460674,,,DS1_hist_gradient_boosting,2433,voltage_window_holdout_fold,event_within_3_checkups,threshold_warning
D2_predicted_eis_state,3,,0.58604816534053,,0.716699923946321,0.9201881060814138,0.13459936780264448,0.13928183445040002,,0.13621306794452756,0.13483901347293756,0.47781529541731343,,,DS1_hist_gradient_boosting,2433,voltage_window_holdout_fold,event_within_3_checkups,threshold_warning
D3_predicted_pulse_eis_state,3,,0.5937958654566516,,0.7578894186617956,0.9238136846583407,0.13701882830355325,0.13772276524462812,,0.13764068347152772,0.14013924705929917,0.49196606790674746,,,DS1_hist_gradient_boosting,2433,voltage_window_holdout_fold,event_within_3_checkups,threshold_warning
