target,split_name,heldout_fold,parameter_set,prior_pulse_feature_group,prior_pulse_source_report,best_nonpulse_feature_group,best_nonpulse_source_report,best_nonpulse_condition_mae,prior_pulse_condition_mae,gain,n_intervals,nominal_temperature_C,voltage_window_family,nominal_charge_C_rate,aging_mode
capacity_Ah_k1,profile_holdout_fold,1,72,C_P0_state_time_pulse,capacity_with_prior_pulse_hgb50_report.json,F1_state_time,capacity_hgb50_focused_report.json,0.030558405931642312,0.02698622974732173,0.003572176184320583,84,25.0,approx_0_100,0.0,profile
capacity_Ah_k1,profile_holdout_fold,1,73,C_P0_state_time_pulse,capacity_with_prior_pulse_hgb50_report.json,F1_state_time,capacity_hgb50_focused_report.json,0.055238812581795006,0.06127652250035903,-0.006037709918564026,34,25.0,approx_0_100,0.0,profile
capacity_Ah_k1,profile_holdout_fold,1,74,C_P0_state_time_pulse,capacity_with_prior_pulse_hgb50_report.json,F1_state_time,capacity_hgb50_focused_report.json,0.07334310032575521,0.0707692876341728,0.002573812691582411,48,40.0,approx_0_100,0.0,profile
capacity_Ah_k1,profile_holdout_fold,1,75,C_P0_state_time_pulse,capacity_with_prior_pulse_hgb50_report.json,F1_state_time,capacity_hgb50_focused_report.json,0.017134347441830917,0.018218486202281038,-0.0010841387604501214,84,40.0,approx_0_100,0.0,profile
capacity_Ah_k1,profile_holdout_fold,1,76,C_P0_state_time_pulse,capacity_with_prior_pulse_hgb50_report.json,F1_state_time,capacity_hgb50_focused_report.json,0.028877691026845762,0.03166233949068321,-0.002784648463837445,83,40.0,approx_0_100,0.0,profile
capacity_Ah_k1,temperature_holdout_fold,1,1,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.00551700177851895,0.00526266949555335,0.0002543322829656001,84,0.0,calendar_soc_10,0.0,calendar
capacity_Ah_k1,temperature_holdout_fold,1,2,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.004681722112210159,0.00427087675258168,0.00041084535962847887,84,0.0,calendar_soc_50,0.0,calendar
capacity_Ah_k1,temperature_holdout_fold,1,3,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.004558345362162301,0.0045087380020442476,4.9607360118053556e-05,84,0.0,calendar_soc_90,0.0,calendar
capacity_Ah_k1,temperature_holdout_fold,1,4,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.0045213214347318495,0.004246593608991685,0.0002747278257401644,84,0.0,calendar_soc_100,0.0,calendar
capacity_Ah_k1,temperature_holdout_fold,1,17,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.05537389368188658,0.05347118432972351,0.001902709352163072,24,0.0,approx_0_100,0.33,cyclic
capacity_Ah_k1,temperature_holdout_fold,1,18,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.09495695073447698,0.09359305099626637,0.0013638997382106055,17,0.0,approx_0_100,0.33,cyclic
capacity_Ah_k1,temperature_holdout_fold,1,19,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.11757362391559989,0.14580072636592115,-0.028227102450321256,6,0.0,approx_0_100,1.0,cyclic
capacity_Ah_k1,temperature_holdout_fold,1,20,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.10474119116047194,0.09862277141188654,0.006118419748585402,6,0.0,approx_0_100,1.67,cyclic
capacity_Ah_k1,temperature_holdout_fold,1,21,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.03895314954906532,0.0290133663661069,0.00993978318295842,43,0.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,temperature_holdout_fold,1,22,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.05777744957944011,0.05657463187125292,0.0012028177081871913,22,0.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,temperature_holdout_fold,1,23,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.2878027823829729,0.29211959747461086,-0.004316815091637949,6,0.0,approx_10_100,1.0,cyclic
capacity_Ah_k1,temperature_holdout_fold,1,24,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.02655273550430881,0.043851660681327176,-0.017298925177018365,4,0.0,approx_10_100,1.67,cyclic
capacity_Ah_k1,temperature_holdout_fold,1,25,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.021505030680436278,0.01902686562241203,0.0024781650580242495,67,0.0,approx_10_90,0.33,cyclic
capacity_Ah_k1,temperature_holdout_fold,1,26,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.031783922349669494,0.03455215557930925,-0.0027682332296397535,33,0.0,approx_10_90,0.33,cyclic
capacity_Ah_k1,temperature_holdout_fold,1,27,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.08014854089431145,0.08401154076316221,-0.003862999868850761,15,0.0,approx_10_90,1.0,cyclic
capacity_Ah_k1,temperature_holdout_fold,1,28,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.1579039208473651,0.14408221247896336,0.013821708368401742,9,0.0,approx_10_90,1.67,cyclic
capacity_Ah_k1,temperature_holdout_fold,1,65,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.05469201014380425,0.053105314167112234,0.001586695976692018,55,0.0,approx_0_100,0.0,profile
capacity_Ah_k1,temperature_holdout_fold,1,66,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.021841552756573464,0.02092431780161998,0.0009172349549534838,84,0.0,approx_0_100,0.0,profile
capacity_Ah_k1,temperature_holdout_fold,1,67,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.14702651418002208,0.1580314672230224,-0.01100495304300031,15,0.0,approx_0_100,0.0,profile
capacity_Ah_k1,temperature_holdout_fold,2,13,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.004307020268133873,0.007057087055296042,-0.0027500667871621694,84,40.0,calendar_soc_10,0.0,calendar
capacity_Ah_k1,temperature_holdout_fold,2,14,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.005661660602701399,0.004419263703010553,0.001242396899690846,84,40.0,calendar_soc_50,0.0,calendar
capacity_Ah_k1,temperature_holdout_fold,2,15,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.03872712841991992,0.03928642026143077,-0.0005592918415108505,78,40.0,calendar_soc_90,0.0,calendar
capacity_Ah_k1,temperature_holdout_fold,2,16,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.029594061771761354,0.029575179104513884,1.8882667247470397e-05,78,40.0,calendar_soc_100,0.0,calendar
capacity_Ah_k1,temperature_holdout_fold,2,53,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.054455579528314854,0.056856676214904915,-0.002401096686590061,44,40.0,approx_0_100,0.33,cyclic
capacity_Ah_k1,temperature_holdout_fold,2,54,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.07286590619499984,0.05668833424261901,0.016177571952380836,46,40.0,approx_0_100,0.33,cyclic
capacity_Ah_k1,temperature_holdout_fold,2,55,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.07874901271058764,0.07803653286934821,0.0007124798412394273,22,40.0,approx_0_100,1.0,cyclic
capacity_Ah_k1,temperature_holdout_fold,2,56,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.1330003161538004,0.14033760155664568,-0.007337285402845284,13,40.0,approx_0_100,1.67,cyclic
capacity_Ah_k1,temperature_holdout_fold,2,57,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.08478695069363658,0.08319863678144412,0.0015883139121924544,36,40.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,temperature_holdout_fold,2,58,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.05478004260935744,0.053640003128677054,0.0011400394806803868,38,40.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,temperature_holdout_fold,2,59,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.11917671482770531,0.11699512681481065,0.0021815880128946558,19,40.0,approx_10_100,1.0,cyclic
capacity_Ah_k1,temperature_holdout_fold,2,60,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.13909252625881677,0.13926338337197774,-0.00017085711316097707,16,40.0,approx_10_100,1.67,cyclic
capacity_Ah_k1,temperature_holdout_fold,2,61,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.007064970801330538,0.009691054975496409,-0.002626084174165871,84,40.0,approx_10_90,0.33,cyclic
capacity_Ah_k1,temperature_holdout_fold,2,62,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.007361322099742395,0.008261205851419408,-0.0008998837516770129,84,40.0,approx_10_90,0.33,cyclic
capacity_Ah_k1,temperature_holdout_fold,2,63,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.03855252902593755,0.040609809643448506,-0.0020572806175109537,81,40.0,approx_10_90,1.0,cyclic
capacity_Ah_k1,temperature_holdout_fold,2,64,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.04731103338467138,0.05146414045634756,-0.004153107071676182,38,40.0,approx_10_90,1.67,cyclic
capacity_Ah_k1,temperature_holdout_fold,2,74,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.05746609576404207,0.058551110636993774,-0.0010850148729517062,48,40.0,approx_0_100,0.0,profile
capacity_Ah_k1,temperature_holdout_fold,2,75,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.021666319421205123,0.031496173045469936,-0.009829853624264813,84,40.0,approx_0_100,0.0,profile
capacity_Ah_k1,temperature_holdout_fold,2,76,C_P3_stress_pulse,capacity_with_prior_pulse_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.12388159898299768,0.11453082483535051,0.009350774147647165,83,40.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,17,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.14554393595716683,0.1492902144540069,-0.003746278496840061,24,0.0,approx_0_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,1,18,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.10728264727834189,0.11357138297093627,-0.006288735692594388,17,0.0,approx_0_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,1,19,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.17599351273135297,0.19092793499338379,-0.014934422262030816,6,0.0,approx_0_100,1.0,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,1,20,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.165136739795693,0.17984945752133566,-0.014712717725642671,6,0.0,approx_0_100,1.67,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,1,29,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.1538540771641681,0.14458592432237155,0.00926815284179655,40,10.0,approx_0_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,1,30,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.10612665013859456,0.09691867883585413,0.009207971302740425,25,10.0,approx_0_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,1,31,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.11682376933561082,0.1181788929894488,-0.0013551236538379696,6,10.0,approx_0_100,1.0,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,1,32,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.26476443443333425,0.24949367010781628,0.015270764325517966,6,10.0,approx_0_100,1.67,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,1,41,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.11055009738411606,0.1412528043076596,-0.030702706923543543,56,25.0,approx_0_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,1,42,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.11896153132660203,0.15204921232975613,-0.033087681003154096,49,25.0,approx_0_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,1,43,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.12898124494573607,0.12776468719301945,0.0012165577527166183,12,25.0,approx_0_100,1.0,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,1,44,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.16578239004351839,0.16479327972098967,0.0009891103225287134,6,25.0,approx_0_100,1.67,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,1,53,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.12028182886531495,0.12934343571751328,-0.009061606852198326,44,40.0,approx_0_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,1,54,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.10881041479208699,0.12259101660226132,-0.013780601810174334,46,40.0,approx_0_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,1,55,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.10683402364016463,0.10335028284789857,0.0034837407922660574,22,40.0,approx_0_100,1.0,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,1,56,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.10020434269722937,0.09827943744298333,0.0019249052542460454,13,40.0,approx_0_100,1.67,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,1,65,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.14900858847549814,0.15508313386644823,-0.006074545390950092,55,0.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,66,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.06703049045548659,0.07565110037464913,-0.008620609919162539,84,0.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,67,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.16025283783510325,0.15054158225807013,0.009711255577033118,15,0.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,68,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.0847095711478386,0.08865328247526141,-0.003943711327422814,78,10.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,69,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.047282209268141105,0.04372435883521025,0.003557850432930852,84,10.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,70,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.11086766546781561,0.1200713131661512,-0.009203647698335593,18,10.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,71,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.029288910478302108,0.02708779667800438,0.0022011138002977285,84,25.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,72,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.03715760067110402,0.031794271120304834,0.005363329550799184,84,25.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,73,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.0844405710162629,0.09289364981625418,-0.008453078799991284,34,25.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,74,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.07853295428784328,0.07412875586033592,0.004404198427507361,48,40.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,75,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.027955044295546152,0.027208637005976966,0.0007464072895691856,84,40.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,1,76,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.07520560761315713,0.067448605641933,0.007757001971224128,83,40.0,approx_0_100,0.0,profile
capacity_Ah_k1,voltage_window_holdout_fold,2,21,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.047189208664185606,0.04273353260835415,0.004455676055831456,43,0.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,22,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.13516301737038255,0.1377874585326408,-0.0026244411622582398,22,0.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,23,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.31797597846625986,0.3035377705591415,0.014438207907118361,6,0.0,approx_10_100,1.0,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,24,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.04426119822044017,0.03695541176704176,0.007305786453398411,4,0.0,approx_10_100,1.67,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,25,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.042829551008656916,0.042545279443644377,0.00028427156501253936,67,0.0,approx_10_90,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,26,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.09390389181408997,0.10315979322319917,-0.009255901409109202,33,0.0,approx_10_90,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,27,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.15598019056798146,0.1553628222568453,0.0006173683111361516,15,0.0,approx_10_90,1.0,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,28,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.1803557049228468,0.17502737962903267,0.0053283252938141346,9,0.0,approx_10_90,1.67,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,33,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.03555771903309399,0.03307693723631991,0.0024807817967740786,67,10.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,34,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.05091504747963755,0.06080461428745603,-0.009889566807818481,44,10.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,35,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.1486047750854324,0.1620113613737527,-0.013406586288320282,11,10.0,approx_10_100,1.0,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,36,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.3603624225203877,0.37027388147914525,-0.009911458958757557,6,10.0,approx_10_100,1.67,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,37,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.02228770936933945,0.02063737928403632,0.001650330085303131,84,10.0,approx_10_90,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,38,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.053514255441721746,0.0583469766964056,-0.0048327212546838555,60,10.0,approx_10_90,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,39,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.14383259446553537,0.1517585614075174,-0.007925966941982027,21,10.0,approx_10_90,1.0,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,40,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.11998300016201055,0.1371581092792845,-0.017175109117273962,15,10.0,approx_10_90,1.67,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,45,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.024365541510845228,0.024332978684666974,3.256282617825415e-05,84,25.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,46,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.043420188431331726,0.05090026405549439,-0.007480075624162662,84,25.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,47,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.08303825235507882,0.09278419355107419,-0.009745941195995367,31,25.0,approx_10_100,1.0,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,48,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.11682268555685944,0.11417058287018111,0.0026521026866783287,10,25.0,approx_10_100,1.67,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,49,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.033750067218925456,0.028502108265649785,0.005247958953275671,84,25.0,approx_10_90,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,50,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.03391594513073447,0.04156005043119847,-0.007644105300463999,84,25.0,approx_10_90,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,51,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.06590461685031727,0.07457998420426891,-0.008675367353951635,63,25.0,approx_10_90,1.0,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,52,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.09315432379988549,0.1079550277482549,-0.01480070394836941,28,25.0,approx_10_90,1.67,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,57,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.09179657127440101,0.08713515935710797,0.004661411917293037,36,40.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,58,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.0888985850879298,0.07911791069600209,0.009780674391927716,38,40.0,approx_10_100,0.33,cyclic
capacity_Ah_k1,voltage_window_holdout_fold,2,59,C_P2_log_age_pulse,capacity_with_prior_pulse_hgb50_report.json,F4_state_log_age_scalar,capacity_hgb50_focused_report.json,0.14537424542566804,0.14039242473846514,0.004981820687202904,19,40.0,approx_10_100,1.0,cyclic
