target,split_name,heldout_fold,parameter_set,gain,n_intervals,nominal_temperature_C,voltage_window_family,nominal_charge_C_rate,aging_mode,semi_empirical_feature_group,semi_empirical_source_report,reference_feature_group,reference_source_report,reference_condition_mae,semi_empirical_condition_mae,reference
capacity_Ah_k1,condition_fold,3,28,-0.1183597159108486,9,0.0,approx_10_90,1.67,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.1143097198972503,0.2326694358080989,best_stress
capacity_Ah_k1,condition_fold,3,31,-0.11751534966458516,6,10.0,approx_0_100,1.0,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.05118227554128126,0.16869762520586642,best_stress
capacity_Ah_k1,condition_fold,3,35,-0.013806606445070257,11,10.0,approx_10_100,1.0,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.1072474444499295,0.12105405089499975,best_stress
capacity_Ah_k1,condition_fold,3,36,-0.08792273159785385,6,10.0,approx_10_100,1.67,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.25468187166003275,0.3426046032578866,best_stress
capacity_Ah_k1,condition_fold,3,41,-0.01594051807285113,56,25.0,approx_0_100,0.33,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.034097222815295404,0.05003774088814653,best_stress
capacity_Ah_k1,condition_fold,3,43,-0.020132837316120443,12,25.0,approx_0_100,1.0,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.05933693062856358,0.07946976794468402,best_stress
capacity_Ah_k1,condition_fold,3,54,0.008015689893258848,46,40.0,approx_0_100,0.33,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.0717951867754034,0.06377949688214456,best_stress
capacity_Ah_k1,condition_fold,3,56,-0.026736204384331635,13,40.0,approx_0_100,1.67,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.104691152288059,0.13142735667239064,best_stress
capacity_Ah_k1,condition_fold,3,59,-0.0613647267675696,19,40.0,approx_10_100,1.0,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.09216514774034945,0.15352987450791905,best_stress
capacity_Ah_k1,condition_fold,3,67,-0.06206174154047869,15,0.0,approx_0_100,0.0,profile,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.15103622530109387,0.21309796684157256,best_stress
capacity_Ah_k1,condition_fold,3,71,-0.00806278518212267,84,25.0,approx_0_100,0.0,profile,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.019928411935191397,0.027991197117314067,best_stress
capacity_Ah_k1,condition_fold,3,74,-0.012021209149037967,48,40.0,approx_0_100,0.0,profile,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.06274295088379044,0.0747641600328284,best_stress
capacity_Ah_k1,condition_fold,4,2,-0.01701169568667954,84,0.0,calendar_soc_50,0.0,calendar,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.005184982107900209,0.022196677794579747,best_stress
capacity_Ah_k1,condition_fold,4,4,-0.016113039321938687,84,0.0,calendar_soc_100,0.0,calendar,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.0051219149327923165,0.021234954254731004,best_stress
capacity_Ah_k1,condition_fold,4,14,-0.01756303990023488,84,40.0,calendar_soc_50,0.0,calendar,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.006479724607677355,0.024042764507912234,best_stress
capacity_Ah_k1,condition_fold,4,19,-0.06721385433703517,6,0.0,approx_0_100,1.0,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.14889051949780863,0.2161043738348438,best_stress
capacity_Ah_k1,condition_fold,4,23,-0.1406162092863093,6,0.0,approx_10_100,1.0,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.2284192255821097,0.369035434868419,best_stress
capacity_Ah_k1,condition_fold,4,38,-0.007248305210428314,60,10.0,approx_10_90,0.33,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.030783646104674812,0.038031951315103125,best_stress
capacity_Ah_k1,condition_fold,4,40,-0.09242959348161342,15,10.0,approx_10_90,1.67,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.07253430700507393,0.16496390048668735,best_stress
capacity_Ah_k1,condition_fold,4,44,-0.09549518863378427,6,25.0,approx_0_100,1.67,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.06785379696772627,0.16334898560151054,best_stress
capacity_Ah_k1,condition_fold,4,45,-0.02317848848441377,84,25.0,approx_10_100,0.33,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.013288268874472658,0.03646675735888643,best_stress
capacity_Ah_k1,condition_fold,4,47,-0.022662095160719695,31,25.0,approx_10_100,1.0,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.05135162542200179,0.07401372058272149,best_stress
capacity_Ah_k1,condition_fold,4,51,-0.006215413535571382,63,25.0,approx_10_90,1.0,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.03093727952479336,0.03715269306036474,best_stress
capacity_Ah_k1,condition_fold,4,52,-0.10057411304270979,28,25.0,approx_10_90,1.67,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.04967587971403596,0.15024999275674575,best_stress
capacity_Ah_k1,condition_fold,4,53,-0.008452380154357335,44,40.0,approx_0_100,0.33,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.060379528694900424,0.06883190884925776,best_stress
capacity_Ah_k1,condition_fold,4,64,-0.09859778417603171,38,40.0,approx_10_90,1.67,cyclic,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.054019119410013645,0.15261690358604535,best_stress
capacity_Ah_k1,condition_fold,4,69,-0.020301109104790632,84,10.0,approx_0_100,0.0,profile,SE3_c_rate_interactions,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.019643654786160786,0.03994476389095142,best_stress
capacity_Ah_k1,temperature_holdout_fold,1,1,-0.007991399483234421,84,0.0,calendar_soc_10,0.0,calendar,SE1_calendar_cycling,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.00551700177851895,0.01350840126175337,best_stress
capacity_Ah_k1,temperature_holdout_fold,1,2,-0.006004612994647945,84,0.0,calendar_soc_50,0.0,calendar,SE1_calendar_cycling,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.004681722112210159,0.010686335106858104,best_stress
capacity_Ah_k1,temperature_holdout_fold,1,3,-0.00691801384859488,84,0.0,calendar_soc_90,0.0,calendar,SE1_calendar_cycling,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.004558345362162301,0.011476359210757181,best_stress
capacity_Ah_k1,temperature_holdout_fold,1,4,-0.010363265460920262,84,0.0,calendar_soc_100,0.0,calendar,SE1_calendar_cycling,semi_empirical_capacity_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.0045213214347318495,0.014884586895652112,best_stress
