target,split_name,heldout_fold,parameter_set,gain,n_intervals,nominal_temperature_C,voltage_window_family,nominal_charge_C_rate,aging_mode,prior_eis_feature_group,prior_eis_source_report,best_noneis_feature_group,best_noneis_source_report,best_noneis_condition_mae,prior_eis_condition_mae
capacity_Ah_k1,condition_fold,3,31,0.01948697007261606,6,10.0,approx_0_100,1.0,cyclic,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.05118227554128126,0.031695305468665204
capacity_Ah_k1,condition_fold,3,35,0.006296765674327881,11,10.0,approx_10_100,1.0,cyclic,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.1072474444499295,0.10095067877560161
capacity_Ah_k1,condition_fold,3,36,0.018289045627356643,6,10.0,approx_10_100,1.67,cyclic,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.25468187166003275,0.2363928260326761
capacity_Ah_k1,condition_fold,3,41,-0.0010579742337017695,56,25.0,approx_0_100,0.33,cyclic,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.034097222815295404,0.035155197048997174
capacity_Ah_k1,condition_fold,3,43,-0.008959952157185709,12,25.0,approx_0_100,1.0,cyclic,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.05933693062856358,0.06829688278574929
capacity_Ah_k1,condition_fold,3,54,-0.007251080867047163,46,40.0,approx_0_100,0.33,cyclic,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.0717951867754034,0.07904626764245057
capacity_Ah_k1,condition_fold,3,56,0.005540303668385094,13,40.0,approx_0_100,1.67,cyclic,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.104691152288059,0.09915084861967391
capacity_Ah_k1,condition_fold,3,59,-0.02792310824445253,19,40.0,approx_10_100,1.0,cyclic,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.09216514774034945,0.12008825598480198
capacity_Ah_k1,condition_fold,3,67,0.009886463708229681,15,0.0,approx_0_100,0.0,profile,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.15103622530109387,0.1411497615928642
capacity_Ah_k1,condition_fold,3,71,0.003222082009205582,84,25.0,approx_0_100,0.0,profile,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.019928411935191397,0.016706329925985815
capacity_Ah_k1,condition_fold,3,74,0.014761103660463147,48,40.0,approx_0_100,0.0,profile,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.06274295088379044,0.04798184722332729
capacity_Ah_k1,condition_fold,4,2,0.00033449350353358717,84,0.0,calendar_soc_50,0.0,calendar,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.005184982107900209,0.004850488604366622
capacity_Ah_k1,condition_fold,4,4,0.0009828266914632964,84,0.0,calendar_soc_100,0.0,calendar,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.0051219149327923165,0.00413908824132902
capacity_Ah_k1,condition_fold,4,14,0.0004547798934405444,84,40.0,calendar_soc_50,0.0,calendar,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.006479724607677355,0.00602494471423681
capacity_Ah_k1,condition_fold,4,19,-0.009007575992033973,6,0.0,approx_0_100,1.0,cyclic,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.14889051949780863,0.1578980954898426
capacity_Ah_k1,condition_fold,4,23,-0.026234176220710725,6,0.0,approx_10_100,1.0,cyclic,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.2284192255821097,0.2546534018028204
capacity_Ah_k1,condition_fold,4,38,0.014643780657979059,60,10.0,approx_10_90,0.33,cyclic,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.030783646104674812,0.016139865446695753
capacity_Ah_k1,condition_fold,4,40,0.0020835639974552816,15,10.0,approx_10_90,1.67,cyclic,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.07253430700507393,0.07045074300761865
capacity_Ah_k1,condition_fold,4,44,-0.013501275131458712,6,25.0,approx_0_100,1.67,cyclic,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.06785379696772627,0.08135507209918498
