aging_mode,detector_name,knee_checkup_spread,median_knee_checkup_k,n_cells,n_valid_knees,nominal_charge_C_rate,nominal_temperature_C,parameter_set,profile_label,smoothing_policy,voltage_window_family,x_axis
calendar,max_chord_distance,0.0,13.0,3,3,0.0,40.0,13,0,rolling_3,calendar_soc_10,log_age_efc_cumulative
calendar,piecewise_linear_bic,1.0,12.0,3,3,0.0,40.0,13,0,none,calendar_soc_10,calendar_days
calendar,piecewise_linear_bic,1.0,12.0,3,3,0.0,40.0,13,0,rolling_3,calendar_soc_10,calendar_days
calendar,piecewise_linear_bic,1.0,12.0,3,3,0.0,40.0,13,0,none,calendar_soc_10,checkup_index
calendar,piecewise_linear_bic,1.0,12.0,3,3,0.0,40.0,13,0,rolling_3,calendar_soc_10,checkup_index
calendar,piecewise_linear_bic,1.0,12.0,3,3,0.0,40.0,13,0,none,calendar_soc_10,log_age_efc_cumulative
calendar,piecewise_linear_bic,1.0,12.0,3,3,0.0,40.0,13,0,rolling_3,calendar_soc_10,log_age_efc_cumulative
calendar,slope_change_threshold,3.0,4.0,3,3,0.0,40.0,13,0,none,calendar_soc_10,calendar_days
calendar,slope_change_threshold,0.0,1.0,3,3,0.0,40.0,13,0,rolling_3,calendar_soc_10,calendar_days
calendar,slope_change_threshold,0.0,1.0,3,3,0.0,40.0,13,0,none,calendar_soc_10,checkup_index
calendar,slope_change_threshold,1.0,2.0,3,3,0.0,40.0,13,0,rolling_3,calendar_soc_10,checkup_index
calendar,slope_change_threshold,0.0,1.0,3,3,0.0,40.0,13,0,none,calendar_soc_10,log_age_efc_cumulative
calendar,slope_change_threshold,0.0,1.0,3,3,0.0,40.0,13,0,rolling_3,calendar_soc_10,log_age_efc_cumulative
calendar,two_line_l_method,1.0,12.0,3,3,0.0,40.0,13,0,none,calendar_soc_10,calendar_days
calendar,two_line_l_method,1.0,12.0,3,3,0.0,40.0,13,0,rolling_3,calendar_soc_10,calendar_days
calendar,two_line_l_method,1.0,12.0,3,3,0.0,40.0,13,0,none,calendar_soc_10,checkup_index
calendar,two_line_l_method,1.0,12.0,3,3,0.0,40.0,13,0,rolling_3,calendar_soc_10,checkup_index
calendar,two_line_l_method,1.0,12.0,3,3,0.0,40.0,13,0,none,calendar_soc_10,log_age_efc_cumulative
calendar,two_line_l_method,1.0,12.0,3,3,0.0,40.0,13,0,rolling_3,calendar_soc_10,log_age_efc_cumulative
calendar,capacity_threshold_60,,,3,0,0.0,40.0,14,0,none,calendar_soc_50,calendar_days
calendar,capacity_threshold_60,,,3,0,0.0,40.0,14,0,rolling_3,calendar_soc_50,calendar_days
calendar,capacity_threshold_60,,,3,0,0.0,40.0,14,0,none,calendar_soc_50,checkup_index
calendar,capacity_threshold_60,,,3,0,0.0,40.0,14,0,rolling_3,calendar_soc_50,checkup_index
calendar,capacity_threshold_60,,,3,0,0.0,40.0,14,0,none,calendar_soc_50,log_age_efc_cumulative
calendar,capacity_threshold_60,,,3,0,0.0,40.0,14,0,rolling_3,calendar_soc_50,log_age_efc_cumulative
calendar,capacity_threshold_70,,,3,0,0.0,40.0,14,0,none,calendar_soc_50,calendar_days
calendar,capacity_threshold_70,,,3,0,0.0,40.0,14,0,rolling_3,calendar_soc_50,calendar_days
calendar,capacity_threshold_70,,,3,0,0.0,40.0,14,0,none,calendar_soc_50,checkup_index
calendar,capacity_threshold_70,,,3,0,0.0,40.0,14,0,rolling_3,calendar_soc_50,checkup_index
calendar,capacity_threshold_70,,,3,0,0.0,40.0,14,0,none,calendar_soc_50,log_age_efc_cumulative
calendar,capacity_threshold_70,,,3,0,0.0,40.0,14,0,rolling_3,calendar_soc_50,log_age_efc_cumulative
calendar,capacity_threshold_80,,,3,0,0.0,40.0,14,0,none,calendar_soc_50,calendar_days
calendar,capacity_threshold_80,,,3,0,0.0,40.0,14,0,rolling_3,calendar_soc_50,calendar_days
calendar,capacity_threshold_80,,,3,0,0.0,40.0,14,0,none,calendar_soc_50,checkup_index
calendar,capacity_threshold_80,,,3,0,0.0,40.0,14,0,rolling_3,calendar_soc_50,checkup_index
calendar,capacity_threshold_80,,,3,0,0.0,40.0,14,0,none,calendar_soc_50,log_age_efc_cumulative
calendar,capacity_threshold_80,,,3,0,0.0,40.0,14,0,rolling_3,calendar_soc_50,log_age_efc_cumulative
calendar,max_chord_distance,0.0,12.0,3,3,0.0,40.0,14,0,none,calendar_soc_50,calendar_days
calendar,max_chord_distance,1.0,11.0,3,3,0.0,40.0,14,0,rolling_3,calendar_soc_50,calendar_days
calendar,max_chord_distance,0.0,12.0,3,3,0.0,40.0,14,0,none,calendar_soc_50,checkup_index
calendar,max_chord_distance,1.0,11.0,3,3,0.0,40.0,14,0,rolling_3,calendar_soc_50,checkup_index
calendar,max_chord_distance,0.0,12.0,3,3,0.0,40.0,14,0,none,calendar_soc_50,log_age_efc_cumulative
calendar,max_chord_distance,1.0,11.0,3,3,0.0,40.0,14,0,rolling_3,calendar_soc_50,log_age_efc_cumulative
calendar,piecewise_linear_bic,1.0,9.0,3,3,0.0,40.0,14,0,none,calendar_soc_50,calendar_days
calendar,piecewise_linear_bic,1.0,9.0,3,3,0.0,40.0,14,0,rolling_3,calendar_soc_50,calendar_days
calendar,piecewise_linear_bic,1.0,9.0,3,3,0.0,40.0,14,0,none,calendar_soc_50,checkup_index
calendar,piecewise_linear_bic,1.0,9.0,3,3,0.0,40.0,14,0,rolling_3,calendar_soc_50,checkup_index
calendar,piecewise_linear_bic,1.0,10.0,3,3,0.0,40.0,14,0,none,calendar_soc_50,log_age_efc_cumulative
calendar,piecewise_linear_bic,1.0,10.0,3,3,0.0,40.0,14,0,rolling_3,calendar_soc_50,log_age_efc_cumulative
calendar,slope_change_threshold,0.0,1.0,3,3,0.0,40.0,14,0,none,calendar_soc_50,calendar_days
calendar,slope_change_threshold,0.0,1.0,3,3,0.0,40.0,14,0,rolling_3,calendar_soc_50,calendar_days
calendar,slope_change_threshold,22.0,1.0,3,3,0.0,40.0,14,0,none,calendar_soc_50,checkup_index
calendar,slope_change_threshold,18.0,5.0,3,3,0.0,40.0,14,0,rolling_3,calendar_soc_50,checkup_index
calendar,slope_change_threshold,26.0,23.0,3,3,0.0,40.0,14,0,none,calendar_soc_50,log_age_efc_cumulative
calendar,slope_change_threshold,0.0,3.0,3,3,0.0,40.0,14,0,rolling_3,calendar_soc_50,log_age_efc_cumulative
calendar,two_line_l_method,1.0,9.0,3,3,0.0,40.0,14,0,none,calendar_soc_50,calendar_days
calendar,two_line_l_method,1.0,9.0,3,3,0.0,40.0,14,0,rolling_3,calendar_soc_50,calendar_days
calendar,two_line_l_method,1.0,9.0,3,3,0.0,40.0,14,0,none,calendar_soc_50,checkup_index
calendar,two_line_l_method,1.0,9.0,3,3,0.0,40.0,14,0,rolling_3,calendar_soc_50,checkup_index
calendar,two_line_l_method,1.0,10.0,3,3,0.0,40.0,14,0,none,calendar_soc_50,log_age_efc_cumulative
calendar,two_line_l_method,1.0,10.0,3,3,0.0,40.0,14,0,rolling_3,calendar_soc_50,log_age_efc_cumulative
calendar,capacity_threshold_60,,,3,0,0.0,40.0,15,0,none,calendar_soc_90,calendar_days
calendar,capacity_threshold_60,,,3,0,0.0,40.0,15,0,rolling_3,calendar_soc_90,calendar_days
calendar,capacity_threshold_60,,,3,0,0.0,40.0,15,0,none,calendar_soc_90,checkup_index
calendar,capacity_threshold_60,,,3,0,0.0,40.0,15,0,rolling_3,calendar_soc_90,checkup_index
calendar,capacity_threshold_60,,,3,0,0.0,40.0,15,0,none,calendar_soc_90,log_age_efc_cumulative
calendar,capacity_threshold_60,,,3,0,0.0,40.0,15,0,rolling_3,calendar_soc_90,log_age_efc_cumulative
calendar,capacity_threshold_70,,,3,0,0.0,40.0,15,0,none,calendar_soc_90,calendar_days
calendar,capacity_threshold_70,,,3,0,0.0,40.0,15,0,rolling_3,calendar_soc_90,calendar_days
calendar,capacity_threshold_70,,,3,0,0.0,40.0,15,0,none,calendar_soc_90,checkup_index
calendar,capacity_threshold_70,,,3,0,0.0,40.0,15,0,rolling_3,calendar_soc_90,checkup_index
calendar,capacity_threshold_70,,,3,0,0.0,40.0,15,0,none,calendar_soc_90,log_age_efc_cumulative
calendar,capacity_threshold_70,,,3,0,0.0,40.0,15,0,rolling_3,calendar_soc_90,log_age_efc_cumulative
calendar,capacity_threshold_80,2.0,22.0,3,2,0.0,40.0,15,0,none,calendar_soc_90,calendar_days
calendar,capacity_threshold_80,2.0,22.0,3,2,0.0,40.0,15,0,rolling_3,calendar_soc_90,calendar_days
calendar,capacity_threshold_80,2.0,22.0,3,2,0.0,40.0,15,0,none,calendar_soc_90,checkup_index
calendar,capacity_threshold_80,2.0,22.0,3,2,0.0,40.0,15,0,rolling_3,calendar_soc_90,checkup_index
calendar,capacity_threshold_80,2.0,22.0,3,2,0.0,40.0,15,0,none,calendar_soc_90,log_age_efc_cumulative
calendar,capacity_threshold_80,2.0,22.0,3,2,0.0,40.0,15,0,rolling_3,calendar_soc_90,log_age_efc_cumulative
calendar,max_chord_distance,18.0,5.0,3,3,0.0,40.0,15,0,none,calendar_soc_90,calendar_days
calendar,max_chord_distance,21.0,5.0,3,3,0.0,40.0,15,0,rolling_3,calendar_soc_90,calendar_days
calendar,max_chord_distance,13.0,16.0,3,3,0.0,40.0,15,0,none,calendar_soc_90,checkup_index
calendar,max_chord_distance,12.0,16.0,3,3,0.0,40.0,15,0,rolling_3,calendar_soc_90,checkup_index
calendar,max_chord_distance,2.0,16.0,3,3,0.0,40.0,15,0,none,calendar_soc_90,log_age_efc_cumulative
calendar,max_chord_distance,2.0,16.0,3,3,0.0,40.0,15,0,rolling_3,calendar_soc_90,log_age_efc_cumulative
calendar,piecewise_linear_bic,8.0,12.0,3,3,0.0,40.0,15,0,none,calendar_soc_90,calendar_days
calendar,piecewise_linear_bic,8.0,13.0,3,3,0.0,40.0,15,0,rolling_3,calendar_soc_90,calendar_days
calendar,piecewise_linear_bic,8.0,13.0,3,3,0.0,40.0,15,0,none,calendar_soc_90,checkup_index
calendar,piecewise_linear_bic,8.0,13.0,3,3,0.0,40.0,15,0,rolling_3,calendar_soc_90,checkup_index
calendar,piecewise_linear_bic,6.0,15.0,3,3,0.0,40.0,15,0,none,calendar_soc_90,log_age_efc_cumulative
calendar,piecewise_linear_bic,5.0,16.0,3,3,0.0,40.0,15,0,rolling_3,calendar_soc_90,log_age_efc_cumulative
calendar,slope_change_threshold,0.0,1.0,3,3,0.0,40.0,15,0,none,calendar_soc_90,calendar_days
calendar,slope_change_threshold,0.0,1.0,3,3,0.0,40.0,15,0,rolling_3,calendar_soc_90,calendar_days
calendar,slope_change_threshold,10.0,26.0,3,3,0.0,40.0,15,0,none,calendar_soc_90,checkup_index
calendar,slope_change_threshold,9.0,25.0,3,3,0.0,40.0,15,0,rolling_3,calendar_soc_90,checkup_index
calendar,slope_change_threshold,10.0,26.0,3,3,0.0,40.0,15,0,none,calendar_soc_90,log_age_efc_cumulative
calendar,slope_change_threshold,22.0,3.0,3,3,0.0,40.0,15,0,rolling_3,calendar_soc_90,log_age_efc_cumulative
calendar,two_line_l_method,8.0,12.0,3,3,0.0,40.0,15,0,none,calendar_soc_90,calendar_days
calendar,two_line_l_method,8.0,13.0,3,3,0.0,40.0,15,0,rolling_3,calendar_soc_90,calendar_days
calendar,two_line_l_method,8.0,13.0,3,3,0.0,40.0,15,0,none,calendar_soc_90,checkup_index
calendar,two_line_l_method,8.0,13.0,3,3,0.0,40.0,15,0,rolling_3,calendar_soc_90,checkup_index
calendar,two_line_l_method,6.0,15.0,3,3,0.0,40.0,15,0,none,calendar_soc_90,log_age_efc_cumulative
calendar,two_line_l_method,5.0,16.0,3,3,0.0,40.0,15,0,rolling_3,calendar_soc_90,log_age_efc_cumulative
calendar,capacity_threshold_60,,,3,0,0.0,40.0,16,0,none,calendar_soc_100,calendar_days
calendar,capacity_threshold_60,,,3,0,0.0,40.0,16,0,rolling_3,calendar_soc_100,calendar_days
calendar,capacity_threshold_60,,,3,0,0.0,40.0,16,0,none,calendar_soc_100,checkup_index
calendar,capacity_threshold_60,,,3,0,0.0,40.0,16,0,rolling_3,calendar_soc_100,checkup_index
calendar,capacity_threshold_60,,,3,0,0.0,40.0,16,0,none,calendar_soc_100,log_age_efc_cumulative
calendar,capacity_threshold_60,,,3,0,0.0,40.0,16,0,rolling_3,calendar_soc_100,log_age_efc_cumulative
calendar,capacity_threshold_70,,,3,0,0.0,40.0,16,0,none,calendar_soc_100,calendar_days
calendar,capacity_threshold_70,,,3,0,0.0,40.0,16,0,rolling_3,calendar_soc_100,calendar_days
calendar,capacity_threshold_70,,,3,0,0.0,40.0,16,0,none,calendar_soc_100,checkup_index
calendar,capacity_threshold_70,,,3,0,0.0,40.0,16,0,rolling_3,calendar_soc_100,checkup_index
calendar,capacity_threshold_70,,,3,0,0.0,40.0,16,0,none,calendar_soc_100,log_age_efc_cumulative
calendar,capacity_threshold_70,,,3,0,0.0,40.0,16,0,rolling_3,calendar_soc_100,log_age_efc_cumulative
calendar,capacity_threshold_80,4.0,24.0,3,2,0.0,40.0,16,0,none,calendar_soc_100,calendar_days
calendar,capacity_threshold_80,4.0,24.0,3,2,0.0,40.0,16,0,rolling_3,calendar_soc_100,calendar_days
calendar,capacity_threshold_80,4.0,24.0,3,2,0.0,40.0,16,0,none,calendar_soc_100,checkup_index
calendar,capacity_threshold_80,4.0,24.0,3,2,0.0,40.0,16,0,rolling_3,calendar_soc_100,checkup_index
calendar,capacity_threshold_80,4.0,24.0,3,2,0.0,40.0,16,0,none,calendar_soc_100,log_age_efc_cumulative
calendar,capacity_threshold_80,4.0,24.0,3,2,0.0,40.0,16,0,rolling_3,calendar_soc_100,log_age_efc_cumulative
calendar,max_chord_distance,15.0,13.0,3,3,0.0,40.0,16,0,none,calendar_soc_100,calendar_days
calendar,max_chord_distance,15.0,13.0,3,3,0.0,40.0,16,0,rolling_3,calendar_soc_100,calendar_days
calendar,max_chord_distance,6.0,13.0,3,3,0.0,40.0,16,0,none,calendar_soc_100,checkup_index
calendar,max_chord_distance,6.0,14.0,3,3,0.0,40.0,16,0,rolling_3,calendar_soc_100,checkup_index
calendar,max_chord_distance,5.0,13.0,3,3,0.0,40.0,16,0,none,calendar_soc_100,log_age_efc_cumulative
calendar,max_chord_distance,5.0,14.0,3,3,0.0,40.0,16,0,rolling_3,calendar_soc_100,log_age_efc_cumulative
calendar,piecewise_linear_bic,11.0,11.0,3,3,0.0,40.0,16,0,none,calendar_soc_100,calendar_days
calendar,piecewise_linear_bic,10.0,13.0,3,3,0.0,40.0,16,0,rolling_3,calendar_soc_100,calendar_days
calendar,piecewise_linear_bic,11.0,13.0,3,3,0.0,40.0,16,0,none,calendar_soc_100,checkup_index
calendar,piecewise_linear_bic,11.0,13.0,3,3,0.0,40.0,16,0,rolling_3,calendar_soc_100,checkup_index
calendar,piecewise_linear_bic,6.0,14.0,3,3,0.0,40.0,16,0,none,calendar_soc_100,log_age_efc_cumulative
calendar,piecewise_linear_bic,5.0,14.0,3,3,0.0,40.0,16,0,rolling_3,calendar_soc_100,log_age_efc_cumulative
calendar,slope_change_threshold,26.0,27.0,3,3,0.0,40.0,16,0,none,calendar_soc_100,calendar_days
calendar,slope_change_threshold,0.0,1.0,3,3,0.0,40.0,16,0,rolling_3,calendar_soc_100,calendar_days
calendar,slope_change_threshold,26.0,27.0,3,3,0.0,40.0,16,0,none,calendar_soc_100,checkup_index
calendar,slope_change_threshold,26.0,26.0,3,3,0.0,40.0,16,0,rolling_3,calendar_soc_100,checkup_index
calendar,slope_change_threshold,26.0,27.0,3,3,0.0,40.0,16,0,none,calendar_soc_100,log_age_efc_cumulative
calendar,slope_change_threshold,24.0,26.0,3,3,0.0,40.0,16,0,rolling_3,calendar_soc_100,log_age_efc_cumulative
calendar,two_line_l_method,11.0,11.0,3,3,0.0,40.0,16,0,none,calendar_soc_100,calendar_days
calendar,two_line_l_method,10.0,13.0,3,3,0.0,40.0,16,0,rolling_3,calendar_soc_100,calendar_days
calendar,two_line_l_method,11.0,13.0,3,3,0.0,40.0,16,0,none,calendar_soc_100,checkup_index
calendar,two_line_l_method,11.0,13.0,3,3,0.0,40.0,16,0,rolling_3,calendar_soc_100,checkup_index
calendar,two_line_l_method,6.0,14.0,3,3,0.0,40.0,16,0,none,calendar_soc_100,log_age_efc_cumulative
calendar,two_line_l_method,5.0,14.0,3,3,0.0,40.0,16,0,rolling_3,calendar_soc_100,log_age_efc_cumulative
cyclic,capacity_threshold_60,,,3,0,0.33,0.0,17,0,none,approx_0_100,calendar_days
cyclic,capacity_threshold_60,,,3,0,0.33,0.0,17,0,rolling_3,approx_0_100,calendar_days
cyclic,capacity_threshold_60,,,3,0,0.33,0.0,17,0,none,approx_0_100,checkup_index
cyclic,capacity_threshold_60,,,3,0,0.33,0.0,17,0,rolling_3,approx_0_100,checkup_index
cyclic,capacity_threshold_60,,,3,0,0.33,0.0,17,0,none,approx_0_100,log_age_efc_cumulative
cyclic,capacity_threshold_60,,,3,0,0.33,0.0,17,0,rolling_3,approx_0_100,log_age_efc_cumulative
cyclic,capacity_threshold_70,1.0,8.0,3,3,0.33,0.0,17,0,none,approx_0_100,calendar_days
cyclic,capacity_threshold_70,1.0,8.0,3,3,0.33,0.0,17,0,rolling_3,approx_0_100,calendar_days
cyclic,capacity_threshold_70,1.0,8.0,3,3,0.33,0.0,17,0,none,approx_0_100,checkup_index
cyclic,capacity_threshold_70,1.0,8.0,3,3,0.33,0.0,17,0,rolling_3,approx_0_100,checkup_index
cyclic,capacity_threshold_70,1.0,8.0,3,3,0.33,0.0,17,0,none,approx_0_100,log_age_efc_cumulative
cyclic,capacity_threshold_70,1.0,8.0,3,3,0.33,0.0,17,0,rolling_3,approx_0_100,log_age_efc_cumulative
cyclic,capacity_threshold_80,0.0,5.0,3,3,0.33,0.0,17,0,none,approx_0_100,calendar_days
cyclic,capacity_threshold_80,0.0,5.0,3,3,0.33,0.0,17,0,rolling_3,approx_0_100,calendar_days
cyclic,capacity_threshold_80,0.0,5.0,3,3,0.33,0.0,17,0,none,approx_0_100,checkup_index
cyclic,capacity_threshold_80,0.0,5.0,3,3,0.33,0.0,17,0,rolling_3,approx_0_100,checkup_index
cyclic,capacity_threshold_80,0.0,5.0,3,3,0.33,0.0,17,0,none,approx_0_100,log_age_efc_cumulative
cyclic,capacity_threshold_80,0.0,5.0,3,3,0.33,0.0,17,0,rolling_3,approx_0_100,log_age_efc_cumulative
cyclic,max_chord_distance,0.0,3.0,3,3,0.33,0.0,17,0,none,approx_0_100,calendar_days
cyclic,max_chord_distance,0.0,3.0,3,3,0.33,0.0,17,0,rolling_3,approx_0_100,calendar_days
cyclic,max_chord_distance,1.0,7.0,3,3,0.33,0.0,17,0,none,approx_0_100,checkup_index
cyclic,max_chord_distance,0.0,6.0,3,3,0.33,0.0,17,0,rolling_3,approx_0_100,checkup_index
cyclic,max_chord_distance,1.0,7.0,3,3,0.33,0.0,17,0,none,approx_0_100,log_age_efc_cumulative
cyclic,max_chord_distance,1.0,6.0,3,3,0.33,0.0,17,0,rolling_3,approx_0_100,log_age_efc_cumulative
cyclic,piecewise_linear_bic,0.0,2.0,3,3,0.33,0.0,17,0,none,approx_0_100,calendar_days
cyclic,piecewise_linear_bic,0.0,2.0,3,3,0.33,0.0,17,0,rolling_3,approx_0_100,calendar_days
cyclic,piecewise_linear_bic,1.0,6.0,3,3,0.33,0.0,17,0,none,approx_0_100,checkup_index
cyclic,piecewise_linear_bic,1.0,6.0,3,3,0.33,0.0,17,0,rolling_3,approx_0_100,checkup_index
cyclic,piecewise_linear_bic,4.0,2.0,3,3,0.33,0.0,17,0,none,approx_0_100,log_age_efc_cumulative
cyclic,piecewise_linear_bic,4.0,6.0,3,3,0.33,0.0,17,0,rolling_3,approx_0_100,log_age_efc_cumulative
cyclic,slope_change_threshold,6.0,6.0,3,3,0.33,0.0,17,0,none,approx_0_100,calendar_days
cyclic,slope_change_threshold,0.0,1.0,3,3,0.33,0.0,17,0,rolling_3,approx_0_100,calendar_days
cyclic,slope_change_threshold,1.0,7.0,3,3,0.33,0.0,17,0,none,approx_0_100,checkup_index
cyclic,slope_change_threshold,1.0,6.0,3,3,0.33,0.0,17,0,rolling_3,approx_0_100,checkup_index
cyclic,slope_change_threshold,0.0,7.0,3,3,0.33,0.0,17,0,none,approx_0_100,log_age_efc_cumulative
cyclic,slope_change_threshold,0.0,1.0,3,3,0.33,0.0,17,0,rolling_3,approx_0_100,log_age_efc_cumulative
cyclic,two_line_l_method,0.0,2.0,3,3,0.33,0.0,17,0,none,approx_0_100,calendar_days
cyclic,two_line_l_method,0.0,2.0,3,3,0.33,0.0,17,0,rolling_3,approx_0_100,calendar_days
cyclic,two_line_l_method,1.0,6.0,3,3,0.33,0.0,17,0,none,approx_0_100,checkup_index
cyclic,two_line_l_method,1.0,6.0,3,3,0.33,0.0,17,0,rolling_3,approx_0_100,checkup_index
cyclic,two_line_l_method,4.0,2.0,3,3,0.33,0.0,17,0,none,approx_0_100,log_age_efc_cumulative
cyclic,two_line_l_method,4.0,6.0,3,3,0.33,0.0,17,0,rolling_3,approx_0_100,log_age_efc_cumulative
cyclic,capacity_threshold_60,0.0,6.0,3,2,0.33,0.0,18,0,none,approx_0_100,calendar_days
cyclic,capacity_threshold_60,0.0,6.0,3,2,0.33,0.0,18,0,rolling_3,approx_0_100,calendar_days
cyclic,capacity_threshold_60,0.0,6.0,3,2,0.33,0.0,18,0,none,approx_0_100,checkup_index
cyclic,capacity_threshold_60,0.0,6.0,3,2,0.33,0.0,18,0,rolling_3,approx_0_100,checkup_index
cyclic,capacity_threshold_60,0.0,6.0,3,2,0.33,0.0,18,0,none,approx_0_100,log_age_efc_cumulative
cyclic,capacity_threshold_60,0.0,6.0,3,2,0.33,0.0,18,0,rolling_3,approx_0_100,log_age_efc_cumulative
cyclic,capacity_threshold_70,0.0,5.0,3,3,0.33,0.0,18,0,none,approx_0_100,calendar_days
cyclic,capacity_threshold_70,0.0,5.0,3,3,0.33,0.0,18,0,rolling_3,approx_0_100,calendar_days
cyclic,capacity_threshold_70,0.0,5.0,3,3,0.33,0.0,18,0,none,approx_0_100,checkup_index
cyclic,capacity_threshold_70,0.0,5.0,3,3,0.33,0.0,18,0,rolling_3,approx_0_100,checkup_index
cyclic,capacity_threshold_70,0.0,5.0,3,3,0.33,0.0,18,0,none,approx_0_100,log_age_efc_cumulative
cyclic,capacity_threshold_70,0.0,5.0,3,3,0.33,0.0,18,0,rolling_3,approx_0_100,log_age_efc_cumulative
cyclic,capacity_threshold_80,0.0,3.0,3,3,0.33,0.0,18,0,none,approx_0_100,calendar_days
cyclic,capacity_threshold_80,0.0,3.0,3,3,0.33,0.0,18,0,rolling_3,approx_0_100,calendar_days
cyclic,capacity_threshold_80,0.0,3.0,3,3,0.33,0.0,18,0,none,approx_0_100,checkup_index
cyclic,capacity_threshold_80,0.0,3.0,3,3,0.33,0.0,18,0,rolling_3,approx_0_100,checkup_index
cyclic,capacity_threshold_80,0.0,3.0,3,3,0.33,0.0,18,0,none,approx_0_100,log_age_efc_cumulative
cyclic,capacity_threshold_80,0.0,3.0,3,3,0.33,0.0,18,0,rolling_3,approx_0_100,log_age_efc_cumulative
cyclic,max_chord_distance,0.0,2.0,3,3,0.33,0.0,18,0,none,approx_0_100,calendar_days
cyclic,max_chord_distance,0.0,1.0,3,3,0.33,0.0,18,0,rolling_3,approx_0_100,calendar_days
cyclic,max_chord_distance,2.0,4.0,3,3,0.33,0.0,18,0,none,approx_0_100,checkup_index
cyclic,max_chord_distance,2.0,2.0,3,3,0.33,0.0,18,0,rolling_3,approx_0_100,checkup_index
cyclic,max_chord_distance,0.0,4.0,3,3,0.33,0.0,18,0,none,approx_0_100,log_age_efc_cumulative
cyclic,max_chord_distance,4.0,5.0,3,3,0.33,0.0,18,0,rolling_3,approx_0_100,log_age_efc_cumulative
cyclic,piecewise_linear_bic,0.0,2.0,3,3,0.33,0.0,18,0,none,approx_0_100,calendar_days
cyclic,piecewise_linear_bic,0.0,2.0,3,3,0.33,0.0,18,0,rolling_3,approx_0_100,calendar_days
cyclic,piecewise_linear_bic,0.0,3.0,3,3,0.33,0.0,18,0,none,approx_0_100,checkup_index
cyclic,piecewise_linear_bic,1.0,2.0,3,3,0.33,0.0,18,0,rolling_3,approx_0_100,checkup_index
cyclic,piecewise_linear_bic,2.0,2.0,3,3,0.33,0.0,18,0,none,approx_0_100,log_age_efc_cumulative
cyclic,piecewise_linear_bic,0.0,2.0,3,3,0.33,0.0,18,0,rolling_3,approx_0_100,log_age_efc_cumulative
cyclic,slope_change_threshold,3.0,1.0,3,3,0.33,0.0,18,0,none,approx_0_100,calendar_days
cyclic,slope_change_threshold,0.0,1.0,3,3,0.33,0.0,18,0,rolling_3,approx_0_100,calendar_days
cyclic,slope_change_threshold,0.0,4.0,3,3,0.33,0.0,18,0,none,approx_0_100,checkup_index
cyclic,slope_change_threshold,2.0,2.0,3,3,0.33,0.0,18,0,rolling_3,approx_0_100,checkup_index
cyclic,slope_change_threshold,1.0,5.0,3,3,0.33,0.0,18,0,none,approx_0_100,log_age_efc_cumulative
cyclic,slope_change_threshold,4.0,5.0,3,3,0.33,0.0,18,0,rolling_3,approx_0_100,log_age_efc_cumulative
cyclic,two_line_l_method,0.0,2.0,3,3,0.33,0.0,18,0,none,approx_0_100,calendar_days
cyclic,two_line_l_method,0.0,2.0,3,3,0.33,0.0,18,0,rolling_3,approx_0_100,calendar_days
cyclic,two_line_l_method,0.0,3.0,3,3,0.33,0.0,18,0,none,approx_0_100,checkup_index
cyclic,two_line_l_method,1.0,2.0,3,3,0.33,0.0,18,0,rolling_3,approx_0_100,checkup_index
cyclic,two_line_l_method,2.0,2.0,3,3,0.33,0.0,18,0,none,approx_0_100,log_age_efc_cumulative
cyclic,two_line_l_method,0.0,2.0,3,3,0.33,0.0,18,0,rolling_3,approx_0_100,log_age_efc_cumulative
cyclic,capacity_threshold_60,,,3,0,1.0,0.0,19,0,none,approx_0_100,calendar_days
cyclic,capacity_threshold_60,,,3,0,1.0,0.0,19,0,rolling_3,approx_0_100,calendar_days
cyclic,capacity_threshold_60,,,3,0,1.0,0.0,19,0,none,approx_0_100,checkup_index
cyclic,capacity_threshold_60,,,3,0,1.0,0.0,19,0,rolling_3,approx_0_100,checkup_index
cyclic,capacity_threshold_60,,,3,0,1.0,0.0,19,0,none,approx_0_100,log_age_efc_cumulative
cyclic,capacity_threshold_60,,,3,0,1.0,0.0,19,0,rolling_3,approx_0_100,log_age_efc_cumulative
cyclic,capacity_threshold_70,,,3,0,1.0,0.0,19,0,none,approx_0_100,calendar_days
cyclic,capacity_threshold_70,,,3,0,1.0,0.0,19,0,rolling_3,approx_0_100,calendar_days
cyclic,capacity_threshold_70,,,3,0,1.0,0.0,19,0,none,approx_0_100,checkup_index
cyclic,capacity_threshold_70,,,3,0,1.0,0.0,19,0,rolling_3,approx_0_100,checkup_index
cyclic,capacity_threshold_70,,,3,0,1.0,0.0,19,0,none,approx_0_100,log_age_efc_cumulative
cyclic,capacity_threshold_70,,,3,0,1.0,0.0,19,0,rolling_3,approx_0_100,log_age_efc_cumulative
cyclic,capacity_threshold_80,,,3,0,1.0,0.0,19,0,none,approx_0_100,calendar_days
cyclic,capacity_threshold_80,,,3,0,1.0,0.0,19,0,rolling_3,approx_0_100,calendar_days
cyclic,capacity_threshold_80,,,3,0,1.0,0.0,19,0,none,approx_0_100,checkup_index
cyclic,capacity_threshold_80,,,3,0,1.0,0.0,19,0,rolling_3,approx_0_100,checkup_index
cyclic,capacity_threshold_80,,,3,0,1.0,0.0,19,0,none,approx_0_100,log_age_efc_cumulative
