detector_name,knee_spread_checkups,n_replicates,n_valid_knees,parameter_set,replicate_consistent_within_2_checkups,smoothing_policy,x_axis
slope_change_threshold,0.0,3,3,18,True,none,checkup_index
slope_change_threshold,2.0,3,3,18,True,rolling_3,checkup_index
slope_change_threshold,1.0,3,3,18,True,none,log_age_efc_cumulative
slope_change_threshold,4.0,3,3,18,False,rolling_3,log_age_efc_cumulative
two_line_l_method,0.0,3,3,18,True,none,calendar_days
two_line_l_method,0.0,3,3,18,True,rolling_3,calendar_days
two_line_l_method,0.0,3,3,18,True,none,checkup_index
two_line_l_method,1.0,3,3,18,True,rolling_3,checkup_index
two_line_l_method,2.0,3,3,18,True,none,log_age_efc_cumulative
two_line_l_method,0.0,3,3,18,True,rolling_3,log_age_efc_cumulative
capacity_threshold_60,,3,0,19,False,none,calendar_days
capacity_threshold_60,,3,0,19,False,rolling_3,calendar_days
capacity_threshold_60,,3,0,19,False,none,checkup_index
capacity_threshold_60,,3,0,19,False,rolling_3,checkup_index
capacity_threshold_60,,3,0,19,False,none,log_age_efc_cumulative
capacity_threshold_60,,3,0,19,False,rolling_3,log_age_efc_cumulative
capacity_threshold_70,,3,0,19,False,none,calendar_days
capacity_threshold_70,,3,0,19,False,rolling_3,calendar_days
capacity_threshold_70,,3,0,19,False,none,checkup_index
capacity_threshold_70,,3,0,19,False,rolling_3,checkup_index
capacity_threshold_70,,3,0,19,False,none,log_age_efc_cumulative
capacity_threshold_70,,3,0,19,False,rolling_3,log_age_efc_cumulative
capacity_threshold_80,,3,0,19,False,none,calendar_days
capacity_threshold_80,,3,0,19,False,rolling_3,calendar_days
capacity_threshold_80,,3,0,19,False,none,checkup_index
capacity_threshold_80,,3,0,19,False,rolling_3,checkup_index
capacity_threshold_80,,3,0,19,False,none,log_age_efc_cumulative
capacity_threshold_80,,3,0,19,False,rolling_3,log_age_efc_cumulative
max_chord_distance,,3,0,19,False,none,calendar_days
max_chord_distance,,3,0,19,False,rolling_3,calendar_days
max_chord_distance,,3,0,19,False,none,checkup_index
max_chord_distance,,3,0,19,False,rolling_3,checkup_index
max_chord_distance,,3,0,19,False,none,log_age_efc_cumulative
max_chord_distance,,3,0,19,False,rolling_3,log_age_efc_cumulative
piecewise_linear_bic,,3,0,19,False,none,calendar_days
piecewise_linear_bic,,3,0,19,False,rolling_3,calendar_days
piecewise_linear_bic,,3,0,19,False,none,checkup_index
piecewise_linear_bic,,3,0,19,False,rolling_3,checkup_index
piecewise_linear_bic,,3,0,19,False,none,log_age_efc_cumulative
piecewise_linear_bic,,3,0,19,False,rolling_3,log_age_efc_cumulative
slope_change_threshold,,3,0,19,False,none,calendar_days
slope_change_threshold,,3,0,19,False,rolling_3,calendar_days
slope_change_threshold,,3,0,19,False,none,checkup_index
slope_change_threshold,,3,0,19,False,rolling_3,checkup_index
slope_change_threshold,,3,0,19,False,none,log_age_efc_cumulative
slope_change_threshold,,3,0,19,False,rolling_3,log_age_efc_cumulative
two_line_l_method,,3,0,19,False,none,calendar_days
two_line_l_method,,3,0,19,False,rolling_3,calendar_days
two_line_l_method,,3,0,19,False,none,checkup_index
two_line_l_method,,3,0,19,False,rolling_3,checkup_index
two_line_l_method,,3,0,19,False,none,log_age_efc_cumulative
two_line_l_method,,3,0,19,False,rolling_3,log_age_efc_cumulative
capacity_threshold_60,,3,0,20,False,none,calendar_days
capacity_threshold_60,,3,0,20,False,rolling_3,calendar_days
capacity_threshold_60,,3,0,20,False,none,checkup_index
capacity_threshold_60,,3,0,20,False,rolling_3,checkup_index
capacity_threshold_60,,3,0,20,False,none,log_age_efc_cumulative
capacity_threshold_60,,3,0,20,False,rolling_3,log_age_efc_cumulative
capacity_threshold_70,,3,0,20,False,none,calendar_days
capacity_threshold_70,,3,0,20,False,rolling_3,calendar_days
capacity_threshold_70,,3,0,20,False,none,checkup_index
capacity_threshold_70,,3,0,20,False,rolling_3,checkup_index
capacity_threshold_70,,3,0,20,False,none,log_age_efc_cumulative
capacity_threshold_70,,3,0,20,False,rolling_3,log_age_efc_cumulative
capacity_threshold_80,,3,0,20,False,none,calendar_days
capacity_threshold_80,,3,0,20,False,rolling_3,calendar_days
capacity_threshold_80,,3,0,20,False,none,checkup_index
capacity_threshold_80,,3,0,20,False,rolling_3,checkup_index
capacity_threshold_80,,3,0,20,False,none,log_age_efc_cumulative
capacity_threshold_80,,3,0,20,False,rolling_3,log_age_efc_cumulative
max_chord_distance,,3,0,20,False,none,calendar_days
max_chord_distance,,3,0,20,False,rolling_3,calendar_days
max_chord_distance,,3,0,20,False,none,checkup_index
max_chord_distance,,3,0,20,False,rolling_3,checkup_index
max_chord_distance,,3,0,20,False,none,log_age_efc_cumulative
max_chord_distance,,3,0,20,False,rolling_3,log_age_efc_cumulative
piecewise_linear_bic,,3,0,20,False,none,calendar_days
piecewise_linear_bic,,3,0,20,False,rolling_3,calendar_days
piecewise_linear_bic,,3,0,20,False,none,checkup_index
piecewise_linear_bic,,3,0,20,False,rolling_3,checkup_index
piecewise_linear_bic,,3,0,20,False,none,log_age_efc_cumulative
piecewise_linear_bic,,3,0,20,False,rolling_3,log_age_efc_cumulative
slope_change_threshold,,3,0,20,False,none,calendar_days
slope_change_threshold,,3,0,20,False,rolling_3,calendar_days
slope_change_threshold,,3,0,20,False,none,checkup_index
slope_change_threshold,,3,0,20,False,rolling_3,checkup_index
slope_change_threshold,,3,0,20,False,none,log_age_efc_cumulative
slope_change_threshold,,3,0,20,False,rolling_3,log_age_efc_cumulative
two_line_l_method,,3,0,20,False,none,calendar_days
two_line_l_method,,3,0,20,False,rolling_3,calendar_days
two_line_l_method,,3,0,20,False,none,checkup_index
two_line_l_method,,3,0,20,False,rolling_3,checkup_index
two_line_l_method,,3,0,20,False,none,log_age_efc_cumulative
two_line_l_method,,3,0,20,False,rolling_3,log_age_efc_cumulative
capacity_threshold_60,1.0,3,2,21,True,none,calendar_days
capacity_threshold_60,1.0,3,2,21,True,rolling_3,calendar_days
capacity_threshold_60,1.0,3,2,21,True,none,checkup_index
capacity_threshold_60,1.0,3,2,21,True,rolling_3,checkup_index
capacity_threshold_60,1.0,3,2,21,True,none,log_age_efc_cumulative
capacity_threshold_60,1.0,3,2,21,True,rolling_3,log_age_efc_cumulative
capacity_threshold_70,1.0,3,3,21,True,none,calendar_days
capacity_threshold_70,1.0,3,3,21,True,rolling_3,calendar_days
capacity_threshold_70,1.0,3,3,21,True,none,checkup_index
capacity_threshold_70,1.0,3,3,21,True,rolling_3,checkup_index
capacity_threshold_70,1.0,3,3,21,True,none,log_age_efc_cumulative
capacity_threshold_70,1.0,3,3,21,True,rolling_3,log_age_efc_cumulative
capacity_threshold_80,0.0,3,3,21,True,none,calendar_days
capacity_threshold_80,0.0,3,3,21,True,rolling_3,calendar_days
capacity_threshold_80,0.0,3,3,21,True,none,checkup_index
capacity_threshold_80,0.0,3,3,21,True,rolling_3,checkup_index
capacity_threshold_80,0.0,3,3,21,True,none,log_age_efc_cumulative
capacity_threshold_80,0.0,3,3,21,True,rolling_3,log_age_efc_cumulative
max_chord_distance,1.0,3,3,21,True,none,calendar_days
max_chord_distance,0.0,3,3,21,True,rolling_3,calendar_days
max_chord_distance,1.0,3,3,21,True,none,checkup_index
max_chord_distance,0.0,3,3,21,True,rolling_3,checkup_index
max_chord_distance,1.0,3,3,21,True,none,log_age_efc_cumulative
max_chord_distance,1.0,3,3,21,True,rolling_3,log_age_efc_cumulative
piecewise_linear_bic,0.0,3,3,21,True,none,calendar_days
piecewise_linear_bic,0.0,3,3,21,True,rolling_3,calendar_days
piecewise_linear_bic,0.0,3,3,21,True,none,checkup_index
piecewise_linear_bic,0.0,3,3,21,True,rolling_3,checkup_index
piecewise_linear_bic,1.0,3,3,21,True,none,log_age_efc_cumulative
piecewise_linear_bic,0.0,3,3,21,True,rolling_3,log_age_efc_cumulative
slope_change_threshold,2.0,3,3,21,True,none,calendar_days
slope_change_threshold,0.0,3,3,21,True,rolling_3,calendar_days
slope_change_threshold,2.0,3,3,21,True,none,checkup_index
slope_change_threshold,0.0,3,3,21,True,rolling_3,checkup_index
slope_change_threshold,1.0,3,3,21,True,none,log_age_efc_cumulative
slope_change_threshold,13.0,3,3,21,False,rolling_3,log_age_efc_cumulative
two_line_l_method,0.0,3,3,21,True,none,calendar_days
two_line_l_method,0.0,3,3,21,True,rolling_3,calendar_days
two_line_l_method,0.0,3,3,21,True,none,checkup_index
two_line_l_method,0.0,3,3,21,True,rolling_3,checkup_index
two_line_l_method,1.0,3,3,21,True,none,log_age_efc_cumulative
two_line_l_method,0.0,3,3,21,True,rolling_3,log_age_efc_cumulative
capacity_threshold_60,1.0,3,2,22,True,none,calendar_days
capacity_threshold_60,1.0,3,2,22,True,rolling_3,calendar_days
capacity_threshold_60,1.0,3,2,22,True,none,checkup_index
capacity_threshold_60,1.0,3,2,22,True,rolling_3,checkup_index
capacity_threshold_60,1.0,3,2,22,True,none,log_age_efc_cumulative
capacity_threshold_60,1.0,3,2,22,True,rolling_3,log_age_efc_cumulative
capacity_threshold_70,1.0,3,3,22,True,none,calendar_days
capacity_threshold_70,1.0,3,3,22,True,rolling_3,calendar_days
capacity_threshold_70,1.0,3,3,22,True,none,checkup_index
capacity_threshold_70,1.0,3,3,22,True,rolling_3,checkup_index
capacity_threshold_70,1.0,3,3,22,True,none,log_age_efc_cumulative
capacity_threshold_70,1.0,3,3,22,True,rolling_3,log_age_efc_cumulative
capacity_threshold_80,0.0,3,3,22,True,none,calendar_days
capacity_threshold_80,1.0,3,3,22,True,rolling_3,calendar_days
capacity_threshold_80,0.0,3,3,22,True,none,checkup_index
capacity_threshold_80,1.0,3,3,22,True,rolling_3,checkup_index
capacity_threshold_80,0.0,3,3,22,True,none,log_age_efc_cumulative
capacity_threshold_80,1.0,3,3,22,True,rolling_3,log_age_efc_cumulative
max_chord_distance,1.0,3,3,22,True,none,calendar_days
max_chord_distance,1.0,3,3,22,True,rolling_3,calendar_days
max_chord_distance,1.0,3,3,22,True,none,checkup_index
max_chord_distance,1.0,3,3,22,True,rolling_3,checkup_index
max_chord_distance,1.0,3,3,22,True,none,log_age_efc_cumulative
max_chord_distance,1.0,3,3,22,True,rolling_3,log_age_efc_cumulative
piecewise_linear_bic,1.0,3,3,22,True,none,calendar_days
piecewise_linear_bic,1.0,3,3,22,True,rolling_3,calendar_days
piecewise_linear_bic,1.0,3,3,22,True,none,checkup_index
piecewise_linear_bic,1.0,3,3,22,True,rolling_3,checkup_index
piecewise_linear_bic,1.0,3,3,22,True,none,log_age_efc_cumulative
piecewise_linear_bic,1.0,3,3,22,True,rolling_3,log_age_efc_cumulative
slope_change_threshold,1.0,3,3,22,True,none,calendar_days
slope_change_threshold,6.0,3,3,22,False,rolling_3,calendar_days
slope_change_threshold,1.0,3,3,22,True,none,checkup_index
slope_change_threshold,1.0,3,3,22,True,rolling_3,checkup_index
slope_change_threshold,1.0,3,3,22,True,none,log_age_efc_cumulative
slope_change_threshold,6.0,3,3,22,False,rolling_3,log_age_efc_cumulative
two_line_l_method,1.0,3,3,22,True,none,calendar_days
two_line_l_method,1.0,3,3,22,True,rolling_3,calendar_days
two_line_l_method,1.0,3,3,22,True,none,checkup_index
two_line_l_method,1.0,3,3,22,True,rolling_3,checkup_index
two_line_l_method,1.0,3,3,22,True,none,log_age_efc_cumulative
two_line_l_method,1.0,3,3,22,True,rolling_3,log_age_efc_cumulative
capacity_threshold_60,,3,0,23,False,none,calendar_days
capacity_threshold_60,,3,0,23,False,rolling_3,calendar_days
capacity_threshold_60,,3,0,23,False,none,checkup_index
capacity_threshold_60,,3,0,23,False,rolling_3,checkup_index
capacity_threshold_60,,3,0,23,False,none,log_age_efc_cumulative
capacity_threshold_60,,3,0,23,False,rolling_3,log_age_efc_cumulative
capacity_threshold_70,,3,0,23,False,none,calendar_days
capacity_threshold_70,,3,0,23,False,rolling_3,calendar_days
capacity_threshold_70,,3,0,23,False,none,checkup_index
capacity_threshold_70,,3,0,23,False,rolling_3,checkup_index
capacity_threshold_70,,3,0,23,False,none,log_age_efc_cumulative
capacity_threshold_70,,3,0,23,False,rolling_3,log_age_efc_cumulative
capacity_threshold_80,,3,0,23,False,none,calendar_days
capacity_threshold_80,,3,0,23,False,rolling_3,calendar_days
capacity_threshold_80,,3,0,23,False,none,checkup_index
capacity_threshold_80,,3,0,23,False,rolling_3,checkup_index
capacity_threshold_80,,3,0,23,False,none,log_age_efc_cumulative
capacity_threshold_80,,3,0,23,False,rolling_3,log_age_efc_cumulative
max_chord_distance,,3,0,23,False,none,calendar_days
max_chord_distance,,3,0,23,False,rolling_3,calendar_days
max_chord_distance,,3,0,23,False,none,checkup_index
max_chord_distance,,3,0,23,False,rolling_3,checkup_index
max_chord_distance,,3,0,23,False,none,log_age_efc_cumulative
max_chord_distance,,3,0,23,False,rolling_3,log_age_efc_cumulative
piecewise_linear_bic,,3,0,23,False,none,calendar_days
piecewise_linear_bic,,3,0,23,False,rolling_3,calendar_days
piecewise_linear_bic,,3,0,23,False,none,checkup_index
piecewise_linear_bic,,3,0,23,False,rolling_3,checkup_index
piecewise_linear_bic,,3,0,23,False,none,log_age_efc_cumulative
piecewise_linear_bic,,3,0,23,False,rolling_3,log_age_efc_cumulative
slope_change_threshold,,3,0,23,False,none,calendar_days
slope_change_threshold,,3,0,23,False,rolling_3,calendar_days
slope_change_threshold,,3,0,23,False,none,checkup_index
slope_change_threshold,,3,0,23,False,rolling_3,checkup_index
slope_change_threshold,,3,0,23,False,none,log_age_efc_cumulative
slope_change_threshold,,3,0,23,False,rolling_3,log_age_efc_cumulative
two_line_l_method,,3,0,23,False,none,calendar_days
two_line_l_method,,3,0,23,False,rolling_3,calendar_days
two_line_l_method,,3,0,23,False,none,checkup_index
two_line_l_method,,3,0,23,False,rolling_3,checkup_index
two_line_l_method,,3,0,23,False,none,log_age_efc_cumulative
two_line_l_method,,3,0,23,False,rolling_3,log_age_efc_cumulative
capacity_threshold_60,,3,0,24,False,none,calendar_days
capacity_threshold_60,,3,0,24,False,rolling_3,calendar_days
capacity_threshold_60,,3,0,24,False,none,checkup_index
capacity_threshold_60,,3,0,24,False,rolling_3,checkup_index
capacity_threshold_60,,3,0,24,False,none,log_age_efc_cumulative
capacity_threshold_60,,3,0,24,False,rolling_3,log_age_efc_cumulative
capacity_threshold_70,,3,0,24,False,none,calendar_days
capacity_threshold_70,,3,0,24,False,rolling_3,calendar_days
capacity_threshold_70,,3,0,24,False,none,checkup_index
capacity_threshold_70,,3,0,24,False,rolling_3,checkup_index
capacity_threshold_70,,3,0,24,False,none,log_age_efc_cumulative
capacity_threshold_70,,3,0,24,False,rolling_3,log_age_efc_cumulative
capacity_threshold_80,,3,0,24,False,none,calendar_days
capacity_threshold_80,,3,0,24,False,rolling_3,calendar_days
capacity_threshold_80,,3,0,24,False,none,checkup_index
capacity_threshold_80,,3,0,24,False,rolling_3,checkup_index
capacity_threshold_80,,3,0,24,False,none,log_age_efc_cumulative
capacity_threshold_80,,3,0,24,False,rolling_3,log_age_efc_cumulative
max_chord_distance,,3,0,24,False,none,calendar_days
max_chord_distance,,3,0,24,False,rolling_3,calendar_days
max_chord_distance,,3,0,24,False,none,checkup_index
max_chord_distance,,3,0,24,False,rolling_3,checkup_index
max_chord_distance,,3,0,24,False,none,log_age_efc_cumulative
max_chord_distance,,3,0,24,False,rolling_3,log_age_efc_cumulative
piecewise_linear_bic,,3,0,24,False,none,calendar_days
piecewise_linear_bic,,3,0,24,False,rolling_3,calendar_days
piecewise_linear_bic,,3,0,24,False,none,checkup_index
piecewise_linear_bic,,3,0,24,False,rolling_3,checkup_index
piecewise_linear_bic,,3,0,24,False,none,log_age_efc_cumulative
piecewise_linear_bic,,3,0,24,False,rolling_3,log_age_efc_cumulative
slope_change_threshold,,3,0,24,False,none,calendar_days
slope_change_threshold,,3,0,24,False,rolling_3,calendar_days
slope_change_threshold,,3,0,24,False,none,checkup_index
slope_change_threshold,,3,0,24,False,rolling_3,checkup_index
slope_change_threshold,,3,0,24,False,none,log_age_efc_cumulative
slope_change_threshold,,3,0,24,False,rolling_3,log_age_efc_cumulative
two_line_l_method,,3,0,24,False,none,calendar_days
two_line_l_method,,3,0,24,False,rolling_3,calendar_days
two_line_l_method,,3,0,24,False,none,checkup_index
two_line_l_method,,3,0,24,False,rolling_3,checkup_index
two_line_l_method,,3,0,24,False,none,log_age_efc_cumulative
two_line_l_method,,3,0,24,False,rolling_3,log_age_efc_cumulative
capacity_threshold_60,2.0,3,3,25,True,none,calendar_days
capacity_threshold_60,2.0,3,3,25,True,rolling_3,calendar_days
capacity_threshold_60,2.0,3,3,25,True,none,checkup_index
capacity_threshold_60,2.0,3,3,25,True,rolling_3,checkup_index
capacity_threshold_60,2.0,3,3,25,True,none,log_age_efc_cumulative
capacity_threshold_60,2.0,3,3,25,True,rolling_3,log_age_efc_cumulative
capacity_threshold_70,1.0,3,3,25,True,none,calendar_days
capacity_threshold_70,1.0,3,3,25,True,rolling_3,calendar_days
capacity_threshold_70,1.0,3,3,25,True,none,checkup_index
capacity_threshold_70,1.0,3,3,25,True,rolling_3,checkup_index
capacity_threshold_70,1.0,3,3,25,True,none,log_age_efc_cumulative
capacity_threshold_70,1.0,3,3,25,True,rolling_3,log_age_efc_cumulative
capacity_threshold_80,0.0,3,3,25,True,none,calendar_days
capacity_threshold_80,0.0,3,3,25,True,rolling_3,calendar_days
capacity_threshold_80,0.0,3,3,25,True,none,checkup_index
capacity_threshold_80,0.0,3,3,25,True,rolling_3,checkup_index
capacity_threshold_80,0.0,3,3,25,True,none,log_age_efc_cumulative
capacity_threshold_80,0.0,3,3,25,True,rolling_3,log_age_efc_cumulative
max_chord_distance,1.0,3,3,25,True,none,calendar_days
max_chord_distance,2.0,3,3,25,True,rolling_3,calendar_days
max_chord_distance,1.0,3,3,25,True,none,checkup_index
max_chord_distance,2.0,3,3,25,True,rolling_3,checkup_index
max_chord_distance,1.0,3,3,25,True,none,log_age_efc_cumulative
max_chord_distance,2.0,3,3,25,True,rolling_3,log_age_efc_cumulative
piecewise_linear_bic,3.0,3,3,25,False,none,calendar_days
piecewise_linear_bic,3.0,3,3,25,False,rolling_3,calendar_days
piecewise_linear_bic,3.0,3,3,25,False,none,checkup_index
piecewise_linear_bic,3.0,3,3,25,False,rolling_3,checkup_index
piecewise_linear_bic,3.0,3,3,25,False,none,log_age_efc_cumulative
piecewise_linear_bic,4.0,3,3,25,False,rolling_3,log_age_efc_cumulative
slope_change_threshold,3.0,3,3,25,False,none,calendar_days
slope_change_threshold,22.0,3,3,25,False,rolling_3,calendar_days
slope_change_threshold,5.0,3,3,25,False,none,checkup_index
slope_change_threshold,4.0,3,3,25,False,rolling_3,checkup_index
slope_change_threshold,3.0,3,3,25,False,none,log_age_efc_cumulative
slope_change_threshold,3.0,3,3,25,False,rolling_3,log_age_efc_cumulative
two_line_l_method,3.0,3,3,25,False,none,calendar_days
two_line_l_method,3.0,3,3,25,False,rolling_3,calendar_days
two_line_l_method,3.0,3,3,25,False,none,checkup_index
two_line_l_method,3.0,3,3,25,False,rolling_3,checkup_index
two_line_l_method,3.0,3,3,25,False,none,log_age_efc_cumulative
two_line_l_method,4.0,3,3,25,False,rolling_3,log_age_efc_cumulative
capacity_threshold_60,0.0,3,3,26,True,none,calendar_days
capacity_threshold_60,0.0,3,3,26,True,rolling_3,calendar_days
capacity_threshold_60,0.0,3,3,26,True,none,checkup_index
capacity_threshold_60,0.0,3,3,26,True,rolling_3,checkup_index
capacity_threshold_60,0.0,3,3,26,True,none,log_age_efc_cumulative
capacity_threshold_60,0.0,3,3,26,True,rolling_3,log_age_efc_cumulative
capacity_threshold_70,1.0,3,3,26,True,none,calendar_days
capacity_threshold_70,1.0,3,3,26,True,rolling_3,calendar_days
capacity_threshold_70,1.0,3,3,26,True,none,checkup_index
capacity_threshold_70,1.0,3,3,26,True,rolling_3,checkup_index
capacity_threshold_70,1.0,3,3,26,True,none,log_age_efc_cumulative
capacity_threshold_70,1.0,3,3,26,True,rolling_3,log_age_efc_cumulative
capacity_threshold_80,1.0,3,3,26,True,none,calendar_days
capacity_threshold_80,0.0,3,3,26,True,rolling_3,calendar_days
capacity_threshold_80,1.0,3,3,26,True,none,checkup_index
capacity_threshold_80,0.0,3,3,26,True,rolling_3,checkup_index
capacity_threshold_80,1.0,3,3,26,True,none,log_age_efc_cumulative
capacity_threshold_80,0.0,3,3,26,True,rolling_3,log_age_efc_cumulative
max_chord_distance,0.0,3,3,26,True,none,calendar_days
max_chord_distance,1.0,3,3,26,True,rolling_3,calendar_days
max_chord_distance,0.0,3,3,26,True,none,checkup_index
max_chord_distance,1.0,3,3,26,True,rolling_3,checkup_index
max_chord_distance,0.0,3,3,26,True,none,log_age_efc_cumulative
max_chord_distance,1.0,3,3,26,True,rolling_3,log_age_efc_cumulative
piecewise_linear_bic,0.0,3,3,26,True,none,calendar_days
piecewise_linear_bic,1.0,3,3,26,True,rolling_3,calendar_days
piecewise_linear_bic,0.0,3,3,26,True,none,checkup_index
piecewise_linear_bic,0.0,3,3,26,True,rolling_3,checkup_index
piecewise_linear_bic,0.0,3,3,26,True,none,log_age_efc_cumulative
piecewise_linear_bic,0.0,3,3,26,True,rolling_3,log_age_efc_cumulative
slope_change_threshold,1.0,3,3,26,True,none,calendar_days
slope_change_threshold,8.0,3,3,26,False,rolling_3,calendar_days
slope_change_threshold,1.0,3,3,26,True,none,checkup_index
slope_change_threshold,0.0,3,3,26,True,rolling_3,checkup_index
slope_change_threshold,0.0,3,3,26,True,none,log_age_efc_cumulative
slope_change_threshold,0.0,3,3,26,True,rolling_3,log_age_efc_cumulative
two_line_l_method,0.0,3,3,26,True,none,calendar_days
two_line_l_method,1.0,3,3,26,True,rolling_3,calendar_days
two_line_l_method,0.0,3,3,26,True,none,checkup_index
two_line_l_method,0.0,3,3,26,True,rolling_3,checkup_index
two_line_l_method,0.0,3,3,26,True,none,log_age_efc_cumulative
two_line_l_method,0.0,3,3,26,True,rolling_3,log_age_efc_cumulative
capacity_threshold_60,0.0,3,2,27,True,none,calendar_days
capacity_threshold_60,0.0,3,2,27,True,rolling_3,calendar_days
capacity_threshold_60,0.0,3,2,27,True,none,checkup_index
capacity_threshold_60,0.0,3,2,27,True,rolling_3,checkup_index
capacity_threshold_60,0.0,3,2,27,True,none,log_age_efc_cumulative
capacity_threshold_60,0.0,3,2,27,True,rolling_3,log_age_efc_cumulative
capacity_threshold_70,1.0,3,3,27,True,none,calendar_days
capacity_threshold_70,1.0,3,3,27,True,rolling_3,calendar_days
capacity_threshold_70,1.0,3,3,27,True,none,checkup_index
capacity_threshold_70,1.0,3,3,27,True,rolling_3,checkup_index
capacity_threshold_70,1.0,3,3,27,True,none,log_age_efc_cumulative
capacity_threshold_70,1.0,3,3,27,True,rolling_3,log_age_efc_cumulative
capacity_threshold_80,0.0,3,3,27,True,none,calendar_days
capacity_threshold_80,0.0,3,3,27,True,rolling_3,calendar_days
capacity_threshold_80,0.0,3,3,27,True,none,checkup_index
capacity_threshold_80,0.0,3,3,27,True,rolling_3,checkup_index
capacity_threshold_80,0.0,3,3,27,True,none,log_age_efc_cumulative
capacity_threshold_80,0.0,3,3,27,True,rolling_3,log_age_efc_cumulative
max_chord_distance,0.0,3,3,27,True,none,calendar_days
max_chord_distance,2.0,3,3,27,True,rolling_3,calendar_days
max_chord_distance,1.0,3,3,27,True,none,checkup_index
max_chord_distance,1.0,3,3,27,True,rolling_3,checkup_index
max_chord_distance,0.0,3,3,27,True,none,log_age_efc_cumulative
max_chord_distance,0.0,3,3,27,True,rolling_3,log_age_efc_cumulative
piecewise_linear_bic,1.0,3,3,27,True,none,calendar_days
piecewise_linear_bic,1.0,3,3,27,True,rolling_3,calendar_days
piecewise_linear_bic,1.0,3,3,27,True,none,checkup_index
piecewise_linear_bic,1.0,3,3,27,True,rolling_3,checkup_index
piecewise_linear_bic,0.0,3,3,27,True,none,log_age_efc_cumulative
piecewise_linear_bic,0.0,3,3,27,True,rolling_3,log_age_efc_cumulative
slope_change_threshold,0.0,3,3,27,True,none,calendar_days
slope_change_threshold,3.0,3,3,27,False,rolling_3,calendar_days
slope_change_threshold,0.0,3,3,27,True,none,checkup_index
slope_change_threshold,1.0,3,3,27,True,rolling_3,checkup_index
slope_change_threshold,0.0,3,3,27,True,none,log_age_efc_cumulative
slope_change_threshold,0.0,3,3,27,True,rolling_3,log_age_efc_cumulative
two_line_l_method,1.0,3,3,27,True,none,calendar_days
two_line_l_method,1.0,3,3,27,True,rolling_3,calendar_days
two_line_l_method,1.0,3,3,27,True,none,checkup_index
two_line_l_method,1.0,3,3,27,True,rolling_3,checkup_index
two_line_l_method,0.0,3,3,27,True,none,log_age_efc_cumulative
two_line_l_method,0.0,3,3,27,True,rolling_3,log_age_efc_cumulative
capacity_threshold_60,,3,0,28,False,none,calendar_days
capacity_threshold_60,,3,0,28,False,rolling_3,calendar_days
capacity_threshold_60,,3,0,28,False,none,checkup_index
capacity_threshold_60,,3,0,28,False,rolling_3,checkup_index
capacity_threshold_60,,3,0,28,False,none,log_age_efc_cumulative
capacity_threshold_60,,3,0,28,False,rolling_3,log_age_efc_cumulative
capacity_threshold_70,,3,0,28,False,none,calendar_days
capacity_threshold_70,,3,0,28,False,rolling_3,calendar_days
capacity_threshold_70,,3,0,28,False,none,checkup_index
capacity_threshold_70,,3,0,28,False,rolling_3,checkup_index
capacity_threshold_70,,3,0,28,False,none,log_age_efc_cumulative
capacity_threshold_70,,3,0,28,False,rolling_3,log_age_efc_cumulative
capacity_threshold_80,,3,0,28,False,none,calendar_days
capacity_threshold_80,,3,0,28,False,rolling_3,calendar_days
capacity_threshold_80,,3,0,28,False,none,checkup_index
capacity_threshold_80,,3,0,28,False,rolling_3,checkup_index
capacity_threshold_80,,3,0,28,False,none,log_age_efc_cumulative
capacity_threshold_80,,3,0,28,False,rolling_3,log_age_efc_cumulative
max_chord_distance,,3,0,28,False,none,calendar_days
max_chord_distance,,3,0,28,False,rolling_3,calendar_days
max_chord_distance,,3,0,28,False,none,checkup_index
max_chord_distance,,3,0,28,False,rolling_3,checkup_index
max_chord_distance,,3,0,28,False,none,log_age_efc_cumulative
max_chord_distance,,3,0,28,False,rolling_3,log_age_efc_cumulative
piecewise_linear_bic,,3,0,28,False,none,calendar_days
piecewise_linear_bic,,3,0,28,False,rolling_3,calendar_days
piecewise_linear_bic,,3,0,28,False,none,checkup_index
piecewise_linear_bic,,3,0,28,False,rolling_3,checkup_index
piecewise_linear_bic,,3,0,28,False,none,log_age_efc_cumulative
piecewise_linear_bic,,3,0,28,False,rolling_3,log_age_efc_cumulative
slope_change_threshold,,3,0,28,False,none,calendar_days
slope_change_threshold,,3,0,28,False,rolling_3,calendar_days
slope_change_threshold,,3,0,28,False,none,checkup_index
slope_change_threshold,,3,0,28,False,rolling_3,checkup_index
slope_change_threshold,,3,0,28,False,none,log_age_efc_cumulative
slope_change_threshold,,3,0,28,False,rolling_3,log_age_efc_cumulative
two_line_l_method,,3,0,28,False,none,calendar_days
two_line_l_method,,3,0,28,False,rolling_3,calendar_days
two_line_l_method,,3,0,28,False,none,checkup_index
two_line_l_method,,3,0,28,False,rolling_3,checkup_index
two_line_l_method,,3,0,28,False,none,log_age_efc_cumulative
two_line_l_method,,3,0,28,False,rolling_3,log_age_efc_cumulative
capacity_threshold_60,1.0,3,3,29,True,none,calendar_days
capacity_threshold_60,1.0,3,3,29,True,rolling_3,calendar_days
capacity_threshold_60,1.0,3,3,29,True,none,checkup_index
capacity_threshold_60,1.0,3,3,29,True,rolling_3,checkup_index
capacity_threshold_60,1.0,3,3,29,True,none,log_age_efc_cumulative
