model_level,feature_group,target,split_name,heldout_fold,primary_mae,sensitivity_mae,primary_minus_sensitivity_mae,primary_condition_mean_mae,sensitivity_condition_mean_mae,primary_minus_sensitivity_condition_mean_mae
L2_hist_gradient_boosting,C_E0_state_time_eis,capacity_Ah_k1,c_rate_holdout_fold,1,0.1204078884770112,0.12798418313614968,-0.007576294659138477,0.17185735103731184,0.17427868149720815,-0.002421330459896315
L2_hist_gradient_boosting,C_E0_state_time_eis,capacity_Ah_k1,condition_fold,0,0.0353810115261724,0.03693122480769652,-0.0015502132815241182,0.05441138251889697,0.0573002592201215,-0.0028888767012245284
L2_hist_gradient_boosting,C_E0_state_time_eis,capacity_Ah_k1,condition_fold,1,0.02821375312237937,0.029827678667264435,-0.0016139255448850628,0.04935183147855778,0.05075939960460805,-0.0014075681260502654
L2_hist_gradient_boosting,C_E0_state_time_eis,capacity_Ah_k1,condition_fold,2,0.0272268199625342,0.02989971826208295,-0.0026728982995487503,0.054867046951566065,0.05777848481054046,-0.0029114378589743944
L2_hist_gradient_boosting,C_E0_state_time_eis,capacity_Ah_k1,condition_fold,3,0.052994020460135266,0.0553767172496832,-0.0023826967895479306,0.09712971787810804,0.09713734210195345,-7.62422384541217e-06
L2_hist_gradient_boosting,C_E0_state_time_eis,capacity_Ah_k1,condition_fold,4,0.029355325180598024,0.03245625333981556,-0.0031009281592175378,0.06815176912420956,0.06984572515724308,-0.0016939560330335168
L2_hist_gradient_boosting,C_E0_state_time_eis,capacity_Ah_k1,profile_holdout_fold,1,0.04059936506383095,0.04234913706365494,-0.0017497719998239847,0.054364443442604514,0.05897464034460865,-0.004610196902004135
L2_hist_gradient_boosting,C_E0_state_time_eis,capacity_Ah_k1,temperature_holdout_fold,1,0.040026101520717394,0.04339391496852462,-0.003367813447807226,0.09267754100114164,0.09079327657459049,0.0018842644265511521
L2_hist_gradient_boosting,C_E0_state_time_eis,capacity_Ah_k1,temperature_holdout_fold,2,0.03858749244893828,0.04099250831723714,-0.00240501586829886,0.06603027144485525,0.07046076853404108,-0.004430497089185831
L2_hist_gradient_boosting,C_E0_state_time_eis,capacity_Ah_k1,voltage_window_holdout_fold,1,0.0888357706552743,0.08360277185501536,0.005232998800258945,0.1290804028630809,0.12233501137173884,0.006745391491342054
L2_hist_gradient_boosting,C_E0_state_time_eis,capacity_Ah_k1,voltage_window_holdout_fold,2,0.04273550410859238,0.04227432481012269,0.00046117929846968553,0.081113894215372,0.08216661323262206,-0.0010527190172500561
L2_hist_gradient_boosting,C_E0_state_time_eis,capacity_Ah_k1,voltage_window_holdout_fold,3,0.07631249009674147,0.07815495900242303,-0.0018424689056815574,0.0761044498985009,0.07920493235137716,-0.003100482452876252
L2_hist_gradient_boosting,C_E0_state_time_eis,delta_capacity_Ah,c_rate_holdout_fold,1,0.11696739803666503,0.11975587757714433,-0.0027884795404792967,0.16187806902577465,0.1573549780738717,0.004523090951902953
L2_hist_gradient_boosting,C_E0_state_time_eis,delta_capacity_Ah,condition_fold,0,0.034370358475958866,0.03728333828264229,-0.0029129798066834245,0.05543064294187935,0.06267810774916936,-0.007247464807290015
L2_hist_gradient_boosting,C_E0_state_time_eis,delta_capacity_Ah,condition_fold,1,0.02626696526315694,0.027541307463510054,-0.0012743422003531138,0.05169626990673017,0.04395193484289975,0.007744335063830425
L2_hist_gradient_boosting,C_E0_state_time_eis,delta_capacity_Ah,condition_fold,2,0.0256509298252387,0.025659654222591803,-8.72439735310343e-06,0.05363977302493239,0.05214713550978987,0.001492637515142524
L2_hist_gradient_boosting,C_E0_state_time_eis,delta_capacity_Ah,condition_fold,3,0.048538900703974465,0.05042163762724738,-0.0018827369232729124,0.09464549626222568,0.09069270166315713,0.003952794599068554
