run_scope,model_level,feature_group,split_name,heldout_fold,target,target_path,test_rows,test_parameter_sets,mae,rmse,signed_bias,condition_mean_mae,condition_median_mae,worst_condition_mae
primary,L2_hist_gradient_boosting,F9_event_segmented_stress,voltage_window_holdout_fold,3,capacity_Ah_k1,derived_capacity_from_delta,1326,16,0.32726953035971423,0.34960335630516937,-0.32726953035971423,0.3285694271546776,0.30442589246266216,0.5080753249606216
primary,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,c_rate_holdout_fold,1,capacity_Ah_k1,derived_capacity_from_delta,157,12,0.13357941284858982,0.23428127312665356,0.12198568116818229,0.19023592837514894,0.18100978119706373,0.39305486409882356
primary,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,condition_fold,0,capacity_Ah_k1,derived_capacity_from_delta,844,16,0.025745717316902634,0.061914707512291674,-0.000522311290166183,0.04529158952364356,0.03763903063488806,0.1475079987634511
primary,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,condition_fold,1,capacity_Ah_k1,derived_capacity_from_delta,865,15,0.022165099015589593,0.07521232715711883,0.007454421260882786,0.043776277598397896,0.020596309074618364,0.17865738245108692
primary,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,condition_fold,2,capacity_Ah_k1,derived_capacity_from_delta,892,15,0.018743113057508122,0.057795054384719234,0.004836349480670771,0.04496681330390654,0.022408107939025007,0.2291465263963108
primary,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,condition_fold,3,capacity_Ah_k1,derived_capacity_from_delta,509,15,0.047732983625098015,0.12486225044378914,0.027281699807863106,0.10175869403830723,0.09768216653364256,0.3029953475937823
primary,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,condition_fold,4,capacity_Ah_k1,derived_capacity_from_delta,717,15,0.026068773747610165,0.06901439260465705,0.006744742099633232,0.07001834938385007,0.03438277441383173,0.30249095761024714
primary,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,temperature_holdout_fold,1,capacity_Ah_k1,derived_capacity_from_delta,742,19,0.03604567502433739,0.1051258068621673,0.02792883004899546,0.10099636528600857,0.061763624659967487,0.3450833466703225
primary,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,temperature_holdout_fold,2,capacity_Ah_k1,derived_capacity_from_delta,1060,19,0.03185131579066075,0.0930995228793224,0.011062702253948157,0.05483641439534121,0.04046812383446097,0.18781057375918214
primary,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,voltage_window_holdout_fold,1,capacity_Ah_k1,derived_capacity_from_delta,1130,28,0.05899430310423716,0.09877080687683053,-0.005038310507168729,0.10081180596726333,0.07225812680542265,0.3404119415218589
primary,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,voltage_window_holdout_fold,2,capacity_Ah_k1,derived_capacity_from_delta,1371,32,0.0536358037130774,0.10469346420449036,-0.007193916242666274,0.0961712047144104,0.06672905719902647,0.35639919616366195
