target,grouping,group_value,parameter_set_count,total_intervals,mean_mae,mean_rmse,mean_signed_bias,worst_parameter_set,worst_mae
capacity_Ah_k1,interval_count_bucket,11-20,3,44,0.09735343580681599,0.16394131712866494,0.06248915560037486,60,0.1450422257825303
capacity_Ah_k1,interval_count_bucket,6-10,6,43,0.14989112303214533,0.18538635761848235,0.14032599344735525,36,0.24303524846680977
capacity_Ah_k1,interval_count_bucket,<=5,1,4,0.16573266198913394,0.1737638241267107,0.16573266198913394,24,0.16573266198913394
capacity_Ah_k1,interval_count_bucket,>20,2,66,0.045061901956484164,0.07120561916735603,0.004900249380781675,52,0.05420353060335009
delta_capacity_Ah,interval_count_bucket,11-20,3,44,0.0949119966320049,0.15389425675943832,0.03761039806924662,60,0.1284056043481307
delta_capacity_Ah,interval_count_bucket,6-10,6,43,0.11314478628382423,0.12755784970221976,0.06838203887041568,20,0.193505570859936
delta_capacity_Ah,interval_count_bucket,<=5,1,4,0.14044288099486807,0.14568978431461133,0.1015009647559324,24,0.14044288099486807
delta_capacity_Ah,interval_count_bucket,>20,2,66,0.05477283351863677,0.09028193140026047,-0.01093061486349194,52,0.059088853564472354
