target,split_name,best_model_level,best_feature_group,best_condition_mean_mae,best_worst_condition_mae,worst_parameter_set,worst_parameter_set_mae,l0_condition_mean_mae,l0_reference_status,condition_mean_mae_improvement_vs_l0
capacity_Ah_k1,c_rate_holdout_fold,L2_hist_gradient_boosting,F5_log_age_histograms,0.12060529262628518,0.24303524846680977,36,0.24303524846680977,0.33485399645173297,reference_report,0.2142487038254478
capacity_Ah_k1,condition_fold,L2_hist_gradient_boosting,F6_coupled_stress,0.0529301385904567,0.25468187166003275,36,0.25468187166003275,0.13801071921543,reference_report,0.08508058062497331
capacity_Ah_k1,temperature_holdout_fold,L2_hist_gradient_boosting,F6_coupled_stress,0.0641161170675708,0.2878027823829729,23,0.2878027823829729,0.15025633253369464,reference_report,0.08614021546612384
capacity_Ah_k1,voltage_window_holdout_fold,L2_hist_gradient_boosting,F4_state_log_age_scalar,0.08441287861354206,0.3603624225203877,36,0.3603624225203877,0.1187266501812217,reference_report,0.03431377156767963
delta_capacity_Ah,c_rate_holdout_fold,L2_hist_gradient_boosting,F4_state_log_age_scalar,0.10113277130259181,0.193505570859936,20,0.193505570859936,0.33485399645173297,reference_report,0.23372122514914118
delta_capacity_Ah,condition_fold,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,0.04170028239886194,0.1901932227892993,70,0.1901932227892993,0.13801071921543,reference_report,0.09631043681656806
delta_capacity_Ah,temperature_holdout_fold,L2_hist_gradient_boosting,F6_coupled_stress,0.048071706984308925,0.1414521626024517,67,0.1414521626024517,0.15025633253369464,reference_report,0.1021846255493857
delta_capacity_Ah,voltage_window_holdout_fold,L2_hist_gradient_boosting,F10_c_rate_v1_1,0.0705301234787448,0.34186653716628007,36,0.34186653716628007,0.1187266501812217,reference_report,0.0481965267024769
