run_scope,model_level,feature_group,split_name,heldout_fold,target,target_path,test_rows,test_parameter_sets,mae,rmse,signed_bias,condition_mean_mae,condition_median_mae,worst_condition_mae
primary,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,voltage_window_holdout_fold,3,delta_capacity_Ah,derived_delta_from_capacity,1326,16,0.32607932665408,0.34901232196678317,-0.32607932665408,0.32722858677356104,0.2873766901968055,0.44670441485897616
primary,L3_quantile_hist_gradient_boosting,F6_coupled_stress,c_rate_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,157,12,0.11854385195868165,0.21812577786637619,0.10809428336543862,0.17652395533734708,0.15584724443843284,0.3548878975125296
primary,L3_quantile_hist_gradient_boosting,F6_coupled_stress,condition_fold,0,delta_capacity_Ah,derived_delta_from_capacity,844,16,0.0266084831221623,0.06699007047808475,0.005800975078045622,0.043514697700829254,0.03019334891543138,0.12053947260671631
primary,L3_quantile_hist_gradient_boosting,F6_coupled_stress,condition_fold,1,delta_capacity_Ah,derived_delta_from_capacity,865,15,0.024263107604603637,0.07009493227403144,0.006313812044950699,0.04361323434444002,0.027844711859890587,0.14057189362285066
primary,L3_quantile_hist_gradient_boosting,F6_coupled_stress,condition_fold,2,delta_capacity_Ah,derived_delta_from_capacity,892,15,0.020463533813173722,0.051521435380981195,0.0007342845834600174,0.04428979553750239,0.02429428600376929,0.2506171042587894
primary,L3_quantile_hist_gradient_boosting,F6_coupled_stress,condition_fold,3,delta_capacity_Ah,derived_delta_from_capacity,509,15,0.04020878218965794,0.1062808324684003,0.021781506052035406,0.08335043427264524,0.0623929458948864,0.2699648173595739
primary,L3_quantile_hist_gradient_boosting,F6_coupled_stress,condition_fold,4,delta_capacity_Ah,derived_delta_from_capacity,717,15,0.02268726035774847,0.05667801111174359,0.0040966618283479386,0.054900587712174355,0.034601529195042044,0.193819910478494
primary,L3_quantile_hist_gradient_boosting,F6_coupled_stress,temperature_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,742,19,0.032481014489756016,0.08765546057377122,0.019707051217229547,0.08460921768568531,0.05225376707413382,0.24456827507716825
primary,L3_quantile_hist_gradient_boosting,F6_coupled_stress,temperature_holdout_fold,2,delta_capacity_Ah,derived_delta_from_capacity,1060,19,0.050255372661905225,0.12058280468976502,-0.01087010382463781,0.06531784004127228,0.05268551644571993,0.15902199232240197
primary,L3_quantile_hist_gradient_boosting,F6_coupled_stress,voltage_window_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,1130,28,0.06952685644312384,0.11775042990207674,0.014247438648652891,0.12718606176996541,0.07747629631350927,0.36804538906509815
primary,L3_quantile_hist_gradient_boosting,F6_coupled_stress,voltage_window_holdout_fold,2,delta_capacity_Ah,derived_delta_from_capacity,1371,32,0.07205935382282705,0.11205308322889962,-0.02959074420405875,0.10903329780085298,0.10408304595188875,0.2681624516360482
primary,L3_quantile_hist_gradient_boosting,F6_coupled_stress,voltage_window_holdout_fold,3,delta_capacity_Ah,derived_delta_from_capacity,1326,16,0.2881178355801093,0.3075535789234611,-0.2881178355801093,0.28891279576267503,0.2658735146963505,0.36313741300611535
primary,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,c_rate_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,157,12,0.1411850631395311,0.24260521753912426,0.13162377601005748,0.19058678263316706,0.18135126480434213,0.36921386459388666
primary,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,condition_fold,0,delta_capacity_Ah,derived_delta_from_capacity,844,16,0.031476689765695974,0.068656324337196,-0.001470257089197884,0.0532935193755864,0.04753795032424979,0.14779950143943313
primary,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,condition_fold,1,delta_capacity_Ah,derived_delta_from_capacity,865,15,0.024434931362887373,0.07967003015900925,0.0084884316217068,0.04631428467512132,0.027361301409540153,0.19279975793607362
primary,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,condition_fold,2,delta_capacity_Ah,derived_delta_from_capacity,892,15,0.025504325074164363,0.0625017878803992,-0.0028552944222002374,0.04759589900557294,0.022583632540363857,0.22095409005535604
primary,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,condition_fold,3,delta_capacity_Ah,derived_delta_from_capacity,509,15,0.04751938561845789,0.12561536821270444,0.022648905417764435,0.09800627345164177,0.08295097758937403,0.3260702114473461
primary,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,condition_fold,4,delta_capacity_Ah,derived_delta_from_capacity,717,15,0.030612475611538473,0.09319658418205064,0.0026564078858263437,0.07724847962114736,0.037406144394898,0.3048780957037735
primary,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,temperature_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,742,19,0.03649830174631502,0.11085144173318003,0.019454990680096648,0.09846748542439922,0.07399944450256311,0.3545004624783954
primary,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,temperature_holdout_fold,2,delta_capacity_Ah,derived_delta_from_capacity,1060,19,0.0353114699786266,0.10436705179358276,0.014156532626994667,0.05932614380073784,0.042300733116372925,0.18972710389816638
primary,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,voltage_window_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,1130,28,0.06857580129429665,0.11796226341147056,0.009304319106717604,0.1269992576142664,0.08169446718564416,0.3687127343612537
primary,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,voltage_window_holdout_fold,2,delta_capacity_Ah,derived_delta_from_capacity,1371,32,0.09577851492715206,0.13540184360405244,-0.057496868049017484,0.13165696461400395,0.13865552356183258,0.2992819996161464
primary,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,voltage_window_holdout_fold,3,delta_capacity_Ah,derived_delta_from_capacity,1326,16,0.12895583634007224,0.16605489356994207,-0.12892679737084592,0.13008654659906202,0.09949426486793532,0.29775276236646486
primary,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,c_rate_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,157,12,0.11863774390530016,0.21356613658519172,0.10932509710290128,0.17339093276564468,0.15682286586837121,0.3457754227687236
primary,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,condition_fold,0,delta_capacity_Ah,derived_delta_from_capacity,844,16,0.027062384774075805,0.0684341179179862,0.00669975133336813,0.043888687910219236,0.030602061625370915,0.11926366524310926
primary,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,condition_fold,1,delta_capacity_Ah,derived_delta_from_capacity,865,15,0.026553276507651435,0.07550143297923323,0.00524228281189822,0.04877971805181564,0.0317705866726948,0.1876458841438097
primary,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,condition_fold,2,delta_capacity_Ah,derived_delta_from_capacity,892,15,0.02206988350218318,0.0492856714805902,-0.0025921359985778317,0.04146164907375793,0.022644004910049625,0.20764544739720361
primary,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,condition_fold,3,delta_capacity_Ah,derived_delta_from_capacity,509,15,0.042118295301320566,0.11354631606826256,0.02174461489150933,0.08829961438997265,0.0651682992157018,0.3082535526067082
primary,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,condition_fold,4,delta_capacity_Ah,derived_delta_from_capacity,717,15,0.023139990423328816,0.05816089576946164,0.0033116434338484233,0.05809579790931405,0.03374114951505122,0.21442482420808331
primary,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,temperature_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,742,19,0.03239968522343127,0.08867469109440211,0.02006001156169416,0.08483178642100388,0.04557740761305045,0.2701022891861535
primary,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,temperature_holdout_fold,2,delta_capacity_Ah,derived_delta_from_capacity,1060,19,0.0504591646680227,0.12199281691504096,-0.010829196018102219,0.06526061116889258,0.0575785140102954,0.15597632918043555
primary,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,voltage_window_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,1130,28,0.06445742474120214,0.11613448686130155,0.020863528289428182,0.1229562601435491,0.0756296351598152,0.3544286016434544
primary,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,voltage_window_holdout_fold,2,delta_capacity_Ah,derived_delta_from_capacity,1371,32,0.07728063821732119,0.11648436175612586,-0.03884465218631514,0.1123488862380241,0.12662203266914318,0.2623017549510742
primary,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,voltage_window_holdout_fold,3,delta_capacity_Ah,derived_delta_from_capacity,1326,16,0.252530123130921,0.2732441565616264,-0.252530123130921,0.25377197203578206,0.22985130586923458,0.3773604768129481
primary,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,c_rate_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,157,12,0.11858658617696517,0.20727603589851348,0.1036194908500949,0.17144573739756186,0.16430533184948284,0.3195269480692133
primary,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,condition_fold,0,delta_capacity_Ah,derived_delta_from_capacity,844,16,0.02854219611695345,0.07168696291054823,0.006988607006929038,0.05015455877556524,0.031823678513917,0.15851358139334915
primary,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,condition_fold,1,delta_capacity_Ah,derived_delta_from_capacity,865,15,0.025161550390387536,0.07373432468664394,0.006788366425466355,0.04824971980517194,0.028285572903269142,0.18364536649792398
primary,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,condition_fold,2,delta_capacity_Ah,derived_delta_from_capacity,892,15,0.018637502591727556,0.048693882364005445,0.0007266038359494585,0.03973038930274922,0.01821246280236185,0.23788849689183647
primary,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,condition_fold,3,delta_capacity_Ah,derived_delta_from_capacity,509,15,0.044912482813645016,0.11745867983625118,0.023497956838069687,0.09709765120462079,0.07104810259775829,0.33051580131148844
primary,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,condition_fold,4,delta_capacity_Ah,derived_delta_from_capacity,717,15,0.0395821569249941,0.08182644586739073,-0.009147608956366706,0.07666145466068502,0.04972097455102145,0.24381343211376946
primary,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,temperature_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,742,19,0.03544941018935671,0.10189351689805434,0.0094258517209081,0.08833499778557048,0.052972618096156034,0.279255439541278
primary,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,temperature_holdout_fold,2,delta_capacity_Ah,derived_delta_from_capacity,1060,19,0.04969607919870557,0.11899683185278774,-0.007531081628629039,0.06691858749183008,0.05283825616698328,0.16845365020669137
primary,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,voltage_window_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,1130,28,0.05779686531711987,0.11795153796458482,0.03436689809067898,0.12724455575548502,0.07523867496571005,0.428309172623373
primary,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,voltage_window_holdout_fold,2,delta_capacity_Ah,derived_delta_from_capacity,1371,32,0.10207762197032832,0.13574024911055696,-0.06341051225390804,0.13652755816841722,0.14153563430991617,0.30866025106594613
primary,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,voltage_window_holdout_fold,3,delta_capacity_Ah,derived_delta_from_capacity,1326,16,0.2985099649885419,0.3311287031768193,-0.2985099649885419,0.30043802363692107,0.2674381984626618,0.474828921390919
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F10_c_rate_v1_1,c_rate_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,109,12,0.1196202464807394,0.19994401071708845,0.08215198067016864,0.14717307217958372,0.14351084575022316,0.26524039155058415
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F10_c_rate_v1_1,condition_fold,0,delta_capacity_Ah,derived_delta_from_capacity,620,16,0.037622095406440195,0.08936799705560268,-0.013076267650232933,0.05546668078474285,0.0528895087437457,0.15125353678069187
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F10_c_rate_v1_1,condition_fold,1,delta_capacity_Ah,derived_delta_from_capacity,640,15,0.025688549542596674,0.07045706333779359,0.0014496184763101588,0.04201018390695567,0.03214793095775022,0.17376058263779248
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F10_c_rate_v1_1,condition_fold,2,delta_capacity_Ah,derived_delta_from_capacity,637,15,0.02885818970392834,0.0651520646887078,-0.008856601700603602,0.05010568279735001,0.03731736332327671,0.16492960335617407
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F10_c_rate_v1_1,condition_fold,3,delta_capacity_Ah,derived_delta_from_capacity,382,15,0.04909693656981078,0.11665726652034328,0.013446589138725817,0.0913164306700255,0.06714449324986627,0.27264293697574066
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F10_c_rate_v1_1,condition_fold,4,delta_capacity_Ah,derived_delta_from_capacity,494,15,0.03349287822311069,0.06919252591806833,0.0010601655339373467,0.069952407220348,0.048147754157122,0.30527968278798284
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F10_c_rate_v1_1,temperature_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,478,19,0.039206969005146745,0.10345773596839812,0.017237723313874753,0.0845117234286984,0.06054831867349068,0.3614020799021875
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F10_c_rate_v1_1,temperature_holdout_fold,2,delta_capacity_Ah,derived_delta_from_capacity,784,19,0.04106498978071281,0.10299514209944739,0.00970183250960414,0.06996930898491989,0.06367763553508009,0.2373581998084612
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F10_c_rate_v1_1,voltage_window_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,823,28,0.09778565644834933,0.14713558220493136,-0.0511733468947357,0.134997850846776,0.12783942690764333,0.32209252840406405
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F10_c_rate_v1_1,voltage_window_holdout_fold,2,delta_capacity_Ah,derived_delta_from_capacity,1060,32,0.07403250763845456,0.11733278058906708,-0.029705054253504982,0.11670236684382719,0.10309788177759474,0.38059755348837265
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F10_c_rate_v1_1,voltage_window_holdout_fold,3,delta_capacity_Ah,derived_delta_from_capacity,890,16,0.03633016868366051,0.0663247557601012,-0.02783443452507388,0.03691348237683556,0.03549683038650979,0.051437858536336145
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,c_rate_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,109,12,0.10315461725699565,0.17081940136737575,0.06639376115664275,0.1282272497937834,0.10835437412351062,0.2465398894915758
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,condition_fold,0,delta_capacity_Ah,derived_delta_from_capacity,620,16,0.03195052557458018,0.08437133367139897,-0.007441499877893589,0.052916568866004154,0.04522790687213775,0.1301726119682122
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,condition_fold,1,delta_capacity_Ah,derived_delta_from_capacity,640,15,0.027004531924853952,0.06996145888022726,0.0006050233581532963,0.04330518743520152,0.030177888542115925,0.1337449721741955
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,condition_fold,2,delta_capacity_Ah,derived_delta_from_capacity,637,15,0.026082160314320188,0.05812600004700271,-0.007963026296488516,0.04473453566217746,0.033260737385590176,0.1757940986075238
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,condition_fold,3,delta_capacity_Ah,derived_delta_from_capacity,382,15,0.04591297488850865,0.10587771686541726,0.011293563668173197,0.08285023613455043,0.07276177346608344,0.234932567483376
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,condition_fold,4,delta_capacity_Ah,derived_delta_from_capacity,494,15,0.029239450146185515,0.061631836011749236,0.0007916619623175812,0.05844938759669405,0.052301232294969045,0.2382334629298432
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,temperature_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,478,19,0.03754538083530622,0.10160791867840438,0.015586851295633428,0.07753925078109983,0.06762789978531374,0.27301307708532635
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,temperature_holdout_fold,2,delta_capacity_Ah,derived_delta_from_capacity,784,19,0.04329708204837095,0.09713159804765849,0.00012709946351627396,0.06641184881609308,0.05611542928675528,0.18129693599686106
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,voltage_window_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,823,28,0.0910796829062106,0.13936691654032787,-0.04948081954100681,0.12050566041163235,0.1144239818947397,0.2957966831065656
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,voltage_window_holdout_fold,2,delta_capacity_Ah,derived_delta_from_capacity,1060,32,0.07056941119736411,0.1111047325125945,-0.026355287430910243,0.10801640193291778,0.10014619678503386,0.3119713643187162
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,voltage_window_holdout_fold,3,delta_capacity_Ah,derived_delta_from_capacity,890,16,0.05872975947015218,0.08055038672261976,-0.05813683344514393,0.06173860608632499,0.051066591163757113,0.10798900147539421
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F5_log_age_histograms,c_rate_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,109,12,0.10235217419255212,0.17034880860251808,0.07761656569387841,0.1371939274816972,0.10645652999216534,0.2920034259316786
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F5_log_age_histograms,condition_fold,0,delta_capacity_Ah,derived_delta_from_capacity,620,16,0.0334338184469815,0.08780895600807812,-0.009968199956442037,0.052574844493158274,0.03767629057023677,0.18174781627201717
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F5_log_age_histograms,condition_fold,1,delta_capacity_Ah,derived_delta_from_capacity,640,15,0.02387007293934596,0.06342211932356603,0.0022729063265117416,0.041696731995468764,0.021703326761274053,0.13011689180065086
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F5_log_age_histograms,condition_fold,2,delta_capacity_Ah,derived_delta_from_capacity,637,15,0.029208297710311852,0.0664771531881325,-0.013585216698161703,0.04609480364607002,0.03255488812544274,0.17496547980496943
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F5_log_age_histograms,condition_fold,3,delta_capacity_Ah,derived_delta_from_capacity,382,15,0.04213790002339506,0.09909967166851309,0.011184529960824004,0.07972114123199017,0.06915213707320948,0.21649499417858573
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F5_log_age_histograms,condition_fold,4,delta_capacity_Ah,derived_delta_from_capacity,494,15,0.02883919565428123,0.058757536560633226,-0.002989358407343657,0.05482608655799364,0.04118118705951126,0.22854523374831776
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F5_log_age_histograms,temperature_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,478,19,0.035593961425344225,0.09664303335971544,0.009327924874107395,0.07656458992372983,0.06280734512862354,0.27527401715778704
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F5_log_age_histograms,temperature_holdout_fold,2,delta_capacity_Ah,derived_delta_from_capacity,784,19,0.053347527637732,0.10649729396580276,0.0033973700460286625,0.07215930209527911,0.061656271493195074,0.18848267849200045
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F5_log_age_histograms,voltage_window_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,823,28,0.07280545002030364,0.12143310171848433,-0.016984391764101,0.11206304192009184,0.08406972345735003,0.328740952246558
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F5_log_age_histograms,voltage_window_holdout_fold,2,delta_capacity_Ah,derived_delta_from_capacity,1060,32,0.09025092749459093,0.1175778696938847,-0.06011040286614366,0.11924741951500188,0.10593449622129969,0.31548575588889494
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F5_log_age_histograms,voltage_window_holdout_fold,3,delta_capacity_Ah,derived_delta_from_capacity,890,16,0.21802969306710354,0.24691391240336566,-0.21800469490263968,0.22353476396998703,0.2320060786694737,0.3277495844548418
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F6_coupled_stress,c_rate_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,109,12,0.10031279157120528,0.1707918412153003,0.07837994022174705,0.1366281458404823,0.11563022715531276,0.2879264154120083
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F6_coupled_stress,condition_fold,0,delta_capacity_Ah,derived_delta_from_capacity,620,16,0.032386055968803826,0.08751020594111943,-0.009334231146601415,0.049309112326637324,0.03650867290888592,0.17511681892713263
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F6_coupled_stress,condition_fold,1,delta_capacity_Ah,derived_delta_from_capacity,640,15,0.023138362959294285,0.061493877228916916,0.002196759901383106,0.03998699497226543,0.022086883598746637,0.12395886373933641
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F6_coupled_stress,condition_fold,2,delta_capacity_Ah,derived_delta_from_capacity,637,15,0.029842601613713406,0.06919716991703774,-0.01530234065460319,0.04639799639814462,0.030180918224385952,0.1353718001830412
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F6_coupled_stress,condition_fold,3,delta_capacity_Ah,derived_delta_from_capacity,382,15,0.04354595977034852,0.1000974124016043,0.008999818515021907,0.08217476369160827,0.06991452715359513,0.240652768893682
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F6_coupled_stress,condition_fold,4,delta_capacity_Ah,derived_delta_from_capacity,494,15,0.02816162862335379,0.0587427240907892,-0.00020580866101440815,0.055757051770276816,0.03427275096968,0.24248981960160104
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F6_coupled_stress,temperature_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,478,19,0.03523007245723893,0.09690175355352237,0.009203549069035028,0.07699447563717976,0.05720609433967019,0.3029864984873603
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F6_coupled_stress,temperature_holdout_fold,2,delta_capacity_Ah,derived_delta_from_capacity,784,19,0.050335416154787836,0.10629032696401168,-0.0022971433642590064,0.07223851353200851,0.05476122435659925,0.2325521432804675
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F6_coupled_stress,voltage_window_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,823,28,0.07214031264821878,0.12111381021203174,-0.01782197006985808,0.10924402125452104,0.08592489710052373,0.25769547493432476
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F6_coupled_stress,voltage_window_holdout_fold,2,delta_capacity_Ah,derived_delta_from_capacity,1060,32,0.0943815912899373,0.12206793077010548,-0.06460439973843304,0.12380165486808092,0.10971984100609147,0.33593365867914315
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F6_coupled_stress,voltage_window_holdout_fold,3,delta_capacity_Ah,derived_delta_from_capacity,890,16,0.1992937988567725,0.22652989255122452,-0.19929062912109494,0.20465601414211732,0.19335371676918134,0.3119964113319773
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F7_c_rate_focused,c_rate_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,109,12,0.12247656657599383,0.1993345258991204,0.09237202370142865,0.14956656168933483,0.15003861116140882,0.27859859705762774
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F7_c_rate_focused,condition_fold,0,delta_capacity_Ah,derived_delta_from_capacity,620,16,0.04178220596516862,0.09366239825239607,-0.020706729875616232,0.06087968026454062,0.0576088358585362,0.17229054863163049
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F7_c_rate_focused,condition_fold,1,delta_capacity_Ah,derived_delta_from_capacity,640,15,0.025279812810028685,0.06892812533072575,0.0015836429129783198,0.04751640560703133,0.024413816409329703,0.22211344443249004
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F7_c_rate_focused,condition_fold,2,delta_capacity_Ah,derived_delta_from_capacity,637,15,0.02963033318834313,0.06544822698118548,-0.012314745093051985,0.04995600502456584,0.031662753123836415,0.14846288348824216
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F7_c_rate_focused,condition_fold,3,delta_capacity_Ah,derived_delta_from_capacity,382,15,0.048282754276523794,0.11448314315718158,0.010685289422468467,0.0906066488578044,0.06951440152528053,0.2839647593515138
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F7_c_rate_focused,condition_fold,4,delta_capacity_Ah,derived_delta_from_capacity,494,15,0.031843611439997734,0.07197091478168455,-0.00046000294776786716,0.06994480084587959,0.05438348329406342,0.3186328410250509
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F7_c_rate_focused,temperature_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,478,19,0.03865458407716489,0.10293014540869869,0.017258045487710514,0.0808201273979045,0.05655229399065013,0.343820783259353
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F7_c_rate_focused,temperature_holdout_fold,2,delta_capacity_Ah,derived_delta_from_capacity,784,19,0.043890258636714544,0.1065397131131081,0.006692076986318089,0.07332301202820864,0.06439543216657476,0.2490495865729904
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F7_c_rate_focused,voltage_window_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,823,28,0.09652014808745764,0.13587507109155583,-0.053769920123209865,0.13037827265447174,0.11751554570074133,0.28318402272644533
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F7_c_rate_focused,voltage_window_holdout_fold,2,delta_capacity_Ah,derived_delta_from_capacity,1060,32,0.07696054534055222,0.11425028478118798,-0.041404729626502275,0.12058484567920055,0.10801601227447455,0.39482061738895863
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F7_c_rate_focused,voltage_window_holdout_fold,3,delta_capacity_Ah,derived_delta_from_capacity,890,16,0.1608993323676077,0.1953271154318285,-0.16081219504356783,0.1765105611869937,0.12486449628711296,0.36471076902844596
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,c_rate_holdout_fold,1,delta_capacity_Ah,derived_delta_from_capacity,109,12,0.1011386844723339,0.1724440568320717,0.08148245878219657,0.13699148163164376,0.12329576955529478,0.2819042268405276
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,condition_fold,0,delta_capacity_Ah,derived_delta_from_capacity,620,16,0.03266408504199354,0.08827051432560598,-0.010384809516838052,0.048936265120641136,0.0368650697380456,0.1673604268670535
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,condition_fold,1,delta_capacity_Ah,derived_delta_from_capacity,640,15,0.023092200383416243,0.06125280744760717,0.0013189064392890204,0.040145137799762136,0.02351711024296653,0.13311076752619197
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,condition_fold,2,delta_capacity_Ah,derived_delta_from_capacity,637,15,0.029531765728375743,0.06830134856921245,-0.015760107586123766,0.046240140832517325,0.02931502922494609,0.1419147938786634
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,condition_fold,3,delta_capacity_Ah,derived_delta_from_capacity,382,15,0.04264870931671666,0.10000800873868639,0.010932396623391207,0.08225558511021935,0.06818722555170113,0.24284434203500832
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,condition_fold,4,delta_capacity_Ah,derived_delta_from_capacity,494,15,0.026029833949620215,0.05743807242038077,0.0012132738320633585,0.05320852240274524,0.030881713201741247,0.24717451616220737
