target,grouping,group_value,parameter_set_count,total_intervals,mean_mae,mean_rmse,mean_signed_bias,worst_parameter_set,worst_mae
capacity_Ah_k1,nominal_temperature_C,0,3,19,0.14928985201775882,0.173719160182181,0.13619435949242265,20,0.1796799497245337
capacity_Ah_k1,nominal_temperature_C,10,3,27,0.17220285895215606,0.20186680225867526,0.16870719915068336,36,0.24303524846680977
capacity_Ah_k1,nominal_temperature_C,25,3,44,0.06969433449697238,0.10514543796451842,0.04522774839250995,44,0.11071370426660516
capacity_Ah_k1,nominal_temperature_C,40,3,67,0.09123412503825346,0.15937431944739586,0.051522889043035154,60,0.1450422257825303
delta_capacity_Ah,nominal_temperature_C,0,3,19,0.12868860304512544,0.1359145449170683,0.054431288243365905,20,0.193505570859936
delta_capacity_Ah,nominal_temperature_C,10,3,27,0.11701301576868933,0.13595735817124147,0.09369847195627613,36,0.1409193254875654
delta_capacity_Ah,nominal_temperature_C,25,3,44,0.07151982810863353,0.09765219508558032,0.01722301788803612,44,0.09652645435327967
delta_capacity_Ah,nominal_temperature_C,40,3,67,0.08730963828791895,0.1482370736950319,0.035568276065382654,60,0.1284056043481307
