target,split_name,best_stress_model_level,best_stress_feature_group,best_stress_condition_mean_mae,best_stress_worst_condition_mae,baseline_f4_model_level,baseline_f4_condition_mean_mae,condition_mean_mae_gain_vs_f4,l0_condition_mean_mae,condition_mean_mae_gain_vs_l0,success_vs_f4,material_degradation_vs_f4
capacity_Ah_k1,c_rate_holdout_fold,L2_hist_gradient_boosting,F5_log_age_histograms,0.12060529262628518,0.24303524846680977,L2_hist_gradient_boosting,0.12518636786777063,0.004581075241485447,0.33485399645173297,0.2142487038254478,True,False
capacity_Ah_k1,condition_fold,L2_hist_gradient_boosting,F6_coupled_stress,0.0529301385904567,0.25468187166003275,L2_hist_gradient_boosting,0.05392666527617392,0.0009965266857172236,0.13801071921543,0.08508058062497331,True,False
capacity_Ah_k1,temperature_holdout_fold,L2_hist_gradient_boosting,F6_coupled_stress,0.0641161170675708,0.2878027823829729,L2_hist_gradient_boosting,0.06929389733378725,0.0051777802662164585,0.15025633253369464,0.08614021546612384,True,False
capacity_Ah_k1,voltage_window_holdout_fold,L2_hist_gradient_boosting,F10_c_rate_v1_1,0.0937988310224483,0.39902957171096376,L2_hist_gradient_boosting,0.08441287861354206,-0.009385952408906245,0.1187266501812217,0.024927819158773387,False,False
delta_capacity_Ah,c_rate_holdout_fold,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,0.10251578832333012,0.21193834940315578,L2_hist_gradient_boosting,0.10113277130259181,-0.0013830170207383141,0.33485399645173297,0.23233820812840283,False,False
delta_capacity_Ah,condition_fold,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,0.04170028239886194,0.1901932227892993,L2_hist_gradient_boosting,0.044644919626207015,0.0029446372273450733,0.13801071921543,0.09631043681656806,True,False
delta_capacity_Ah,temperature_holdout_fold,L2_hist_gradient_boosting,F6_coupled_stress,0.048071706984308925,0.1414521626024517,L2_hist_gradient_boosting,0.04857476766234761,0.0005030606780386873,0.15025633253369464,0.1021846255493857,True,False
delta_capacity_Ah,voltage_window_holdout_fold,L2_hist_gradient_boosting,F10_c_rate_v1_1,0.0705301234787448,0.34186653716628007,L2_hist_gradient_boosting,0.07084470672683431,0.00031458324808951443,0.1187266501812217,0.0481965267024769,True,False
