diagnostic_family,feature_group,horizon_checkups,mean_condition_mae,mean_mae,mean_rmse,model_level,rows,split_name,target_name,total_test_rows,worst_condition_mae
eis,DH0_time_nominal,5,0.0034037661321597466,0.0019279942058311379,0.0031951984672026,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,eis_z_abs_1kHz,40,0.005027913558980562
eis,DH1_capacity_state,5,0.003316547402223168,0.0017155449190332645,0.0028502230300745507,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,eis_z_abs_1kHz,40,0.005253568919401649
eis,DH2_prior_same_diagnostic_state,5,0.0031888657686729082,0.0018320116853861798,0.003176412312592658,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,eis_z_abs_1kHz,40,0.004691364320252004
eis,DH3_capacity_plus_prior_same_diagnostic,5,0.0033647951863486664,0.001957595150542056,0.003156883936320927,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,eis_z_abs_1kHz,40,0.0048116887467966295
eis,persistence,1,0.0002659745398501115,0.00022064138963492707,0.0003286149876261669,DM0_persistence,1,c_rate_holdout_fold,nyquist_im_peak_abs,142,0.0004738333333333332
eis,train_mean,1,0.0004923848776533991,0.00046855423394022677,0.0006099083410126072,DM1_train_mean,1,c_rate_holdout_fold,nyquist_im_peak_abs,142,0.0006896924427198819
eis,DH0_time_nominal,1,0.0004462462299263368,0.00042694967168996865,0.000553571211507386,DM2_ridge,1,c_rate_holdout_fold,nyquist_im_peak_abs,142,0.0006286621092258928
eis,DH1_capacity_state,1,0.0004552178688747005,0.0004047486346931551,0.0005410875150795585,DM2_ridge,1,c_rate_holdout_fold,nyquist_im_peak_abs,142,0.0007078062691389742
eis,DH2_prior_same_diagnostic_state,1,0.00021464294633337096,0.00018611063660425043,0.00027636307886917737,DM2_ridge,1,c_rate_holdout_fold,nyquist_im_peak_abs,142,0.00039311262274271215
eis,DH3_capacity_plus_prior_same_diagnostic,1,0.000224337806017859,0.00018702608097773265,0.0002842086929857985,DM2_ridge,1,c_rate_holdout_fold,nyquist_im_peak_abs,142,0.00041754809314269913
eis,DH0_time_nominal,1,0.00040742347428296524,0.00039790669955511843,0.0005238346652875472,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_im_peak_abs,142,0.0006118838498227597
eis,DH1_capacity_state,1,0.00042087884228288186,0.00045381977180237147,0.0006505648876328472,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_im_peak_abs,142,0.0007158305144034927
eis,DH2_prior_same_diagnostic_state,1,0.00023734785126242722,0.00021611878097867076,0.00032464543815371544,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_im_peak_abs,142,0.0004377990619567204
eis,DH3_capacity_plus_prior_same_diagnostic,1,0.00022591285895508475,0.00020896169355669468,0.000330938771738074,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_im_peak_abs,142,0.0003640116745699461
eis,persistence,2,0.0004572436367261753,0.0003272167103896813,0.0004543750500155747,DM0_persistence,1,c_rate_holdout_fold,nyquist_im_peak_abs,107,0.0008403333333333332
eis,train_mean,2,0.000560150268637198,0.0004925918155981856,0.0006438211994890319,DM1_train_mean,1,c_rate_holdout_fold,nyquist_im_peak_abs,107,0.0008971880116959069
eis,DH0_time_nominal,2,0.0004571182341266376,0.00043886015117610555,0.0005674366758618537,DM2_ridge,1,c_rate_holdout_fold,nyquist_im_peak_abs,107,0.0007452979184617049
eis,DH1_capacity_state,2,0.0005733150701231743,0.00045796960506966534,0.0005953458482401432,DM2_ridge,1,c_rate_holdout_fold,nyquist_im_peak_abs,107,0.0010951961024563877
eis,DH2_prior_same_diagnostic_state,2,0.0002842221816308361,0.0002374637246689502,0.00034610943859217857,DM2_ridge,1,c_rate_holdout_fold,nyquist_im_peak_abs,107,0.0005044682010253527
eis,DH3_capacity_plus_prior_same_diagnostic,2,0.0003556426154526558,0.00025069286773562663,0.0003518177367910068,DM2_ridge,1,c_rate_holdout_fold,nyquist_im_peak_abs,107,0.0007019938328935209
eis,DH0_time_nominal,2,0.00043759875378852073,0.00041743175588556574,0.0005636693356488826,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_im_peak_abs,107,0.0007770457582090947
eis,DH1_capacity_state,2,0.0004769452236792273,0.0004976314563728531,0.000714498451846458,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_im_peak_abs,107,0.0007621602780810626
eis,DH2_prior_same_diagnostic_state,2,0.00028390093295358804,0.0002401288274415551,0.00034442429862360286,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_im_peak_abs,107,0.0005368278962380651
eis,DH3_capacity_plus_prior_same_diagnostic,2,0.0003106317914770023,0.0002706371892113104,0.00041838958251029,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_im_peak_abs,107,0.0006363311631778683
eis,persistence,3,0.00042833193581496177,0.00036064584379918947,0.0004993718749382281,DM0_persistence,1,c_rate_holdout_fold,nyquist_im_peak_abs,74,0.0006628571428571429
eis,train_mean,3,0.0005472721986192246,0.0004866769483237884,0.0006454587889023378,DM1_train_mean,1,c_rate_holdout_fold,nyquist_im_peak_abs,74,0.0007569703487342892
eis,DH0_time_nominal,3,0.0005333047627838304,0.0004458198207287463,0.0005745451512069304,DM2_ridge,1,c_rate_holdout_fold,nyquist_im_peak_abs,74,0.0007477521711570005
eis,DH1_capacity_state,3,0.0005001934885784182,0.00042945826768495815,0.0005645668645960567,DM2_ridge,1,c_rate_holdout_fold,nyquist_im_peak_abs,74,0.0007656838205588213
eis,DH2_prior_same_diagnostic_state,3,0.0002998306497984625,0.0002634286352479769,0.00040011056708606974,DM2_ridge,1,c_rate_holdout_fold,nyquist_im_peak_abs,74,0.0005382235159887267
eis,DH3_capacity_plus_prior_same_diagnostic,3,0.00031741969913222183,0.00027314903370373006,0.00038857812241728594,DM2_ridge,1,c_rate_holdout_fold,nyquist_im_peak_abs,74,0.0005480650504260119
eis,DH0_time_nominal,3,0.0004378652470739261,0.00040695480247478265,0.0005450505553834129,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_im_peak_abs,74,0.0007555655095821443
eis,DH1_capacity_state,3,0.0005107550435266715,0.0005503349688532921,0.0007699128666676454,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_im_peak_abs,74,0.0007509268941906765
eis,DH2_prior_same_diagnostic_state,3,0.00031727692925870814,0.00032329086751819384,0.00043504870021956224,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_im_peak_abs,74,0.0005687618690664805
eis,DH3_capacity_plus_prior_same_diagnostic,3,0.0003187011490635802,0.00033808455005777445,0.0005295357177073336,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_im_peak_abs,74,0.0005265029566383598
eis,persistence,5,0.0007289386645962731,0.00042925000000000005,0.0006126699764147089,DM0_persistence,1,c_rate_holdout_fold,nyquist_im_peak_abs,40,0.0010854999999999997
eis,train_mean,5,0.0007820111865783838,0.0005228509779951101,0.0006949725960308756,DM1_train_mean,1,c_rate_holdout_fold,nyquist_im_peak_abs,40,0.0014294999999999998
eis,DH0_time_nominal,5,0.0006848254668041068,0.0004512898724978086,0.000597270801697029,DM2_ridge,1,c_rate_holdout_fold,nyquist_im_peak_abs,40,0.0014294999999999998
eis,DH1_capacity_state,5,0.0006949448524250074,0.0004434561493136376,0.0006038929044929624,DM2_ridge,1,c_rate_holdout_fold,nyquist_im_peak_abs,40,0.0014355413602453893
eis,DH2_prior_same_diagnostic_state,5,0.0005675828223652892,0.0003309993030495342,0.0004753121926527133,DM2_ridge,1,c_rate_holdout_fold,nyquist_im_peak_abs,40,0.000889884890460184
eis,DH3_capacity_plus_prior_same_diagnostic,5,0.0005660286256696592,0.0003219531006576202,0.0004630388571046567,DM2_ridge,1,c_rate_holdout_fold,nyquist_im_peak_abs,40,0.0009064827486199691
eis,DH0_time_nominal,5,0.0007245391052224906,0.0004653120863685282,0.0006291855110357897,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_im_peak_abs,40,0.0014294999999999998
eis,DH1_capacity_state,5,0.000853629122196616,0.000666024573223177,0.0008804876861445435,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_im_peak_abs,40,0.0014389942760166907
eis,DH2_prior_same_diagnostic_state,5,0.0005586170036803962,0.0003451734117240055,0.0004995582293142191,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_im_peak_abs,40,0.0008794850843273595
eis,DH3_capacity_plus_prior_same_diagnostic,5,0.0006023506041480688,0.00042330172006032496,0.0006060806335171027,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_im_peak_abs,40,0.0009034449439346208
eis,persistence,1,0.00202310699609926,0.0014596985201118017,0.0020903238180274004,DM0_persistence,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,142,0.003872499999999999
eis,train_mean,1,0.0020908536921947743,0.0020321850582430277,0.0025217197677200993,DM1_train_mean,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,142,0.0031293333333333342
eis,DH0_time_nominal,1,0.0021112657210723717,0.001873678488818868,0.0024296971249503675,DM2_ridge,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,142,0.0031254452308144796
eis,DH1_capacity_state,1,0.001975484691791152,0.0015991510490890543,0.0020756362129003467,DM2_ridge,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,142,0.003695640513350201
eis,DH2_prior_same_diagnostic_state,1,0.0012619539600743808,0.0009393017912178394,0.0014274688639692437,DM2_ridge,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,142,0.0024454037104092658
eis,DH3_capacity_plus_prior_same_diagnostic,1,0.001609442954907398,0.0011582220498766577,0.0018378988739130955,DM2_ridge,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,142,0.003714011687128584
eis,DH0_time_nominal,1,0.001460146944821928,0.0012105829725141957,0.0018036207870672028,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,142,0.0027535940451009007
eis,DH1_capacity_state,1,0.0015853097169042948,0.0014490021475767534,0.002580479691453704,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,142,0.0027487417507149566
eis,DH2_prior_same_diagnostic_state,1,0.001215744112117566,0.0008610025780325682,0.0014570336169015849,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,142,0.002875154772293408
eis,DH3_capacity_plus_prior_same_diagnostic,1,0.0014813692623810405,0.0012829972864238104,0.0025171875325635702,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,142,0.0028049091228381728
eis,persistence,2,0.004112237043571338,0.0024268594523692406,0.003165483801921449,DM0_persistence,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,107,0.007744999999999998
eis,train_mean,2,0.0025693170138283506,0.002013453287424168,0.002553787063014675,DM1_train_mean,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,107,0.004826705263157893
eis,DH0_time_nominal,2,0.002175733885158166,0.0016997225722640416,0.0022604825765796797,DM2_ridge,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,107,0.004896047303088138
eis,DH1_capacity_state,2,0.0029420056672642358,0.0015024508116410437,0.0023105121095160865,DM2_ridge,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,107,0.006370580904910667
eis,DH2_prior_same_diagnostic_state,2,0.002179275277212117,0.0013224470553860484,0.0017675281043223736,DM2_ridge,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,107,0.004816406140389366
eis,DH3_capacity_plus_prior_same_diagnostic,2,0.002694456319375611,0.0013526046052536834,0.0020899920760850056,DM2_ridge,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,107,0.005992941565886419
eis,DH0_time_nominal,2,0.002123145443654015,0.0013848107655764876,0.0020714324861477785,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,107,0.0049880069863645704
eis,DH1_capacity_state,2,0.0022901202524048393,0.0017003686438994338,0.0027235835102321477,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,107,0.004957041115948535
eis,DH2_prior_same_diagnostic_state,2,0.001942022778522791,0.0011531169022328475,0.0016751281642668138,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,107,0.004744060601646976
eis,DH3_capacity_plus_prior_same_diagnostic,2,0.0021458220102115347,0.0015013910579660535,0.0024329954201085147,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,107,0.004537387120682939
eis,persistence,3,0.003262081930495567,0.002544863244750327,0.002982462306769599,DM0_persistence,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,74,0.005339000000000001
eis,train_mean,3,0.0015653919421851552,0.0017372015975082888,0.002337428623704687,DM1_train_mean,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,74,0.002255453221809171
eis,DH0_time_nominal,3,0.0019543394082857817,0.0015618957549438021,0.002099358032458454,DM2_ridge,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,74,0.003708281555857495
eis,DH1_capacity_state,3,0.0017362626980371905,0.0011183188712210299,0.0017380808978099205,DM2_ridge,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,74,0.004558265339562201
eis,DH2_prior_same_diagnostic_state,3,0.001308760107631682,0.0010558019605186326,0.0014495460313832325,DM2_ridge,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,74,0.0024126806210163806
eis,DH3_capacity_plus_prior_same_diagnostic,3,0.0014504520305844623,0.001001267779125944,0.0014346607603331603,DM2_ridge,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,74,0.0035300707520335207
eis,DH0_time_nominal,3,0.0015208961215470054,0.001292065257223904,0.0019093854558676665,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,74,0.0033524568491330436
eis,DH1_capacity_state,3,0.001622928611549661,0.0015452422651853267,0.0023303022790864894,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,74,0.0037913759341333467
eis,DH2_prior_same_diagnostic_state,3,0.001369337651318478,0.0010661858606390167,0.0016018916460543383,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,74,0.003403926428604089
eis,DH3_capacity_plus_prior_same_diagnostic,3,0.0016083910224919745,0.0014908504041158308,0.0021462570857025145,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,74,0.0038850186185401497
eis,persistence,5,0.004737338509316771,0.00339755,0.003731889065875351,DM0_persistence,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,40,0.006919500000000003
eis,train_mean,5,0.0025532517868261367,0.001996847249388753,0.0026914839557409436,DM1_train_mean,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,40,0.003460920712539296
eis,DH0_time_nominal,5,0.002147066142203229,0.001390060960370011,0.0019451020578186583,DM2_ridge,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,40,0.003445208233298313
eis,DH1_capacity_state,5,0.002416159772413259,0.0009386330490427723,0.0016445741601495492,DM2_ridge,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,40,0.004473167509408962
eis,DH2_prior_same_diagnostic_state,5,0.0016483311695048614,0.0009824981850194018,0.00145521153622702,DM2_ridge,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,40,0.00286808776726288
eis,DH3_capacity_plus_prior_same_diagnostic,5,0.002139280980665313,0.0009481132008126892,0.001562422774230058,DM2_ridge,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,40,0.003983441700193215
eis,DH0_time_nominal,5,0.0024204030186110105,0.0013759467601197086,0.002073299286802796,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,40,0.003967677038860804
eis,DH1_capacity_state,5,0.0027527897690900883,0.001908814659173802,0.0030875294401656503,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,40,0.004076490160262503
eis,DH2_prior_same_diagnostic_state,5,0.0023034627102059566,0.0012467210372801175,0.0017845596672353959,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,40,0.0036256355801549817
eis,DH3_capacity_plus_prior_same_diagnostic,5,0.0027414890197185694,0.0018416598449311505,0.0028663895709123226,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,nyquist_semicircle_width_proxy,40,0.003905454183683511
pulse,persistence,1,0.0031657420584045586,0.002226013986013986,0.0035347727852517823,DM0_persistence,1,c_rate_holdout_fold,pulse_10ms_resistance,143,0.006539166666666668
pulse,train_mean,1,0.0033469797094015405,0.0028784326460461122,0.004120425126794145,DM1_train_mean,1,c_rate_holdout_fold,pulse_10ms_resistance,143,0.005639166666666667
pulse,DH0_time_nominal,1,0.0032986468469869377,0.0027696382161215656,0.003724831456818978,DM2_ridge,1,c_rate_holdout_fold,pulse_10ms_resistance,143,0.005504699870088258
pulse,DH1_capacity_state,1,0.002329380680360996,0.0017807321731942414,0.002572323453206905,DM2_ridge,1,c_rate_holdout_fold,pulse_10ms_resistance,143,0.005160056668580639
pulse,DH2_prior_same_diagnostic_state,1,0.002269177918667906,0.0017944476246220143,0.0025984101625154475,DM2_ridge,1,c_rate_holdout_fold,pulse_10ms_resistance,143,0.00480964480975054
pulse,DH3_capacity_plus_prior_same_diagnostic,1,0.0019883186641466073,0.0014823212953536244,0.0022403327057682184,DM2_ridge,1,c_rate_holdout_fold,pulse_10ms_resistance,143,0.004155429176778973
pulse,DH0_time_nominal,1,0.002313545471331106,0.0019195684334838395,0.0031544566291343916,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_10ms_resistance,143,0.0046537252300252645
pulse,DH1_capacity_state,1,0.002102422426433061,0.0015426446338695332,0.0023718718027658904,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_10ms_resistance,143,0.004511381075354891
pulse,DH2_prior_same_diagnostic_state,1,0.00206690775361503,0.0014789772443552804,0.002325680026775348,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_10ms_resistance,143,0.004638985106360295
pulse,DH3_capacity_plus_prior_same_diagnostic,1,0.0019761718913929925,0.001377344144494357,0.0021998583408201233,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_10ms_resistance,143,0.004589783643490267
pulse,persistence,2,0.006424950095971361,0.003541532710280374,0.0052936994449141244,DM0_persistence,1,c_rate_holdout_fold,pulse_10ms_resistance,107,0.013078333333333336
pulse,train_mean,2,0.004938745318936844,0.0031380875036581797,0.0045199782968796095,DM1_train_mean,1,c_rate_holdout_fold,pulse_10ms_resistance,107,0.010223242317822652
pulse,DH0_time_nominal,2,0.0038568589414656237,0.0029455893065101564,0.0037848915638583774,DM2_ridge,1,c_rate_holdout_fold,pulse_10ms_resistance,107,0.00711461059090238
pulse,DH1_capacity_state,2,0.0052611111335855165,0.003053025017236105,0.004144664135886809,DM2_ridge,1,c_rate_holdout_fold,pulse_10ms_resistance,107,0.011687206421185667
pulse,DH2_prior_same_diagnostic_state,2,0.0044431619914080235,0.0028442976691822218,0.0037091998923551414,DM2_ridge,1,c_rate_holdout_fold,pulse_10ms_resistance,107,0.00908908203355286
pulse,DH3_capacity_plus_prior_same_diagnostic,2,0.004947096506473938,0.0028482620170461456,0.003906323251534518,DM2_ridge,1,c_rate_holdout_fold,pulse_10ms_resistance,107,0.010819722656366096
pulse,DH0_time_nominal,2,0.0036168471549268767,0.0023116213681563733,0.0036715723672908563,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_10ms_resistance,107,0.008638503953231179
pulse,DH1_capacity_state,2,0.0036754362710246223,0.002216028919762554,0.003244040687951455,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_10ms_resistance,107,0.008429958244254849
pulse,DH2_prior_same_diagnostic_state,2,0.00360468804251394,0.002102061097516951,0.003277360333396783,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_10ms_resistance,107,0.008453377380838269
pulse,DH3_capacity_plus_prior_same_diagnostic,2,0.0036136202933187106,0.002067660268940338,0.0031127505768344635,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_10ms_resistance,107,0.008266226391945058
pulse,persistence,3,0.004410646106028618,0.0033174054054054057,0.004692932259173276,DM0_persistence,1,c_rate_holdout_fold,pulse_10ms_resistance,74,0.009341333333333333
pulse,train_mean,3,0.002929024514170061,0.002544639685732243,0.0039047884161709373,DM1_train_mean,1,c_rate_holdout_fold,pulse_10ms_resistance,74,0.006207389457364338
pulse,DH0_time_nominal,3,0.003454204464490463,0.0026713890666511973,0.003582329939873888,DM2_ridge,1,c_rate_holdout_fold,pulse_10ms_resistance,74,0.005172047217801918
pulse,DH1_capacity_state,3,0.0032942339090391883,0.0024287997717100766,0.0031845787835004177,DM2_ridge,1,c_rate_holdout_fold,pulse_10ms_resistance,74,0.007111898721111776
pulse,DH2_prior_same_diagnostic_state,3,0.002886476047122496,0.002365351540573635,0.0032198296980292217,DM2_ridge,1,c_rate_holdout_fold,pulse_10ms_resistance,74,0.006121163770535964
pulse,DH3_capacity_plus_prior_same_diagnostic,3,0.0030011288578087924,0.0022485871255647403,0.0031313936229404996,DM2_ridge,1,c_rate_holdout_fold,pulse_10ms_resistance,74,0.007288852745333054
pulse,DH0_time_nominal,3,0.0026193877764966794,0.00215982251610775,0.003540104540871336,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_10ms_resistance,74,0.00598475139039922
pulse,DH1_capacity_state,3,0.0025072139490646913,0.001984630551618643,0.002931135403640021,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_10ms_resistance,74,0.006408785293961984
pulse,DH2_prior_same_diagnostic_state,3,0.0024603270699798943,0.0019156642062044549,0.0032033128010780635,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_10ms_resistance,74,0.0058734312171429826
pulse,DH3_capacity_plus_prior_same_diagnostic,3,0.00254038840834836,0.0019789322104392607,0.0029407838527878085,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_10ms_resistance,74,0.0065698720804843146
pulse,persistence,5,0.006864168478260869,0.0039553,0.00531214447280945,DM0_persistence,1,c_rate_holdout_fold,pulse_10ms_resistance,40,0.010530999999999999
pulse,train_mean,5,0.004868894302436693,0.002674416660839161,0.004234319197979877,DM1_train_mean,1,c_rate_holdout_fold,pulse_10ms_resistance,40,0.008076944405594408
pulse,DH0_time_nominal,5,0.004217538669558405,0.002559333388947976,0.0035266544511131513,DM2_ridge,1,c_rate_holdout_fold,pulse_10ms_resistance,40,0.006517215172741505
pulse,DH1_capacity_state,5,0.0046623651028686085,0.0023966201334019712,0.0034262228463735646,DM2_ridge,1,c_rate_holdout_fold,pulse_10ms_resistance,40,0.008433893256236686
pulse,DH2_prior_same_diagnostic_state,5,0.004183944546660621,0.002417893075820262,0.003454109289004171,DM2_ridge,1,c_rate_holdout_fold,pulse_10ms_resistance,40,0.006514592171077898
pulse,DH3_capacity_plus_prior_same_diagnostic,5,0.004623839841179162,0.0023420357127400706,0.0035724309381627724,DM2_ridge,1,c_rate_holdout_fold,pulse_10ms_resistance,40,0.007850536744332653
pulse,DH0_time_nominal,5,0.004714855998788206,0.002611796841578965,0.004112389778524811,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_10ms_resistance,40,0.007777180126168532
pulse,DH1_capacity_state,5,0.004372327035931876,0.001959962427193094,0.0033927442810255284,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_10ms_resistance,40,0.007866887121589759
pulse,DH2_prior_same_diagnostic_state,5,0.004547480221075855,0.0022161340433900574,0.0038019831090203198,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_10ms_resistance,40,0.0078026358043501096
pulse,DH3_capacity_plus_prior_same_diagnostic,5,0.004342567946974692,0.0020339371202080705,0.0036041415476685706,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_10ms_resistance,40,0.007582967916365483
pulse,persistence,1,0.0035347314204314203,0.0025722307692307694,0.003947836653758011,DM0_persistence,1,c_rate_holdout_fold,pulse_1s_resistance,143,0.006730833333333334
pulse,train_mean,1,0.003728926016228084,0.003548125058371941,0.004750632916779398,DM1_train_mean,1,c_rate_holdout_fold,pulse_1s_resistance,143,0.006236166666666668
pulse,DH0_time_nominal,1,0.0035985683392496647,0.003019063548717028,0.004248976662548733,DM2_ridge,1,c_rate_holdout_fold,pulse_1s_resistance,143,0.0060292618272017665
pulse,DH1_capacity_state,1,0.0023924089108604166,0.0018160654970506341,0.0027459520775138485,DM2_ridge,1,c_rate_holdout_fold,pulse_1s_resistance,143,0.004745390840061636
pulse,DH2_prior_same_diagnostic_state,1,0.002393551714994282,0.0019665092395925524,0.002772644459213023,DM2_ridge,1,c_rate_holdout_fold,pulse_1s_resistance,143,0.005464452301145358
pulse,DH3_capacity_plus_prior_same_diagnostic,1,0.0020546082133190194,0.0015855094999691365,0.0024734144468427535,DM2_ridge,1,c_rate_holdout_fold,pulse_1s_resistance,143,0.00451419681020888
pulse,DH0_time_nominal,1,0.0024669952410562796,0.0021295129624513826,0.003492843955043726,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_1s_resistance,143,0.00455994008628829
pulse,DH1_capacity_state,1,0.0021654336807291163,0.001678336409077166,0.0025434343483575752,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_1s_resistance,143,0.004542936662348909
pulse,DH2_prior_same_diagnostic_state,1,0.002122043532224642,0.0015685631543542829,0.0024693882498776102,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_1s_resistance,143,0.0044753313073359795
pulse,DH3_capacity_plus_prior_same_diagnostic,1,0.0020434239840221554,0.00148597059674011,0.002364309106952222,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_1s_resistance,143,0.004546475569894897
pulse,persistence,2,0.007261597539251209,0.004338037383177571,0.005948587060696985,DM0_persistence,1,c_rate_holdout_fold,pulse_1s_resistance,107,0.013461666666666669
pulse,train_mean,2,0.004991185835500787,0.003727092853489562,0.005073305677804876,DM1_train_mean,1,c_rate_holdout_fold,pulse_1s_resistance,107,0.009432525607257833
pulse,DH0_time_nominal,2,0.004016911939115509,0.003117611464942855,0.004223179040587967,DM2_ridge,1,c_rate_holdout_fold,pulse_1s_resistance,107,0.007835413815402238
pulse,DH1_capacity_state,2,0.005363314028895579,0.0030963750187573908,0.004282613111286804,DM2_ridge,1,c_rate_holdout_fold,pulse_1s_resistance,107,0.010669451126809717
pulse,DH2_prior_same_diagnostic_state,2,0.004277733549576538,0.0029599887559850083,0.0037205513915431723,DM2_ridge,1,c_rate_holdout_fold,pulse_1s_resistance,107,0.00885652670287058
pulse,DH3_capacity_plus_prior_same_diagnostic,2,0.004905391139830424,0.0029479207161810035,0.003957128551149688,DM2_ridge,1,c_rate_holdout_fold,pulse_1s_resistance,107,0.010210311025851638
pulse,DH0_time_nominal,2,0.003883379631083929,0.0025866368024165145,0.004132937421054886,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_1s_resistance,107,0.009426872002788089
pulse,DH1_capacity_state,2,0.0038582681044041444,0.0023299163913819616,0.003411921149925152,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_1s_resistance,107,0.008947718055710065
pulse,DH2_prior_same_diagnostic_state,2,0.0037218959113445196,0.002261614295524031,0.003411104208456601,DM3_hist_gradient_boosting,1,c_rate_holdout_fold,pulse_1s_resistance,107,0.009266154178865676
