split_name,target,horizon_checkups,model_level,feature_group,contrast_family,top_k,effective_top_k,contrast_rows,topk_overlap_fraction,mean_observed_effect_selected,mean_observed_effect_best,regret_vs_observed_best,status,claim_scope
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH0_persistence,persistence,all,3,3,11,0.3333333333333333,-0.3505527499999999,-0.17858161805555553,0.17197113194444438,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH0_persistence,persistence,all,5,5,11,0.6,-0.28875688749999995,-0.21106563750000001,0.07769124999999993,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH0_persistence,persistence,temperature,3,3,7,0.3333333333333333,-0.47544069212962964,-0.2155633958333334,0.25987729629629625,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH0_persistence,persistence,temperature,5,5,7,0.6,-0.5364832152777778,-0.36741110416666667,0.1690721111111111,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH0_persistence,persistence,voltage_window,3,3,4,0.6666666666666666,-0.3505527499999999,-0.268250611111111,0.08230213888888893,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH0_persistence,persistence,voltage_window,5,4,4,1.0,-0.3163577291666666,-0.3163577291666666,0.0,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH1_prior_slope_linear,prior_slope,all,3,3,11,0.0,-0.48995555555555553,-0.17858161805555553,0.3113739375,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH1_prior_slope_linear,prior_slope,all,5,5,11,0.6,-0.3876406666666667,-0.21106563750000001,0.17657502916666667,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH1_prior_slope_linear,prior_slope,temperature,3,3,7,0.3333333333333333,-0.5206348888888889,-0.2155633958333334,0.3050714930555555,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH1_prior_slope_linear,prior_slope,temperature,5,5,7,0.8,-0.3805568375,-0.36741110416666667,0.013145733333333354,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH1_prior_slope_linear,prior_slope,voltage_window,3,3,4,0.6666666666666666,-0.2897723611111111,-0.268250611111111,0.021521750000000117,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH1_prior_slope_linear,prior_slope,voltage_window,5,4,4,1.0,-0.3163577291666666,-0.3163577291666666,0.0,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH2_ridge,K2_nominal_condition,all,3,3,11,0.3333333333333333,-0.36178922222222226,-0.17858161805555553,0.18320760416666673,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH2_ridge,K2_nominal_condition,all,5,5,11,0.8,-0.2954987708333333,-0.21106563750000001,0.0844331333333333,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH2_ridge,K2_nominal_condition,temperature,3,3,7,0.6666666666666666,-0.36178922222222226,-0.2155633958333334,0.14622582638888887,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH2_ridge,K2_nominal_condition,temperature,5,5,7,0.8,-0.3805568375,-0.36741110416666667,0.013145733333333354,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH2_ridge,K2_nominal_condition,voltage_window,3,3,4,0.6666666666666666,-0.2897723611111111,-0.268250611111111,0.021521750000000117,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH2_ridge,K2_nominal_condition,voltage_window,5,4,4,1.0,-0.3163577291666666,-0.3163577291666666,0.0,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH3_hist_gradient_boosting,K2_nominal_condition,all,3,3,11,0.6666666666666666,-0.2155633958333334,-0.17858161805555553,0.03698177777777786,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH3_hist_gradient_boosting,K2_nominal_condition,all,5,5,11,1.0,-0.21106563750000001,-0.21106563750000001,0.0,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,3,3,7,1.0,-0.2155633958333334,-0.2155633958333334,0.0,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,5,5,7,0.8,-0.3805568375,-0.36741110416666667,0.013145733333333354,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,3,3,4,0.6666666666666666,-0.2897723611111111,-0.268250611111111,0.021521750000000117,evaluated,prospective_supported_contrast_diagnostic
c_rate_holdout_fold,delta_capacity_Ah_h,3,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,5,4,4,1.0,-0.3163577291666666,-0.3163577291666666,0.0,evaluated,prospective_supported_contrast_diagnostic
