split_name,target,horizon_checkups,model_level,feature_group,contrast_family,effect_threshold_label,effect_threshold_Ah,pairwise_rows,unique_contrasts,sign_evaluable_rows,sign_correct_rows,sign_accuracy,median_abs_observed_effect_Ah,mean_effect_abs_error,claim_scope
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,all,ge_0.05Ah,0.05,1790,208,1790,1735,0.9692737430167597,0.1348153333333335,0.08691609471788483,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,all,ge_0Ah,0.0,2874,227,2874,2640,0.918580375782881,0.07430466666666646,0.06129348439666098,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,charge_c_rate,ge_0.005Ah,0.005,172,34,172,167,0.9709302325581395,0.2020158333333335,0.16083729748655543,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,charge_c_rate,ge_0.01Ah,0.01,172,34,172,167,0.9709302325581395,0.2020158333333335,0.16083729748655543,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,charge_c_rate,ge_0.02Ah,0.02,169,34,169,165,0.9763313609467456,0.20661983333333334,0.1603234006709331,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,charge_c_rate,ge_0.05Ah,0.05,155,33,155,153,0.9870967741935484,0.23864333333333398,0.162031292624958,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,charge_c_rate,ge_0Ah,0.0,172,34,172,167,0.9709302325581395,0.2020158333333335,0.16083729748655543,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,profile,ge_0.005Ah,0.005,160,12,160,148,0.925,0.0981236666666665,0.09494998636072935,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,profile,ge_0.01Ah,0.01,157,12,157,146,0.9299363057324841,0.10161166666666688,0.09542496881018525,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,profile,ge_0.02Ah,0.02,151,12,151,141,0.9337748344370861,0.1073453333333334,0.09747589513263417,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,profile,ge_0.05Ah,0.05,130,12,130,124,0.9538461538461539,0.12729466666666633,0.10614228594146546,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,profile,ge_0Ah,0.0,164,12,164,149,0.9085365853658537,0.09678883333333332,0.09474127872961308,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,ge_0.005Ah,0.005,1375,110,1375,1267,0.9214545454545454,0.07485699999999973,0.059485774935581444,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,ge_0.01Ah,0.01,1263,106,1263,1183,0.936658749010293,0.0870649999999995,0.06360005505374919,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,ge_0.02Ah,0.02,1072,102,1072,1014,0.9458955223880597,0.10837399999999997,0.0725721376289373,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,ge_0.05Ah,0.05,827,101,827,791,0.9564691656590084,0.13545866666666662,0.08671090543970024,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,ge_0Ah,0.0,1522,111,1522,1357,0.8915900131406045,0.059783166666667054,0.05488273094902856,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,ge_0.005Ah,0.005,981,70,981,947,0.9653414882772681,0.07786766666666711,0.050273721618327535,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,ge_0.01Ah,0.01,953,68,953,924,0.9695697796432319,0.0797116666666664,0.051160826305452684,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,ge_0.02Ah,0.02,911,67,911,886,0.9725576289791438,0.0818936666666672,0.05319022898330083,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,ge_0.05Ah,0.05,678,62,678,667,0.9837758112094396,0.12219866666666657,0.06630758586596276,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,ge_0Ah,0.0,1016,70,1016,967,0.9517716535433071,0.07470083333333344,0.04864603619314773,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,all,ge_0.005Ah,0.005,2479,188,2479,2303,0.9290036304961679,0.08276999999999957,0.08156641918784456,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,all,ge_0.01Ah,0.01,2359,183,2359,2200,0.9325985587113184,0.08928099999999972,0.08535617613395506,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,all,ge_0.02Ah,0.02,2145,178,2145,2011,0.9375291375291376,0.10284466666666647,0.09311020489510491,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,all,ge_0.05Ah,0.05,1686,173,1686,1597,0.9472123368920522,0.13257516666666702,0.11342192121391853,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,all,ge_0Ah,0.0,2647,189,2647,2428,0.9172648281072913,0.07650766666666708,0.07668443395038409,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,charge_c_rate,ge_0.005Ah,0.005,138,23,138,124,0.8985507246376812,0.20962725000000004,0.20975053140096617,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,charge_c_rate,ge_0.01Ah,0.01,138,23,138,124,0.8985507246376812,0.20962725000000004,0.20975053140096617,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,charge_c_rate,ge_0.02Ah,0.02,138,23,138,124,0.8985507246376812,0.20962725000000004,0.20975053140096617,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,charge_c_rate,ge_0.05Ah,0.05,132,23,132,122,0.9242424242424242,0.2341090833333337,0.21771007070707069,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,charge_c_rate,ge_0Ah,0.0,138,23,138,124,0.8985507246376812,0.20962725000000004,0.20975053140096617,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,profile,ge_0.005Ah,0.005,148,12,148,139,0.9391891891891891,0.10798683333333359,0.12531053153153154,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,profile,ge_0.01Ah,0.01,146,12,146,138,0.9452054794520548,0.10866316666666687,0.12693704566210046,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,profile,ge_0.02Ah,0.02,143,12,143,137,0.958041958041958,0.1099713333333332,0.1288334149184149,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,profile,ge_0.05Ah,0.05,127,12,127,123,0.968503937007874,0.12893133333333306,0.14174961417322834,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,profile,ge_0Ah,0.0,152,12,152,140,0.9210526315789473,0.10411700000000024,0.12223709649122808,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,temperature,ge_0.005Ah,0.005,1278,94,1278,1162,0.9092331768388107,0.07846766666666638,0.07998906455399063,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,temperature,ge_0.01Ah,0.01,1185,90,1185,1079,0.9105485232067511,0.08993999999999991,0.08574857088607597,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,temperature,ge_0.02Ah,0.02,1010,86,1010,924,0.9148514851485149,0.1092594999999994,0.09928816683168318,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,temperature,ge_0.05Ah,0.05,789,85,789,734,0.9302915082382763,0.13429966666666626,0.11997010920997042,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,temperature,ge_0Ah,0.0,1411,95,1411,1264,0.8958185683912119,0.06324066666666717,0.07293774462556109,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,voltage_window,ge_0.005Ah,0.005,915,59,915,878,0.9595628415300547,0.07789399999999969,0.05736130783242258,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,voltage_window,ge_0.01Ah,0.01,890,58,890,859,0.9651685393258427,0.0796555000000001,0.058724473033707855,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,voltage_window,ge_0.02Ah,0.02,854,57,854,826,0.9672131147540983,0.08171316666666661,0.060973758001561275,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,voltage_window,ge_0.05Ah,0.05,638,53,638,618,0.9686520376175548,0.11563633333333323,0.07810817032392893,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH0_persistence,persistence,voltage_window,ge_0Ah,0.0,946,59,946,900,0.9513742071881607,0.07517933333333371,0.05554220613107822,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,all,ge_0.005Ah,0.005,2479,188,2479,2311,0.9322307382008874,0.08276999999999957,0.06423137508403927,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,all,ge_0.01Ah,0.01,2359,183,2359,2213,0.9381093683764307,0.08928099999999972,0.06702210392821817,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,all,ge_0.02Ah,0.02,2145,178,2145,2023,0.9431235431235431,0.10284466666666647,0.07284497381507382,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,all,ge_0.05Ah,0.05,1686,173,1686,1607,0.9531435349940688,0.13257516666666702,0.08858677619612496,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,all,ge_0Ah,0.0,2647,189,2647,2424,0.915753683415187,0.07650766666666708,0.06058139673844604,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,charge_c_rate,ge_0.005Ah,0.005,138,23,138,124,0.8985507246376812,0.20962725000000004,0.1509559371980676,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,charge_c_rate,ge_0.01Ah,0.01,138,23,138,124,0.8985507246376812,0.20962725000000004,0.1509559371980676,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,charge_c_rate,ge_0.02Ah,0.02,138,23,138,124,0.8985507246376812,0.20962725000000004,0.1509559371980676,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,charge_c_rate,ge_0.05Ah,0.05,132,23,132,122,0.9242424242424242,0.2341090833333337,0.15652036616161613,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,charge_c_rate,ge_0Ah,0.0,138,23,138,124,0.8985507246376812,0.20962725000000004,0.1509559371980676,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,profile,ge_0.005Ah,0.005,148,12,148,139,0.9391891891891891,0.10798683333333359,0.102127563063063,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,profile,ge_0.01Ah,0.01,146,12,146,138,0.9452054794520548,0.10866316666666687,0.10333360045662095,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,profile,ge_0.02Ah,0.02,143,12,143,137,0.958041958041958,0.1099713333333332,0.10439851515151509,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,profile,ge_0.05Ah,0.05,127,12,127,123,0.968503937007874,0.12893133333333306,0.11345903149606289,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,profile,ge_0Ah,0.0,152,12,152,142,0.9342105263157895,0.10411700000000024,0.09991863596491223,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,temperature,ge_0.005Ah,0.005,1278,94,1278,1167,0.9131455399061033,0.07846766666666638,0.06348017970787691,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,temperature,ge_0.01Ah,0.01,1185,90,1185,1090,0.919831223628692,0.08993999999999991,0.06773354992967652,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,temperature,ge_0.02Ah,0.02,1010,86,1010,934,0.9247524752475248,0.1092594999999994,0.07796675742574259,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,temperature,ge_0.05Ah,0.05,789,85,789,742,0.9404309252217997,0.13429966666666626,0.094469591043515,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,temperature,ge_0Ah,0.0,1411,95,1411,1254,0.888731396172927,0.06324066666666717,0.058159583274273584,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,voltage_window,ge_0.005Ah,0.005,915,59,915,881,0.9628415300546448,0.07789399999999969,0.046071159016393436,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,voltage_window,ge_0.01Ah,0.01,890,58,890,861,0.9674157303370786,0.0796555000000001,0.04710366460674157,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,voltage_window,ge_0.02Ah,0.02,854,57,854,828,0.9695550351288056,0.08171316666666661,0.04888189324746292,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,voltage_window,ge_0.05Ah,0.05,638,53,638,620,0.9717868338557993,0.11563633333333323,0.06230534796238246,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,voltage_window,ge_0Ah,0.0,946,59,946,904,0.9556025369978859,0.07517933333333371,0.044689464235377015,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,all,ge_0.005Ah,0.005,2479,188,2479,2118,0.8543767648245261,0.08276999999999957,0.08764555319601994,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,all,ge_0.01Ah,0.01,2359,183,2359,2074,0.8791860958033065,0.08928099999999972,0.09005797135109919,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,all,ge_0.02Ah,0.02,2145,178,2145,1952,0.91002331002331,0.10284466666666647,0.09594029709465972,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,all,ge_0.05Ah,0.05,1686,173,1686,1602,0.9501779359430605,0.13257516666666702,0.11090635076468679,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,all,ge_0Ah,0.0,2647,189,2647,2197,0.8299962221382697,0.07650766666666708,0.0844892103613068,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,charge_c_rate,ge_0.005Ah,0.005,138,23,138,138,1.0,0.20962725000000004,0.1608993807197314,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,charge_c_rate,ge_0.01Ah,0.01,138,23,138,138,1.0,0.20962725000000004,0.1608993807197314,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,charge_c_rate,ge_0.02Ah,0.02,138,23,138,138,1.0,0.20962725000000004,0.1608993807197314,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,charge_c_rate,ge_0.05Ah,0.05,132,23,132,132,1.0,0.2341090833333337,0.16207856248456956,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,charge_c_rate,ge_0Ah,0.0,138,23,138,138,1.0,0.20962725000000004,0.1608993807197314,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,profile,ge_0.005Ah,0.005,148,12,148,136,0.918918918918919,0.10798683333333359,0.1894127500810906,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,profile,ge_0.01Ah,0.01,146,12,146,135,0.9246575342465754,0.10866316666666687,0.18731363950480442,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,profile,ge_0.02Ah,0.02,143,12,143,133,0.9300699300699301,0.1099713333333332,0.18850046940479395,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,profile,ge_0.05Ah,0.05,127,12,127,118,0.9291338582677166,0.12893133333333306,0.1924057453998318,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,profile,ge_0Ah,0.0,152,12,152,137,0.9013157894736842,0.10411700000000024,0.1939471444654525,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,temperature,ge_0.005Ah,0.005,1278,94,1278,971,0.7597809076682316,0.07846766666666638,0.09301866830703576,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,temperature,ge_0.01Ah,0.01,1185,90,1185,945,0.7974683544303798,0.08993999999999991,0.0970973139009944,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,temperature,ge_0.02Ah,0.02,1010,86,1010,859,0.8504950495049505,0.1092594999999994,0.1081797047486976,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,temperature,ge_0.05Ah,0.05,789,85,789,732,0.9277566539923955,0.13429966666666626,0.12295375974620716,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,temperature,ge_0Ah,0.0,1411,95,1411,1028,0.7285613040396882,0.06324066666666717,0.08755514754395749,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,voltage_window,ge_0.005Ah,0.005,915,59,915,873,0.9540983606557377,0.07789399999999969,0.05263198549204084,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,voltage_window,ge_0.01Ah,0.01,890,58,890,856,0.9617977528089887,0.0796555000000001,0.05374666464892163,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,voltage_window,ge_0.02Ah,0.02,854,57,854,822,0.9625292740046838,0.08171316666666661,0.05546926675369094,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,voltage_window,ge_0.05Ah,0.05,638,53,638,620,0.9717868338557993,0.11563633333333323,0.06919700789304492,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH2_ridge,K2_nominal_condition,voltage_window,ge_0Ah,0.0,946,59,946,894,0.945031712473573,0.07517933333333371,0.05118239550082805,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,all,ge_0.005Ah,0.005,2479,188,2479,2312,0.9326341266639774,0.08276999999999957,0.0721650487193336,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,all,ge_0.01Ah,0.01,2359,183,2359,2216,0.9393810936837643,0.08928099999999972,0.07491147687638323,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,all,ge_0.02Ah,0.02,2145,178,2145,2033,0.9477855477855478,0.10284466666666647,0.0809791925040386,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,all,ge_0.05Ah,0.05,1686,173,1686,1619,0.9602609727164887,0.13257516666666702,0.0958372035695262,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,all,ge_0Ah,0.0,2647,189,2647,2404,0.9081979599546657,0.07650766666666708,0.06884500141047688,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,charge_c_rate,ge_0.005Ah,0.005,138,23,138,135,0.9782608695652174,0.20962725000000004,0.1663593514112219,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,charge_c_rate,ge_0.01Ah,0.01,138,23,138,135,0.9782608695652174,0.20962725000000004,0.1663593514112219,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,charge_c_rate,ge_0.02Ah,0.02,138,23,138,135,0.9782608695652174,0.20962725000000004,0.1663593514112219,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,charge_c_rate,ge_0.05Ah,0.05,132,23,132,129,0.9772727272727273,0.2341090833333337,0.1711221810739519,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,charge_c_rate,ge_0Ah,0.0,138,23,138,135,0.9782608695652174,0.20962725000000004,0.1663593514112219,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,profile,ge_0.005Ah,0.005,148,12,148,135,0.9121621621621622,0.10798683333333359,0.1445091747811338,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,profile,ge_0.01Ah,0.01,146,12,146,134,0.9178082191780822,0.10866316666666687,0.14434831316909735,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,profile,ge_0.02Ah,0.02,143,12,143,132,0.9230769230769231,0.1099713333333332,0.144950777144963,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,profile,ge_0.05Ah,0.05,127,12,127,118,0.9291338582677166,0.12893133333333306,0.15385983724048874,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,profile,ge_0Ah,0.0,152,12,152,136,0.8947368421052632,0.10411700000000024,0.14560414896882704,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,ge_0.005Ah,0.005,1278,94,1278,1156,0.9045383411580594,0.07846766666666638,0.06800908809408078,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,ge_0.01Ah,0.01,1185,90,1185,1081,0.9122362869198313,0.08993999999999991,0.07196701654013435,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,ge_0.02Ah,0.02,1010,86,1010,930,0.9207920792079208,0.1092594999999994,0.08204315467864873,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,ge_0.05Ah,0.05,789,85,789,742,0.9404309252217997,0.13429966666666626,0.09602474039387794,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,temperature,ge_0Ah,0.0,1411,95,1411,1225,0.8681785967399008,0.06324066666666717,0.06337187497234083,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,ge_0.005Ah,0.005,915,59,915,886,0.9683060109289617,0.07789399999999969,0.05206185008594135,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,ge_0.01Ah,0.01,890,58,890,866,0.9730337078651685,0.0796555000000001,0.053261590038080904,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,ge_0.02Ah,0.02,854,57,854,836,0.9789227166276346,0.08171316666666661,0.05521221319584219,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,ge_0.05Ah,0.05,638,53,638,630,0.987460815047022,0.11563633333333323,0.06847911883408739,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,3,MH3_hist_gradient_boosting,K2_nominal_condition,voltage_window,ge_0Ah,0.0,946,59,946,908,0.959830866807611,0.07517933333333371,0.050449875274364744,prospective_supported_contrast_diagnostic
condition_fold,delta_capacity_Ah_h,2,MH0_persistence,persistence,all,ge_0.005Ah,0.005,2015,223,0,0,nan,0.030041666666666522,0.0956654422663358,prospective_supported_contrast_diagnostic
condition_fold,delta_capacity_Ah_h,2,MH0_persistence,persistence,all,ge_0.01Ah,0.01,1618,212,0,0,nan,0.043377499999999986,0.11734747527812113,prospective_supported_contrast_diagnostic
condition_fold,delta_capacity_Ah_h,2,MH0_persistence,persistence,all,ge_0.02Ah,0.02,1248,203,0,0,nan,0.06500249999999998,0.1478853517628205,prospective_supported_contrast_diagnostic
condition_fold,delta_capacity_Ah_h,2,MH0_persistence,persistence,all,ge_0.05Ah,0.05,742,183,0,0,nan,0.13177666666666663,0.22680398607367475,prospective_supported_contrast_diagnostic
condition_fold,delta_capacity_Ah_h,2,MH0_persistence,persistence,all,ge_0Ah,0.0,2874,227,0,0,nan,0.013903833333333445,0.06763291353514266,prospective_supported_contrast_diagnostic
