max_other_split_relative_degradation,min_c_rate_gain_vs_f4,min_c_rate_gain_vs_stress_reference,min_paired_p05_vs_f4,min_paired_p05_vs_stress_reference,passing_seed_count,schema_version,seed_count,selection_policy
0.027911712329013853,0.02004362031279852,0.021426637333536835,0.007498572292517876,0.00465695560847858,5,gate56.stressor_robust_adaptive_replication.v1,5,conservative_guarded
0.06457637725484183,0.031217714474352315,0.03260073149509063,0.019455749542004533,0.012278230730529601,0,gate56.stressor_robust_adaptive_replication.v1,5,max_gain_guarded
