target,split_name,prior_eis_feature_group,best_noneis_feature_group,best_noneis_source_report,n_conditions,mean_gain,median_gain,win_rate,worst_condition_gain,bootstrap_resamples,gain_mean,gain_p05,gain_p50,gain_p95,win_rate_mean
delta_pulse_1s_resistance,c_rate_holdout_fold,P_E1_nominal_eis,P3_state_nominal,pulse_resistance_l0_l3_report.json,12,-9.390590913989042e-05,-2.0232700063809892e-05,0.16666666666666666,-0.0005095457954451318,1000,-9.054325208458853e-05,-0.00018568147554845436,-8.532932645590195e-05,-1.3465748420576287e-05,0.16566666666666666
