status,method,target,split_name,heldout_fold,parameter_set,nominal_coverage,empirical_coverage,coverage_delta_from_nominal,n_test_rows,n_test_conditions,n_calibration_rows,n_calibration_conditions,mean_interval_width,median_interval_width,interval_score,calibration_source,conformal_radius,replicate_radius,mean_test_replicate_spread,intervals_narrower_than_replicate_spread_fraction,intervals_wider_than_replicate_spread_fraction,condition_level_coverage,worst_condition_coverage
evaluated,Q3_replicate_tolerance_hybrid,delta_capacity_Ah,condition_fold,3,,0.9,0.9115913555992141,0.011591355599214093,509,15,9000,61,0.22863061951085561,0.22863061951085561,0.43606205521965125,cross_split_excluding_test_conditions,0.11431530975542781,0.002775000000000194,0.04060471709233791,0.04911591355599214,0.9508840864440079,0.8198913460469525,0.4
evaluated,Q0_hgb_quantile_raw,delta_capacity_Ah,condition_fold,4,,0.8,0.6731843575418994,-0.12681564245810062,716,15,0,0,0.0735011147428255,0.02456467674850988,0.15716600277888718,model_quantile_outputs,,,,,,0.6972785490246165,0.2619047619047619
evaluated,Q1_split_conformal_abs_residual,delta_capacity_Ah,condition_fold,4,,0.9,0.8702928870292888,-0.02970711297071127,717,15,3110,61,0.12267987756253437,0.12267987756253437,0.29216513288049095,same_split_excluding_test_conditions,0.061339938781267186,,0.028501640167364017,0.061366806136680614,0.9386331938633193,0.7577865321498598,0.4666666666666667
evaluated,Q2_stressor_family_conformal,delta_capacity_Ah,condition_fold,4,,0.9,0.9539748953974896,0.053974895397489564,717,15,8414,61,0.24094497888043245,0.24094497888043248,0.32217880995087805,cross_split_excluding_test_conditions,0.12047248944021624,,0.028501640167364017,0.040446304044630406,0.9595536959553695,0.8919655525258242,0.5
evaluated,Q3_replicate_tolerance_hybrid,delta_capacity_Ah,condition_fold,4,,0.9,0.9539748953974896,0.053974895397489564,717,15,8414,61,0.24094497888043245,0.24094497888043248,0.32217880995087805,cross_split_excluding_test_conditions,0.12047248944021624,0.0031839999999996316,0.028501640167364017,0.040446304044630406,0.9595536959553695,0.8919655525258242,0.5
evaluated,Q0_hgb_quantile_raw,delta_capacity_Ah,temperature_holdout_fold,1,,0.8,0.6671159029649596,-0.13288409703504045,742,19,0,0,0.06728369079254944,0.020843499810006383,0.34334676643428813,model_quantile_outputs,,,,,,0.5951469641974207,0.22727272727272727
evaluated,Q1_split_conformal_abs_residual,delta_capacity_Ah,temperature_holdout_fold,1,,0.9,0.9016172506738545,0.0016172506738544312,742,19,1060,19,0.13134124204007858,0.13134124204007858,0.3835903676550686,same_split_excluding_test_conditions,0.06567062102003929,,0.02540761320754719,0.05256064690026954,0.9474393530997305,0.7490676878229091,0.0
evaluated,Q2_stressor_family_conformal,delta_capacity_Ah,temperature_holdout_fold,1,,0.9,0.931266846361186,0.03126684636118593,742,19,7966,57,0.22070041842251087,0.22070041842251087,0.40031545870468704,cross_split_excluding_test_conditions,0.11035020921125543,,0.02540761320754719,0.02425876010781671,0.9757412398921833,0.8203810873098982,0.0
evaluated,Q3_replicate_tolerance_hybrid,delta_capacity_Ah,temperature_holdout_fold,1,,0.9,0.931266846361186,0.03126684636118593,742,19,7966,57,0.22070041842251087,0.22070041842251087,0.40031545870468704,cross_split_excluding_test_conditions,0.11035020921125543,0.0034689999999995003,0.02540761320754719,0.02425876010781671,0.9757412398921833,0.8203810873098982,0.0
evaluated,Q0_hgb_quantile_raw,delta_capacity_Ah,temperature_holdout_fold,2,,0.8,0.8764150943396226,0.07641509433962257,1060,19,0,0,0.08449198828268084,0.05133695952149589,0.24918477453804852,model_quantile_outputs,,,,,,0.851978266940295,0.6041666666666666
evaluated,Q1_split_conformal_abs_residual,delta_capacity_Ah,temperature_holdout_fold,2,,0.9,0.9,0.0,1060,19,742,19,0.13028871550772553,0.13028871550772553,0.35941993018370905,same_split_excluding_test_conditions,0.06514435775386276,,0.03411090377358491,0.05,0.95,0.8588922540917442,0.631578947368421
evaluated,Q2_stressor_family_conformal,delta_capacity_Ah,temperature_holdout_fold,2,,0.9,0.9547169811320755,0.05471698113207546,1060,19,6903,57,0.24846221668681628,0.24846221668681628,0.39726317119795007,cross_split_excluding_test_conditions,0.12423110834340814,,0.03411090377358491,0.03679245283018868,0.9632075471698113,0.9295320982663814,0.6875
evaluated,Q3_replicate_tolerance_hybrid,delta_capacity_Ah,temperature_holdout_fold,2,,0.9,0.9547169811320755,0.05471698113207546,1060,19,6903,57,0.24846221668681628,0.24846221668681628,0.39726317119795007,cross_split_excluding_test_conditions,0.12423110834340814,0.0023480000000000167,0.03411090377358491,0.03679245283018868,0.9632075471698113,0.9295320982663814,0.6875
evaluated,Q0_hgb_quantile_raw,delta_capacity_Ah,c_rate_holdout_fold,1,,0.8,0.6242038216560509,-0.17579617834394912,157,12,0,0,0.22538903375363767,0.1803304533212988,0.9831252669650133,model_quantile_outputs,,,,,,0.52847282468993,0.0
insufficient,Q1_split_conformal_abs_residual,delta_capacity_Ah,c_rate_holdout_fold,1,,0.9,,,0,0,0,0,,,,not_enough_disjoint_calibration_conditions,,,,,,,
evaluated,Q2_stressor_family_conformal,delta_capacity_Ah,c_rate_holdout_fold,1,,0.9,0.7261146496815286,-0.1738853503184714,157,12,9808,64,0.21993106505577897,0.219931065055779,0.7680145619301059,cross_split_excluding_test_conditions,0.1099655325278895,,0.12723773885350323,0.20382165605095542,0.7961783439490446,0.606638859434912,0.0
evaluated,Q3_replicate_tolerance_hybrid,delta_capacity_Ah,c_rate_holdout_fold,1,,0.9,0.7261146496815286,-0.1738853503184714,157,12,9808,64,0.21993106505577897,0.219931065055779,0.7680145619301059,cross_split_excluding_test_conditions,0.1099655325278895,0.0028140000000003162,0.12723773885350323,0.20382165605095542,0.7961783439490446,0.606638859434912,0.0
evaluated,Q0_hgb_quantile_raw,delta_capacity_Ah,profile_holdout_fold,1,,0.8,0.5093085106382979,-0.2906914893617022,752,12,0,0,0.15355608938678447,0.13885916457483993,0.34338490042641306,model_quantile_outputs,,,,,,0.5351111878973325,0.2857142857142857
insufficient,Q1_split_conformal_abs_residual,delta_capacity_Ah,profile_holdout_fold,1,,0.9,,,0,0,0,0,,,,not_enough_disjoint_calibration_conditions,,,,,,,
evaluated,Q2_stressor_family_conformal,delta_capacity_Ah,profile_holdout_fold,1,,0.9,0.6595744680851063,-0.2404255319148937,752,12,7740,64,0.2101674960562673,0.21016749605626728,0.8572681069071091,cross_split_excluding_test_conditions,0.10508374802813364,,0.03306518218085108,0.03324468085106383,0.9667553191489362,0.6156978772566122,0.26666666666666666
evaluated,Q3_replicate_tolerance_hybrid,delta_capacity_Ah,profile_holdout_fold,1,,0.9,0.6595744680851063,-0.2404255319148937,752,12,7740,64,0.2101674960562673,0.21016749605626728,0.8572681069071091,cross_split_excluding_test_conditions,0.10508374802813364,0.0023840000000001638,0.03306518218085108,0.03324468085106383,0.9667553191489362,0.6156978772566122,0.26666666666666666
