status,method,target,split_name,heldout_fold,parameter_set,nominal_coverage,empirical_coverage,coverage_delta_from_nominal,n_test_rows,n_test_conditions,n_calibration_rows,n_calibration_conditions,mean_interval_width,median_interval_width,interval_score,calibration_source,conformal_radius,replicate_radius,mean_test_replicate_spread,intervals_narrower_than_replicate_spread_fraction,intervals_wider_than_replicate_spread_fraction
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,0,8,0.8,0.9166666666666666,0.11666666666666659,84,1,0,0,0.06711730646711633,0.06318472537963093,0.07151610914599922,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,0,15,0.8,0.9358974358974359,0.13589743589743586,78,1,0,0,0.1218067288883547,0.09983949452434704,0.13598974281651227,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,0,18,0.8,0.7647058823529411,-0.03529411764705892,17,1,0,0,0.3426303795211338,0.31530268004302076,0.47835766669036384,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,0,24,0.8,0.75,-0.050000000000000044,4,1,0,0,0.37297574964886937,0.2520640326103911,0.4860598198790299,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,0,30,0.8,0.72,-0.08000000000000007,25,1,0,0,0.3657389408452056,0.33429552463377066,0.4980366440479413,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,0,34,0.8,0.9090909090909091,0.10909090909090902,44,1,0,0,0.25832525252650224,0.19972054950197782,0.3121817479692966,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,0,37,0.8,0.8809523809523809,0.08095238095238089,84,1,0,0,0.15559477004546549,0.14053886638159896,0.16092694025383797,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,0,39,0.8,0.6190476190476191,-0.18095238095238098,21,1,0,0,0.23450980086916848,0.13113031787929685,0.931838806514698,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,0,42,0.8,0.9387755102040817,0.13877551020408163,49,1,0,0,0.3122417980521454,0.2988469311640425,0.33423501251650245,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,0,61,0.8,0.9404761904761905,0.14047619047619042,84,1,0,0,0.10683988446278724,0.11515369205745363,0.11035044944957116,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,0,65,0.8,0.9090909090909091,0.10909090909090902,55,1,0,0,0.2959739617644148,0.2731048290570457,0.45601237264881345,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,0,68,0.8,0.9487179487179487,0.14871794871794863,78,1,0,0,0.270594836168651,0.23809426793276023,0.29757572757785833,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,0,70,0.8,0.6666666666666666,-0.13333333333333341,18,1,0,0,0.2892030475297174,0.24534966397278923,0.8517590262672471,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,0,72,0.8,0.7619047619047619,-0.03809523809523818,84,1,0,0,0.1576859001046326,0.18341623651076988,0.20169536103772692,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,0,73,0.8,0.7142857142857143,-0.08571428571428574,35,1,0,0,0.25728756775145606,0.19543977055091144,0.6428732350281672,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,0,75,0.8,0.8809523809523809,0.08095238095238089,84,1,0,0,0.124489709286957,0.1282830329785598,0.14214143696771986,model_quantile_outputs,,,,,
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,0,8,0.9,1.0,0.09999999999999998,84,1,2983,60,0.14182880612105553,0.14182880612105553,0.14182880612105553,same_split_excluding_test_conditions,0.07091440306052776,,0.007699285714285686,0.0,1.0
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,0,15,0.9,0.9615384615384616,0.06153846153846154,78,1,2983,60,0.14182880612105553,0.14182880612105553,0.16542034185517573,same_split_excluding_test_conditions,0.07091440306052776,,0.047662217948717965,0.0,1.0
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,0,18,0.9,0.29411764705882354,-0.6058823529411765,17,1,2983,60,0.14182880612105553,0.14182880612105553,0.9473791429543138,same_split_excluding_test_conditions,0.07091440306052776,,0.03281870588235291,0.0,1.0
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,0,24,0.9,0.5,-0.4,4,1,2983,60,0.14182880612105553,0.14182880612105553,0.576090813996601,same_split_excluding_test_conditions,0.07091440306052776,,0.021890999999999994,0.0,1.0
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,0,30,0.9,0.48,-0.42000000000000004,25,1,2983,60,0.14182880612105553,0.14182880612105553,0.715112238878634,same_split_excluding_test_conditions,0.07091440306052776,,0.029072880000000065,0.0,1.0
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,0,34,0.9,0.7272727272727273,-0.17272727272727273,44,1,2983,60,0.14182880612105553,0.14182880612105553,0.3770493880620332,same_split_excluding_test_conditions,0.07091440306052776,,0.018753363636363672,0.0,1.0
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,0,37,0.9,0.9880952380952381,0.08809523809523812,84,1,2983,60,0.14182880612105553,0.14182880612105553,0.1515511388773566,same_split_excluding_test_conditions,0.07091440306052776,,0.02811535714285719,0.0,1.0
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,0,39,0.9,0.7142857142857143,-0.18571428571428572,21,1,2983,60,0.14182880612105553,0.14182880612105553,0.7411926016607625,same_split_excluding_test_conditions,0.07091440306052776,,0.13595671428571432,0.2857142857142857,0.7142857142857143
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,0,42,0.9,0.8367346938775511,-0.06326530612244896,49,1,2983,60,0.14182880612105553,0.14182880612105553,0.3485042819144327,same_split_excluding_test_conditions,0.07091440306052776,,0.08096571428571432,0.16326530612244897,0.8367346938775511
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,0,61,0.9,1.0,0.09999999999999998,84,1,2983,60,0.14182880612105553,0.14182880612105553,0.14182880612105553,same_split_excluding_test_conditions,0.07091440306052776,,0.012511428571428618,0.0,1.0
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,0,65,0.9,0.7272727272727273,-0.17272727272727273,55,1,2983,60,0.14182880612105553,0.14182880612105553,1.0067003708703803,same_split_excluding_test_conditions,0.07091440306052776,,0.1070016545454546,0.16363636363636364,0.8363636363636363
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,0,68,0.9,0.8589743589743589,-0.0410256410256411,78,1,2983,60,0.14182880612105553,0.14182880612105553,0.2400088077118901,same_split_excluding_test_conditions,0.07091440306052776,,0.08882469230769233,0.14102564102564102,0.8589743589743589
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,0,70,0.9,0.7777777777777778,-0.12222222222222223,18,1,2983,60,0.14182880612105553,0.14182880612105553,1.2840801189082005,same_split_excluding_test_conditions,0.07091440306052776,,0.16078088888888892,0.2777777777777778,0.7222222222222222
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,0,72,0.9,0.9285714285714286,0.02857142857142858,84,1,2983,60,0.14182880612105553,0.14182880612105553,0.15896571588643837,same_split_excluding_test_conditions,0.07091440306052776,,0.02635085714285717,0.0,1.0
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,0,73,0.9,0.7142857142857143,-0.18571428571428572,35,1,2983,60,0.14182880612105553,0.14182880612105553,0.7121774446964083,same_split_excluding_test_conditions,0.07091440306052776,,0.07969054285714279,0.17142857142857143,0.8285714285714286
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,0,75,0.9,0.9642857142857143,0.06428571428571428,84,1,2983,60,0.14182880612105553,0.14182880612105553,0.1641048789559528,same_split_excluding_test_conditions,0.07091440306052776,,0.02451274999999994,0.0,1.0
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,0,8,0.9,1.0,0.09999999999999998,84,1,7997,60,0.24514530300751727,0.2451453030075177,0.24514530300751727,cross_split_excluding_test_conditions,0.12257265150375862,,0.007699285714285686,0.0,1.0
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,0,15,0.9,0.9871794871794872,0.0871794871794872,78,1,7997,60,0.24514530300751716,0.2451453030075168,0.24737877894975904,cross_split_excluding_test_conditions,0.12257265150375862,,0.047662217948717965,0.0,1.0
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,0,18,0.9,0.6470588235294118,-0.2529411764705882,17,1,7997,60,0.24514530300751733,0.24514530300751747,0.5012653534681536,cross_split_excluding_test_conditions,0.12257265150375862,,0.03281870588235291,0.0,1.0
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,0,24,0.9,0.75,-0.15000000000000002,4,1,7997,60,0.24514530300751686,0.2451453030075168,0.2736306780962617,cross_split_excluding_test_conditions,0.12257265150375862,,0.021890999999999994,0.0,1.0
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,0,30,0.9,0.72,-0.18000000000000005,25,1,7997,60,0.24514530300751722,0.24514530300751725,0.44802092910392227,cross_split_excluding_test_conditions,0.12257265150375862,,0.029072880000000065,0.0,1.0
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,0,34,0.9,0.9318181818181818,0.031818181818181746,44,1,7997,60,0.24514530300751716,0.24514530300751725,0.3218284762363187,cross_split_excluding_test_conditions,0.12257265150375862,,0.018753363636363672,0.0,1.0
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,0,37,0.9,1.0,0.09999999999999998,84,1,7997,60,0.2451453030075172,0.2451453030075168,0.2451453030075172,cross_split_excluding_test_conditions,0.12257265150375862,,0.02811535714285719,0.0,1.0
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,0,39,0.9,0.8095238095238095,-0.09047619047619049,21,1,7997,60,0.24514530300751722,0.24514530300751725,0.5744911614868778,cross_split_excluding_test_conditions,0.12257265150375862,,0.13595671428571432,0.14285714285714285,0.8571428571428571
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,0,42,0.9,0.8775510204081632,-0.022448979591836782,49,1,7997,60,0.24514530300751725,0.24514530300751725,0.29557105639284603,cross_split_excluding_test_conditions,0.12257265150375862,,0.08096571428571432,0.061224489795918366,0.9387755102040817
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,0,61,0.9,1.0,0.09999999999999998,84,1,7997,60,0.2451453030075172,0.2451453030075168,0.2451453030075172,cross_split_excluding_test_conditions,0.12257265150375862,,0.012511428571428618,0.0,1.0
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,0,65,0.9,0.9272727272727272,0.027272727272727226,55,1,7997,60,0.24514530300751727,0.24514530300751725,0.9455283294183373,cross_split_excluding_test_conditions,0.12257265150375862,,0.1070016545454546,0.10909090909090909,0.8909090909090909
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,0,68,0.9,0.9615384615384616,0.06153846153846154,78,1,7997,60,0.24514530300751722,0.24514530300751725,0.27213787040219656,cross_split_excluding_test_conditions,0.12257265150375862,,0.08882469230769233,0.14102564102564102,0.8589743589743589
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,0,70,0.9,0.8333333333333334,-0.06666666666666665,18,1,7997,60,0.2451453030075172,0.24514530300751725,1.2058731376682055,cross_split_excluding_test_conditions,0.12257265150375862,,0.16078088888888892,0.1111111111111111,0.8888888888888888
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,0,72,0.9,1.0,0.09999999999999998,84,1,7997,60,0.24514530300751722,0.2451453030075168,0.24514530300751722,cross_split_excluding_test_conditions,0.12257265150375862,,0.02635085714285717,0.0,1.0
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,0,73,0.9,0.8285714285714286,-0.0714285714285714,35,1,7997,60,0.2451453030075173,0.24514530300751725,0.5849588699161987,cross_split_excluding_test_conditions,0.12257265150375862,,0.07969054285714279,0.17142857142857143,0.8285714285714286
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,0,75,0.9,0.9880952380952381,0.08809523809523812,84,1,7997,60,0.2451453030075172,0.2451453030075168,0.24822862370767615,cross_split_excluding_test_conditions,0.12257265150375862,,0.02451274999999994,0.0,1.0
evaluated,Q3_replicate_tolerance_hybrid,capacity_Ah_k1,condition_fold,0,8,0.9,1.0,0.09999999999999998,84,1,7997,60,0.24514530300751727,0.2451453030075177,0.24514530300751727,cross_split_excluding_test_conditions,0.12257265150375862,0.0223040000000001,0.007699285714285686,0.0,1.0
evaluated,Q3_replicate_tolerance_hybrid,capacity_Ah_k1,condition_fold,0,15,0.9,0.9871794871794872,0.0871794871794872,78,1,7997,60,0.24514530300751716,0.2451453030075168,0.24737877894975904,cross_split_excluding_test_conditions,0.12257265150375862,0.0223040000000001,0.047662217948717965,0.0,1.0
evaluated,Q3_replicate_tolerance_hybrid,capacity_Ah_k1,condition_fold,0,18,0.9,0.6470588235294118,-0.2529411764705882,17,1,7997,60,0.24514530300751733,0.24514530300751747,0.5012653534681536,cross_split_excluding_test_conditions,0.12257265150375862,0.0223040000000001,0.03281870588235291,0.0,1.0
evaluated,Q3_replicate_tolerance_hybrid,capacity_Ah_k1,condition_fold,0,24,0.9,0.75,-0.15000000000000002,4,1,7997,60,0.24514530300751686,0.2451453030075168,0.2736306780962617,cross_split_excluding_test_conditions,0.12257265150375862,0.0223040000000001,0.021890999999999994,0.0,1.0
evaluated,Q3_replicate_tolerance_hybrid,capacity_Ah_k1,condition_fold,0,30,0.9,0.72,-0.18000000000000005,25,1,7997,60,0.24514530300751722,0.24514530300751725,0.44802092910392227,cross_split_excluding_test_conditions,0.12257265150375862,0.0223040000000001,0.029072880000000065,0.0,1.0
evaluated,Q3_replicate_tolerance_hybrid,capacity_Ah_k1,condition_fold,0,34,0.9,0.9318181818181818,0.031818181818181746,44,1,7997,60,0.24514530300751716,0.24514530300751725,0.3218284762363187,cross_split_excluding_test_conditions,0.12257265150375862,0.0223040000000001,0.018753363636363672,0.0,1.0
evaluated,Q3_replicate_tolerance_hybrid,capacity_Ah_k1,condition_fold,0,37,0.9,1.0,0.09999999999999998,84,1,7997,60,0.2451453030075172,0.2451453030075168,0.2451453030075172,cross_split_excluding_test_conditions,0.12257265150375862,0.0223040000000001,0.02811535714285719,0.0,1.0
evaluated,Q3_replicate_tolerance_hybrid,capacity_Ah_k1,condition_fold,0,39,0.9,0.8095238095238095,-0.09047619047619049,21,1,7997,60,0.24514530300751722,0.24514530300751725,0.5744911614868778,cross_split_excluding_test_conditions,0.12257265150375862,0.0223040000000001,0.13595671428571432,0.14285714285714285,0.8571428571428571
evaluated,Q3_replicate_tolerance_hybrid,capacity_Ah_k1,condition_fold,0,42,0.9,0.8775510204081632,-0.022448979591836782,49,1,7997,60,0.24514530300751725,0.24514530300751725,0.29557105639284603,cross_split_excluding_test_conditions,0.12257265150375862,0.0223040000000001,0.08096571428571432,0.061224489795918366,0.9387755102040817
evaluated,Q3_replicate_tolerance_hybrid,capacity_Ah_k1,condition_fold,0,61,0.9,1.0,0.09999999999999998,84,1,7997,60,0.2451453030075172,0.2451453030075168,0.2451453030075172,cross_split_excluding_test_conditions,0.12257265150375862,0.0223040000000001,0.012511428571428618,0.0,1.0
evaluated,Q3_replicate_tolerance_hybrid,capacity_Ah_k1,condition_fold,0,65,0.9,0.9272727272727272,0.027272727272727226,55,1,7997,60,0.24514530300751727,0.24514530300751725,0.9455283294183373,cross_split_excluding_test_conditions,0.12257265150375862,0.0223040000000001,0.1070016545454546,0.10909090909090909,0.8909090909090909
evaluated,Q3_replicate_tolerance_hybrid,capacity_Ah_k1,condition_fold,0,68,0.9,0.9615384615384616,0.06153846153846154,78,1,7997,60,0.24514530300751722,0.24514530300751725,0.27213787040219656,cross_split_excluding_test_conditions,0.12257265150375862,0.0223040000000001,0.08882469230769233,0.14102564102564102,0.8589743589743589
evaluated,Q3_replicate_tolerance_hybrid,capacity_Ah_k1,condition_fold,0,70,0.9,0.8333333333333334,-0.06666666666666665,18,1,7997,60,0.2451453030075172,0.24514530300751725,1.2058731376682055,cross_split_excluding_test_conditions,0.12257265150375862,0.0223040000000001,0.16078088888888892,0.1111111111111111,0.8888888888888888
evaluated,Q3_replicate_tolerance_hybrid,capacity_Ah_k1,condition_fold,0,72,0.9,1.0,0.09999999999999998,84,1,7997,60,0.24514530300751722,0.2451453030075168,0.24514530300751722,cross_split_excluding_test_conditions,0.12257265150375862,0.0223040000000001,0.02635085714285717,0.0,1.0
evaluated,Q3_replicate_tolerance_hybrid,capacity_Ah_k1,condition_fold,0,73,0.9,0.8285714285714286,-0.0714285714285714,35,1,7997,60,0.2451453030075173,0.24514530300751725,0.5849588699161987,cross_split_excluding_test_conditions,0.12257265150375862,0.0223040000000001,0.07969054285714279,0.17142857142857143,0.8285714285714286
evaluated,Q3_replicate_tolerance_hybrid,capacity_Ah_k1,condition_fold,0,75,0.9,0.9880952380952381,0.08809523809523812,84,1,7997,60,0.2451453030075172,0.2451453030075168,0.24822862370767615,cross_split_excluding_test_conditions,0.12257265150375862,0.0223040000000001,0.02451274999999994,0.0,1.0
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,1,3,0.8,0.7857142857142857,-0.014285714285714346,84,1,0,0,0.07541434462759049,0.06031199417829636,0.08581076400355907,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,1,5,0.8,0.8809523809523809,0.08095238095238089,84,1,0,0,0.14129970697296348,0.14632669215040517,0.14538792865775957,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,1,10,0.8,0.8452380952380952,0.04523809523809519,84,1,0,0,0.1200128463410102,0.12402301210938926,0.12831113667618854,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,1,11,0.8,0.8214285714285714,0.021428571428571352,84,1,0,0,0.08507045356229541,0.07215218749772467,0.0948636941559023,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,1,20,0.8,1.0,0.19999999999999996,6,1,0,0,0.5191877269130832,0.4847492929891153,0.5191877269130832,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,1,25,0.8,0.9402985074626866,0.14029850746268657,67,1,0,0,0.19170900770412733,0.16507130907169643,0.21593591587299452,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,1,29,0.8,0.825,0.02499999999999991,40,1,0,0,0.263306557103162,0.23925295758738407,0.36555590720689624,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,1,33,0.8,0.8805970149253731,0.08059701492537308,67,1,0,0,0.19707868735498094,0.15694032268396807,0.22881142900236764,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,1,46,0.8,0.8333333333333334,0.033333333333333326,84,1,0,0,0.16641721843731994,0.11356148282736656,0.2861934154502328,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,1,48,0.8,0.7,-0.10000000000000009,10,1,0,0,0.268582146694485,0.23799507846698686,0.3202683422785443,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,1,50,0.8,0.8214285714285714,0.021428571428571352,84,1,0,0,0.09254616345099054,0.07787663941220502,0.11067603311822449,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,1,57,0.8,0.5277777777777778,-0.27222222222222225,36,1,0,0,0.09997207567548053,0.08420981054025334,1.2695332539726638,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,1,58,0.8,0.7894736842105263,-0.010526315789473717,38,1,0,0,0.19926444239650457,0.13344040173304905,0.7631530700374615,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,1,60,0.8,0.6875,-0.11250000000000004,16,1,0,0,0.35999408135244887,0.2784040321475414,0.9681148309780522,model_quantile_outputs,,,,,
evaluated,Q0_hgb_quantile_raw,capacity_Ah_k1,condition_fold,1,63,0.8,0.9259259259259259,0.12592592592592589,81,1,0,0,0.21921782860838213,0.2213927836389673,0.24644945738687568,model_quantile_outputs,,,,,
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,1,3,0.9,1.0,0.09999999999999998,84,1,2962,61,0.15843426156481666,0.15843426156481666,0.15843426156481666,same_split_excluding_test_conditions,0.07921713078240833,,0.020342178571428535,0.0,1.0
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,1,5,0.9,1.0,0.09999999999999998,84,1,2962,61,0.15843426156481666,0.15843426156481666,0.15843426156481666,same_split_excluding_test_conditions,0.07921713078240833,,0.009713857142857123,0.0,1.0
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,1,10,0.9,1.0,0.09999999999999998,84,1,2962,61,0.15843426156481666,0.15843426156481666,0.15843426156481666,same_split_excluding_test_conditions,0.07921713078240833,,0.01524664285714285,0.0,1.0
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,1,11,0.9,1.0,0.09999999999999998,84,1,2962,61,0.15843426156481666,0.15843426156481666,0.15843426156481666,same_split_excluding_test_conditions,0.07921713078240833,,0.013817142857142814,0.0,1.0
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,1,20,0.9,0.5,-0.4,6,1,2962,61,0.15843426156481666,0.15843426156481666,0.8482673963092594,same_split_excluding_test_conditions,0.07921713078240833,,0.02733399999999986,0.0,1.0
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,1,25,0.9,0.9850746268656716,0.08507462686567158,67,1,2962,61,0.15843426156481666,0.15843426156481666,0.18342897405297795,same_split_excluding_test_conditions,0.07921713078240833,,0.05666973134328359,0.11940298507462686,0.8805970149253731
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,1,29,0.9,0.825,-0.07500000000000007,40,1,2962,61,0.15843426156481666,0.15843426156481666,0.41134531003749597,same_split_excluding_test_conditions,0.07921713078240833,,0.058539000000000105,0.15,0.85
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,1,33,0.9,0.9402985074626866,0.040298507462686595,67,1,2962,61,0.15843426156481666,0.15843426156481666,0.21856020175990545,same_split_excluding_test_conditions,0.07921713078240833,,0.034101805970149224,0.04477611940298507,0.9552238805970149
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,1,46,0.9,0.9642857142857143,0.06428571428571428,84,1,2962,61,0.15843426156481666,0.15843426156481666,0.19237967052284308,same_split_excluding_test_conditions,0.07921713078240833,,0.09106778571428571,0.21428571428571427,0.7857142857142857
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,1,48,0.9,0.7,-0.20000000000000007,10,1,2962,61,0.15843426156481666,0.15843426156481666,0.571438208691923,same_split_excluding_test_conditions,0.07921713078240833,,0.08195099999999997,0.3,0.7
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,1,50,0.9,1.0,0.09999999999999998,84,1,2962,61,0.15843426156481666,0.15843426156481666,0.15843426156481666,same_split_excluding_test_conditions,0.07921713078240833,,0.015056464285714293,0.0,1.0
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,1,57,0.9,0.8888888888888888,-0.011111111111111183,36,1,2962,61,0.15843426156481666,0.15843426156481666,1.0776283910190891,same_split_excluding_test_conditions,0.07921713078240833,,0.032190083333333286,0.08333333333333333,0.9166666666666666
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,1,58,0.9,0.8421052631578947,-0.05789473684210533,38,1,2962,61,0.15843426156481666,0.15843426156481666,0.867855111999576,same_split_excluding_test_conditions,0.07921713078240833,,0.12262815789473692,0.15789473684210525,0.8421052631578947
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,1,60,0.9,0.6875,-0.21250000000000002,16,1,2962,61,0.15843426156481666,0.15843426156481666,2.150542562091175,same_split_excluding_test_conditions,0.07921713078240833,,0.2783338125,0.3125,0.6875
evaluated,Q1_split_conformal_abs_residual,capacity_Ah_k1,condition_fold,1,63,0.9,0.8518518518518519,-0.04814814814814816,81,1,2962,61,0.15843426156481666,0.15843426156481666,0.23434248206868205,same_split_excluding_test_conditions,0.07921713078240833,,0.159343962962963,0.37037037037037035,0.6296296296296297
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,1,3,0.9,1.0,0.09999999999999998,84,1,8275,61,0.2540175713511319,0.2540175713511319,0.2540175713511319,cross_split_excluding_test_conditions,0.12700878567556595,,0.020342178571428535,0.0,1.0
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,1,5,0.9,1.0,0.09999999999999998,84,1,8275,61,0.2540175713511319,0.2540175713511319,0.2540175713511319,cross_split_excluding_test_conditions,0.12700878567556595,,0.009713857142857123,0.0,1.0
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,1,10,0.9,1.0,0.09999999999999998,84,1,8275,61,0.2540175713511319,0.2540175713511319,0.2540175713511319,cross_split_excluding_test_conditions,0.12700878567556595,,0.01524664285714285,0.0,1.0
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,1,11,0.9,1.0,0.09999999999999998,84,1,8275,61,0.2540175713511319,0.2540175713511319,0.2540175713511319,cross_split_excluding_test_conditions,0.12700878567556595,,0.013817142857142814,0.0,1.0
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,1,20,0.9,0.5,-0.4,6,1,8275,61,0.2540175713511319,0.2540175713511319,0.4659341571639984,cross_split_excluding_test_conditions,0.12700878567556595,,0.02733399999999986,0.0,1.0
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,1,25,0.9,0.9850746268656716,0.08507462686567158,67,1,8275,61,0.2540175713511319,0.2540175713511319,0.26474611819954463,cross_split_excluding_test_conditions,0.12700878567556595,,0.05666973134328359,0.04477611940298507,0.9552238805970149
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,1,29,0.9,0.85,-0.050000000000000044,40,1,8275,61,0.2540175713511319,0.2540175713511319,0.35997411740027974,cross_split_excluding_test_conditions,0.12700878567556595,,0.058539000000000105,0.075,0.925
evaluated,Q2_stressor_family_conformal,capacity_Ah_k1,condition_fold,1,33,0.9,0.9701492537313433,0.07014925373134329,67,1,8275,61,0.2540175713511319,0.2540175713511319,0.26935861631534164,cross_split_excluding_test_conditions,0.12700878567556595,,0.034101805970149224,0.04477611940298507,0.9552238805970149
