target,split_name,best_model_level,best_feature_group,best_condition_mean_mae,best_worst_condition_mae,worst_parameter_set,worst_parameter_set_mae,l0_condition_mean_mae,l0_reference_status,condition_mean_mae_improvement_vs_l0
capacity_Ah_k1,c_rate_holdout_fold,L2_hist_gradient_boosting,F6_coupled_stress,0.12465633712103064,0.2508189191042574,32,0.2508189191042574,0.33485399645173297,reference_report,0.21019765933070234
capacity_Ah_k1,condition_fold,L2_hist_gradient_boosting,F5_log_age_histograms,0.05027747397751009,0.26147997390058836,36,0.26147997390058836,0.13801071921543,reference_report,0.08773324523791992
capacity_Ah_k1,temperature_holdout_fold,L2_hist_gradient_boosting,F6_coupled_stress,0.06364404065213011,0.27405616574517866,23,0.27405616574517866,0.15025633253369464,reference_report,0.08661229188156452
capacity_Ah_k1,voltage_window_holdout_fold,L2_hist_gradient_boosting,F4_state_log_age_scalar,0.08441287861354206,0.3603624225203877,36,0.3603624225203877,0.1187266501812217,reference_report,0.03431377156767963
delta_capacity_Ah,c_rate_holdout_fold,L2_hist_gradient_boosting,F4_state_log_age_scalar,0.10113277130259181,0.193505570859936,20,0.193505570859936,0.33485399645173297,reference_report,0.23372122514914118
delta_capacity_Ah,condition_fold,L2_hist_gradient_boosting,F5_log_age_histograms,0.041692705430998366,0.15390076944722242,67,0.15390076944722242,0.13801071921543,reference_report,0.09631801378443164
delta_capacity_Ah,temperature_holdout_fold,L2_hist_gradient_boosting,F5_log_age_histograms,0.044618927158657395,0.14852292082532634,67,0.14852292082532634,0.15025633253369464,reference_report,0.10563740537503724
delta_capacity_Ah,voltage_window_holdout_fold,L2_hist_gradient_boosting,F4_state_log_age_scalar,0.07084470672683431,0.2315662886975436,36,0.2315662886975436,0.1187266501812217,reference_report,0.047881943454387385
