bin,bin_left,bin_right,calibration_method,label_policy,mean_probability,observed_rate,positive_count,row_count,split_name,target
9,0.9,1.0,C1_platt_logistic,verified_only,0.969188038389918,0.5306122448979592,26,49,profile_holdout_fold,event_within_1_checkup
0,0.0,0.1,C1_platt_logistic,verified_only,0.01570489205423322,0.021798365122615803,24,1101,temperature_holdout_fold,event_within_1_checkup
1,0.1,0.2,C1_platt_logistic,verified_only,0.13522166671543065,0.06818181818181818,3,44,temperature_holdout_fold,event_within_1_checkup
2,0.2,0.3,C1_platt_logistic,verified_only,0.24800999316047823,0.25,3,12,temperature_holdout_fold,event_within_1_checkup
3,0.3,0.4,C1_platt_logistic,verified_only,0.3546523996547768,0.375,3,8,temperature_holdout_fold,event_within_1_checkup
4,0.4,0.5,C1_platt_logistic,verified_only,0.43396763140521494,0.4,4,10,temperature_holdout_fold,event_within_1_checkup
5,0.5,0.6,C1_platt_logistic,verified_only,0.5438187590065531,0.375,3,8,temperature_holdout_fold,event_within_1_checkup
6,0.6,0.7,C1_platt_logistic,verified_only,0.636471574803309,0.5,5,10,temperature_holdout_fold,event_within_1_checkup
7,0.7,0.8,C1_platt_logistic,verified_only,0.7629273543126831,0.6666666666666666,12,18,temperature_holdout_fold,event_within_1_checkup
8,0.8,0.9,C1_platt_logistic,verified_only,0.8649741235589802,0.9259259259259259,25,27,temperature_holdout_fold,event_within_1_checkup
9,0.9,1.0,C1_platt_logistic,verified_only,0.9293887103345938,0.7142857142857143,10,14,temperature_holdout_fold,event_within_1_checkup
0,0.0,0.1,C1_platt_logistic,verified_only,0.012354815136464232,0.013365155131264916,28,2095,voltage_window_holdout_fold,event_within_1_checkup
1,0.1,0.2,C1_platt_logistic,verified_only,0.14676013534366117,0.11578947368421053,11,95,voltage_window_holdout_fold,event_within_1_checkup
2,0.2,0.3,C1_platt_logistic,verified_only,0.24368372541578487,0.3076923076923077,12,39,voltage_window_holdout_fold,event_within_1_checkup
3,0.3,0.4,C1_platt_logistic,verified_only,0.3570605355280367,0.4,10,25,voltage_window_holdout_fold,event_within_1_checkup
4,0.4,0.5,C1_platt_logistic,verified_only,0.43944173893816335,0.631578947368421,12,19,voltage_window_holdout_fold,event_within_1_checkup
5,0.5,0.6,C1_platt_logistic,verified_only,0.5482369114342375,0.42857142857142855,3,7,voltage_window_holdout_fold,event_within_1_checkup
6,0.6,0.7,C1_platt_logistic,verified_only,0.650978329200559,0.21739130434782608,5,23,voltage_window_holdout_fold,event_within_1_checkup
7,0.7,0.8,C1_platt_logistic,verified_only,0.7566291947155902,0.46153846153846156,6,13,voltage_window_holdout_fold,event_within_1_checkup
8,0.8,0.9,C1_platt_logistic,verified_only,0.8609592160757563,0.5909090909090909,39,66,voltage_window_holdout_fold,event_within_1_checkup
9,0.9,1.0,C1_platt_logistic,verified_only,0.9216573571588697,0.9215686274509803,47,51,voltage_window_holdout_fold,event_within_1_checkup
0,0.0,0.1,C2_isotonic,verified_only,1e-06,0.08264462809917356,10,121,c_rate_holdout_fold,event_within_1_checkup
1,0.1,0.2,C2_isotonic,verified_only,0.13328746669394606,0.7777777777777778,7,9,c_rate_holdout_fold,event_within_1_checkup
3,0.3,0.4,C2_isotonic,verified_only,0.3333333333333333,0.0,0,1,c_rate_holdout_fold,event_within_1_checkup
9,0.9,1.0,C2_isotonic,verified_only,0.999999,0.8823529411764706,15,17,c_rate_holdout_fold,event_within_1_checkup
0,0.0,0.1,C2_isotonic,verified_only,0.006084384131748469,0.011358258400378608,24,2113,condition_fold,event_within_1_checkup
1,0.1,0.2,C2_isotonic,verified_only,0.14716518645298785,0.0,0,12,condition_fold,event_within_1_checkup
2,0.2,0.3,C2_isotonic,verified_only,0.2386107183711168,0.1111111111111111,2,18,condition_fold,event_within_1_checkup
3,0.3,0.4,C2_isotonic,verified_only,0.3381588181031537,0.17105263157894737,13,76,condition_fold,event_within_1_checkup
4,0.4,0.5,C2_isotonic,verified_only,0.448194040823049,0.25,1,4,condition_fold,event_within_1_checkup
5,0.5,0.6,C2_isotonic,verified_only,0.5324162678259157,0.34545454545454546,19,55,condition_fold,event_within_1_checkup
6,0.6,0.7,C2_isotonic,verified_only,0.6303075101605521,0.5416666666666666,26,48,condition_fold,event_within_1_checkup
7,0.7,0.8,C2_isotonic,verified_only,0.733911818395106,0.6176470588235294,21,34,condition_fold,event_within_1_checkup
8,0.8,0.9,C2_isotonic,verified_only,0.8219230912779578,0.6666666666666666,10,15,condition_fold,event_within_1_checkup
9,0.9,1.0,C2_isotonic,verified_only,0.9998774701445992,0.9827586206896551,57,58,condition_fold,event_within_1_checkup
0,0.0,0.1,C2_isotonic,verified_only,0.0017626279297502415,0.0044444444444444444,3,675,profile_holdout_fold,event_within_1_checkup
1,0.1,0.2,C2_isotonic,verified_only,0.12329714496739289,0.3,3,10,profile_holdout_fold,event_within_1_checkup
5,0.5,0.6,C2_isotonic,verified_only,0.5416666666666666,0.21428571428571427,3,14,profile_holdout_fold,event_within_1_checkup
6,0.6,0.7,C2_isotonic,verified_only,0.6237356137537405,1.0,1,1,profile_holdout_fold,event_within_1_checkup
9,0.9,1.0,C2_isotonic,verified_only,0.999999,0.5,26,52,profile_holdout_fold,event_within_1_checkup
0,0.0,0.1,C2_isotonic,verified_only,0.01929914060700976,0.02276707530647986,26,1142,temperature_holdout_fold,event_within_1_checkup
1,0.1,0.2,C2_isotonic,verified_only,0.128848472340411,0.3076923076923077,8,26,temperature_holdout_fold,event_within_1_checkup
2,0.2,0.3,C2_isotonic,verified_only,0.25,0.3333333333333333,2,6,temperature_holdout_fold,event_within_1_checkup
3,0.3,0.4,C2_isotonic,verified_only,0.31317043066720784,0.7777777777777778,7,9,temperature_holdout_fold,event_within_1_checkup
7,0.7,0.8,C2_isotonic,verified_only,0.7245809831784271,0.0,0,1,temperature_holdout_fold,event_within_1_checkup
9,0.9,1.0,C2_isotonic,verified_only,0.9986231194316798,0.7205882352941176,49,68,temperature_holdout_fold,event_within_1_checkup
0,0.0,0.1,C2_isotonic,verified_only,0.011261815414381237,0.010842779694430755,22,2029,voltage_window_holdout_fold,event_within_1_checkup
1,0.1,0.2,C2_isotonic,verified_only,0.1385670221466493,0.0,0,42,voltage_window_holdout_fold,event_within_1_checkup
2,0.2,0.3,C2_isotonic,verified_only,0.23487351148889202,0.2512820512820513,49,195,voltage_window_holdout_fold,event_within_1_checkup
4,0.4,0.5,C2_isotonic,verified_only,0.41935483870967744,1.0,1,1,voltage_window_holdout_fold,event_within_1_checkup
5,0.5,0.6,C2_isotonic,verified_only,0.53821277860198,0.2564102564102564,10,39,voltage_window_holdout_fold,event_within_1_checkup
6,0.6,0.7,C2_isotonic,verified_only,0.6580397059937019,0.16666666666666666,1,6,voltage_window_holdout_fold,event_within_1_checkup
7,0.7,0.8,C2_isotonic,verified_only,0.7975764348268224,1.0,1,1,voltage_window_holdout_fold,event_within_1_checkup
8,0.8,0.9,C2_isotonic,verified_only,0.8729147243790824,0.5454545454545454,36,66,voltage_window_holdout_fold,event_within_1_checkup
9,0.9,1.0,C2_isotonic,verified_only,0.9996090802591753,0.9814814814814815,53,54,voltage_window_holdout_fold,event_within_1_checkup
0,0.0,0.1,C0_raw_hgb_w2,all_rows,0.022426016072606678,0.16494845360824742,16,97,c_rate_holdout_fold,event_within_2_checkups
1,0.1,0.2,C0_raw_hgb_w2,all_rows,0.14434605102893008,0.7272727272727273,8,11,c_rate_holdout_fold,event_within_2_checkups
2,0.2,0.3,C0_raw_hgb_w2,all_rows,0.24245222783307216,1.0,3,3,c_rate_holdout_fold,event_within_2_checkups
3,0.3,0.4,C0_raw_hgb_w2,all_rows,0.3533449821654817,1.0,1,1,c_rate_holdout_fold,event_within_2_checkups
4,0.4,0.5,C0_raw_hgb_w2,all_rows,0.452020615168789,0.5,4,8,c_rate_holdout_fold,event_within_2_checkups
5,0.5,0.6,C0_raw_hgb_w2,all_rows,0.5954254080230565,0.3333333333333333,1,3,c_rate_holdout_fold,event_within_2_checkups
6,0.6,0.7,C0_raw_hgb_w2,all_rows,0.6008068034242771,1.0,2,2,c_rate_holdout_fold,event_within_2_checkups
7,0.7,0.8,C0_raw_hgb_w2,all_rows,0.7789972959252996,1.0,2,2,c_rate_holdout_fold,event_within_2_checkups
8,0.8,0.9,C0_raw_hgb_w2,all_rows,0.864171780297736,0.8461538461538461,11,13,c_rate_holdout_fold,event_within_2_checkups
9,0.9,1.0,C0_raw_hgb_w2,all_rows,0.9736869542908295,0.9411764705882353,16,17,c_rate_holdout_fold,event_within_2_checkups
0,0.0,0.1,C0_raw_hgb_w2,all_rows,0.004895912030126938,0.013349514563106795,44,3296,condition_fold,event_within_2_checkups
1,0.1,0.2,C0_raw_hgb_w2,all_rows,0.15305759516556575,0.24691358024691357,20,81,condition_fold,event_within_2_checkups
2,0.2,0.3,C0_raw_hgb_w2,all_rows,0.23367959363027127,0.1,4,40,condition_fold,event_within_2_checkups
3,0.3,0.4,C0_raw_hgb_w2,all_rows,0.3551853378293639,0.15151515151515152,5,33,condition_fold,event_within_2_checkups
4,0.4,0.5,C0_raw_hgb_w2,all_rows,0.440030864930203,0.5172413793103449,15,29,condition_fold,event_within_2_checkups
5,0.5,0.6,C0_raw_hgb_w2,all_rows,0.5529139454749825,0.3870967741935484,12,31,condition_fold,event_within_2_checkups
6,0.6,0.7,C0_raw_hgb_w2,all_rows,0.6605247209672851,0.525,21,40,condition_fold,event_within_2_checkups
7,0.7,0.8,C0_raw_hgb_w2,all_rows,0.754949258644108,0.625,25,40,condition_fold,event_within_2_checkups
8,0.8,0.9,C0_raw_hgb_w2,all_rows,0.8606297861252804,0.6923076923076923,36,52,condition_fold,event_within_2_checkups
9,0.9,1.0,C0_raw_hgb_w2,all_rows,0.9675915201071059,0.8864864864864865,164,185,condition_fold,event_within_2_checkups
0,0.0,0.1,C0_raw_hgb_w2,all_rows,0.009269903246616286,0.017350157728706624,11,634,profile_holdout_fold,event_within_2_checkups
1,0.1,0.2,C0_raw_hgb_w2,all_rows,0.130097974629288,0.4,2,5,profile_holdout_fold,event_within_2_checkups
2,0.2,0.3,C0_raw_hgb_w2,all_rows,0.2556162369500238,0.0,0,8,profile_holdout_fold,event_within_2_checkups
3,0.3,0.4,C0_raw_hgb_w2,all_rows,0.3353829530879272,0.0,0,8,profile_holdout_fold,event_within_2_checkups
4,0.4,0.5,C0_raw_hgb_w2,all_rows,0.43408949348314674,0.5,1,2,profile_holdout_fold,event_within_2_checkups
5,0.5,0.6,C0_raw_hgb_w2,all_rows,0.5634321497132755,0.4,2,5,profile_holdout_fold,event_within_2_checkups
6,0.6,0.7,C0_raw_hgb_w2,all_rows,0.6487263029425118,0.5,2,4,profile_holdout_fold,event_within_2_checkups
7,0.7,0.8,C0_raw_hgb_w2,all_rows,0.7622683072760083,0.18181818181818182,2,11,profile_holdout_fold,event_within_2_checkups
8,0.8,0.9,C0_raw_hgb_w2,all_rows,0.8627335109111954,0.3333333333333333,4,12,profile_holdout_fold,event_within_2_checkups
9,0.9,1.0,C0_raw_hgb_w2,all_rows,0.945895918232416,0.7619047619047619,48,63,profile_holdout_fold,event_within_2_checkups
0,0.0,0.1,C0_raw_hgb_w2,all_rows,0.004179353752991283,0.02765556253928347,44,1591,temperature_holdout_fold,event_within_2_checkups
1,0.1,0.2,C0_raw_hgb_w2,all_rows,0.1404651775636302,0.16666666666666666,3,18,temperature_holdout_fold,event_within_2_checkups
2,0.2,0.3,C0_raw_hgb_w2,all_rows,0.23597010723003287,0.3888888888888889,7,18,temperature_holdout_fold,event_within_2_checkups
3,0.3,0.4,C0_raw_hgb_w2,all_rows,0.3506836349509648,0.5,1,2,temperature_holdout_fold,event_within_2_checkups
4,0.4,0.5,C0_raw_hgb_w2,all_rows,0.4300091164819866,0.18181818181818182,2,11,temperature_holdout_fold,event_within_2_checkups
5,0.5,0.6,C0_raw_hgb_w2,all_rows,0.5515149095450211,0.38461538461538464,5,13,temperature_holdout_fold,event_within_2_checkups
6,0.6,0.7,C0_raw_hgb_w2,all_rows,0.6600639690310374,0.75,3,4,temperature_holdout_fold,event_within_2_checkups
7,0.7,0.8,C0_raw_hgb_w2,all_rows,0.7665907257248592,0.3333333333333333,3,9,temperature_holdout_fold,event_within_2_checkups
8,0.8,0.9,C0_raw_hgb_w2,all_rows,0.8416399742866861,0.5882352941176471,10,17,temperature_holdout_fold,event_within_2_checkups
9,0.9,1.0,C0_raw_hgb_w2,all_rows,0.9694273384638201,0.8907563025210085,106,119,temperature_holdout_fold,event_within_2_checkups
0,0.0,0.1,C0_raw_hgb_w2,all_rows,0.005195461496876422,0.034502587694077054,120,3478,voltage_window_holdout_fold,event_within_2_checkups
1,0.1,0.2,C0_raw_hgb_w2,all_rows,0.1588111509098077,0.4117647058823529,21,51,voltage_window_holdout_fold,event_within_2_checkups
2,0.2,0.3,C0_raw_hgb_w2,all_rows,0.24958166880972454,0.37254901960784315,19,51,voltage_window_holdout_fold,event_within_2_checkups
3,0.3,0.4,C0_raw_hgb_w2,all_rows,0.3522491903222496,0.5111111111111111,23,45,voltage_window_holdout_fold,event_within_2_checkups
4,0.4,0.5,C0_raw_hgb_w2,all_rows,0.41933262747143685,0.7,14,20,voltage_window_holdout_fold,event_within_2_checkups
5,0.5,0.6,C0_raw_hgb_w2,all_rows,0.5539131849177965,1.0,9,9,voltage_window_holdout_fold,event_within_2_checkups
6,0.6,0.7,C0_raw_hgb_w2,all_rows,0.6477539057239214,1.0,6,6,voltage_window_holdout_fold,event_within_2_checkups
7,0.7,0.8,C0_raw_hgb_w2,all_rows,0.752876085520631,0.4827586206896552,14,29,voltage_window_holdout_fold,event_within_2_checkups
8,0.8,0.9,C0_raw_hgb_w2,all_rows,0.8488675154757391,0.6060606060606061,20,33,voltage_window_holdout_fold,event_within_2_checkups
9,0.9,1.0,C0_raw_hgb_w2,all_rows,0.960443022965908,0.9523809523809523,100,105,voltage_window_holdout_fold,event_within_2_checkups
0,0.0,0.1,C1_platt_logistic,all_rows,0.02762059566495805,0.1,8,80,c_rate_holdout_fold,event_within_2_checkups
1,0.1,0.2,C1_platt_logistic,all_rows,0.15759800038239838,0.5454545454545454,12,22,c_rate_holdout_fold,event_within_2_checkups
2,0.2,0.3,C1_platt_logistic,all_rows,0.2460886948409763,0.7777777777777778,7,9,c_rate_holdout_fold,event_within_2_checkups
3,0.3,0.4,C1_platt_logistic,all_rows,0.36836685309888884,1.0,1,1,c_rate_holdout_fold,event_within_2_checkups
4,0.4,0.5,C1_platt_logistic,all_rows,0.4350758726055649,0.5,4,8,c_rate_holdout_fold,event_within_2_checkups
5,0.5,0.6,C1_platt_logistic,all_rows,0.5339393165763839,0.6,3,5,c_rate_holdout_fold,event_within_2_checkups
6,0.6,0.7,C1_platt_logistic,all_rows,0.6725968543353356,1.0,2,2,c_rate_holdout_fold,event_within_2_checkups
7,0.7,0.8,C1_platt_logistic,all_rows,0.75423708015966,0.8461538461538461,11,13,c_rate_holdout_fold,event_within_2_checkups
8,0.8,0.9,C1_platt_logistic,all_rows,0.8512191589469987,0.75,3,4,c_rate_holdout_fold,event_within_2_checkups
9,0.9,1.0,C1_platt_logistic,all_rows,0.9365041220141482,1.0,13,13,c_rate_holdout_fold,event_within_2_checkups
0,0.0,0.1,C1_platt_logistic,all_rows,0.009530151898217721,0.011631466176920723,38,3267,condition_fold,event_within_2_checkups
1,0.1,0.2,C1_platt_logistic,all_rows,0.1490008177985151,0.25688073394495414,28,109,condition_fold,event_within_2_checkups
2,0.2,0.3,C1_platt_logistic,all_rows,0.2533423108093246,0.125,6,48,condition_fold,event_within_2_checkups
3,0.3,0.4,C1_platt_logistic,all_rows,0.34824150480131694,0.2558139534883721,11,43,condition_fold,event_within_2_checkups
4,0.4,0.5,C1_platt_logistic,all_rows,0.4462305346147677,0.3076923076923077,12,39,condition_fold,event_within_2_checkups
5,0.5,0.6,C1_platt_logistic,all_rows,0.549479585301363,0.5348837209302325,23,43,condition_fold,event_within_2_checkups
6,0.6,0.7,C1_platt_logistic,all_rows,0.6468108763776276,0.5853658536585366,24,41,condition_fold,event_within_2_checkups
7,0.7,0.8,C1_platt_logistic,all_rows,0.7547255547934868,0.8412698412698413,53,63,condition_fold,event_within_2_checkups
8,0.8,0.9,C1_platt_logistic,all_rows,0.8563851702627966,0.8526315789473684,81,95,condition_fold,event_within_2_checkups
9,0.9,1.0,C1_platt_logistic,all_rows,0.9445422889790167,0.8860759493670886,70,79,condition_fold,event_within_2_checkups
0,0.0,0.1,C1_platt_logistic,all_rows,0.0056126223382165115,0.0203125,13,640,profile_holdout_fold,event_within_2_checkups
1,0.1,0.2,C1_platt_logistic,all_rows,0.14082227974082645,0.0625,1,16,profile_holdout_fold,event_within_2_checkups
2,0.2,0.3,C1_platt_logistic,all_rows,0.2620395646432258,0.6666666666666666,2,3,profile_holdout_fold,event_within_2_checkups
3,0.3,0.4,C1_platt_logistic,all_rows,0.34059321434760464,0.2857142857142857,2,7,profile_holdout_fold,event_within_2_checkups
4,0.4,0.5,C1_platt_logistic,all_rows,0.4695162368194758,0.2857142857142857,2,7,profile_holdout_fold,event_within_2_checkups
5,0.5,0.6,C1_platt_logistic,all_rows,0.5468853766525956,0.0,0,7,profile_holdout_fold,event_within_2_checkups
6,0.6,0.7,C1_platt_logistic,all_rows,0.645244386664,0.4444444444444444,4,9,profile_holdout_fold,event_within_2_checkups
7,0.7,0.8,C1_platt_logistic,all_rows,0.7557213899597683,0.6818181818181818,15,22,profile_holdout_fold,event_within_2_checkups
8,0.8,0.9,C1_platt_logistic,all_rows,0.8422647014341091,0.8048780487804879,33,41,profile_holdout_fold,event_within_2_checkups
0,0.0,0.1,C1_platt_logistic,all_rows,0.009768818515408575,0.021822849807445442,34,1558,temperature_holdout_fold,event_within_2_checkups
1,0.1,0.2,C1_platt_logistic,all_rows,0.13252586397091762,0.29545454545454547,13,44,temperature_holdout_fold,event_within_2_checkups
2,0.2,0.3,C1_platt_logistic,all_rows,0.25346626713807036,0.28,7,25,temperature_holdout_fold,event_within_2_checkups
3,0.3,0.4,C1_platt_logistic,all_rows,0.3784568224822951,0.3333333333333333,2,6,temperature_holdout_fold,event_within_2_checkups
4,0.4,0.5,C1_platt_logistic,all_rows,0.45278846334915956,0.1875,3,16,temperature_holdout_fold,event_within_2_checkups
5,0.5,0.6,C1_platt_logistic,all_rows,0.5395099388232305,0.75,6,8,temperature_holdout_fold,event_within_2_checkups
6,0.6,0.7,C1_platt_logistic,all_rows,0.6696568972377425,0.3125,5,16,temperature_holdout_fold,event_within_2_checkups
7,0.7,0.8,C1_platt_logistic,all_rows,0.750912536172372,0.8,8,10,temperature_holdout_fold,event_within_2_checkups
8,0.8,0.9,C1_platt_logistic,all_rows,0.8537222887161801,0.7073170731707317,29,41,temperature_holdout_fold,event_within_2_checkups
9,0.9,1.0,C1_platt_logistic,all_rows,0.9420244368868197,0.9871794871794872,77,78,temperature_holdout_fold,event_within_2_checkups
0,0.0,0.1,C1_platt_logistic,all_rows,0.020480976181926028,0.031902552204176336,110,3448,voltage_window_holdout_fold,event_within_2_checkups
1,0.1,0.2,C1_platt_logistic,all_rows,0.13853631937957356,0.28440366972477066,31,109,voltage_window_holdout_fold,event_within_2_checkups
2,0.2,0.3,C1_platt_logistic,all_rows,0.2392429037379528,0.5777777777777777,26,45,voltage_window_holdout_fold,event_within_2_checkups
3,0.3,0.4,C1_platt_logistic,all_rows,0.35042160989400356,0.6923076923076923,9,13,voltage_window_holdout_fold,event_within_2_checkups
4,0.4,0.5,C1_platt_logistic,all_rows,0.45844124797430463,0.875,7,8,voltage_window_holdout_fold,event_within_2_checkups
5,0.5,0.6,C1_platt_logistic,all_rows,0.5428133796752278,0.8666666666666667,13,15,voltage_window_holdout_fold,event_within_2_checkups
6,0.6,0.7,C1_platt_logistic,all_rows,0.6579299986303174,0.5384615384615384,7,13,voltage_window_holdout_fold,event_within_2_checkups
7,0.7,0.8,C1_platt_logistic,all_rows,0.763342117398295,1.0,5,5,voltage_window_holdout_fold,event_within_2_checkups
8,0.8,0.9,C1_platt_logistic,all_rows,0.8671215208419062,0.5714285714285714,20,35,voltage_window_holdout_fold,event_within_2_checkups
9,0.9,1.0,C1_platt_logistic,all_rows,0.9673144230992056,0.8676470588235294,118,136,voltage_window_holdout_fold,event_within_2_checkups
0,0.0,0.1,C2_isotonic,all_rows,0.03578625243370888,0.1,8,80,c_rate_holdout_fold,event_within_2_checkups
1,0.1,0.2,C2_isotonic,all_rows,0.15205416023354848,0.5714285714285714,4,7,c_rate_holdout_fold,event_within_2_checkups
2,0.2,0.3,C2_isotonic,all_rows,0.22,0.64,16,25,c_rate_holdout_fold,event_within_2_checkups
4,0.4,0.5,C2_isotonic,all_rows,0.45,0.45454545454545453,5,11,c_rate_holdout_fold,event_within_2_checkups
6,0.6,0.7,C2_isotonic,all_rows,0.631578947368421,0.8421052631578947,16,19,c_rate_holdout_fold,event_within_2_checkups
9,0.9,1.0,C2_isotonic,all_rows,0.999999,1.0,15,15,c_rate_holdout_fold,event_within_2_checkups
0,0.0,0.1,C2_isotonic,all_rows,0.006460025915746447,0.015931372549019607,52,3264,condition_fold,event_within_2_checkups
1,0.1,0.2,C2_isotonic,all_rows,0.16760769821406266,0.18584070796460178,21,113,condition_fold,event_within_2_checkups
2,0.2,0.3,C2_isotonic,all_rows,0.2450792519201112,0.35,14,40,condition_fold,event_within_2_checkups
3,0.3,0.4,C2_isotonic,all_rows,0.3306940542401934,0.12359550561797752,11,89,condition_fold,event_within_2_checkups
4,0.4,0.5,C2_isotonic,all_rows,0.4010636852238453,0.4,10,25,condition_fold,event_within_2_checkups
5,0.5,0.6,C2_isotonic,all_rows,0.5342336460370953,0.5849056603773585,31,53,condition_fold,event_within_2_checkups
6,0.6,0.7,C2_isotonic,all_rows,0.6763673473647223,1.0,2,2,condition_fold,event_within_2_checkups
7,0.7,0.8,C2_isotonic,all_rows,0.7446701287791705,0.6551724137931034,19,29,condition_fold,event_within_2_checkups
8,0.8,0.9,C2_isotonic,all_rows,0.8358426343430554,0.803921568627451,82,102,condition_fold,event_within_2_checkups
9,0.9,1.0,C2_isotonic,all_rows,0.9923917299283886,0.9454545454545454,104,110,condition_fold,event_within_2_checkups
0,0.0,0.1,C2_isotonic,all_rows,0.001342045345160921,0.02021772939346812,13,643,profile_holdout_fold,event_within_2_checkups
1,0.1,0.2,C2_isotonic,all_rows,0.14234725907712495,0.07692307692307693,1,13,profile_holdout_fold,event_within_2_checkups
3,0.3,0.4,C2_isotonic,all_rows,0.3333333333333333,0.5,1,2,profile_holdout_fold,event_within_2_checkups
4,0.4,0.5,C2_isotonic,all_rows,0.45454545454545453,0.375,3,8,profile_holdout_fold,event_within_2_checkups
5,0.5,0.6,C2_isotonic,all_rows,0.5577545632812657,0.5192307692307693,27,52,profile_holdout_fold,event_within_2_checkups
6,0.6,0.7,C2_isotonic,all_rows,0.6666666666666665,0.72,18,25,profile_holdout_fold,event_within_2_checkups
9,0.9,1.0,C2_isotonic,all_rows,0.9925726281148596,1.0,9,9,profile_holdout_fold,event_within_2_checkups
0,0.0,0.1,C2_isotonic,all_rows,0.0008268671713695802,0.016517549896765314,24,1453,temperature_holdout_fold,event_within_2_checkups
1,0.1,0.2,C2_isotonic,all_rows,0.14083846484339055,0.03773584905660377,2,53,temperature_holdout_fold,event_within_2_checkups
2,0.2,0.3,C2_isotonic,all_rows,0.21614113591925163,0.16521739130434782,19,115,temperature_holdout_fold,event_within_2_checkups
3,0.3,0.4,C2_isotonic,all_rows,0.3706873579474457,0.5,2,4,temperature_holdout_fold,event_within_2_checkups
4,0.4,0.5,C2_isotonic,all_rows,0.4131610576923077,0.5625,18,32,temperature_holdout_fold,event_within_2_checkups
6,0.6,0.7,C2_isotonic,all_rows,0.6877697709299766,0.6842105263157895,13,19,temperature_holdout_fold,event_within_2_checkups
7,0.7,0.8,C2_isotonic,all_rows,0.7710207608711841,1.0,13,13,temperature_holdout_fold,event_within_2_checkups
8,0.8,0.9,C2_isotonic,all_rows,0.8431484392105881,1.0,2,2,temperature_holdout_fold,event_within_2_checkups
9,0.9,1.0,C2_isotonic,all_rows,0.9353434509541373,0.8198198198198198,91,111,temperature_holdout_fold,event_within_2_checkups
0,0.0,0.1,C2_isotonic,all_rows,0.0028808018212165267,0.04448681283762313,140,3147,voltage_window_holdout_fold,event_within_2_checkups
1,0.1,0.2,C2_isotonic,all_rows,0.15421182064673827,0.03430079155672823,13,379,voltage_window_holdout_fold,event_within_2_checkups
2,0.2,0.3,C2_isotonic,all_rows,0.26054630419892694,0.1320754716981132,7,53,voltage_window_holdout_fold,event_within_2_checkups
3,0.3,0.4,C2_isotonic,all_rows,0.35597175513896306,0.5689655172413793,33,58,voltage_window_holdout_fold,event_within_2_checkups
4,0.4,0.5,C2_isotonic,all_rows,0.44797724067934214,0.42857142857142855,3,7,voltage_window_holdout_fold,event_within_2_checkups
5,0.5,0.6,C2_isotonic,all_rows,0.5,1.0,1,1,voltage_window_holdout_fold,event_within_2_checkups
6,0.6,0.7,C2_isotonic,all_rows,0.6506913038337029,1.0,2,2,voltage_window_holdout_fold,event_within_2_checkups
7,0.7,0.8,C2_isotonic,all_rows,0.7143880132394856,0.5882352941176471,40,68,voltage_window_holdout_fold,event_within_2_checkups
9,0.9,1.0,C2_isotonic,all_rows,0.9977195430689241,0.9553571428571429,107,112,voltage_window_holdout_fold,event_within_2_checkups
0,0.0,0.1,C0_raw_hgb_w2,verified_only,0.013606046734080494,0.22115384615384615,23,104,c_rate_holdout_fold,event_within_2_checkups
1,0.1,0.2,C0_raw_hgb_w2,verified_only,0.1316542634145266,0.6666666666666666,4,6,c_rate_holdout_fold,event_within_2_checkups
2,0.2,0.3,C0_raw_hgb_w2,verified_only,0.25922649464295433,1.0,1,1,c_rate_holdout_fold,event_within_2_checkups
3,0.3,0.4,C0_raw_hgb_w2,verified_only,0.36184493527517647,1.0,4,4,c_rate_holdout_fold,event_within_2_checkups
5,0.5,0.6,C0_raw_hgb_w2,verified_only,0.5672312457954434,0.5,1,2,c_rate_holdout_fold,event_within_2_checkups
6,0.6,0.7,C0_raw_hgb_w2,verified_only,0.6595417029581793,1.0,3,3,c_rate_holdout_fold,event_within_2_checkups
7,0.7,0.8,C0_raw_hgb_w2,verified_only,0.771447863583042,1.0,9,9,c_rate_holdout_fold,event_within_2_checkups
8,0.8,0.9,C0_raw_hgb_w2,verified_only,0.8405516860171713,1.0,2,2,c_rate_holdout_fold,event_within_2_checkups
9,0.9,1.0,C0_raw_hgb_w2,verified_only,0.9651221426186173,1.0,17,17,c_rate_holdout_fold,event_within_2_checkups
0,0.0,0.1,C0_raw_hgb_w2,verified_only,0.00724127655393221,0.02246603970741902,43,1914,condition_fold,event_within_2_checkups
1,0.1,0.2,C0_raw_hgb_w2,verified_only,0.14393253857642158,0.175,14,80,condition_fold,event_within_2_checkups
2,0.2,0.3,C0_raw_hgb_w2,verified_only,0.2360388959813705,0.19444444444444445,7,36,condition_fold,event_within_2_checkups
3,0.3,0.4,C0_raw_hgb_w2,verified_only,0.3468214961068118,0.28125,9,32,condition_fold,event_within_2_checkups
4,0.4,0.5,C0_raw_hgb_w2,verified_only,0.4581515575681214,0.25,5,20,condition_fold,event_within_2_checkups
5,0.5,0.6,C0_raw_hgb_w2,verified_only,0.5587184765942423,0.47368421052631576,18,38,condition_fold,event_within_2_checkups
6,0.6,0.7,C0_raw_hgb_w2,verified_only,0.6559763918078818,0.5348837209302325,23,43,condition_fold,event_within_2_checkups
7,0.7,0.8,C0_raw_hgb_w2,verified_only,0.7393222006473722,0.38461538461538464,10,26,condition_fold,event_within_2_checkups
