auprc,auroc,brier,calibration_intercept,calibration_method,calibration_slope,calibration_status,ece_10_bin,ece_10_bin_equal_freq,fallback_reason,heldout_fold,label_policy,log_loss,n_calibration,n_fit,n_test,split_name,target,test_negative_count,test_positive_count
0.8611590196361489,0.9009576612903226,0.18079578184814912,0.6602053987910478,C0_raw_hgb_w2,0.0864109235578358,raw,0.16785721455292102,0.1572099917826036,,1,all_rows,0.6045888432260523,734,2936,157,c_rate_holdout_fold,event_within_2_checkups,93,64
0.8611590196361489,0.9009576612903226,0.16783579547636832,0.6769749428198062,C1_platt_logistic,0.12794840853138187,calibrated,0.15076289787805283,0.14913984858619217,,1,all_rows,0.5091112583378032,734,2936,157,c_rate_holdout_fold,event_within_2_checkups,93,64
0.8662796398509275,0.8931451612903226,0.1683915311643417,0.528805336840568,C2_isotonic,0.0390361629402652,calibrated,0.14409385785776085,0.15432280755610034,,1,all_rows,0.4908096874794291,734,2936,157,c_rate_holdout_fold,event_within_2_checkups,93,64
0.9328123901810527,0.9425223214285714,0.19020474618902627,0.7765943306655363,C0_raw_hgb_w2,0.1032704888589097,raw,0.2176558522793442,0.21615676791844995,,1,verified_only,0.7189916416208157,506,1779,148,c_rate_holdout_fold,event_within_2_checkups,84,64
0.9328123901810527,0.9425223214285714,0.16915762667057843,0.7581504997462958,C1_platt_logistic,0.15076093499523388,calibrated,0.19778535600623118,0.1990595628495359,,1,verified_only,0.5315759835072831,506,1779,148,c_rate_holdout_fold,event_within_2_checkups,84,64
0.9358026299127667,0.9353608630952381,0.16105838394509456,0.648015665085659,C2_isotonic,0.046463258178853835,calibrated,0.18239026243977657,0.18239065433166848,,1,verified_only,0.545909168657973,506,1779,148,c_rate_holdout_fold,event_within_2_checkups,84,64
0.9554034661488473,0.9534902597402597,0.19857988330169699,0.783396017665746,C0_raw_hgb_w2,0.09597384678109952,raw,0.22219366705627183,0.2224488226813815,,1,all_rows,0.7417147527465154,924,2746,157,c_rate_holdout_fold,event_within_3_checkups,77,80
0.9554034661488473,0.9534902597402597,0.17422226542707955,0.7651182044011631,C1_platt_logistic,0.1381140400309081,calibrated,0.20880068551384554,0.2114074987234083,,1,all_rows,0.5521668408093752,924,2746,157,c_rate_holdout_fold,event_within_3_checkups,77,80
0.948225784226325,0.9479707792207792,0.1639164964776939,0.5641520761388193,C2_isotonic,0.03662144963588266,calibrated,0.1923542463309766,0.1864872522618792,,1,all_rows,0.5448113278785098,924,2746,157,c_rate_holdout_fold,event_within_3_checkups,77,80
0.9482219467401644,0.9368566176470589,0.19089152335609744,0.7449330008650479,C0_raw_hgb_w2,0.09243779732401021,raw,0.21482725717168824,0.21525983207417188,,1,verified_only,0.7393782538405475,494,1791,148,c_rate_holdout_fold,event_within_3_checkups,68,80
