target,split_name,best_model_level,best_feature_group,condition_mean_mae,worst_condition_mae,test_rows
delta_pulse_1s_resistance,c_rate_holdout_fold,L2_hist_gradient_boosting,P3_state_nominal,0.0019370888386816712,0.004595215930091828,142
delta_pulse_1s_resistance,condition_fold,L2_hist_gradient_boosting,P_E3_stress_eis,0.000951577487212752,0.003820919796132705,3746
delta_pulse_1s_resistance,profile_holdout_fold,L2_hist_gradient_boosting,P_E1_nominal_eis,0.0009221341523680654,0.002714185397205741,732
delta_pulse_1s_resistance,temperature_holdout_fold,L2_hist_gradient_boosting,P_E3_stress_eis,0.0010731973495550092,0.004147459335745635,1753
delta_pulse_1s_resistance,voltage_window_holdout_fold,L2_hist_gradient_boosting,P_E1_nominal_eis,0.0012100759071730122,0.005222064289375096,3746
