run_scope,model_level,feature_group,target,split_name,fold_count,mean_mae,mean_rmse,condition_mean_mae,condition_median_mae,worst_condition_mae,test_rows,test_parameter_sets
primary,L3_quantile_hist_gradient_boosting,F3_state_nominal,capacity_Ah_k1,temperature_holdout_fold,2,0.16444928343345003,0.2536086475785463,0.20849438183297353,0.19668876873968583,0.44231056939433355,1802,38
primary,L3_quantile_hist_gradient_boosting,F3_state_nominal,capacity_Ah_k1,voltage_window_holdout_fold,3,0.23372754271730187,0.31206603736087385,0.26127679016386424,0.26219347647338,0.5366569823006666,3827,76
primary,L3_quantile_hist_gradient_boosting,F3_state_nominal,delta_capacity_Ah,c_rate_holdout_fold,1,0.20872576042254765,0.307329454254606,0.2929956394628221,0.264740266362346,0.5140311903333333,157,12
primary,L3_quantile_hist_gradient_boosting,F3_state_nominal,delta_capacity_Ah,condition_fold,5,0.04296671094153387,0.11146584987098444,0.10906826064492828,0.06633408906748257,0.5132654470283332,3827,76
primary,L3_quantile_hist_gradient_boosting,F3_state_nominal,delta_capacity_Ah,profile_holdout_fold,1,0.041833541119436476,0.10123042418409575,0.07371166715297424,0.04040826593612118,0.3119396344855002,752,12
primary,L3_quantile_hist_gradient_boosting,F3_state_nominal,delta_capacity_Ah,temperature_holdout_fold,2,0.04844359600212518,0.12909189593156745,0.12064798914059202,0.07144189120310017,0.4517701479466667,1802,38
primary,L3_quantile_hist_gradient_boosting,F3_state_nominal,delta_capacity_Ah,voltage_window_holdout_fold,3,0.04874996514039263,0.100433464710537,0.1016588834728377,0.06679717439063403,0.5180423497016665,3827,76
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,capacity_Ah_k1,c_rate_holdout_fold,1,0.2826656921193312,0.40356126459520336,0.2961593261724556,0.2976401180152678,0.4344397525666665,157,12
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,capacity_Ah_k1,condition_fold,5,0.16292496727089525,0.2517743987761676,0.2041449809662001,0.2020609884920149,0.4408513685,3827,76
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,capacity_Ah_k1,profile_holdout_fold,1,0.21533532372812425,0.31163286571312954,0.24624626812278075,0.2456596726069099,0.5203839273536668,752,12
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,capacity_Ah_k1,temperature_holdout_fold,2,0.16674074766467578,0.25820146356354456,0.21107699894923193,0.19991919976682604,0.4802434587720002,1802,38
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,capacity_Ah_k1,voltage_window_holdout_fold,3,0.23618604068512547,0.3149503075352466,0.26350555996160274,0.2623550884900998,0.5361171197521664,3827,76
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,delta_capacity_Ah,c_rate_holdout_fold,1,0.2085238238558001,0.3072124376082774,0.2933500915194795,0.2644356003055127,0.5150877258183334,157,12
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,delta_capacity_Ah,condition_fold,5,0.04309566264714422,0.11156287453392477,0.10904650778071716,0.06574358458967597,0.5133787926683332,3827,76
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,delta_capacity_Ah,profile_holdout_fold,1,0.04558710371490438,0.1030396577209281,0.07805862227929779,0.04463551122357137,0.3211601797270001,752,12
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,delta_capacity_Ah,temperature_holdout_fold,2,0.048429754336922495,0.12849651962238376,0.12076740500690972,0.07065152495330168,0.4512500626466667,1802,38
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,delta_capacity_Ah,voltage_window_holdout_fold,3,0.04938952714946648,0.10089988319098443,0.10220642163571442,0.06613336467930907,0.5195417675766666,3827,76
sensitivity_excluding_monotonicity,L0_persistence,persistence,capacity_Ah_k1,c_rate_holdout_fold,1,0.2568258256880734,0.34047528458605353,0.32449283585858585,0.3321478166666666,0.5228708,109,12
sensitivity_excluding_monotonicity,L0_persistence,persistence,capacity_Ah_k1,condition_fold,5,0.06275428730854633,0.1295578609002354,0.1356629146039194,0.10593600557322028,0.5228708,2773,76
sensitivity_excluding_monotonicity,L0_persistence,persistence,capacity_Ah_k1,profile_holdout_fold,1,0.05452168320610686,0.11500260426145152,0.09587597515578931,0.05612145310391362,0.36688177777777775,524,12
sensitivity_excluding_monotonicity,L0_persistence,persistence,capacity_Ah_k1,temperature_holdout_fold,2,0.07307673035767653,0.15439565352179302,0.1522919586307596,0.10989398717948715,0.49656549999999994,1262,38
sensitivity_excluding_monotonicity,L0_persistence,persistence,capacity_Ah_k1,voltage_window_holdout_fold,3,0.059146889941297104,0.10783661847607999,0.11678815358340454,0.08126567006142506,0.5228708,2773,76
sensitivity_excluding_monotonicity,L0_persistence,persistence,delta_capacity_Ah,c_rate_holdout_fold,1,0.2568258256880734,0.34047528458605353,0.32449283585858585,0.3321478166666666,0.5228708,109,12
sensitivity_excluding_monotonicity,L0_persistence,persistence,delta_capacity_Ah,condition_fold,5,0.06275428730854633,0.1295578609002354,0.1356629146039194,0.10593600557322028,0.5228708,2773,76
sensitivity_excluding_monotonicity,L0_persistence,persistence,delta_capacity_Ah,profile_holdout_fold,1,0.05452168320610686,0.11500260426145152,0.09587597515578931,0.05612145310391362,0.36688177777777775,524,12
sensitivity_excluding_monotonicity,L0_persistence,persistence,delta_capacity_Ah,temperature_holdout_fold,2,0.07307673035767653,0.15439565352179302,0.1522919586307596,0.10989398717948715,0.49656549999999994,1262,38
sensitivity_excluding_monotonicity,L0_persistence,persistence,delta_capacity_Ah,voltage_window_holdout_fold,3,0.059146889941297104,0.10783661847607999,0.11678815358340454,0.08126567006142506,0.5228708,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F0_time_only,capacity_Ah_k1,c_rate_holdout_fold,1,0.35820727683824083,0.5119692057707999,0.3524079930641801,0.3556446946542061,0.5561349904741502,109,12
sensitivity_excluding_monotonicity,L1_ridge,F0_time_only,capacity_Ah_k1,condition_fold,5,0.22536027174005172,0.30830857118572474,0.26368263727706165,0.26966303589231455,0.7361170480978978,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F0_time_only,capacity_Ah_k1,profile_holdout_fold,1,0.19475081492205754,0.28797834784654525,0.2572339715110554,0.24090731202440477,0.7396317648422044,524,12
sensitivity_excluding_monotonicity,L1_ridge,F0_time_only,capacity_Ah_k1,temperature_holdout_fold,2,0.23328385128298723,0.3211581388370714,0.27953218599756124,0.2681931350667168,0.7336289251148621,1262,38
sensitivity_excluding_monotonicity,L1_ridge,F0_time_only,capacity_Ah_k1,voltage_window_holdout_fold,3,0.2995626999340497,0.3777110402189969,0.3378443464845547,0.3370167272272924,0.7411453483303749,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F0_time_only,delta_capacity_Ah,c_rate_holdout_fold,1,0.18856148433961123,0.28878005380472155,0.2500258224155828,0.256157360039902,0.4411177075087408,109,12
sensitivity_excluding_monotonicity,L1_ridge,F0_time_only,delta_capacity_Ah,condition_fold,5,0.058352950049620135,0.11233786552408583,0.10625676381182951,0.07503194542738233,0.41123534026150965,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F0_time_only,delta_capacity_Ah,profile_holdout_fold,1,0.051279005982663016,0.10461724130627613,0.07851191139878856,0.05662266040835781,0.2784304983925511,524,12
sensitivity_excluding_monotonicity,L1_ridge,F0_time_only,delta_capacity_Ah,temperature_holdout_fold,2,0.06431970389413529,0.13439552548971376,0.11785836702778071,0.06364357142362585,0.4057397667121927,1262,38
sensitivity_excluding_monotonicity,L1_ridge,F0_time_only,delta_capacity_Ah,voltage_window_holdout_fold,3,0.05919432122048346,0.10899116016693088,0.10198554115907543,0.0671789830278039,0.4326592323007814,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F1_state_time,capacity_Ah_k1,c_rate_holdout_fold,1,0.18083824406190413,0.2724244330344308,0.2457453352979413,0.23073507306422397,0.4432955239179483,109,12
sensitivity_excluding_monotonicity,L1_ridge,F1_state_time,capacity_Ah_k1,condition_fold,5,0.05765418129040321,0.10295506556636402,0.10458053063351466,0.07353196903528025,0.4225097255849178,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F1_state_time,capacity_Ah_k1,profile_holdout_fold,1,0.0668750205214011,0.10041146162257011,0.0830373124726706,0.07061334228142867,0.19463877861841397,524,12
sensitivity_excluding_monotonicity,L1_ridge,F1_state_time,capacity_Ah_k1,temperature_holdout_fold,2,0.06192873404784567,0.1228953687779561,0.11461197717865523,0.07820287023256,0.42550026261327284,1262,38
sensitivity_excluding_monotonicity,L1_ridge,F1_state_time,capacity_Ah_k1,voltage_window_holdout_fold,3,0.06482197073819693,0.10459883454054353,0.10228277169510026,0.07348802187644411,0.4304036432763397,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F1_state_time,delta_capacity_Ah,c_rate_holdout_fold,1,0.18070677040174699,0.2719752535537113,0.24571576250613825,0.2307018158205616,0.4433841270013188,109,12
sensitivity_excluding_monotonicity,L1_ridge,F1_state_time,delta_capacity_Ah,condition_fold,5,0.05805773255312855,0.1029566945856312,0.10485958837459006,0.07352096560214673,0.4234073766224048,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F1_state_time,delta_capacity_Ah,profile_holdout_fold,1,0.06764259132472865,0.1006573048207983,0.08337624591548475,0.0717355782571997,0.19134848301425156,524,12
sensitivity_excluding_monotonicity,L1_ridge,F1_state_time,delta_capacity_Ah,temperature_holdout_fold,2,0.062260408564027744,0.12262755176992164,0.11482726538278193,0.07889142334822892,0.4264643030048552,1262,38
sensitivity_excluding_monotonicity,L1_ridge,F1_state_time,delta_capacity_Ah,voltage_window_holdout_fold,3,0.06647884486721707,0.10603096102312261,0.1036367671873404,0.07513697154898996,0.43152168249064543,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F2_state_exposure,capacity_Ah_k1,c_rate_holdout_fold,1,0.18387683619589792,0.2742122627672494,0.24914197447949257,0.2378378539376385,0.44324108403487594,109,12
sensitivity_excluding_monotonicity,L1_ridge,F2_state_exposure,capacity_Ah_k1,condition_fold,5,0.05727749011455496,0.1026116284115171,0.10426417939128205,0.07320319088801834,0.421999974850031,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F2_state_exposure,capacity_Ah_k1,profile_holdout_fold,1,0.06531124334002761,0.10016891553047391,0.08245495784384077,0.06793612816142078,0.1959050146708955,524,12
sensitivity_excluding_monotonicity,L1_ridge,F2_state_exposure,capacity_Ah_k1,temperature_holdout_fold,2,0.06187694606403005,0.1255253790205794,0.11523801209914286,0.0790822550089814,0.42283689290344434,1262,38
sensitivity_excluding_monotonicity,L1_ridge,F2_state_exposure,capacity_Ah_k1,voltage_window_holdout_fold,3,0.07320557106630377,0.1090707452562384,0.10678419312105288,0.08127515959043388,0.42792588925099173,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F2_state_exposure,delta_capacity_Ah,c_rate_holdout_fold,1,0.18067247796045488,0.2707812542533191,0.24641237272098804,0.24079827117132951,0.4442497771798742,109,12
sensitivity_excluding_monotonicity,L1_ridge,F2_state_exposure,delta_capacity_Ah,condition_fold,5,0.05628615006837064,0.10136636994904762,0.10342277405724762,0.07197550860644211,0.42259322567789315,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F2_state_exposure,delta_capacity_Ah,profile_holdout_fold,1,0.06372737952476634,0.10041222852113524,0.08192620869448784,0.06786608209688413,0.19539975426981085,524,12
sensitivity_excluding_monotonicity,L1_ridge,F2_state_exposure,delta_capacity_Ah,temperature_holdout_fold,2,0.06062721991141021,0.12161638688835216,0.11333704361481045,0.07688007369312308,0.4235553140689809,1262,38
sensitivity_excluding_monotonicity,L1_ridge,F2_state_exposure,delta_capacity_Ah,voltage_window_holdout_fold,3,0.0701305655050912,0.10537235453908193,0.10401720473153035,0.07710837457650054,0.4295260663227138,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F3_state_nominal,capacity_Ah_k1,c_rate_holdout_fold,1,0.17866794947224288,0.22744051653598837,0.17694394688941184,0.155276767865746,0.30358381906457704,109,12
sensitivity_excluding_monotonicity,L1_ridge,F3_state_nominal,capacity_Ah_k1,condition_fold,5,0.04845229934673636,0.0912263755837745,0.08186070204404361,0.05801685910191887,0.3592018285759739,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F3_state_nominal,capacity_Ah_k1,profile_holdout_fold,1,0.05074229147958178,0.10225215247073648,0.0876751265891606,0.059843568676366324,0.3049637926311479,524,12
sensitivity_excluding_monotonicity,L1_ridge,F3_state_nominal,capacity_Ah_k1,temperature_holdout_fold,2,0.05403198266165091,0.11538183518502278,0.09200152908195394,0.05523274905590911,0.3558592088041744,1262,38
sensitivity_excluding_monotonicity,L1_ridge,F3_state_nominal,capacity_Ah_k1,voltage_window_holdout_fold,3,0.05445240008200571,0.08821646722592043,0.08436622185831351,0.06844881229569376,0.363233921377848,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F3_state_nominal,delta_capacity_Ah,c_rate_holdout_fold,1,0.1821836450538114,0.2325223619123391,0.1774344307912934,0.15517831165208165,0.297630109310257,109,12
sensitivity_excluding_monotonicity,L1_ridge,F3_state_nominal,delta_capacity_Ah,condition_fold,5,0.04809403398197073,0.09048620960987988,0.0812969002962204,0.05729080454302819,0.3551909446646242,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F3_state_nominal,delta_capacity_Ah,profile_holdout_fold,1,0.05026902381416049,0.10172626890227854,0.08721007272272964,0.058630412022287054,0.2986779138964797,524,12
sensitivity_excluding_monotonicity,L1_ridge,F3_state_nominal,delta_capacity_Ah,temperature_holdout_fold,2,0.05228290644669055,0.11125632418502139,0.08923984929334153,0.05910319123209075,0.35236980815514063,1262,38
sensitivity_excluding_monotonicity,L1_ridge,F3_state_nominal,delta_capacity_Ah,voltage_window_holdout_fold,3,0.05247432493924714,0.08650417331834258,0.08333162243399896,0.06420813784177726,0.3585384438102896,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F4_state_log_age_scalar,capacity_Ah_k1,c_rate_holdout_fold,1,0.355472206672088,0.39505193394614607,0.3560441704417375,0.36734750431304136,0.5461532108199301,109,12
sensitivity_excluding_monotonicity,L1_ridge,F4_state_log_age_scalar,capacity_Ah_k1,condition_fold,5,0.04721244341964394,0.0892070603843667,0.08180120725888622,0.06679067239368452,0.33546349235025236,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F4_state_log_age_scalar,capacity_Ah_k1,profile_holdout_fold,1,0.2612088318160991,0.28331354377891765,0.3130195349924481,0.2485191179092391,0.5825156533409217,524,12
sensitivity_excluding_monotonicity,L1_ridge,F4_state_log_age_scalar,capacity_Ah_k1,temperature_holdout_fold,2,0.10801128913084536,0.1409595891105318,0.13873435405559623,0.11991498423627048,0.32878470580738023,1262,38
sensitivity_excluding_monotonicity,L1_ridge,F4_state_log_age_scalar,capacity_Ah_k1,voltage_window_holdout_fold,3,0.10530829836879048,0.13857614354053102,0.1261442258312443,0.11609799282195665,0.5691951986979338,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F4_state_log_age_scalar,delta_capacity_Ah,c_rate_holdout_fold,1,0.34814912670530757,0.39065498408158345,0.34271688948653045,0.36022223318237767,0.5139732894887374,109,12
sensitivity_excluding_monotonicity,L1_ridge,F4_state_log_age_scalar,delta_capacity_Ah,condition_fold,5,0.04639053605138514,0.08850457992359599,0.08089484058527117,0.06593707744240697,0.33503161880167315,2773,76
sensitivity_excluding_monotonicity,L1_ridge,F4_state_log_age_scalar,delta_capacity_Ah,profile_holdout_fold,1,0.2526622111157346,0.27506795236201603,0.30384656933233006,0.23761656565719858,0.565221855952234,524,12
sensitivity_excluding_monotonicity,L1_ridge,F4_state_log_age_scalar,delta_capacity_Ah,temperature_holdout_fold,2,0.08385821975807556,0.12127729886893143,0.11625260117526312,0.09242789414838412,0.3290240417284429,1262,38
sensitivity_excluding_monotonicity,L1_ridge,F4_state_log_age_scalar,delta_capacity_Ah,voltage_window_holdout_fold,3,0.10242413789091513,0.13620135121904628,0.12521397297789855,0.11401131449575291,0.5482749892286486,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F0_time_only,capacity_Ah_k1,c_rate_holdout_fold,1,0.3075509369839433,0.4342182751057676,0.3078615346151074,0.3213267647379937,0.4678679412566886,109,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F0_time_only,capacity_Ah_k1,condition_fold,5,0.21094468622898085,0.2768069179788732,0.2389187336957539,0.24536007320276249,0.559053902128158,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F0_time_only,capacity_Ah_k1,profile_holdout_fold,1,0.1990369380476899,0.27603249841164107,0.24110193735561478,0.2179224094799343,0.5275799267402107,524,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F0_time_only,capacity_Ah_k1,temperature_holdout_fold,2,0.2171776356111922,0.2843765888052048,0.25029356208237963,0.24441654822905778,0.5626749861358606,1262,38
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F0_time_only,capacity_Ah_k1,voltage_window_holdout_fold,3,0.27780761668392234,0.340364940856821,0.30377282897735547,0.31045855448910625,0.5673778731003718,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F0_time_only,delta_capacity_Ah,c_rate_holdout_fold,1,0.17567396573530497,0.26933078373750363,0.22940360813605246,0.21946783873908104,0.40911934732461586,109,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F0_time_only,delta_capacity_Ah,condition_fold,5,0.052276038706823055,0.10282912192428102,0.09642954610518913,0.06154123959680632,0.4069434791471034,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F0_time_only,delta_capacity_Ah,profile_holdout_fold,1,0.06274584512635822,0.1079550618923098,0.08651165063812098,0.061095983193117716,0.2611684336129812,524,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F0_time_only,delta_capacity_Ah,temperature_holdout_fold,2,0.05811536350279174,0.1251911729678283,0.10942118926700567,0.05523894383980736,0.40442256150677375,1262,38
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F0_time_only,delta_capacity_Ah,voltage_window_holdout_fold,3,0.05626759244894106,0.10051163171950339,0.09320920892250441,0.06607484482321979,0.4035708344072043,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F1_state_time,capacity_Ah_k1,c_rate_holdout_fold,1,0.24711551437641777,0.34925684896511894,0.2512535694372205,0.26409461914860216,0.37611066267516136,109,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F1_state_time,capacity_Ah_k1,condition_fold,5,0.15051295287859395,0.2050218371327547,0.18102477488564417,0.16564374576513913,0.4919868592645968,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F1_state_time,capacity_Ah_k1,profile_holdout_fold,1,0.142513221393495,0.20595760238267696,0.1821859974155193,0.16380562998606946,0.48121401677689385,524,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F1_state_time,capacity_Ah_k1,temperature_holdout_fold,2,0.1591032400800615,0.2198153548128709,0.19461065848042225,0.16545073032630106,0.5026848306980288,1262,38
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F1_state_time,capacity_Ah_k1,voltage_window_holdout_fold,3,0.18535322783257768,0.23810477502896868,0.21451365379681234,0.19763383626745126,0.4914095990698874,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F1_state_time,delta_capacity_Ah,c_rate_holdout_fold,1,0.16836000970027779,0.25892001829645794,0.22606993999137973,0.2165043889808246,0.41348645234597353,109,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F1_state_time,delta_capacity_Ah,condition_fold,5,0.04739796542133301,0.09694025327857377,0.09092896502440512,0.058581115450574914,0.39582421781524746,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F1_state_time,delta_capacity_Ah,profile_holdout_fold,1,0.04977230470859568,0.09592974929536185,0.07435057781498093,0.05285288314791971,0.24047640859101949,524,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F1_state_time,delta_capacity_Ah,temperature_holdout_fold,2,0.05246847354030226,0.11971080942759915,0.10212568335204858,0.06285165512584441,0.40650731416218083,1262,38
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F1_state_time,delta_capacity_Ah,voltage_window_holdout_fold,3,0.053413728396273806,0.09432080311186301,0.09234117461098301,0.0644633823850299,0.41525282993373486,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F2_state_exposure,capacity_Ah_k1,c_rate_holdout_fold,1,0.252831976228624,0.35297134741135844,0.25746173614484336,0.2743787096176972,0.37515964529629886,109,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F2_state_exposure,capacity_Ah_k1,condition_fold,5,0.1500188138325999,0.20419058369174556,0.18201772532463395,0.16370999432858938,0.49104065897267724,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F2_state_exposure,capacity_Ah_k1,profile_holdout_fold,1,0.14039560922330196,0.20358748931989393,0.18093074857648242,0.16140801662791004,0.48247591426578584,524,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F2_state_exposure,capacity_Ah_k1,temperature_holdout_fold,2,0.1591813873798107,0.22028724513374073,0.19620394771969535,0.16614959004388064,0.505308725049847,1262,38
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F2_state_exposure,capacity_Ah_k1,voltage_window_holdout_fold,3,0.1875420100670906,0.2380324263709309,0.21693169520060349,0.20100250351177987,0.48942467128427886,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F2_state_exposure,delta_capacity_Ah,c_rate_holdout_fold,1,0.16591427163911598,0.25696890023339375,0.22185705570018188,0.2028093901561423,0.41677319001419305,109,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F2_state_exposure,delta_capacity_Ah,condition_fold,5,0.046625641783429386,0.09544115084982381,0.08881989339018977,0.049592416257292014,0.373912818752364,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F2_state_exposure,delta_capacity_Ah,profile_holdout_fold,1,0.0526551102840795,0.09528338051938981,0.0750741931301904,0.05833589470467475,0.2345083351334889,524,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F2_state_exposure,delta_capacity_Ah,temperature_holdout_fold,2,0.05203078614026735,0.11910643050993042,0.10273915549961465,0.05574200917733822,0.37969765865599003,1262,38
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F2_state_exposure,delta_capacity_Ah,voltage_window_holdout_fold,3,0.05909230470947863,0.09535108641514871,0.09255303395008878,0.06271114395763148,0.39984789685940314,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F3_state_nominal,capacity_Ah_k1,c_rate_holdout_fold,1,0.2526049898723395,0.3530025567790775,0.25744005347518073,0.2774130255319083,0.36987482790892046,109,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F3_state_nominal,capacity_Ah_k1,condition_fold,5,0.14965357260962425,0.20397123036542358,0.18188735384182733,0.16297343491474953,0.4970898618971425,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F3_state_nominal,capacity_Ah_k1,profile_holdout_fold,1,0.14054271595034176,0.2034557840875876,0.1819122422800534,0.161213587380659,0.48968692246643464,524,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F3_state_nominal,capacity_Ah_k1,temperature_holdout_fold,2,0.1591137170036602,0.22025924409405334,0.19615477320227453,0.16622716527339276,0.507919794255578,1262,38
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F3_state_nominal,capacity_Ah_k1,voltage_window_holdout_fold,3,0.18646873962537605,0.2372793926686774,0.21588476209710225,0.20003443350592498,0.48813433789693556,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F3_state_nominal,delta_capacity_Ah,c_rate_holdout_fold,1,0.16808337783271332,0.25591290340260325,0.215526679498123,0.20591489613794595,0.3640616000451707,109,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F3_state_nominal,delta_capacity_Ah,condition_fold,5,0.04609462559800363,0.09376708116779828,0.08509472488105725,0.06282871808625337,0.34726869796112225,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F3_state_nominal,delta_capacity_Ah,profile_holdout_fold,1,0.09044279452226758,0.11810516229347844,0.10336637209358612,0.08893845133141509,0.2369735170580109,524,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F3_state_nominal,delta_capacity_Ah,temperature_holdout_fold,2,0.05039945826811057,0.11894996148601603,0.09912892794518399,0.05496182890704922,0.3872360962746967,1262,38
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F3_state_nominal,delta_capacity_Ah,voltage_window_holdout_fold,3,0.054944203919563284,0.09348543392270535,0.09160140942221122,0.06740787433714084,0.3853880617811763,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,capacity_Ah_k1,c_rate_holdout_fold,1,0.25241658052727545,0.35249702491740276,0.25722327528980254,0.27745643102511064,0.3706872665213735,109,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,capacity_Ah_k1,condition_fold,5,0.14952235730626312,0.2038616122870193,0.18092573160652234,0.1656076937071651,0.4945057590899574,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,capacity_Ah_k1,profile_holdout_fold,1,0.13652906772982107,0.20060326602438286,0.17937358250740842,0.15463977425191303,0.5119355948406569,524,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,capacity_Ah_k1,temperature_holdout_fold,2,0.15876488654841636,0.2200547909259015,0.19497121892753022,0.16651699754780508,0.5159673405140613,1262,38
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,capacity_Ah_k1,voltage_window_holdout_fold,3,0.18956318093403213,0.24021849408184037,0.21947968689523747,0.20449618888120155,0.5031956353953606,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,delta_capacity_Ah,c_rate_holdout_fold,1,0.1570133334924146,0.23051919959676415,0.20342847091965302,0.19021045629994143,0.36854731957535475,109,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,delta_capacity_Ah,condition_fold,5,0.04538155692111913,0.08857873248279638,0.08249045071317404,0.06059617091277234,0.3233867363251298,2773,76
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,delta_capacity_Ah,profile_holdout_fold,1,0.058364729408713296,0.09862734339323298,0.08217033151972965,0.0627082092059919,0.2592020513523172,524,12
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,delta_capacity_Ah,temperature_holdout_fold,2,0.05017862719318909,0.1113477009461202,0.0943927085739953,0.056210663938862954,0.33308357506736497,1262,38
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,F4_state_log_age_scalar,delta_capacity_Ah,voltage_window_holdout_fold,3,0.06050507239071393,0.09418451535718496,0.09351473744989793,0.06983802002459195,0.410561104422571,2773,76
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F0_time_only,capacity_Ah_k1,c_rate_holdout_fold,1,0.3449881295342889,0.49380620936396535,0.3468325214710232,0.34703069165464573,0.5602299159649999,109,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F0_time_only,capacity_Ah_k1,condition_fold,5,0.21417387155735473,0.29576822973074796,0.25013249050514463,0.2487194404461043,0.6865655330227775,2773,76
