target,split_name,best_model_level,best_feature_group,best_condition_mean_mae,best_worst_condition_mae,worst_parameter_set,worst_parameter_set_mae,l0_condition_mean_mae,l0_reference_status,condition_mean_mae_improvement_vs_l0
delta_capacity_Ah,c_rate_holdout_fold,L2_hist_gradient_boosting,F4_state_log_age_scalar,0.10113277130259181,0.193505570859936,20,0.193505570859936,reference_missing,reference_missing,reference_missing
delta_capacity_per_day_target,c_rate_holdout_fold,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,0.12127104644413574,0.23655844460746467,32,0.23655844460746467,reference_missing,reference_missing,reference_missing
delta_capacity_per_efc_target,c_rate_holdout_fold,L2_hist_gradient_boosting,F12_voltage_cold_current_interactions,0.2387385496684895,0.6140937896627369,24,0.6140937896627369,reference_missing,reference_missing,reference_missing
